type,name,values,prefix,postfix,usage count,user addable,template name,,,
checkpoint,Are isolators installed at equipment,,,,,,,,,
checkpoint,Are isolators labelled,,,,,,,,,
checkpoint,Are flexible connections to equipment installed,,,,,,,,,
checkpoint,Are terminations complete to equipment,,,,,,,,,
section,Switchboard,,,,,,,,,
checkpoint,Area ready and accessible for work,,,,,,,,,
checkpoint,Are mechanical switchboards installed,,,,,,,,,
checkpoint,Are cable sizes as per approved drawings,,,,,,,,,
checkpoint,Are terminations complete at all switchboards,,,,,,,,,
checkpoint,Are terminations for other services complete (e.g. fire trips / submains),,,,,,,,,
checkpoint,Are switchboards clean,,,,,,,,,
checkpoint,Pre-energisation tests complete,,,,,,,,,
checkpoint,All labels installed,,,,,,,,,
checkpoint,Power available ,,,,,,,,,
checkpoint,Has client been notified that the switchboards are live and warning signage installed.,,,,,,,,,
checkpoint,All testing complete,,,,,,,,,
checkpoint,As installed drawings received,,,,,,,,,
checkpoint,Certification received ,,,,,,,,,
,,,,,,,,,,
checklist-flat,Water Pipework Installation,,,,,,6.9 Water Pipework Installation Checklist,,,
checkpoint,Area ready and accessible for work,,,,,,,,,
checkpoint,"Size, position, height, checked against drawings",,,,,,,,,
checkpoint,Bracketing checked (to accommodate springs where applicable),,,,,,,,,
checkpoint,Clearance for insulation & sheathing as per specification,,,,,,,,,
checkpoint,Insulation blocks correct size,,,,,,,,,
checkpoint,Isolating valves installed,,,,,,,,,
checkpoint,Balancing valves installed,,,,,,,,,
checkpoint,Control valves installed,,,,,,,,,
checkpoint,Flexible connections to equipment installed,,,,,,,,,
checkpoint,BMCS points installed,,,,,,,,,
checkpoint,Air bleeds installed,,,,,,,,,
checkpoint,Anchors & Guides checked against specification,,,,,,,,,
checkpoint,Air Vents checked against specification,,,,,,,,,
checkpoint,Expansion tanks / makeup installed installed– refer 6.35,,,,,,,,,
checkpoint,Dosing pot installed - refer 6.36,,,,,,,,,
checkpoint,Buffer tank installed - refer 6.38,,,,,,,,,
checkpoint,System full of water and air bleed out,,,,,,,,,
checkpoint,Water appropriately chemically treated,,,,,,,,,
checkpoint,Drain down points checked against specification,,,,,,,,,
checkpoint,Pressure Test complete– refer 6.10,,,,,,,,,
checkpoint,Pipe sleeves & fire seals checked against specification,,,,,,,,,
checkpoint,Insulation complete,,,,,,,,,
checkpoint,Sheathing complete,,,,,,,,,
checkpoint,Fire rating complete,,,,,,,,,
checkpoint,Pipework labelling checked,,,,,,,,,
checkpoint,Commissioning report attached,,,,,,,,,
,,,,,,,,,,
checklist,Pipe Pressure Test Report,,,,,,6.10 Pipe Pressure Test Report Checklist,,,
section,Checks,,,,,,,,,
checkpoint,System test pressure checked against specification,,,,,,,,,
checkpoint,Allowable drop kPa checked against specification,,,,,,,,,
checkpoint,Duration hour / minute checked against specification,,,,,,,,,
checkpoint,Marked up schematic attached,,,,,,,,,
checkpoint,Marked up layout attached,,,,,,,,,
checkpoint,Test record,,,,,,,,,
checkpoint,Test start - pass once entered,,,,,,,,,
text,Specified system test pressure,,,,,,,,,
text,Test location,,,,,,,,,
text,Test pressure required at testing location to achieve system test pressure,,,,,,,,,
text,Date test commenced,,,,,,,,,
text,Time test commenced,,,,,,,,,
checkpoint,Initial pressure kPa - pass once entered,,,,,,,,,
text,Initial pressure (kPa),,,,,,,,,
checkpoint,Test finish - pass once entered,,,,,,,,,
text,Date test completed,,,,,,,,,
text,Time test completed,,,,,,,,,
checkpoint,Final pressure kpa - pass once entered,,,,,,,,,
text,Final pressure (kPa),,,,,,,,,
checkpoint,Test passed,,,,,,,,,
,,,,,,,,,,
checklist,Controls / BMS Installation,,,,,,6.11 Controls / BMS Installation,,,
section,Field Wiring,,,,,,,,,
checkpoint,Area ready and accessible for work,,,,,,,,,
checkpoint,Are cable sizes as per approved drawings,,,,,,,,,
checkpoint,Is correct cable type being used,,,,,,,,,
checkpoint,Is correct cable support method being used,,,,,,,,,
checkpoint,Are temperature sensors installed,,,,,,,,,
checkpoint,Are all other field devices installed,,,,,,,,,
checkpoint,Are damper motors installed,,,,,,,,,
checkpoint,Are control valve actuators installed,,,,,,,,,
checkpoint,Are VAV controllers installed,,,,,,,,,
checkpoint,Are flexible connections to equipment installed,,,,,,,,,
checkpoint,Are terminations complete to equipment,,,,,,,,,
section,BMS Panels / system,,,,,,,,,
checkpoint,Area ready and accessible for work,,,,,,,,,
checkpoint,Are BMS panels installed,,,,,,,,,
checkpoint,Are cable sizes as per approved drawings,,,,,,,,,
checkpoint,Are terminations complete at all panels,,,,,,,,,
checkpoint,"Are terminations for other services complete (e.g. fire, hydraulics, electrical)",,,,,,,,,
checkpoint,Are panels clean,,,,,,,,,
checkpoint,Has point to point check been completed,,,,,,,,,
checkpoint,Have HLI points been migrated from other devices (eg chillers),,,,,,,,,
checkpoint,Are labels installed on field devices,,,,,,,,,
checkpoint,All labels installed in panels,,,,,,,,,
checkpoint,Power available to panels,,,,,,,,,
checkpoint,Has client been notified that the panels are live and warning signage installed.,,,,,,,,,
checkpoint,Are all graphics complete,,,,,,,,,
checkpoint,Has internet connection been provided and tested,,,,,,,,,
checkpoint,All testing complete,,,,,,,,,
checkpoint,All testing documentation received,,,,,,,,,
checkpoint,All O&M data received,,,,,,,,,
,,,,,,,,,,
checklist-flat,Goods Received and Inspected,,,,,,6.12 Goods Received and Inspected,,,
checkpoint,Delivery docket number,,,,,,,,,
text,Order number,,,,,,,,,
checkpoint,Supplied as ordered - type and quantity,,,,,,,,,
checkpoint,Delivered free of any damage,,,,,,,,,
select,Any damage reported to supplier,"Yes, No, N/A",,,,,,,,
checkpoint,Goods accepted for incorporation into works,,,,,,,,,
,,,,,,,,,,
checklist-flat,Fan Coil Unit Installation,,,,,,6.20 Fan Coil Unit Installation Checklist,,,
checkpoint,Area ready and accessible for work,,,,,,,,,
checkpoint,Model number correct & recorded,,,,,,,,,
checkpoint,Serial number recorded,,,,,,,,,
checkpoint,Equipment installed in correct location,,,,,,,,,
checkpoint,Vibration isolation installed,,,,,,,,,
checkpoint,Clearance & access checked,,,,,,,,,
checkpoint,Internal supports & spring mounts checked,,,,,,,,,
checkpoint,Shipping brackets removed,,,,,,,,,
checkpoint,Seismic restraints installed,,,,,,,,,
checkpoint,Flexible connections installed and aligned to duct connections,,,,,,,,,
checkpoint,Acoustic insulation installed,,,,,,,,,
checkpoint,Safety tray installed,,,,,,,,,
checkpoint,Filters installed,,,,,,,,,
checkpoint,Drains connected and run to tundish,,,,,,,,,
checkpoint,"Traps, drains, flow from trays checked without unit running",,,,,,,,,
checkpoint,Unit labelled in accordance with equipment schedule / drawings,,,,,,,,,
checkpoint,Pipe connections completed ,,,,,,,,,
checkpoint,Electrical connections complete,,,,,,,,,
checkpoint,Control connections complete,,,,,,,,,
checkpoint,Commissioning report attached,,,,,,,,,
checkpoint,Access for maintenance adequate and safe,,,,,,,,,
,,,,,,,,,,
checklist-flat,Water Cooled Package Unit Installation,,,,,,6.21 Water Cooled Package Unit Installation Checklist,,,
checkpoint,Area ready and accessible for work,,,,,,,,,
checkpoint,Model number correct & recorded,,,,,,,,,
checkpoint,Serial number recorded,,,,,,,,,
checkpoint,Equipment installed in correct location,,,,,,,,,
checkpoint,Vibration isolation installed,,,,,,,,,
checkpoint,Fan & compressor checked,,,,,,,,,
checkpoint,Internal supports & spring mounts checked,,,,,,,,,
checkpoint,Shipping brackets removed,,,,,,,,,
checkpoint,Flexible connections installed and aligned to duct connections,,,,,,,,,
checkpoint,Acoustic insulation installed,,,,,,,,,
checkpoint,Safety tray installed,,,,,,,,,
checkpoint,Filters installed,,,,,,,,,
checkpoint,Drains connected and run to tundish,,,,,,,,,
checkpoint,"Traps & drains, flow from trays checked without unit running",,,,,,,,,
checkpoint,Unit labelled in accordance with equipment schedule / drawings,,,,,,,,,
checkpoint,Pipe connections completed ,,,,,,,,,
checkpoint,Electrical connections complete,,,,,,,,,
checkpoint,Control connections complete,,,,,,,,,
checkpoint,Commissioning report attached,,,,,,,,,
checkpoint,Access for maintenance adequate and safe,,,,,,,,,
,,,,,,,,,,
checklist,Split AC / VRV Unit Installation,,,,,,6.22 Split AC / VRV Unit Installation Checklist,,,
section,Indoor unit,,,,,,,,,
checkpoint,Area ready and accessible for work,,,,,,,,,
checkpoint,Model number correct & recorded,,,,,,,,,
checkpoint,Serial number recorded,,,,,,,,,
checkpoint,Equipment installed in correct location,,,,,,,,,
checkpoint,Vibration isolation installed,,,,,,,,,
checkpoint,Fan coil unit checked,,,,,,,,,
checkpoint,Shipping brackets removed,,,,,,,,,
checkpoint,Flexible connections installed and aligned to duct connections,,,,,,,,,
checkpoint,Acoustic insulation installed,,,,,,,,,
checkpoint,Safety tray installed,,,,,,,,,
checkpoint,Filters installed,,,,,,,,,
checkpoint,Drains connected and run to tundish,,,,,,,,,
checkpoint,"Traps & drains, flow from trays checked without unit running",,,,,,,,,
checkpoint,Unit labelled in accordance with equipment schedule / drawings,,,,,,,,,
checkpoint,Clearance & access checked,,,,,,,,,
checkpoint,Pipe connections completed ,,,,,,,,,
checkpoint,Electrical connections complete,,,,,,,,,
checkpoint,Control connections complete,,,,,,,,,
section,Outdoor unit,,,,,,,,,
checkpoint,Area ready and accessible for work,,,,,,,,,
checkpoint,Condenser checked,,,,,,,,,
checkpoint,Model number correct & recorded,,,,,,,,,
checkpoint,Serial number recorded,,,,,,,,,
checkpoint,Equipment installed in correct location,,,,,,,,,
checkpoint,Installed to manufacturers instructions & approved detail,,,,,,,,,
checkpoint,Vibration isolation installed,,,,,,,,,
checkpoint,Fan/coil guards fitted correctly,,,,,,,,,
checkpoint,Shipping brackets removed,,,,,,,,,
checkpoint,Coil fins not damaged,,,,,,,,,
checkpoint,Unit labelled in accordance with equipment schedule / drawings,,,,,,,,,
checkpoint,Pipe connections completed ,,,,,,,,,
checkpoint,Electrical connections complete,,,,,,,,,
checkpoint,Control connections complete,,,,,,,,,
checkpoint,Commissioning report attached,,,,,,,,,
checkpoint,Access for maintenance adequate and safe,,,,,,,,,
,,,,,,,,,,
checklist-flat,AHU Installation,,,,,,6.23 AHU Installation Checklist,,,
checkpoint,Area ready and accessible for work,,,,,,,,,
checkpoint,Plinths installed,,,,,,,,,
checkpoint,Model number correct & recorded,,,,,,,,,
checkpoint,Serial number recorded,,,,,,,,,
checkpoint,Equipment installed in correct location,,,,,,,,,
checkpoint,Vibration isolation installed,,,,,,,,,
checkpoint,Clearance & access checked,,,,,,,,,
checkpoint,Internal supports & spring mounts checked,,,,,,,,,
checkpoint,Shipping brackets removed,,,,,,,,,
checkpoint,Flexible connections installed and aligned to duct connections,,,,,,,,,
checkpoint,Filters installed,,,,,,,,,
checkpoint,Drains connected and run to tundish,,,,,,,,,
checkpoint,"Traps, drains, flow from trays checked without unit running",,,,,,,,,
checkpoint,Unit labelled in accordance with equipment schedule / drawings,,,,,,,,,
checkpoint,Pipe connections completed ,,,,,,,,,
checkpoint,Electrical connections complete,,,,,,,,,
checkpoint,VSD installed,,,,,,,,,
checkpoint,Internal lights installed and operational,,,,,,,,,
checkpoint,Control connections complete,,,,,,,,,
checkpoint,Commissioning report attached,,,,,,,,,
checkpoint,Access for maintenance adequate and safe,,,,,,,,,
,,,,,,,,,,
checklist-flat,Fan Installation,,,,,,6.25 Fan Installation Checklist,,,
checkpoint,Area ready and accessible for work,,,,,,,,,
checkpoint,Model number correct & recorded,,,,,,,,,
checkpoint,Serial number recorded,,,,,,,,,
checkpoint,Equipment installed in correct location,,,,,,,,,
checkpoint,Vibration isolation installed,,,,,,,,,
checkpoint,Clearance & access checked,,,,,,,,,
checkpoint,"Belts, pulleys, guards fitted",,,,,,,,,
checkpoint,Fan airflow direction checked,,,,,,,,,
checkpoint,Flexible connections installed and aligned to duct connections,,,,,,,,,
checkpoint,Acoustic insulation installed,,,,,,,,,
checkpoint,Unit labelled in accordance with equipment schedule / drawings,,,,,,,,,
checkpoint,Filters installed,,,,,,,,,
checkpoint,Electrical connections complete,,,,,,,,,
checkpoint,Control connections complete,,,,,,,,,
checkpoint,VSD installed ,,,,,,,,,
checkpoint,Commissioning report attached,,,,,,,,,
checkpoint,Access for maintenance adequate and safe,,,,,,,,,
,,,,,,,,,,
checklist-flat,Heat Exchanger,,,,,,6.26 Heat Exchanger Checklist ,,,
checkpoint,Area ready and accessible for work,,,,,,,,,
checkpoint,Plinths installed,,,,,,,,,
checkpoint,Model number correct & recorded,,,,,,,,,
checkpoint,Serial number recorded,,,,,,,,,
checkpoint,Equipment installed in correct location,,,,,,,,,
checkpoint,Vibration isolation installed,,,,,,,,,
checkpoint,Pipe connections completed ,,,,,,,,,
checkpoint,Control connections complete,,,,,,,,,
checkpoint,Unit labelled in accordance with equipment schedule / drawings,,,,,,,,,
checkpoint,Commissioning report attached,,,,,,,,,
checkpoint,Access for maintenance adequate and safe,,,,,,,,,
,,,,,,,,,,
checklist-flat,Cooling Tower Installation,,,,,,6.27 Cooling Tower Installation Checklist,,,
checkpoint,Area ready and accessible for work,,,,,,,,,
checkpoint,Plinths and supports installed,,,,,,,,,
checkpoint,Model number correct & recorded,,,,,,,,,
checkpoint,Serial number recorded,,,,,,,,,
checkpoint,Equipment installed in correct location,,,,,,,,,
checkpoint,Vibration Isolation installed,,,,,,,,,
checkpoint,Installed to manufacturers instructions,,,,,,,,,
checkpoint,Condenser water connections completed ,,,,,,,,,
checkpoint,makeup water connections completed ,,,,,,,,,
checkpoint,Drain and overflow connections completed and run to sewer,,,,,,,,,
checkpoint,Water level set correctly ,,,,,,,,,
checkpoint,Access covers in place and sealed,,,,,,,,,
checkpoint,Sump head above pumps,,,,,,,,,
checkpoint,Air intake clearances adequate,,,,,,,,,
checkpoint,Balance line installed,,,,,,,,,
checkpoint,"Belts, pulleys, guards fitted",,,,,,,,,
checkpoint,Internal supports & spring mounts checked,,,,,,,,,
checkpoint,Discharge Ductwork/Attenuation,,,,,,,,,
checkpoint,Electrical connections complete,,,,,,,,,
checkpoint,VSD installed ,,,,,,,,,
checkpoint,Control connections complete,,,,,,,,,
checkpoint,Water treatment installed,,,,,,,,,
checkpoint,Side stream filtration installed,,,,,,,,,
checkpoint,Unit labelled in accordance with equipment schedule / drawings,,,,,,,,,
checkpoint,Unit registration submitted to Council by end user / owner,,,,,,,,,
checkpoint,Unit labelled in accordance with Council requirements,,,,,,,,,
checkpoint,Commissioning report attached,,,,,,,,,
checkpoint,Access for maintenance adequate and safe,,,,,,,,,
,,,,,,,,,,
checklist-flat,Pump Installation,,,,,,6.28 Pump Installation Checklist,,,
checkpoint,Area ready and accessible for work,,,,,,,,,
checkpoint,Plinths installed,,,,,,,,,
checkpoint,Model number correct & recorded,,,,,,,,,
checkpoint,Serial number recorded,,,,,,,,,
checkpoint,Correct inertia base,,,,,,,,,
checkpoint,Equipment installed in correct location,,,,,,,,,
checkpoint,Vibration Isolation installed,,,,,,,,,
checkpoint,Pump alignment completed (by manufacturer),,,,,,,,,
checkpoint,Bearings greased,,,,,,,,,
checkpoint,Gland seals piped,,,,,,,,,
checkpoint,Condensate tray fall checked,,,,,,,,,
checkpoint,Condensate tray pipework checked,,,,,,,,,
checkpoint,Pipe connections completed ,,,,,,,,,
checkpoint,No external forces on pump from pipework etc,,,,,,,,,
checkpoint,Electrical connections complete,,,,,,,,,
checkpoint,VSD installed ,,,,,,,,,
checkpoint,Control connections complete,,,,,,,,,
checkpoint,Unit labelled in accordance with equipment schedule / drawings,,,,,,,,,
checkpoint,Commissioning report attached,,,,,,,,,
checkpoint,Access for maintenance adequate and safe,,,,,,,,,
,,,,,,,,,,
checklist-flat,Chiller Installation,,,,,,6.29 Chiller Installation Checklist,,,
checkpoint,Area ready and accessible for work,,,,,,,,,
checkpoint,Plinths installed,,,,,,,,,
checkpoint,Model number correct & recorded,,,,,,,,,
checkpoint,Serial number recorded,,,,,,,,,
checkpoint,Equipment installed in correct location,,,,,,,,,
checkpoint,Vibration Isolation installed,,,,,,,,,
checkpoint,Installed to manufacturer's instructions,,,,,,,,,
checkpoint,Pipe removal & clearances for tube clean / withdrawal,,,,,,,,,
checkpoint,Pipework connections complete,,,,,,,,,
checkpoint,Relief valve connections complete,,,,,,,,,
checkpoint,Flow switches installed,,,,,,,,,
checkpoint,Electrical connections complete,,,,,,,,,
checkpoint,Control connections complete,,,,,,,,,
checkpoint,"Sensors, controllers, switches fitted to chiller and pipes",,,,,,,,,
checkpoint,Corrosion protection to vessels installed,,,,,,,,,
checkpoint,Refrigerant leak detection installed,,,,,,,,,
checkpoint,Unit labelled in accordance with equipment schedule / drawings,,,,,,,,,
checkpoint,"Water balance completed, power on, and controls ready.",,,,,,,,,
checkpoint,Unit commissioned by manufacturer,,,,,,,,,
checkpoint,Commissioning report attached,,,,,,,,,
checkpoint,Access for maintenance adequate and safe,,,,,,,,,
,,,,,,,,,,
checklist-flat,Boiler Installation,,,,,,6.30 Boiler Installation Checklist,,,
checkpoint,Area ready and accessible for work,,,,,,,,,
checkpoint,Plinths installed,,,,,,,,,
checkpoint,Model number correct & recorded,,,,,,,,,
checkpoint,Serial number recorded,,,,,,,,,
checkpoint,Equipment installed in correct location,,,,,,,,,
checkpoint,Vibration Isolation installed,,,,,,,,,
checkpoint,Installed to manufacturers instructions,,,,,,,,,
checkpoint,Combustion air / mechanical ventilation available,,,,,,,,,
checkpoint,Condensate drain off boiler vessel installed,,,,,,,,,
checkpoint,Flue installed c/w correct discharge,,,,,,,,,
checkpoint,Correct flue size,,,,,,,,,
checkpoint,Fan installed correctly (if required),,,,,,,,,
checkpoint,Flue drain installed,,,,,,,,,
checkpoint,Relief valve connections complete,,,,,,,,,
checkpoint,Provision to disconnect the flue for servicing & inspection,,,,,,,,,
checkpoint,Drain and test points to boiler flues,,,,,,,,,
checkpoint,"Gas pipework, valve train installed and tested",,,,,,,,,
checkpoint,Correct boiler inlet gas pressure ≤7 kPa - checked against manufacturer literature,,,,,,,,,
checkpoint,Heating water pipework completed,,,,,,,,,
checkpoint,Electrical connections complete,,,,,,,,,
checkpoint,Control connections complete,,,,,,,,,
checkpoint,"Sensors, controllers, switches fitted to flue and pipes",,,,,,,,,
checkpoint,Unit labelled in accordance with equipment schedule / drawings,,,,,,,,,
checkpoint,"Water balance completed, power on, gas available and controls ready.",,,,,,,,,
checkpoint,Unit commissioned by manufacturer,,,,,,,,,
checkpoint,Commissioning report attached,,,,,,,,,
checkpoint,Access for maintenance adequate and safe,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist-flat,Side Stream Filtration,,,,,,6.31 Side Stream Filtration Checklist ,,,
checkpoint,Area ready and accessible for work,,,,,,,,,
checkpoint,Model number correct & recorded,,,,,,,,,
checkpoint,Serial number recorded,,,,,,,,,
checkpoint,Equipment installed in correct location,,,,,,,,,
checkpoint,Pipework connections complete,,,,,,,,,
checkpoint,Electrical connections complete,,,,,,,,,
checkpoint,Control connections complete,,,,,,,,,
checkpoint,Unit labelled in accordance with equipment schedule / drawings,,,,,,,,,
checkpoint,Unit commissioned,,,,,,,,,
checkpoint,Access for maintenance adequate and safe,,,,,,,,,
,,,,,,,,,,
checklist-flat,Filters,,,,,,6.32 Filters Checklist,,,
checkpoint,Type and no off correct,,,,,,,,,
checkpoint,Dimensions correct ,,,,,,,,,
checkpoint,Installed to manufacturers instructions,,,,,,,,,
checkpoint,Tested and certified by manufacturer (HEPA filters only),,,,,,,,,
checkpoint,Test report attached (HEPA filters only),,,,,,,,,
,,,,,,,,,,
checklist-flat,VAV Unit Installation,,,,,,6.33 VAV Unit Installation Checklist,,,
checkpoint,Model number correct & recorded,,,,,,,,,
checkpoint,Serial number recorded,,,,,,,,,
checkpoint,Correct location & orientation checked,,,,,,,,,
checkpoint,Heating / coils checked (if applicable),,,`,,,,,,
checkpoint,Coil fins not damaged,,,,,,,,,
checkpoint,Electric heater checked (if applicable),,,,,,,,,
checkpoint,Heater element cleared of debris,,,,,,,,,
checkpoint,Element fins not damaged,,,,,,,,,
checkpoint,Element installed correctly,,,,,,,,,
checkpoint,Heater size/stages correct (checked against schedule),,,,,,,,,
checkpoint,Insulation checked,,,,,,,,,
checkpoint,Velocity probes installed,,,,,,,,,
checkpoint,Ductwork connected,,,,,,,,,
checkpoint,Power connected,,,,,,,,,
checkpoint,Pipework connected,,,,,,,,,
checkpoint,Controls installed and connected,,,,,,,,,
checkpoint,Commissioning report attached,,,,,,,,,
checkpoint,Access for maintenance adequate and safe,,,,,,,,,
,,,,,,,,,,
checklist-flat,Fume Cupboard,,,,,,6.34 Fume Cupboard Checklist,,,
checkpoint,Area ready and accessible for work,,,,,,,,,
checkpoint,Model number correct & recorded,,,,,,,,,
checkpoint,Serial number recorded,,,,,,,,,
checkpoint,Correct location ,,,,,,,,,
checkpoint,Unit labelled in accordance with equipment schedule / drawings,,,,,,,,,
checkpoint,"Cupboard fitted with power, gas and water outlets as specified",,,,,,,,,
checkpoint,Cupboard fitted with lighting as specified,,,,,,,,,
checkpoint,Extraction Fan installed,,,,,,,,,
checkpoint,Ductwork connected,,,,,,,,,
checkpoint,Power connected,,,,,,,,,
checkpoint,Pipework connected,,,,,,,,,
checkpoint,Controls installed and connected,,,,,,,,,
