type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,
label,IP,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Fulton Hogan Engineer,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,
checkpoint,2.2 Position of AFILs,,,,,,,,,,,,,,,
label,FREQUENCY: Prior to application,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: AFILs shall be installed in coundit underneath concrete & above any reinforcing. The hearing loops shall be installed within a 25 or 32mm conduit with dimensions 4m x 8m to suit drawing setout. ,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: NIST-013 6.1.3.1.3.2,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Visual inspection,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed off,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Fulton Hogan Engineer,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,
checkpoint,2.3 Materials ,,,,,,,,,,,,,,,
label,FREQUENCY: Prior to commencement,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Hearing loop cable shall be 1C 6mm2 cable & feeder cable star quad 4C 4/6mm2 (twisted pair speaker cable). Hearing loop cable shall be placed in conduit underneath footpath concrete.,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: Drawings,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Visual inspection,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed off,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Fulton Hogan Engineer / Subcontractor,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,
checkpoint,2.4 Jointing,,,,,,,,,,,,,,,
label,FREQUENCY: Prior to commissioning,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Hearing loop 1C 6mm2 cable shall be jointed to 4C feeder cable injunction box located in detector loop pit adjacent to each hearing loop. ,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: Drawings,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Visual inspection,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed off,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Fulton Hogan Engineer / Subcontractor,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,
checkpoint,2.5 OCS Room Connection,,,,,,,,,,,,,,,
label,FREQUENCY: Prior to commissioning for feeder cables,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: The 4C feeder cable shall be connected to amplifiers in station OCS room ready for commissioning. ,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: Drawings,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Visual inspection,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed off,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,HP*,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Fulton Hogan Engineer / Subcontractor,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,
checkpoint,2.6 Signage,,,,,,,,,,,,,,,
label,FREQUENCY: Each hearing loop,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Public Address loop signage shall be installed in compliance with the drawings.,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,"REFERENCE DOCUMENTS: Drawings, AS1428.1, NIST-013 6.1.3.1.5.1",,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Visual inspection,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed off,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Fulton Hogan Engineer / Subcontractor,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,
section,3 - Completion,,,,,,,,,,,,,,,
checkpoint,3.1 Commissioning,,,,,,,,,,,,,,,
label,FREQUENCY: Each hearing loop,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Each hearing loop shall be commissioined by an experienced sound technician / professional in accorance with relevant Australian Standards and IEC standards. ,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,"REFERENCE DOCUMENTS: AS1428, AS60118.4, IEC 60118.4, NIST-013 6.1.3.1.3",,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Verify ,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: Commissioning Checklist & Commissioning Certification,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,TP,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Fulton Hogan Engineer / Subcontractor,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,
checkpoint,3.2 As-Built ,,,,,,,,,,,,,,,
label,FREQUENCY: Post Completion,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Red-line markup cable route and installation to suit actual conditions. ,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,"REFERENCE DOCUMENTS: IFC Drawings, Redline Markup ",,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Document Review ,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed off,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Fulton Hogan Engineer,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,,,,
label,The signature below verifies that this ITP has been completed in accordance with the FH’s Quality system Procedures and verifies lot compliance with specifications.,,,,,,,,,,,,,,,
text,Print Name:,,,,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,,,,
text,Date:,,,,,,,,,,,,,,,
