type,name,values,prefix,postfix,usage count,user addable,template name,,,,
label,○ Cl.21: Gullies,,,,,,,,,,
label,○ Cl.21: Access Chambers,,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,,
label,Reference - MRTS03 Cl.6.1,,,,,,,,,,
checkpoint,Precast: Installed in accordance with MRTS03-Components shall be laid on a foundation bedding which provides continuous even support to the structures.,,,,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Visual,,,,,,,,,,
label,○ Cl.19: Precast End Structures,,,,,,,,,,
label,○ Cl.21: Precast Gullies,,,,,,,,,,
label,○ Cl.21.5.1 Precast Access Chamber,,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,,
label,"Reference - MRTS03 Cl. 16, Cl. 21, Cl. 21.5.1",,,,,,,,,,
checkpoint,Precast: Culverts shall be joined to shafts/pits to form watertight joints using cement mortar. Cement mortar shall be used within one hour of mixing and shall not be re-tempered. The joints shall be finished to given smooth surfaces which are uniform with the surfaces of the shafts.,,,,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Visual,,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,,
label,Reference - MRTS03 Cl. 21.3,,,,,,,,,,
section,Tolerances,,,,,,,,,,
checkpoint,Gullies/Chambers: Vertical Tolerances: Invert heights shall not vary from those specified by the Drawings by more than ± 50 mm,,,,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - ±50mm (All points specified on drawings),,,,,,,,,,
label,Check Item - Survey Results,,,,,,,,,,
label,Reference - MRTS03 Cl.21.4.2,,,,,,,,,,
checkpoint,"Gullies/Chambers: Vertical Tolerances: The heights of the tops of back-units, grates and frames shall not vary from those described in the Drawings by more than ± 10 mm",,,,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - ±10mm (All points specified on drawings),,,,,,,,,,
label,Check Item - Survey Results,,,,,,,,,,
label,Reference - MRTS03 Cl.21.4.2,,,,,,,,,,
checkpoint,Horizontal tolerances: Gullies: shall not vary from those specified in the Drawings by more than ± 100 mm in the direction of the construction centre line and ± 50 mm in the direction at right angles to the construction centre line. Access Chambers: shall not vary from those specified in the Drawings by more than ±100mm,,,,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Gullies:,,,,,,,,,,
label,○ ±100mm in road direction,,,,,,,,,,
label,○ ±50mm perpendicular to road,,,,,,,,,,
label,Access Chambers:,,,,,,,,,,
label,○ ±100mm (All points specified on drawings),,,,,,,,,,
label,Check Item - Survey Results,,,,,,,,,,
label,Reference - MRTS03 Cl.21.4.1,,,,,,,,,,
checkpoint,"Gullies/Chambers: join neatly to existing drainage structures, do not pond water unnecessarily and are at heights compatible with other adjacent structures.",,,,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Visual,,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,,
label,Reference - MRTS03 Cl.21.4.2,,,,,,,,,,
checkpoint,Gullies/Chambers: Grates on gullies or Concrete top slabs on precast concrete access chambers shall not be installed until all the surveying requirements have been met and notice of such works provided to the Administrator,,,,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Visual,,,,,,,,,,
label,"Check Item - Hold Point 5, Hold Point 6",,,,,,,,,,
label,Reference - MRTS03 Cl.21.3,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
section,Backfill,,,,,,,,,,
checkpoint,Backfilling of culverts shall not commence until all the conformance and As Constructed Survey requirements have been met and notice of such works provided to the Administrator,,,,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Visual,,,,,,,,,,
label,Check Item - Hold Point 4,,,,,,,,,,
label,Reference - MRTS03 11.3.10,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,"Prior to incorporating any Backfill material into the Works, the Contractor shall submit stockpile or source tests results as specified in Appendix A which demonstrate the source meets the specified material requirements",,,,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Quarry Material Test Results,,,,,,,,,,
label,Check Item - Hold Point 8,,,,,,,,,,
label,Reference - MRTS04 Cl. 14.2.1,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,"Material for backfill shall be as shown on the drawings or as specified elsewhere in the ContractEarth Backfill Material shall comply with the requirements of Earth Fill Material Class A1, Class A2 or Class B specified in Clause 14.2.2 except that 100% of the material shall pass 25.0 mm test sieve.",,,,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Test Results,,,,,,,,,,
label,Check Item - Witness Point 5,,,,,,,,,,
label,Reference - MRTS04 Cl. 19.3.1,,,,,,,,,,
checkpoint, - ,,,,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Visual,,,,,,,,,,
label,Check Item - Hold Point 12,,,,,,,,,,
label,Reference - MRTS04 Cl.19.3.3,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,"Overlay material within 300 mm of the structure, culvert, pipe, etc shall be general back fill Class A1, A2 or B material conforming to MRTS04 Cl.19.2.2 except 100% material shall pass 25.0mm test sieve. Else where material may contain stone sized up to 150mm maximum dimension",,,,,,,,,,
label,"Acceptance Criteria & Frequency (Project Specific) - Class A: WPI < 1200, PI > 7, % passing 0.075mm: 15 - 30",,,,,,,,,,
label,○ Class B: 1200 < WPI < 2200,,,,,,,,,,
label,○ Class A/B: 100% passing 25mm,,,,,,,,,,
label,Check Item - Witness Point,,,,,,,,,,
label,"Reference - MRTS04 19.3.1, 19.2.2",,,,,,,,,,
checkpoint,"Compaction - Q142A, Q141B",,,,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Top 300mm below Subgrade Level ≥97%,,,,,,,,,,
label,"○ Greater than 300mm below Subgrade Level ≥95% (1 test / 50m3, min 1 per lot)",,,,,,,,,,
label,Check Item - Test results,,,,,,,,,,
label,Reference - MRTS04 Table 15.3(b) MRTS03.1 Cl.1,,,,,,,,,,
checkpoint,Moisture content within ranges specified Rainfall Zone: HIGH,,,,,,,,,,
label,"Acceptance Criteria & Frequency (Project Specific) - Class A: 70-100%, Class B: 80-110%",,,,,,,,,,
label,Check Item - Test results,,,,,,,,,,
label,Reference - MRTS04 Table 15.3(c),,,,,,,,,,
section,Completion,,,,,,,,,,
checkpoint,"A water test on a side inlet gully shall be carried out where the longitudinal grade is less than 1%. Water shall be discharged into the side inlet gully to check uniformity of flow. After the flow has ceased, water shall not pond to a depth of more than 5 mm in any section of the channel.",,,,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Visual,,,,,,,,,,
label,Check Item - Witness Point,,,,,,,,,,
label,Reference - MRTS03 Cl. 21.6.2,,,,,,,,,,
checkpoint,"CCTV inspection undertaken, report submitted and accepted by administrator.",,,,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Visual,,,,,,,,,,
label,Check Item - Hold Point 3,,,,,,,,,,
label,Reference - MRTS03 Cl11.3.5,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,Final Verification,,,,,,,,,,
label,Supervisor/QA Verify that the Above has been Constructed according to Specification,,,,,,,,,,
textbox,Print Name:,,,,,,,,,,
date,Date:,,,,,,,,,,
label,Project Manager Verify that the Above has been Constructed according to Specification,,,,,,,,,,
textbox,Print Name:,,,,,,,,,,
date,Date:,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,
section,Final Sign Offs (to be completed at closure of Lot),,,,,,,,,,
checkpoint,Agreed Quantities,,,,,,,,,,
holdpoint,Agreed Quantities Sign Off,,,,,,,,,,
checkpoint,Closure of Lot,,,,,,,,,,
holdpoint,Closure of Lot Sign Off,,,,,,,,,,
