type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,
label,"(b) tested in accordance with NZS 4407 : 1991, Test 3.15 The California Bearing Ratio Test (without a surcharge for at least 4 days). The soaked CBR of the basecourse aggregate shall not be less than 80%. ",,,,,,,,,,,,,,
label,Standard / Specification - TNZ M/4: 2006,,,,,,,,,,,,,,
label,Verifying Document - IANZ Lab Reports,,,,,,,,,,,,,,
label,"Frequency - 10,000m3",,,,,,,,,,,,,,
label,Activity - HP,,,,,,,,,,,,,,
label,By - ENG,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,2.01.02 - Running Course Material Approval,,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - The running course shall have a crushing resistance of not less than 130 kN when tested in accordance with NZS 4407: 1991, Crushing Resistance Test, Test 3.10. It shall be free from all non-mineral matter.",,,,,,,,,,,,,,
label,"• The grading of the running course shall conform with Figure 3 of TNZ B/2:2005, 10.2, when tested in the same manner as required for the parent basecourse. (IF USED)",,,,,,,,,,,,,,
label,Standard / Specification - TNZ B/02: 2005 - 10.2,,,,,,,,,,,,,,
label,Verifying Document - IANZ Lab Reports,,,,,,,,,,,,,,
label,Frequency - 1 test every stockpile,,,,,,,,,,,,,,
label,Activity - HP,,,,,,,,,,,,,,
label,By - ENG,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,2.01.03 - Basecourse MDD and OMC,,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - The Maximum Dry Density (MDD) for construction shall be the maximum laboratory dry density at optimum water content (OWC). Test on heavy compaction, vibrating hammer.",,,,,,,,,,,,,,
label,Standard / Specification - TNZ B/02: 2005 - 7.5 NZS 4402:1986 - 4.1.3,,,,,,,,,,,,,,
label,Verifying Document - IANZ Lab Reports,,,,,,,,,,,,,,
label,Frequency - 1 test per material type ,,,,,,,,,,,,,,
label,Activity - H,,,,,,,,,,,,,,
label,By - PE,,,,,,,,,,,,,,
checkpoint,2.01.04 - Crushing Resistance,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - The crushing resistance shall not be less than 130kN when the aggregate is tested ,,,,,,,,,,,,,,
label,Standard / Specification - NZS 4407: 1991 Test 3.10.,,,,,,,,,,,,,,
label,Verifying Document - IANZ Lab Reports,,,,,,,,,,,,,,
label,Frequency - 2 tests per source 4 weeks before use in the works,,,,,,,,,,,,,,
label,Activity - HP,,,,,,,,,,,,,,
label,By - ENG,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,2.01.05 - Weathering Resistance,,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - The aggregate shall have a quality index of AA, AB, AC, BA, or CA when tested",,,,,,,,,,,,,,
label,Standard / Specification - NZS 4407: 1991 Test 3.11,,,,,,,,,,,,,,
label,Verifying Document - IANZ Lab Reports,,,,,,,,,,,,,,
label,Frequency - 2 tests per source 4 weeks before use in the works,,,,,,,,,,,,,,
label,Activity - HP,,,,,,,,,,,,,,
label,By - ENG,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,2.01.06 - Particle Size Distribution,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - The grading of the aggregate shall fall within the envelopes defined in the Table No. 2 and 3 from TNZ M/4:2006.,,,,,,,,,,,,,,
label,Standard / Specification - TNZ M/4: 2006 ,,,,,,,,,,,,,,
label,Verifying Document - IANZ Lab Reports,,,,,,,,,,,,,,
label,Frequency - 0 to 400m³ - 2 tests,,,,,,,,,,,,,,
label,"• 400 to 1,500m³ - 3 tests",,,,,,,,,,,,,,
label,"• 1,500 to 4,000m³ - 4 tests",,,,,,,,,,,,,,
label,"• >4,000m³ - 1 test for each additional 1,000m³",,,,,,,,,,,,,,
label,Activity - HP,,,,,,,,,,,,,,
label,By - ENG,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,2.01.07 - Sand Equivalent,,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - The sand equivalent shall not be less than 40 when the aggregate is tested according to NZS 4407 : 1991, Test 3.6 Sand Equivalent Test. ",,,,,,,,,,,,,,
label,"• If Sand Equivalence is < 40, then Clay Index shall not be > 3 and Plasticity Index shall not be > 5 (both being tested in accordance with the methods described above).",,,,,,,,,,,,,,
label,• The Sand Equivalent shall be determined using the Wet Method in NZS 4407: 1991 Test 3.6,,,,,,,,,,,,,,
label,"Standard / Specification - TNZ M/4: 2006, 4.2.1.1 ",,,,,,,,,,,,,,
label,Verifying Document - IANZ Lab Reports,,,,,,,,,,,,,,
label,Frequency - 0 to 400m³ - 2 tests,,,,,,,,,,,,,,
label,"• 400 to 1,500m³ - 3 tests",,,,,,,,,,,,,,
label,"• 1,500 to 4,000m³ - 4 tests",,,,,,,,,,,,,,
label,"• >4,000m³ - 1 test for each additional 1,000m³",,,,,,,,,,,,,,
label,Activity - HP,,,,,,,,,,,,,,
label,By - ENG,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,2.01.08 - Liquid Limit,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - The Liquid Limit shall be ≤ 25 when tested in accordance with NZS 4402 Test 2.2.,,,,,,,,,,,,,,
label,Standard / Specification - PS - 7.2.3,,,,,,,,,,,,,,
label,Verifying Document - IANZ Lab Reports,,,,,,,,,,,,,,
label,Frequency - 0 to 400m³ - 2 tests,,,,,,,,,,,,,,
label,"• 400 to 1,500m³ - 3 tests",,,,,,,,,,,,,,
label,"• 1,500 to 4,000m³ - 4 tests",,,,,,,,,,,,,,
label,"• >4,000m³ - 1 test for each additional 1,000m³",,,,,,,,,,,,,,
label,Activity - HP,,,,,,,,,,,,,,
label,By - ENG,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,2.01.09 - Plasticity Index,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - The Plasticity Index shall be ≤ 8 when tested in accordance with NZS 4407 Test 3.4,,,,,,,,,,,,,,
label,Standard / Specification - PS - 7.2.3,,,,,,,,,,,,,,
label,Verifying Document - IANZ Lab Reports,,,,,,,,,,,,,,
label,Frequency - 0 to 400m³ - 2 tests,,,,,,,,,,,,,,
label,"• 400 to 1,500m³ - 3 tests",,,,,,,,,,,,,,
label,"• 1,500 to 4,000m³ - 4 tests",,,,,,,,,,,,,,
label,"• >4,000m³ - 1 test for each additional 1,000m³",,,,,,,,,,,,,,
label,Activity - HP,,,,,,,,,,,,,,
label,By - ENG,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,2.01.10 - Clay Index,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - The Clay Index shall be ≤ 5 when tested in accordance with NZS 4407 Test 3.5.,,,,,,,,,,,,,,
label,Standard / Specification - PS - 7.2.3,,,,,,,,,,,,,,
label,Verifying Document - IANZ Lab Reports,,,,,,,,,,,,,,
label,Frequency - 0 to 400m³ - 2 tests,,,,,,,,,,,,,,
label,"• 400 to 1,500m³ - 3 tests",,,,,,,,,,,,,,
label,"• 1,500 to 4,000m³ - 4 tests",,,,,,,,,,,,,,
label,"• >4,000m³ - 1 test for each additional 1,000m³",,,,,,,,,,,,,,
label,Activity - HP,,,,,,,,,,,,,,
label,By - ENG,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,2.01.11 - Accelerated Weathering Testing,,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - If the difference between the tested sample and the control is >30% in the accelerated weathering test, the Contractor shall undertake additional x-ray diffraction analysis",,,,,,,,,,,,,,
label,• The levels of smectite clay minerals are not classified as “abundant”,,,,,,,,,,,,,,
label,Standard / Specification - In accordance with NZTA Standard Specification T20 Draft Specification,,,,,,,,,,,,,,
label,Verifying Document - IANZ Lab Reports,,,,,,,,,,,,,,
label,Frequency - 2 tests per source 4 weeks before use in the works.,,,,,,,,,,,,,,
label,Activity - HP,,,,,,,,,,,,,,
label,By - ENG,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,2.01.12 - Repeat Load Triaxial Test,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - In accordance with NZTA T15,,,,,,,,,,,,,,
label,Standard / Specification -  NZTA T15,,,,,,,,,,,,,,
label,Verifying Document - IANZ Lab Reports,,,,,,,,,,,,,,
label,Frequency - 2 tests per source 4 weeks before use in the works.,,,,,,,,,,,,,,
label,Activity - HP,,,,,,,,,,,,,,
label,By - ENG,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,2.01.13 - Broken Face Content,,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - The aggregate broken face content in each of the three aggregate fractions between the 37.5mm and 4.75mm sieves shall not be less than 70% by weight and shall have two or more broken faces, when tested according to NZS 4407: 1991, Test 3.14 Broken Face Test. ",,,,,,,,,,,,,,
label,"Standard / Specification - TNZ M/4: 2006, 4.2.2",,,,,,,,,,,,,,
label,Verifying Document - IANZ Lab Reports,,,,,,,,,,,,,,
label,Frequency - 1 Test per Source,,,,,,,,,,,,,,
label,Activity - HP,,,,,,,,,,,,,,
label,By - ENG,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
section,SECTION 3 – CONSTRUCTION ACTIVITY – PAVEMENT AND SURFACING,,,,,,,,,,,,,,
checkpoint,3.01.01 - Average Uncompacted Layer Thickness,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - The average uncompacted thickness of any layer shall not be less than 2.5 times the maximum particle size of the aggregate except for tapers and more than 200 mm for the basecourse layer.,,,,,,,,,,,,,,
label,Standard / Specification - TNZ B/02: 2005 - 7.3,,,,,,,,,,,,,,
label,Verifying Document - Survey / Level Checks,,,,,,,,,,,,,,
label,Frequency - 1 test per 20m,,,,,,,,,,,,,,
label,Activity - I,,,,,,,,,,,,,,
label,By - SV / PE,,,,,,,,,,,,,,
checkpoint,3.01.02 - Basecourse MDD and OMC,,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - The Maximum Dry Density (MDD) for construction shall be the maximum laboratory dry density at optimum water content (OWC). Test to be at heavy compaction vibrating hammer, Test on Mat Samples on site.",,,,,,,,,,,,,,
label,Standard / Specification - TNZ B/02: 2005 - 7.5 NZS 4402:1986 - 4.1.3,,,,,,,,,,,,,,
label,Verifying Document - IANZ Lab Reports,,,,,,,,,,,,,,
label,"Frequency - No less than 1 test every 5,000m³ (in place)",,,,,,,,,,,,,,
label,Activity - R,,,,,,,,,,,,,,
label,By - PE,,,,,,,,,,,,,,
checkpoint,3.01.03 - Plateau Density Test,,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - The plateau density tests shall be undertaken at a rate of 5 tests per 10,000m2 using a variety of compaction plant typical of that to be used on site. Testing shall be at OWC.",,,,,,,,,,,,,,
label,• Every plateau to be completed at start of works and witnessed by a member of BBO.,,,,,,,,,,,,,,
label,Standard / Specification - PS - Table 7.2 - 2.3,,,,,,,,,,,,,,
label,Verifying Document - Plateau Density Report,,,,,,,,,,,,,,
label,"Frequency - 5 tests per 10,000m2",,,,,,,,,,,,,,
label,Activity - I,,,,,,,,,,,,,,
label,By - PE,,,,,,,,,,,,,,
checkpoint,3.01.04 - Plasticity Index,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - The Plasticity Index shall be ≤ 8 when tested in accordance with NZS 4407 Test 3.4,,,,,,,,,,,,,,
label,Standard / Specification - PS - 7.2.3,,,,,,,,,,,,,,
label,Verifying Document - IANZ Lab Reports,,,,,,,,,,,,,,
label,Frequency - 2 tests per 1000m3 (in place),,,,,,,,,,,,,,
label,Activity - R,,,,,,,,,,,,,,
label,By - PE,,,,,,,,,,,,,,
checkpoint,3.01.05 - Clay Index,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - The Clay Index shall be ≤ 5 when tested in accordance with NZS 4407 Test 3.5.,,,,,,,,,,,,,,
label,Standard / Specification - PS - 7.2.3,,,,,,,,,,,,,,
label,Verifying Document - IANZ Lab Reports,,,,,,,,,,,,,,
label,Frequency - 2 tests per 1000m3 (in place),,,,,,,,,,,,,,
label,Activity - R,,,,,,,,,,,,,,
label,By - PE,,,,,,,,,,,,,,
checkpoint,3.01.06 - Sand Equivalent,,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - The sand equivalent shall not be less than 40 when the aggregate is tested according to NZS 4407 : 1991, Test 3.6 Sand Equivalent Test. ",,,,,,,,,,,,,,
label,"• If Sand Equivalence is < 40, then Clay Index shall not be > 3 and Plasticity Index shall not be > 5 (both being tested in accordance with the methods described above).",,,,,,,,,,,,,,
label,• The Sand Equivalent shall be determined using the Wet Method in NZS 4407: 1991 Test 3.6,,,,,,,,,,,,,,
label,"Standard / Specification - TNZ M/4: 2006, 4.2.1.1 ",,,,,,,,,,,,,,
label,Verifying Document - IANZ Lab Reports,,,,,,,,,,,,,,
label,Frequency - 2 tests per 1000m3 (in place),,,,,,,,,,,,,,
label,Activity - R,,,,,,,,,,,,,,
label,By - PE,,,,,,,,,,,,,,
checkpoint,3.01.07 - Particle size distribution,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - The grading of the aggregate shall fall within the envelopes defined in the Table No. 2 and 3 from TNZ M/4:2006.,,,,,,,,,,,,,,
label,Standard / Specification - TNZ M/4: 2006 ,,,,,,,,,,,,,,
label,Verifying Document - IANZ Lab Reports,,,,,,,,,,,,,,
label,Frequency - 2 tests per 1000m3 (in place),,,,,,,,,,,,,,
label,Activity - R,,,,,,,,,,,,,,
label,By - PE,,,,,,,,,,,,,,
checkpoint,3.01.08 - Basecourse Pavement Layer Compaction,,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - Mean Value ≥ 98 Minimum Value ≥ 95, Backscatter.",,,,,,,,,,,,,,
label,Standard / Specification - TNZ B/02: 2005 - 7.6,,,,,,,,,,,,,,
label,Verifying Document - NDM Report,,,,,,,,,,,,,,
label,Frequency - Min 5 Tests per lot  1000m2 max lot size,,,,,,,,,,,,,,
label,Activity - I,,,,,,,,,,,,,,
label,By - PE,,,,,,,,,,,,,,
checkpoint,3.01.09 - Surface Shape,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - The standard of smoothness shall be such that there is no point in the surface that varies more than 10 mm from a 3 m straight edge placed on the road and any deviation from the straight edge is gradual..,,,,,,,,,,,,,,
label,Standard / Specification - TNZ B/02: 2005 - 7.7,,,,,,,,,,,,,,
label,Verifying Document - Survey / Straight edge Report,,,,,,,,,,,,,,
label,Frequency - Prior to sealing,,,,,,,,,,,,,,
label,Activity - I,,,,,,,,,,,,,,
label,By - SV / PE,,,,,,,,,,,,,,
checkpoint,3.01.10 - Holding Water,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - No area of the completed surface shall have any depression that will allow water to pond where lateral or longitudinal fall is greater than 1%,,,,,,,,,,,,,,
label,Standard / Specification - TNZ B/02: 2005 - 7.7,,,,,,,,,,,,,,
label,Verifying Document - Visual Inspection / Site Note,,,,,,,,,,,,,,
label,Frequency - Prior to sealing,,,,,,,,,,,,,,
label,Activity - I,,,,,,,,,,,,,,
label,By - SV / PE,,,,,,,,,,,,,,
checkpoint,3.01.11 - Maximum Width Variation ,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - Unconstrained : –20 mm +100 mm,,,,,,,,,,,,,,
label,• Constrained : Zero,,,,,,,,,,,,,,
label,Standard / Specification - TNZ B/02: 2005 - 5.1,,,,,,,,,,,,,,
label,Verifying Document - Survey / Level Checks,,,,,,,,,,,,,,
label,Frequency - Before Next layer or Surfacing,,,,,,,,,,,,,,
label,Activity - I,,,,,,,,,,,,,,
label,By - SV / PE,,,,,,,,,,,,,,
checkpoint,3.01.12 - Maximum Vertical Basecourse With Concrete Channel Variation,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - At or close to the lip of channel: –5 mm +5 mm,,,,,,,,,,,,,,
label,• At other locations on pavement: –5 mm +15 mm,,,,,,,,,,,,,,
label,Standard / Specification - TNZ B/02: 2005 - 5.1,,,,,,,,,,,,,,
label,Verifying Document - Survey / Level Checks,,,,,,,,,,,,,,
label,Frequency - Before Surfacing,,,,,,,,,,,,,,
label,Activity - I,,,,,,,,,,,,,,
label,By - SV / PE,,,,,,,,,,,,,,
checkpoint,3.01.13 - Maximum Crossfall Variation ,,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - The crossfall between any two points more than 2m apart, transverse to the centreline, shall not depart from the crossfall shown in the documents by more than 0.5%",,,,,,,,,,,,,,
label,Standard / Specification - TNZ B/02: 2005 - 5.1,,,,,,,,,,,,,,
label,Verifying Document - Survey / Level Checks,,,,,,,,,,,,,,
label,Frequency - Before Surfacing,,,,,,,,,,,,,,
label,Activity - I,,,,,,,,,,,,,,
label,By - SV / PE,,,,,,,,,,,,,,
checkpoint,3.01.14 - Benkelman Beam ,,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - Benkelman Beam test results shall be reported to the Engineer to verify that that the sub-base stiffness meets the requirements of the pavement design, before proceeding with the next layer. Benkelman Beam testing shall be completed no sooner than 7 days after stabilisation. The rate of testing is specified in Table A7.3. - INFORMATION ONLY",,,,,,,,,,,,,,
label,Standard / Specification - PS - 7.3.2,,,,,,,,,,,,,,
label,Verifying Document - Benkelman Beam Report,,,,,,,,,,,,,,
label,Frequency - every 10m of each lane – staggered between left and right wheel path.,,,,,,,,,,,,,,
label,Activity - R,,,,,,,,,,,,,,
label,By - PE,,,,,,,,,,,,,,
checkpoint,3.01.15 - NAASRA roughness,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - The longitudinal smoothness of the final surfacing layer shall comply with the maximum NAASRA roughness value detailed in the specific contract requirements. (Recommended but not required),,,,,,,,,,,,,,
label,Standard / Specification - TNZ B/02: 2005 - 7.7,,,,,,,,,,,,,,
label,Verifying Document - Test Report,,,,,,,,,,,,,,
label,Frequency - Prior to sealing,,,,,,,,,,,,,,
label,Activity - R,,,,,,,,,,,,,,
label,By - PE,,,,,,,,,,,,,,
checkpoint,3.01.16 - Running Course,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - If running course is used it shall be spread uniformly over the pavement surface and maintained until removed. During working hours traffic shall be channelised by suitably defined traffic lanes with frequent transverse shifts of the defined lanes to obtain an even spread of traffic over the entire surface.,,,,,,,,,,,,,,
label,Standard / Specification - TNZ B/02: 2005 - 10.1,,,,,,,,,,,,,,
label,Verifying Document - Site Notes,,,,,,,,,,,,,,
label,Frequency - Prior to sealing,,,,,,,,,,,,,,
label,Activity - S,,,,,,,,,,,,,,
label,By - SUP,,,,,,,,,,,,,,
checkpoint,3.01.17 - Surface Finish post sweeping,,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - The basecourse surface finish, as distinct from the surface shape, shall present a tightly consolidated surface when swept.",,,,,,,,,,,,,,
label,Standard / Specification - TNZ B/02: 2005 - 7.8,,,,,,,,,,,,,,
label,Verifying Document - Photos,,,,,,,,,,,,,,
label,Frequency - Prior to sealing,,,,,,,,,,,,,,
label,Activity - R,,,,,,,,,,,,,,
label,By - PE,,,,,,,,,,,,,,
checkpoint,3.01.18 - Tie in into Existing Pavement ,,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - Where tapering of basecourse including finishing layer aggregate is necessary to provide a smooth transition from the new surface to an existing surface, placement of the basecourse or finishing layer shall be stopped at the minimum uncompacted thickness specified in clause 7.3(a).",,,,,,,,,,,,,,
label,"• The Contractor shall then saw cut the existing seal at the tie-in (end of taper), remove existing pavement material and replace it with approved basecourse to an average uncompacted thickness of greater than 2.5 times the maximum particle size of the basecourse used. ",,,,,,,,,,,,,,
label,"Standard / Specification - TNZ B/02: 2005, 7.4",,,,,,,,,,,,,,
label,"Verifying Document - photos, and survey data of undercut",,,,,,,,,,,,,,
label,Frequency - Every tying into existing pavements,,,,,,,,,,,,,,
label,Activity - I,,,,,,,,,,,,,,
label,By - SV / PE,,,,,,,,,,,,,,
section,SECTION 4 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER),,,,,,,,,,,,,,
checkpoint,4.01.01 - Survey Records,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - Ensure all items have been surveyed and record.,,,,,,,,,,,,,,
label,Standard / Specification - PS - Page 42,,,,,,,,,,,,,,
label,Verifying Document - Records,,,,,,,,,,,,,,
label,Frequency - Post construction ,,,,,,,,,,,,,,
label,Activity - H,,,,,,,,,,,,,,
label,By - SV,,,,,,,,,,,,,,
checkpoint,4.01.02 - Redline Drawings,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - Create a set of Redline Drawings for Asbuilt creation noting all changes and departures in red pen.,,,,,,,,,,,,,,
label,Standard / Specification - Downer,,,,,,,,,,,,,,
label,Verifying Document - Redlines,,,,,,,,,,,,,,
label,Frequency - Post construction ,,,,,,,,,,,,,,
label,Activity - H,,,,,,,,,,,,,,
label,By - PE,,,,,,,,,,,,,,
