"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f4489126-c007-449f-b2d1-624f8607c670","","work-in-progress","","folder","TRUE","FALSE","Project QA"
"ff472b26-ef26-44a3-af4f-60e018da5a1f","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 1"
"d0d0c5ff-ac78-42ed-940e-2828c189ec4b","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 1","Earthworks"
"5b054ccd-6ac1-4160-8736-73f03d68b32a","","work-in-progress","ITP - Earthworks Cut 01 Rev 1","checklist","FALSE","FALSE","Project QA","Zone 1","Earthworks","Z01-EWK-ITP - Earthworks Cut 01-LOT-001"
"9121d723-6474-4bc2-892e-d009af751b20","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 1","Drainage"
"edc2cc72-dbda-407c-bc67-4f0207770462","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 1","Pavements"
"542779c3-f311-4ddd-9c4b-f83a42828c0c","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 2"
"f9c84f9e-b386-4add-a532-8158795fca2f","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 2","Earthworks"
"f8843fa4-3ee8-470e-aa60-56b6beddaacb","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 2","Drainage"
"cd1c5d7c-84ee-4b19-94f6-aa1bf95daa74","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 2","Pavements"
"d4ccb6a1-bfa1-4dc6-a506-b5b89cb15361","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 3"
"294ea4fd-85c5-4f9e-b5cb-ea5cb211eb0c","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 3","Earthworks"
"154b0e3a-9afc-44b6-b480-4b01baea46d1","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 3","Earthworks","Fill 12 Temporary Stream Diversions"
"6af14c55-1532-46ca-84b7-e2c6d6d0bf19","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 3","Pavements"
"9a384a60-c03f-4e6d-bae6-ac0a4732965a","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 4"
"92d9a0af-d371-43c9-aa1d-821c025cd815","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 4","Earthworks"
"b4c1e600-5107-4e4a-bcda-fc0c30652126","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 4","Drainage"
"bca81774-64f9-4e22-a0cd-8e88bb088693","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 4","Pavements"
"7121d2fa-8b4b-4d92-81f6-a29898af6434","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 4","Tunnel"
"2722a585-3dfb-4f2a-8835-91e968074f0a","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 4","Tunnel","Top Heading"
"ecefb1cc-080a-4c6d-8154-7730862c7bf5","","work-in-progress","ITP - Excavation and Support - 1.0 Preconstruction Rev 1","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 1.0 Preconstruction-LOT-001 - TUN-TH-Pre Con"
"a5224aa8-229e-4ec2-8efe-49ba8e691a84","","work-in-progress","ITP - Excavation and Support - 2.0 Material Compliance and approvals Rev 1","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 2.0 Material Compliance and approvals-LOT-001 - TUN-TH-MAT Appr"
"b30d204d-4950-4ab3-b0ef-7757051f16c8","","work-in-progress","ITP - Excavation and Support - 3.0 Shotcrete Testing Rev 1","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 3.0 Shotcrete Testing-LOT-001 - TUN-TH-SC Testing"
"cd5368c1-ed97-42fb-b08f-af3ae72ffc39","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-001 - TUN-TH-CUT1"
"4cb9faf1-a3d6-4861-887e-1483131eddb3","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-002 - TUN-TH-CUT 002"
"e71024a6-2637-478b-89c7-a366cd10b4de","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-003 - TUN-TH-CUT 003"
"56046d18-a328-41ee-8daa-c727ea236db3","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-004 - TUN-TH-CUT 004"
"2a80606f-e107-495a-a114-fd0030291d51","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-005 - TUN-TH-CUT 005"
"72af2e64-d8d0-49dd-9c53-d712a1551c45","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-006 - TUN-TH-CUT 006"
"8e9c1831-d241-4d77-9450-2a9e1b940864","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-007 - TUN-TH-CUT 007"
"99a6f1a0-1a88-46c9-a04a-39715068f8a5","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-008 - TUN-TH-CUT 008"
"66e26ce9-c168-4ccf-82b4-75c9cbe954e4","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-009 - TUN-TH-CUT 009"
"f32440bf-370d-4882-b5e1-822953da52b8","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-010 - TUN-TH-CUT 010"
"edb2d2e0-f9ae-419a-87ac-e14d152ac8f9","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-011 - TUN-TH-CUT 011"
"7d760f79-babb-4a1c-8da8-5ab6a82848b1","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-012 - TUN-TH-CUT 012"
"fb5cf747-253d-4e62-8633-7926e8c0095d","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-013 - TUN-TH-CUT 013"
"463faea6-3f4d-4207-a4b5-b5977193838c","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-014 - TUN-TH-CUT 014"
"0230871e-1ac9-4a84-8bd3-3030128b7a48","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-015 - TUN-TH-CUT 015"
"b7b233e1-42b1-43aa-b2c1-007bcdd3f0f1","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-016 - TUN-TH-CUT 016"
"eae4567a-151b-480e-a8f5-3da570762f58","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-017 - TUN-TH-CUT 017"
"30f40021-471c-444f-ae50-362bd07def1e","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-018 - TUN-TH-CUT 018"
"ea55b6bc-2193-46c2-911c-d4f958cf2077","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-019 - TUN-TH-CUT 019"
"01ff56a4-4adc-4290-9fd3-294f897692ef","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-020 - TUN-TH-CUT 020"
"b31acd11-dafb-4fba-a0fb-50c96037d1da","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-021 - TUN-TH-CUT 021"
"8bbd7dfa-fdd2-4b6a-9ec7-2745250b7e24","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-022 - TUN-TH-CUT 022"
"725f8fe9-b758-4b09-a095-c08fd37261aa","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-023 - TUN-TH-CUT 023"
"d28ca7c9-32ea-4509-9c79-0c1ac6cd3856","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-024 - TUN-TH-CUT 024"
"d39bcaae-9dc2-46ac-b03b-5633bc17593b","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-025 - TUN-TH-CUT 025"
"af9e0348-5cca-4e3a-b44b-1fa28b46fb66","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-026 - TUN-TH-CUT 026"
"36a132fa-9ac0-42da-af52-2d99047e06cf","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-027 - TUN-TH-CUT 027"
"ec6ba68d-fced-4238-ab8d-de056c9fc36d","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-028 - TUN-TH-CUT 028"
"c7070372-e17d-4df5-9055-edfedfa258fe","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-029 - TUN-TH-CUT 029"
"a3a70b42-021e-47ba-a47a-b5955f898e7d","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-030 - TUN-TH-CUT 030"
"7c1af74d-c139-4838-8027-1f5279969d08","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-031 - TUN-TH-CUT 031"
"770f7dc6-2910-4dc4-8b09-bc84fa1d49e4","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-032 - TUN-TH-CUT 032"
"0a0149de-2a8c-447f-aac7-3ecd85f29996","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-033 - TUN-TH-CUT 033"
"887f4ba2-7a37-4a2e-a2a9-bf2db28d00df","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-034 - TUN-TH-CUT 034"
"cf37fdef-bc4b-4402-85ad-722fa4779996","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-035 - TUN-TH-CUT 035"
"a8e60c54-f2b0-4c5f-8cbc-e6bbc5a20a6b","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-036 - TUN-TH-CUT 036"
"b32489bc-2286-4a77-9171-d1239d3c446f","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-037 - TUN-TH-CUT 037"
"420c66ee-023a-43d3-9934-a8ab93d0277b","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-038 - TUN-TH-CUT 038"
"cdb09d6b-0e70-45cf-9a5c-67842387afb8","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-039 - TUN-TH-CUT 039"
"b70fd679-1ad2-4358-8859-00ae47ff83ce","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-040 - TUN-TH-CUT 040"
"d7a11f22-b21e-4bad-b8e2-fe22acb56fc0","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-041 - TUN-TH-CUT 041"
"ac550c04-cfd1-441b-b197-8096db7c132b","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-042 - TUN-TH-CUT 042"
"e0af05a8-8dee-42a4-ba4e-8000aabf9b15","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-043 - TUN-TH-CUT 043"
"a8934ba8-896c-4f9a-88a1-13214ba1bc68","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-044 - TUN-TH-CUT 044"
"d66a0202-a457-4c51-bbea-d98946c4843a","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-045 - TUN-TH-CUT 045"
"bc2cced7-0843-41fb-a5d0-1085d1eadf84","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-046 - TUN-TH-CUT 046"
"52eaf970-726c-4034-9df9-e3b1fac26dca","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-047 - TUN-TH-CUT 047"
"43c2f8ca-c8ad-4548-b9bc-b3ea1114b0c8","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-048 - TUN-TH-CUT 048"
"becffbff-7a27-4892-8fd5-66c914d16540","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-049 - TUN-TH-CUT 049"
"08be6bdb-3256-4768-b528-6faf32f91617","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-050 - TUN-TH-CUT 050"
"bcd1884c-1946-49ca-9f29-93be0b4ed1c5","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-051 - TUN-TH-CUT 051"
"01386a70-76d2-4258-a1ff-988eae4a3993","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-052 - TUN-TH-CUT 052"
"b6ad7b3b-5c7d-4e37-9162-1e5523a9ad9a","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-053 - TUN-TH-CUT 053"
"468d05cb-4c8b-4f73-9ab1-60148f3eb7d1","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-054 - TUN-TH-CUT 054"
"af8b0631-4939-4c87-8c3e-b921a7b059ac","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-055 - TUN-TH-CUT 055"
"86a102cf-216c-476c-9c17-6211f16e2220","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-056 - TUN-TH-CUT 056"
