"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"285e1724-2d02-4e1b-91ad-bc5f956c71bd","","folder-normal","fail","","step","TRUE","FALSE","Level 1"
"d444c450-a5cc-4015-94cb-8653bbef131e","","folder-normal","fail","","step","TRUE","FALSE","Level 1","101"
"c8db80dc-949e-4836-ae76-8bdb24b09ed7","","checklist-sectioned","pass","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 2","Cu supply level 2","Level 2 West Cu  - Pressure Test"
"47bac297-69a5-4c1a-b067-9c0b4fd3c214","","folder-normal","fail","","step","TRUE","FALSE","Level 2","201"
"87c42ed9-242d-4a5e-b1df-aabc38e66294","","checklist-flat","pass","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 2","201","Shower Tray Checklist 201"
"8e83f3de-374e-4ede-a405-0a9f4faa85ba","","checklist-sectioned","fail","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 2","201","201 - In Wall Pre-Lining"
"14b6f979-bed6-4712-87f8-7c9bd180ded6","","checklist-sectioned","pass","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 2","201","201 - Pressure Test"
"024790d5-4397-433a-8fab-dce3f31e3e5e","","checklist-flat","pass","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 2","201","201 - Below Slab Pipework"
"6f791b69-ce97-46bd-8d75-83ad9ae7bfe1","","folder-normal","fail","","step","TRUE","FALSE","Level 2","202"
"5d75b462-1ea7-425f-8333-332165e1ebba","","checklist-flat","pass","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 2","202","Shower Tray Checklist 202"
"6a84b06a-b01b-44a8-ae9c-3f5ffeb3313c","","checklist-flat","pass","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 2","202","202 - Below Slab Pipework"
"6275c890-ce4e-4607-bf19-705abcec893b","","checklist-sectioned","pass","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 2","202","202 - Pressure Test"
"0d781937-18be-44b8-82d3-68fcb8ceb297","","checklist-sectioned","fail","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 2","202","202 - In Wall Pre-Lining"
"e1f212a2-2a2c-4807-9692-9642bc1a91df","","folder-normal","fail","","step","TRUE","FALSE","Level 2","203"
"7611f75e-d466-455c-bf30-3e03a7fbe8e6","","checklist-flat","pass","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 2","203","Shower Tray Checklist 203"
"5172b716-0dd5-4b08-a140-665a4a4e5c10","","checklist-flat","pass","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 2","203","203 - Below Slab Pipework"
"86d14642-591a-4c52-8ab5-79920604f2eb","","checklist-sectioned","pass","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 2","203","203 - Pressure Test"
"3613e5da-6912-45fc-bebd-6494210273a7","","checklist-sectioned","fail","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 2","203","203 - In Wall Pre-Lining"
"b64fddac-1f39-4bc0-bdbf-33aba1c98b74","","folder-normal","fail","","step","TRUE","FALSE","Level 2","204"
"11e4ec93-4199-4150-a8d6-a2420bdeef9c","","checklist-flat","pass","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 2","204","Shower Tray Checklist 204"
"ba957024-1546-49df-a3ac-fb2cb940b705","","checklist-flat","pass","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 2","204","204 - Below Slab Pipework"
"b589437a-01ed-4ec6-92d0-51e4b9878e17","","checklist-sectioned","pass","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 2","204","204 - Pressure Test"
"e9fc53d4-a6f6-440f-8d41-4e0dd0c42335","","checklist-sectioned","fail","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 2","204","204 - In Wall Pre-Lining"
"ef0f218b-2a8e-45f9-9279-880c848e7d81","","folder-normal","fail","","step","TRUE","FALSE","Level 2","205"
"566f2974-c907-4c81-a5b7-deae2f58b1e8","","checklist-flat","pass","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 2","205","Shower Tray Checklist 205"
"8067d53c-3f84-4b46-986f-94b047e765ce","","checklist-flat","pass","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 2","205","205 - Below Slab Pipework"
"b978686e-74b3-4401-b7b3-e2582395e7d0","","checklist-sectioned","pass","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 2","205","205 - Pressure Test "
"75b9e1c2-84a0-43dd-b75a-6a2c614fa7ed","","checklist-sectioned","fail","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 2","205","205 - In Wall Pre-Lining"
"0b606dc4-0c39-45fb-8bbf-86216dc41b0a","","folder-normal","fail","","step","TRUE","FALSE","Level 2","206"
"dd7d1b29-4b5f-4047-ba0b-8e571facd033","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 2","206","Shower Tray Checklist 206"
"30465a33-0d88-4a1c-baab-4f04555601c9","","checklist-flat","pass","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 2","206","206 - Below Slab Pipework"
"3ad3145f-338b-4dc5-8006-f688e87c2d8c","","checklist-sectioned","pass","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 2","206","206 - Pressure Test"
"86918c05-63a4-4e8a-ae6a-8026ccaab70b","","checklist-sectioned","fail","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 2","206","206 - In Wall Pre-Lininga"
"c17ee11f-e060-4e8e-8330-f58233c63d35","","folder-normal","fail","","step","TRUE","FALSE","Level 2","207"
"40521508-1af4-48a6-9f96-d9edfe73cd51","","checklist-flat","pass","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 2","207","Shower Tray Checklist 207"
"4d7878a0-506c-476c-8415-bdd77c1c5f0a","","checklist-flat","pass","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 2","207","207 - Below Slab Pipework"
"7c05c19e-190e-4e9f-bd5d-808adc237cfc","","checklist-sectioned","pass","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 2","207","207 - Pressure Test"
"55644a29-570d-401d-8d7c-c16bee7c0b6f","","checklist-sectioned","fail","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 2","207","207 - In Wall Pre-Lining"
"22ea9443-2b35-408f-92e5-3cc5657b6d62","","folder-normal","fail","","step","TRUE","FALSE","Level 2","208"
"19f84850-b4af-475e-ba67-9df9458b86b2","","checklist-flat","pass","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 2","208","Shower Tray Checklist 208"
"7888d274-9761-4d15-9b7c-469ffe760697","","checklist-flat","pass","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 2","208","208 - Below Slab Pipework"
"b82338d0-0b83-4079-9896-1db3f98beceb","","checklist-sectioned","pass","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 2","208","208 - Pressure Test"
"80051028-9d9f-45ad-865a-0801deac4755","","checklist-sectioned","fail","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 2","208","208 - In Wall Pre-Lining"
"92cd0971-ae0c-4c54-ac2e-cab85044ee98","","folder-normal","fail","","step","TRUE","FALSE","Level 2","209"
"05a0e4cc-2362-415a-8220-2f4d88f7120d","","checklist-flat","pass","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 2","209","Shower Tray Checklist 209"
"5d45effc-468e-4cc3-ae62-5f0088569f1d","","checklist-flat","pass","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 2","209","209 - Below Slab Pipework"
"ed8e5dc8-878c-4e64-bd1e-95bfd1f27067","","checklist-sectioned","pass","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 2","209","209 - Pressure Test"
"f70bd4c2-8db0-4839-9ab0-411f737c1d24","","checklist-sectioned","fail","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 2","209","209 - In Wall Pre-Lining"
"ec249ddf-2898-4c73-bc41-b2ca5044da84","","folder-normal","fail","","step","TRUE","FALSE","Level 2","210"
"75116a14-87c6-4e8a-adc7-74c75b10c550","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 2","210","Shower Tray Checklist 210"
"9162a211-5315-4c61-9668-6a90b70a9ce7","","checklist-flat","pass","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 2","210","210 - Below Slab Pipework"
"406812bd-b491-4f69-959e-1fa5b8c79195","","checklist-sectioned","fail","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 2","210","210 - Pressure Test"
"83bb2441-05f9-4e26-ae89-e4f0f7b4317a","","checklist-sectioned","pass","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 2","210","210 - In Wall Pre-Lining"
"e27dedc7-540f-47e1-aa08-26a61a59840d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 3"
"962237cc-ab97-42a4-9620-999eeb45d4a6","","folder-normal","not-started","","step","TRUE","FALSE","Level 3","Cu Supply Level 3"
"07bb2317-0744-43e8-a952-dedab0346e0d","","checklist-sectioned","not-started","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 3","Cu Supply Level 3","Level 3 East Cu - In Wall Pre-Lining"
"e667a083-3f60-4269-a5e5-b2ac9ad5ee2f","","checklist-sectioned","not-started","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 3","Cu Supply Level 3","Level 3 West Cu - In Wall Pre-Lining"
"8e00e51e-f571-45f2-b05e-eb668a04ed39","","checklist-sectioned","not-started","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 3","Cu Supply Level 3","Level 3 East Cu - Pressure Test"
"9b06c016-205c-4ff5-b5f1-9fdd7196a515","","checklist-sectioned","not-started","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 3","Cu Supply Level 3","Level 3 West Cu  - Pressure Test"
"c009d3d2-97fe-4904-80d7-783a1f77b431","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 3","301"
"22b44041-22a6-4f99-a92a-c96128506e9d","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 3","301","Shower Tray Checklist 301"
"2a114efc-fcde-489d-8eec-7ffed83e0a4b","","checklist-sectioned","work-in-progress","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 3","301","301 - In Wall Pre-Lining"
"f599905a-8f97-4f32-b3cc-17f7ad35d980","","checklist-sectioned","not-started","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 3","301","301 - Pressure Test"
"842e58b8-0bbf-4cd1-907b-20111753a492","","checklist-flat","not-started","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 3","301","301 - Below Slab Pipework"
"2ade5c36-2122-4638-be95-3f4461243c44","","folder-normal","not-started","","step","TRUE","FALSE","Level 3","302"
"5a5e78b4-0a3b-41c9-ae61-9b00125a8ffd","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 3","302","Shower Tray Checklist 302"
"11326468-9f3a-4cd4-b0fd-d5b35e1f9ae2","","checklist-flat","not-started","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 3","302","302 - Below Slab Pipework"
"d9a601d0-702b-445c-89cc-cce85c1293ae","","checklist-sectioned","not-started","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 3","302","302 - Pressure Test"
"d6193c8b-dd93-4058-aace-01ae16453311","","checklist-sectioned","not-started","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 3","302","302 - In Wall Pre-Lining"
"665aeb12-b9a5-4c26-874f-1784bba49f4d","","folder-normal","not-started","","step","TRUE","FALSE","Level 3","303"
"f385edfd-8af5-48bb-85fb-833c3621e0bc","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 3","303","Shower Tray Checklist 303"
"e2314c07-0348-43a9-932d-04b50b6d912f","","checklist-flat","not-started","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 3","303","303 - Below Slab Pipework"
"3f62bf9e-d5ac-437b-9c39-ca283fd18ffb","","checklist-sectioned","not-started","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 3","303","303 - Pressure Test"
"49a85be6-44ff-4df4-8505-c44790b8dc0f","","checklist-sectioned","not-started","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 3","303","303 - In Wall Pre-Lining"
"67505c06-a87d-45ff-9c8e-8ac7b6cc9c10","","folder-normal","not-started","","step","TRUE","FALSE","Level 3","304"
"b46c402b-fffa-4fee-bb46-d05b423c27d3","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 3","304","Shower Tray Checklist 304"
"12e809a1-ad56-46cd-89e3-44c89c8ab3c5","","checklist-flat","not-started","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 3","304","304 - Below Slab Pipework"
"01a806a6-8a4f-4326-840f-01f3eaa0c310","","checklist-sectioned","not-started","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 3","304","304 - Pressure Test"
"32753bfc-34c9-4cf2-b929-9e993368eacb","","checklist-sectioned","not-started","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 3","304","304 - In Wall Pre-Lining"
"ecdca22c-1ac1-4643-a973-33c2f52139d8","","folder-normal","not-started","","step","TRUE","FALSE","Level 3","305"
"9eb5a794-431c-4efd-9f70-995b62f1c714","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 3","305","Shower Tray Checklist 305"
"30b7584a-d4a4-48de-b129-6eaea131f215","","checklist-flat","not-started","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 3","305","305 - Below Slab Pipework"
"e49fdfad-386d-49cf-8a73-4c8d2110e593","","checklist-sectioned","not-started","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 3","305","305 - Pressure Test"
"931a0f01-2d70-4c92-8fdb-fb9ce3b1d503","","checklist-sectioned","not-started","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 3","305","305 - In Wall Pre-Lining"
"35f928b1-a8ae-4130-bceb-b5411f65718e","","folder-normal","not-started","","step","TRUE","FALSE","Level 3","306"
"ec0b3412-710e-4771-a3cf-072298c55e47","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 3","306","Shower Tray Checklist 306"
"4f28dc26-5e7e-48a1-86e9-f8182d19658f","","checklist-flat","not-started","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 3","306","306 - Below Slab Pipework"
"3f3df783-fe2e-4408-b7bc-c4a96a7cbbce","","checklist-sectioned","not-started","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 3","306","306 - Pressure Test"
"f6784c71-d6d4-4b45-9000-9061429ead89","","checklist-sectioned","not-started","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 3","306","306 - In Wall Pre-Lininga"
"8b657972-d459-4e59-b24f-7c7e638ae41a","","folder-normal","not-started","","step","TRUE","FALSE","Level 3","307"
"90df046e-a77d-46ed-98a6-5d53505745ce","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 3","307","Shower Tray Checklist 307"
"67f7d974-eec8-4f11-aaf5-39f15111dc8f","","checklist-flat","not-started","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 3","307","307 - Below Slab Pipework"
"9411e2e6-60ce-41cf-af10-eda50e6f8097","","checklist-sectioned","not-started","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 3","307","307 - Pressure Test"
"11b76853-b632-4b7f-ac5f-1a9d74d439ba","","checklist-sectioned","not-started","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 3","307","307 - In Wall Pre-Lining"
"653226b6-210e-4972-b438-e33ba9ae094a","","folder-normal","not-started","","step","TRUE","FALSE","Level 3","308"
