type,name,values,prefix,postfix,usage count,user addable,template name,,,
checkpoint,Is there any transport or erection damage that needs to be fixed (PHOTO REQUIRED of damaged area),,,,,,,,,
label,"If there is damage, mark as FAIL. Once the damage is repaired, take another photo (PHOTO REQUIRED) and then change the status to PASS",,,,,,,,,
checkpoint,Area has been cleaned from grout and rubbish (PHOTO REQUIRED of the area before leaving),,,,,,,,,
section,Element Caulking,,,,,,,,,
checkpoint,Element caulked as per project requirements,,,,,,,,,
tickbox,Caulking product used as per element/project requirements (PHOTO REQUIRED of caulking product used),,,,,,,,,
tickbox,Open or closed cell backing rod used? (SPECIFY in comments section below),,,,,,,,,
tickbox,Caulking installed and checked (PHOTO REQUIRED of caulked joint/s),,,,,,,,,
section,HOLD POINT - Confirmation that Props can be removed,,,,,,,,,
checkpoint,Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence),,,,,,,,,
checkpoint,PHOTO REQUIRED of element after the props have been removed,,,,,,,,,
section,Basic Patch,,,,,,,,,
checkpoint,Have the lifting anchors been patching as per project requirements,,,,,,,,,
checkpoint,Have the prop points been patching as per project requirements,,,,,,,,,
checkpoint,Have the grout tubes been patching as per project requirements,,,,,,,,,
section,Final Finish,,,,,,,,,
checkpoint,Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element),,,,,,,,,
checkpoint,Has the builder signed off on the element? (ATTACH signature box below),,,,,,,,,
,,,,,,,,,,
checklist-flat,Safe Load Declaration Checklist,,,,,,,,,
checkpoint,Details complete,,,,,,,,,
textbox,Date:,,,,,,,,,
textbox,Time truck arrived at Factory:,,,,,,,,,
textbox,Time truck departed Factory:,,,,,,,,,
textbox,Project Name:,,,,,,,,,
textbox,Delivery Address:,,,,,,,,,
textbox,Transport Company:,,,,,,,,,
textbox,Truck Registration #,,,,,,,,,
textbox,Trailer Registration,,,,,,,,,
dropdown,Trailer Type:,"Drop Deck, Drop Deck No Frame, Flat Top, Layover, Super Layover, Commission",,,,,,,,
checkpoint,Upload photo of Load List used for load,,,,,,,,,
checkpoint,Upload photos of both sides of loaded truck (after being chained down),,,,,,,,,
Checkpoint,Load Declaration,,,,,,,,,
label,"In signing below, you agree and acknowledge that:",,,,,,,,,
label,You are not permitted to leave the Euro Precast factory unless a Safe Load Declaration has been completed,,,,,,,,,
label,You have been provided with a copy of the load list that indicates individual element weights and total approximate load weight (excluding trailer/frame weight),,,,,,,,,
label,You have chained down all units/elements in a safe and secure manner and in accordance with the latest published government/industry best practice guidance material,,,,,,,,,
label,"You will abide by all safety rules, PPE requirements and client instructions on the project site at all times.",,,,,,,,,
label,"You as an individual, the truck, the trailer and load comply with the latest requirements of the Heavy Vehicle National Law and Regulations (HVNL)",,,,,,,,,
signoff,Driver Signature (must include Company),,,,,,,,,
,,,,,,,,,,
checklist-flat,Grout Testing Checklist,,,,,,,,,
checkpoint-status,"To organise grout testing, call Construction Sciences. Primary contact is Michael Hardcastle on 0429 791 069. Secondary contact is Joshua Borg on 0429 790 444",,,,,,,,,
textbox,Date:,,,,,,,,,
textbox,Project Name:,,,,,,,,,
textbox,Time of test:,,,,,,,,,
textbox,Grouts tested:,,,,,,,,,
checkpoint-status,Upload grout test results,,,,,,,,,
