resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,207A,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,208A,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,209A,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,210A,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,211A,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,212A,,,,,
,,,,step,,,,,LEVEL 3,,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,301A,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,302A,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,303A,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,304A,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,305A,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,306A,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,307A,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,308A,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,309A,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,310A,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,311A,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,312A,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,313A,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,314A,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,315A,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,316A,,,,,
,,,,step,,,,BUILDING B,,,,,,,
,,,,step,,,,,GROUND ,,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,G01B TH,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,G02B TH,,,,,
,,,,step,,,,,LEVEL 1,,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,G01B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,G02B,,,,,
,,,,step,,,,,LEVEL 2,,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,201B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,202B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,203B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,204B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,205B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,206B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,207B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,208B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,209B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,210B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,211B,,,,,
,,,,step,,,,,LEVEL 3,,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,301B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,302B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,303B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,304B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,305B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,306B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,307B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,308B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,309B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,310B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,311B,,,,,
,,,,step,,,,,LEVEL 4,,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,401B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,402B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,403B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,404B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,405B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,406B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,407B,,,,,
,,,,step,,,,,LEVEL 5,,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,501B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,502B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,503B,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,504B,,,,,
,,,,step,,,,BUILDING C ,,,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,GROUND,,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,LEVEL 1,,,,,,
,,,,step,,,,,LEVEL 2,,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,201C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,202C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,203C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,204C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,205C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,206C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,207C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,208C,,,,,
,,,,step,,,,,LEVEL 3,,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,301C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,302C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,304C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,305C ,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,306C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,307C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,308C,,,,,
,,,,step,,,,,LEVEL 4,,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,401C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,402C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,403C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,404C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,405C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,406C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,407C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,408C,,,,,
,,,,step,,,,,LEVEL 5,,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,501C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,502C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,503C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,504C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,505C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,506C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,507C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,508C,,,,,
,,,,step,,,,,LEVEL 6,,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,601C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,602C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,603C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,604C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,605C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,606C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,607C,,,,,
,,,,step,,,,,LEVEL 7,,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,701C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,702C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,703C,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,704C,,,,,
,,,,step,,,,BUILDING D,,,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,GROUND ,,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,LEVEL 1,,,,,,
,,,,step,,,,,LEVEL 2,,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,201D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,202D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,203D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,204D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,205D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,206D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,207D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,208D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,209D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,210D,,,,,
,,,,step,,,,,LEVEL 3,,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,301D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,302D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,303D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,304D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,305D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,306D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,307D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,308D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,309D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,310D,,,,,
,,,,step,,,,,LEVEL 4,,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,401D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,402D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,403D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,404D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,405D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,406D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,407D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,408D,,,,,
,,,,step,,,,,LEVEL 5,,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,501D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,502D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,503D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,504D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,505D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,506D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,507D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,508D,,,,,
,,,,step,,,,,LEVEL 6,,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,601D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,602D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,603D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,604D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,605D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,606D,,,,,
,,,,step,,,,,LEVEL 7,,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,701D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,702D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,703D,,,,,
Kitchen ITP,Bathroom ITP,Laundry ITP,Balcony ITP,folder-with-checklists,,,,,,704D,,,,,
