type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,SCP,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Responsibility: Site Engineer & Surveyor,,,,,,,,,,,,
checkpoint,2.2 - Protection of Adjacent Piles,,,,,,,,,,,,
label,Frequency: Prior to Commencing,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Acceptance Criteria: No pile shall be commenced within 2.5m clear distance of a newly cast pile until the concrete in the pile has attained a strength of 15MPa,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Reference Documents: VicRoads Spec. Cl.606.04,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Inspection / Test Method: Visual Inspection,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,"Record of conformity: This ITP Signed, Bored Pile Checklist",,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
checkpoint,2.3 - Excavation levels,,,,,,,,,,,,
label,Frequency: Each pile,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Acceptance Criteria: Check the toe levels conform to the drawing.,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Reference Documents: Latest IFC Drawings,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Inspection / Test Method: Document review,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Record of conformity: Bored Pile Checklist CRG-FH-CL-0006,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
checkpoint,2.4 - Inspection of Pile Excavation,,,,,,,,,,,,
label,"Frequency: Each Pile, a minimum of 48 hrs notice given to the Superintendent for arrangement of the inspection of the pile excavation",,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,"Acceptance Criteria: The temporary casing (where used) shall not be removed, nor shall reinforcement and/or concrete be placed until the pile walls and base have been inspected by the Superintendent and that the inspection has confirmed that the geotechnical strength of the materials in the pile wall base have satisfied the design assumptions.",,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Reference Documents: VicRoads Spec. Cl.606.05,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Inspection / Test Method: Site Inspection,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,"Record of conformity: Pile walls and base inspected by Superintendent, This ITP signed off",,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Responsibility: Site Engineer & Superintendent,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,2.5 - Check reinforcement cages,,,,,,,,,,,,
label,Frequency: Each pile,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,"Acceptance Criteria: Steel Reinforcement shall be securely held during placing and compacting of concrete. Steel reinforcements shall be made of concrete blocks of a strength similar to the structure, strong enough to withstand the imposed loads without movement of the steel reinforcement. No other materials to be used as supports.",,,,,,,,,,,,
label,Spacers and supports for bored pile steel reinforcement shall be placed at intervals of no more than 2 m along the full length of the steel reinforcement cage to ensure that the specified concrete cover to the steel reinforcement is maintained.,,,,,,,,,,,,
label,Reinforcement as per drawings and specification.,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Reference Documents: VicRoads Spec.,,,,,,,,,,,,
label,Cl.606.06(a),,,,,,,,,,,,
label,Cl.611.03(a),,,,,,,,,,,,
label,Cl.611.04,,,,,,,,,,,,
label,Cl.611.10,,,,,,,,,,,,
label,Project Specification,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Inspection / Test Method: Site Inspection,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Record of conformity: Bored Pile Checklist CRU-FH-CL-0006,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
checkpoint,2.6 - Pre – pour checklist,,,,,,,,,,,,
label,Frequency: Each pile,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Acceptance Criteria: Bored Pile Checklist completed and signed. ,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Reference Documents: Work Pack,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Inspection / Test Method: Site Inspection,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Record of conformity: Bored Pile Checklist CRG-FH-CL-0006,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,HP*,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
section,3 - Placing and Finishing Concrete,,,,,,,,,,,,
checkpoint,3.1 - Carry out sampling of concrete,,,,,,,,,,,,
label,Frequency: As per table 610.161,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Acceptance Criteria: Slump flow: 550-800mm spread,,,,,,,,,,,,
label,T500 time: Achieve a spread of 500 mm within 1 to 5 seconds,,,,,,,,,,,,
label,Passing ability ≤ 10 mm. ,,,,,,,,,,,,
label,Observations as per Table 610.131 of VicRoads Spec.,,,,,,,,,,,,
label,– Three cylinders taken from the same sample used to test. 1 cylinder crushed at 7 days. 2 cylinders crushed at 28 days,,,,,,,,,,,,
label,– Number of samples taken shall be as per Table 610.161,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Reference Documents: VicRoads Spec.,,,,,,,,,,,,
label,Cl.610.13(b),,,,,,,,,,,,
label,Cl.610.16(b),,,,,,,,,,,,
label,Cl.610.16(n),,,,,,,,,,,,
label,Table 610.131,,,,,,,,,,,,
label,Table 610.161,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,"Inspection / Test Method: Site Inspection, Site Sampling",,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Record of conformity: Concrete Pour Record CRG-FH-CL-0003 and Bored Pile Checklist CRG-FH-CL-0006 completed,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
checkpoint,3.2 - Place Concrete,,,,,,,,,,,,
label,Frequency: Each Concrete pour,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Acceptance Criteria: Piles shall be concreted within 24 hours of completion of the pile excavation.,,,,,,,,,,,,
label,Discharge time between truckloads for the same cast to be <45 mins.,,,,,,,,,,,,
label,All concrete to be placed within 60 minutes from batch or as specified in the approved VR mix.,,,,,,,,,,,,
label,"Each batch (truckload) of concrete delivered to site shall be visually inspected to ensure consistency of concrete supply, and the estimated slump shall be recorded on the identification certificate for the batch.",,,,,,,,,,,,
label,Piles places in the dry shall be constructed to a minimum of 300mm above pile cut-off level to allow breaking back of contaminated concrete at the top of the pile.,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Reference Documents: VicRoads Spec.,,,,,,,,,,,,
label,Cl.610.16(b),,,,,,,,,,,,
label,Cl.610.16(c),,,,,,,,,,,,
label,Cl.610.13(f),,,,,,,,,,,,
label,CL.606.06(a),,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Inspection / Test Method: Site Inspection,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,"Record of conformity: Concrete Pour Record, Bored Pile Checklist, Concrete dockets",,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
section,4 - Testing Requirements,,,,,,,,,,,,
checkpoint,4.1 - Pile Testing,,,,,,,,,,,,
label,Frequency: Representative Sample determined in consultation with the Superintendent.,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,"Acceptance Criteria: Unless dispensation is granted, a representative sample of piles shall be tested by a consultant prequalified to VicRoads as per the requirements of Section 606.07 including:",,,,,,,,,,,,
label,"(A) Integrity Testing - First 6 piles constructed, then 1 in 3 remaining.",,,,,,,,,,,,
label,(B) Static Load Testing,,,,,,,,,,,,
label,(C) Dynamic Load Testing - 1 in 10 Piles with a pile depth within 2m.,,,,,,,,,,,,
label,Results including raw data are to be provided to the superintendent per the timeframes requested but no less than 48 hours after collection of results.,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Reference Documents: Project Spec. Cl.3050.07,,,,,,,,,,,,
label,VicRoads Spec. Cl.606.07,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Inspection / Test Method: Test report,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,"Record of conformity: Test reports provided to Superintendent, This ITP signed off",,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Responsibility: Site Engineer / Superintendent,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,4.2 - Concrete Test Results,,,,,,,,,,,,
label,Frequency: Each sample,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Acceptance Criteria: Minimum 7 day strength (26MPa) achieved as per table 610.051,,,,,,,,,,,,
label,Minimum 28 strength (40MPa) achieved,,,,,,,,,,,,
label,Strength average of tested cylinders,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Reference Documents: VicRoads Spec. Cl.610.05,,,,,,,,,,,,
label,Table 610.051,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Inspection / Test Method: Test report,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,"Record of conformity: Compressive Strength (MPa) Test report, This ITP signed off",,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,TP,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
checkpoint,4.3 - Tolerance Check & As Built survey,,,,,,,,,,,,
label,Frequency: Each pile,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Acceptance Criteria: Check Tolerances & Survey Pile positions:,,,,,,,,,,,,
label,(a) pile head shall finish within 75 mm of the specified plan position;,,,,,,,,,,,,
label,(b) variation from the vertical or the specified batter/rake shall not be more than 1 in 100;,,,,,,,,,,,,
label,"(c) where piling excavation has developed a curve or out of verticality, the offset from the theoretical straight pile line shall not exceed 150 mm over a length of 15 metres or proportionally for greater or shorter lengths.",,,,,,,,,,,,
label,Mark all details correctly on as-builts,,,,,,,,,,,,
label,Pile head position & verticality,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Reference Documents: VicRoads Spec. Cl.606.08,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Inspection / Test Method: Site Inspection/ Document review,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Record of conformity: Survey report,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,SCP,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,
label,Responsibility: Site Engineer & Surveyor,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,
label,The signature below verifies that this ITP has been completed in accordance with the FH’s Quality system Procedures and verifies lot compliance with specifications.,,,,,,,,,,,,
textbox,Print Name:,,,,,,,,,,,,
textbox,Position:,,,,,,,,,,,,
textbox,Date:,,,,,,,,,,,,
textbox,Work Completed On:,,,,,,,,,,,,
section,Lot Verification,,,,,,,,,,,,
checkpoint,Lot Verification.,,,,,,,,,,,,
dropdown,Is the relevant RFI attached to the Lot?,"YES, NO, N/A",,,,,,,,,,,
dropdown,Is the relevant NCR attached to the Lot?,"YES, NO, N/A",,,,,,,,,,,
dropdown,Are any relevant Mails/ Transmittals attached to the Lot?,"YES, NO, N/A",,,,,,,,,,,
dropdown,Lot verified By,"Babak Rudd-Project Quality Manager, Nicola Lodo (Area 2 Manager), Nicolas Terpstra (Delivery Manager),Other:",,,,,,,,,,,
textbox,Other:,,,,,,,,,,,,
dropdown,Lot Status,"OUTSTANDING, CLOSED",,,,,,,,,,,
textbox,Lot Closed On,,,,,,,,,,,,
textbox,comments,,,,,,,,,,,,
