resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A3.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A3.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A3.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A3.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A3.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A3.06,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A3.07,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A3.08,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A3.09,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A3.10,,,,,,,
,step,,,,,,Level 4,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A4.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A4.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A4.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A4.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A4.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A4.06,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A4.07,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A4.08,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A4.09,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A4.10,,,,,,,
,step,,,,,,Level 5,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A5.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A5.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A5.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A5.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A5.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A5.06,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A5.07,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A5.08,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A5.09,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A5.10,,,,,,,
,step,,,,,,Level 6,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A6.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A6.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A6.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A6.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A6.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A6.06,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A6.07,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A6.08,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A6.09,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A6.10,,,,,,,
,step,,,,,,Level 7,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A7.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A7.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A7.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A7.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A7.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A7.06,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,A7.07,,,,,,,
,step,,,,,Building B,,,,,,,,,
,step,,,,,,Ground Floor,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Communal Area,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,FS04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,FS17,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,FS18,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,BG.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,BG.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,BG.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,BG.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,BG.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,BG.06,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,BG.07,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Caretaker Room,,,,,,,
,step,,,,,,Level 1,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B1.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B1.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B1.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B1.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B1.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B1.06,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B1.07,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B1.08,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B1.09,,,,,,,
,step,,,,,,Level 2,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B2.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B2.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B2.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B2.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B2.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B2.06,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B2.07,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B2.08,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B2.09,,,,,,,
,step,,,,,,Level 3,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B3.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B3.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B3.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B3.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B3.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B3.06,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B3.07,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B3.08,,,,,,,
,step,,,,,,Level 4,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B4.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B4.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B4.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B4.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B4.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B4.06,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B4.07,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B4.08,,,,,,,
,step,,,,,,Level 5,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B5.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B5.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B5.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B5.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B5.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B5.06,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B5.07,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B5.08,,,,,,,
,step,,,,,,Level 6,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B6.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B6.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B6.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B6.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B6.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B6.06,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B6.07,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B6.08,,,,,,,
,step,,,,,,Level 7,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B7.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B7.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B7.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B7.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,B7.05,,,,,,,
,step,,,,,Building C,,,,,,,,,
,step,,,,,,Ground Floor,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Communal Area,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,FS05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,FS13,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,FS14,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,CG.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,CG.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,CG.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,CG.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,CG.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,CG.06,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,CG.07,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,CG.08,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,CG.09,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,CG.10,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,CG.11,,,,,,,
,step,,,,,,Level 1,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C1.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C1.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C1.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C1.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C1.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C1.06,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C1.07,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C1.08,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C1.09,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C1.10,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C1.11,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C1.12,,,,,,,
,step,,,,,,Level 2,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C2.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C2.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C2.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C2.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C2.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C2.06,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C2.07,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C2.08,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C2.09,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C2.10,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C2.11,,,,,,,
,step,,,,,,Level 3,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C3.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C3.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C3.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C3.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C3.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C3.06,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C3.07,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C3.08,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C3.09,,,,,,,
,step,,,,,,Level 4,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C4.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C4.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C4.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C4.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C4.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C4.06,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C4.07,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C4.08,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C4.09,,,,,,,
,step,,,,,,Level 5,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C5.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C5.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C5.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C5.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C5.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C5.06,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C5.07,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C5.08,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C5.09,,,,,,,
,step,,,,,,Level 6,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C6.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C6.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C6.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C6.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C6.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C6.06,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C6.07,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C6.08,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C6.09,,,,,,,
,step,,,,,,Level 7,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C7.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C7.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C7.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C7.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C7.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,C7.06,,,,,,,
,step,,,,,Building D,,,,,,,,,
,step,,,,,,Ground Floor,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Communal Area,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,DG.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,DG.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,DG.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,DG.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,DG.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,DG.06,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,DG.07,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,DG.08,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,DG.09,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,DG.10,,,,,,,
,step,,,,,,Level 1,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D1.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D1.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D1.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D1.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D1.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D1.06,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D1.07,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D1.08,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D1.09,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D1.10,,,,,,,
,step,,,,,,Level 2,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D2.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D2.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D2.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D2.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D2.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D2.06,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D2.07,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D2.08,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D2.09,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D2.10,,,,,,,
,step,,,,,,Level 3,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D3.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D3.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D3.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D3.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D3.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D3.06,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D3.07,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D3.08,,,,,,,
,step,,,,,,Level 4,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D4.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D4.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D4.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D4.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D4.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D4.06,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D4.07,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D4.08,,,,,,,
,step,,,,,,Level 5,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D5.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D5.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D5.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D5.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D5.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D5.06,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D5.07,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D5.08,,,,,,,
,step,,,,,,Level 6,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D6.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D6.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D6.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D6.04,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D6.05,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D6.06,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D6.07,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D6.08,,,,,,,
,step,,,,,,Level 7,,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,Lobby,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D7.01,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D7.02,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D7.03,,,,,,,
Plastering & Internal Hebel,checklist,,,,,,,D7.04,,,,,,,
,step,,,,Facade,,,,,,,,,,
,step,,,,,Building A,,,,,,,,,
,step,,,,,,Ground Floor,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 1,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 2,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 3,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 4,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 5,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 6,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 7,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,Building B,,,,,,,,,
,step,,,,,,Ground Floor,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 1,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
