type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,
label,SCP,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Project Engineer/Surveyor ,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,,,,
label,The signature below verifies that this ITP has been completed in accordance with the FH’s Quality system Procedures and verifies lot compliance with specifications.,,,,,,,,,,,,,,,
text,Print Name:,,,,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,,,,
text,Date:,,,,,,,,,,,,,,,
