Id,Type,Name,Values,Prompting Name,Resource Id
,checkpoint,Commissioning Final Handover checked off as below:,,,
6b2a7bbb-7d84-57d6-b84d-1d3306762399,textbox,Location/Lot Number:,,,
fa2ea374-c292-566d-96a0-07a7d4b2a555,button,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS 5601.1 (2022),"YES,NO,N/A",,
4ce5ef5e-31b3-5c6a-959f-78446fa44544,button,Installation complies with current drawings & specifications,"YES,NO,N/A",,
4f3af7d3-b1d8-5464-bcf6-8da0e9e4eba6,button,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions","YES,NO,N/A",,
565eb3e2-2821-5942-8ec4-8593dd3d9c42,button,Check for any damage or missing components,"YES,NO,N/A",,
2421ba6c-2fe0-5532-9964-fa143d350c94,button,Check level & alignment of all fixtures & tapware,"YES,NO,N/A",,
7bb1f1fb-031a-574d-b9ba-c30eb53847c3,button,"Check all fixtures, tapware & components are securely fixed","YES,NO,N/A",,
6bc67652-3a23-53f9-95ef-34259cf972e7,button,Check all mini-stops and valves are fully open,"YES,NO,N/A",,
33782244-469e-52d9-b64e-ee1570440a64,button,Check all pressure reduction & non-return valves,"YES,NO,N/A",,
50d79e60-6743-5041-9ced-eb0980d4c844,button,Check all flexible connections are not twisted or kinked,"YES,NO,N/A",,
36ccb04c-2953-5cbc-b5e8-6790e7615a46,button,Check for water for cross connections,"YES,NO,N/A",,
c8ee5908-72b7-5bb1-b6f7-90c2ec12c128,button,Check fixture wastes & connections,"YES,NO,N/A",,
ddb23791-441c-5a46-8296-660d1bca3ed8,button,Check dishwasher drain hose is looped hard-up under bench-top,"YES,NO,N/A",,
d5b8c925-d188-5e77-b2fc-fd0a9788ad4a,button,Check pipework & all traps are clear of debris,"YES,NO,N/A",,
db66b81d-ba04-553a-a54a-7a4ce78b9bf9,button,Check AAV is installed hard-up under bench-top,"YES,NO,N/A",,
e402f184-8f2a-5240-94cd-39ddea07aeec,button,Check future connection water valves are securely capped (fridge/washing machine stops),"YES,NO,N/A",,
c831bd73-317b-5ddd-b5d4-13ab3e5fb90d,button,Check hot water unit is functioning correctly,"YES,NO,N/A",,
cb865f44-e5ee-563e-93b8-88dc917c8aa7,button,Check solar collectors are fitted & securely fixed,"YES,NO,N/A",,
d775fcd6-e0fc-5c12-bc4c-93caa82d82fa,button,Check solar circulation pump is functioning correctly,"YES,NO,N/A",,
6b3628ea-1f6a-504e-9f63-0676efe76d58,button,Check hot water delivery temperature,"YES,NO,N/A",,
878425d7-498f-5646-8c9d-97568a1cadf9,button,Check dishwasher function through short cycle,"YES,NO,N/A",,
25a96a4e-c6e7-567d-bbd5-6d17ade37a24,button,Check gas valves & regulators,"YES,NO,N/A",,
8a6cbfc7-d432-5788-a2d3-61e175edcdec,button,Check gas flame stop device,"YES,NO,N/A",,
70d046b3-9d27-5373-9f71-563f5bc77097,button,Check all gas burner functions,"YES,NO,N/A",,
e2fa7dca-471a-56f0-9979-e42eb36559e8,button,Check balcony hose tap is securely fixed,"YES,NO,N/A",,
da4f81b1-9185-576d-be98-4af4cff0fc1a,button,Check balcony floor grate is clear,"YES,NO,N/A",,
616a460d-ea21-5151-934e-c0ddcc23e38f,button,Check all downpipes & overflows are fitted correctly,"YES,NO,N/A",,
947bae2a-29c8-5243-9aba-68c76eb8178c,button,Check all vents are finished & weather proofed,"YES,NO,N/A",,
8a7a81d6-abd5-5b7d-b6b5-1f4a6ea3ccf6,button,Check all fixtures & tapware function correctly,"YES,NO,N/A",,
cf5a741b-1893-525f-8408-b644b984182c,button,Check receipt of all Authority sign-off & acceptance documentation,"YES,NO,N/A",,
f963b8a2-9758-5831-bab0-f8b4678f95ac,button,Check receipt of all manufacturers warranty documentation & owners manuals,"YES,NO,N/A",,
3ed03449-f069-591d-a707-be6bd8aed27b,button,Confirm area has been left clean,"YES,NO,N/A",,
,,,,,
,checklist,TST Test Gas Services Pipework,,TST Test Gas Services Pipework,d84d30f2-c2ee-49dc-a4b7-4fb904996d2b
,section,Details:,,,
,checkpoint,Test Gas Services Pipework checked off as below:,,,
9014dfc1-70bb-585c-87ab-b5aa6fb88d3a,dropdown,Test Pressure:,"7kPa,1.5 x MWP",,
e14f4c3e-5e88-520e-a2e6-bb1da3dc3893,textbox,Location/Lot Number:,,,
d42dedc7-b370-5760-b7f3-9395f53dad8b,button,Installation complies with latest revision of AS/NZS 5601.1 (2022) & ESV Regulations,"YES,NO,N/A",,
0dac14dc-6502-534b-a6e1-77cfd5eb1e18,button,Installation complies with current drawings & specifications,"YES,NO,N/A",,
0165bdfc-2f60-59c9-9645-f4f1035498ad,button,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions","YES,NO,N/A",,
5c160ad2-c2b5-5b2a-90d3-e6fb1b01b90f,button,Testing kit & equipment have current certification,"YES,NO,N/A",,
56cf3593-dc5a-53c1-b636-42b0f5861455,button,Apply test as per latest revision of AS/NZS 5601.1 (2022) & ESV Regulations (Note: Start & Finish testing photos to be taken only within this Checkpoint),"YES,NO,N/A",,
,,,,,
,checklist,FO Fit-off Gas Appliance,,FO Fit-off Gas Appliance,d88c359a-8bb3-4b5d-a45f-af67f485ea8c
,section,Details:,,,
,checkpoint,Fit-off Gas Appliance checked off as below:,,,
28bce096-3a4b-5326-b56e-f0e3663c4de3,button,Installation complies with latest revision of AS/NZS 5601.1 (2022),"YES,NO,N/A",,
d6dabf0b-1c8c-59c7-8dd5-b80653e9d65f,button,Installation complies with current drawings & specifications,"YES,NO,N/A",,
6ebb3fde-b73e-5548-9383-532538d502ed,button,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions","YES,NO,N/A",,
12f577e2-d303-5a61-b006-870e0f575c6f,button,"Check all, pipework, fittings, connections, etc for damage or leaks","YES,NO,N/A",,
29c3e125-6bb1-54cb-b34b-79fe9d04edcb,button,Check fixing points are secure,"YES,NO,N/A",,
e02d21a9-2cd4-50a7-afb8-f6ecc5d81e94,button,Check level & alignment is correct,"YES,NO,N/A",,
8ac51942-dfb5-529a-93d0-4f712548b45f,button,Check surrounding wall material is fire rated,"YES,NO,N/A",,
1d02d20e-c1c4-5e72-99cd-1a7e229c6eef,button,Check distance from cook-top to range hood complies with manufacturer specification,"YES,NO,N/A",,
0fd0e186-bb8e-51b1-a53b-685954e649b8,button,Check surrounding walls to closest burner distance complies with manufacturer specification,"YES,NO,N/A",,
b68d19ce-9847-53bf-be06-a48bfed38641,button,Check flexible connections are not twisted or kinked,"YES,NO,N/A",,
5160393f-0484-5535-aa00-2ea41a2d990a,button,Check gas isolation valve & cover plate,"YES,NO,N/A",,
5bbbd8f8-4a83-57c8-a29f-15ed2f655595,button,Check gas pressure regulator,"YES,NO,N/A",,
60334c11-e206-5218-9ede-c6a42efbcb00,button,Check flame failure device,"YES,NO,N/A",,
fb70851a-6d25-54ec-8ee2-0fa26693167d,button,Check all functions & controls for correct operation,"YES,NO,N/A",,
,,,,,
,,,,,
,,,,,
