type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id,,
checkpoint,Non-Conforming Items to be Rectified,,,,,,,,,
checkpoint,Follow up work satisfactorily,,,,,,,,,
text,Site Supervisor: ,,,,,,,,,
checkpoint,All items have been completed and demonstrated satisfactorily,,,,,,,,,
text,Client Representative:,,,,,,,,,
checklist,Eaves Gutter,,,,,,Eaves Gutter Installation Checklist,,,
section,Material Inspection,,,,,,,,,
checkpoint,Eaves Gutter: Trimline Eaves Gutter,,,,,,,,,
checkpoint,Eaves Gutter Brackets: To suit Trimline eaves gutter - Zincalume Internal,,,,,,,,,
checkpoint,Stop ends: Trimline ,,,,,,,,,
checkpoint,Downpipes: YES - Colorbond or PVC,,,,,,,,,
checkpoint,Pops: 100mm Dia,,,,,,,,,
section,Installation,,,,,,,,,
checkpoint,Spout Brackets installed with fall as per Specification,,,,,,,,,
checkpoint,Spouting installed to sizes shown in spec & drawings.,,,,,,,,,
checkpoint,Outlets installed to correct sizes.,,,,,,,,,
checkpoint,Downpipe installed as shown on drawings and correct,,,,,,,,,
checkpoint,Size and connected to stormwater,,,,,,,,,
checkpoint,Downpipe installed straight and bolted to downpipe clip,,,,,,,,,
checkpoint,Downpipe spreader installed as shown on drawing,,,,,,,,,
checkpoint,Overflow outlets installed at each downpipe location,,,,,,,,,
checkpoint,Outlets installed to correct sizes.,,,,,,,,,
checkpoint,Area clean and free of debris,,,,,,,,,
checkpoint,Materials in good condition,,,,,,,,,
section,Signoffs,,,,,,,,,
checkpoint,Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation,,,,,,,,,
text,Checked and Signed by: ,,,,,,,,,
checkpoint,Inspected and accepted by Authorized Representative,,,,,,,,,
text,Checked and Signed by: ,,,,,,,,,
checkpoint,Reinspection requested by Subcontractor,,,,,,,,,
text,Date:,,,,,,,,,
checkpoint,Non-Conforming Items to be Rectified,,,,,,,,,
checkpoint,Follow up work satisfactorily,,,,,,,,,
text,Site Supervisor: ,,,,,,,,,
checkpoint,All items have been completed and demonstrated satisfactorily,,,,,,,,,
text,Client Representative:,,,,,,,,,
checklist,Insulation,,,,,,Insulation checklist - Boardroom,,,
section,Material Inspection,,,,,,,,,
checkpoint,Insulation: 60mm Glasswool on Medium Sarking ,,,,,,,,,
section,Installation,,,,,,,,,
checkpoint,Insulation to entire roof area,,,,,,,,,
checkpoint,Correctly lapped and joined,,,,,,,,,
checkpoint,No over hang into gutters,,,,,,,,,
checkpoint,Manufacturers recommendations.,,,,,,,,,
checkpoint,Thermal Spacer Located correctly,,,,,,,,,
checkpoint,Insulation below box gutter lapped at joins,,,,,,,,,
checkpoint,Insulation cut back at sumps,,,,,,,,,
checkpoint,Area clean and free of debris,,,,,,,,,
checkpoint,Materials in good condition with no tears,,,,,,,,,
section,Signoffs,,,,,,,,,
checkpoint,Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation,,,,,,,,,
text,Checked and Signed by: ,,,,,,,,,
checkpoint,Inspected and accepted by Authorized Representative,,,,,,,,,
text,Checked and Signed by: ,,,,,,,,,
checkpoint,Reinspection requested by Subcontractor,,,,,,,,,
text,Date:,,,,,,,,,
checkpoint,Non-Conforming Items to be Rectified,,,,,,,,,
checkpoint,Follow up work satisfactorily,,,,,,,,,
text,Site Supervisor: ,,,,,,,,,
checkpoint,All items have been completed and demonstrated satisfactorily,,,,,,,,,
text,Client Representative:,,,,,,,,,
checklist,Insulation,,,,,,Insulation checklist - Raked Roof,,,
section,Material Inspection,,,,,,,,,
checkpoint,Insulation: 60mm Glasswool on Medium Sarking ,,,,,,,,,
checkpoint,Insulation: 145mm Glasswool on Medium Sarking ,,,,,,,,,
checkpoint,Thermal Spacer: 120mm,,,,,,,,,
section,Installation,,,,,,,,,
checkpoint,Insulation to entire roof area,,,,,,,,,
checkpoint,Correctly lapped and joined,,,,,,,,,
checkpoint,No over hang into gutters,,,,,,,,,
checkpoint,Manufacturers recommendations.,,,,,,,,,
checkpoint,Thermal Spacer Located correctly,,,,,,,,,
checkpoint,Insulation below box gutter lapped at joins,,,,,,,,,
checkpoint,Insulation cut back at sumps,,,,,,,,,
checkpoint,Area clean and free of debris,,,,,,,,,
checkpoint,Materials in good condition with no tears,,,,,,,,,
section,Signoffs,,,,,,,,,
checkpoint,Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation,,,,,,,,,
text,Checked and Signed by: ,,,,,,,,,
checkpoint,Inspected and accepted by Authorized Representative,,,,,,,,,
text,Checked and Signed by: ,,,,,,,,,
checkpoint,Reinspection requested by Subcontractor,,,,,,,,,
text,Date:,,,,,,,,,
checkpoint,Non-Conforming Items to be Rectified,,,,,,,,,
checkpoint,Follow up work satisfactorily,,,,,,,,,
text,Site Supervisor: ,,,,,,,,,
checkpoint,All items have been completed and demonstrated satisfactorily,,,,,,,,,
text,Client Representative:,,,,,,,,,
checklist,Roof,,,,,,Roof Installation checklist - level 5 raked roof,,,
section,Material Inspection,,,,,,,,,
checkpoint,Roof Sheets: 0.48mm Kliplok ,,,,,,,,,
checkpoint,Coating Type: Standard Colorbond,,,,,,,,,
checkpoint,Safety Mesh: Galvanised 2mm x 150mm x 300mm,,,,,,,,,
checkpoint,Roof Clip: Galavanised  ,,,,,,,,,
checkpoint,Roof Screws: 25mm -  35mm 12G without NEO Seal,,,,,,,,,
checkpoint,15mm Marine Plywood,,,,,,,,,
section,Installation,,,,,,,,,
checkpoint,Safety Mesh Installed,,,,,,,,,
checkpoint,Insulation installed,,,,,,,,,
checkpoint,Roof clips installed,,,,,,,,,
checkpoint,Roof installed with adequate fall to meet roof profile,,,,,,,,,
checkpoint,Roof installed straight and perpendicular to Roof purlins,,,,,,,,,
checkpoint,Roof has adequate overhang into box gutter / spouting,,,,,,,,,
checkpoint,Roof sheet turned up at high end of roof,,,,,,,,,
checkpoint,Roof sheet turned down at gutter end of roof,,,,,,,,,
checkpoint,Area clean and free of debris,,,,,,,,,
checkpoint,Materials in good condition,,,,,,,,,
section,Signoffs,,,,,,,,,
checkpoint,Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation,,,,,,,,,
text,Checked and Signed by: ,,,,,,,,,
checkpoint,Inspected and accepted by Authorized Representative,,,,,,,,,
text,Checked and Signed by: ,,,,,,,,,
checkpoint,Reinspection requested by Subcontractor,,,,,,,,,
text,Date:,,,,,,,,,
checkpoint,Non-Conforming Items to be Rectified,,,,,,,,,
checkpoint,Follow up work satisfactorily,,,,,,,,,
text,Site Supervisor: ,,,,,,,,,
checkpoint,All items have been completed and demonstrated satisfactorily,,,,,,,,,
text,Client Representative:,,,,,,,,,
checklist,Roof,,,,,,Roof Installation checklist - Bike Shelter Roof,,,
section,Material Inspection,,,,,,,,,
checkpoint,Roof Sheets: 0.48mm Kliplok ,,,,,,,,,
checkpoint,Insulation: Roof Sarking Medium weight paper,,,,,,,,,
checkpoint,Coating Type: Standard Colorbond,,,,,,,,,
checkpoint,Safety Mesh: Galvanised 2mm x 150mm x 300mm,,,,,,,,,
checkpoint,Roof Clip: Galavanised  ,,,,,,,,,
checkpoint,Roof Screws: 25mm -  35mm 12G without NEO Seal,,,,,,,,,
checkpoint,15mm Marine Plywood,,,,,,,,,
section,Installation,,,,,,,,,
checkpoint,Safety Mesh Installed,,,,,,,,,
checkpoint,Insulation installed,,,,,,,,,
checkpoint,Roof clips installed,,,,,,,,,
checkpoint,Roof installed with adequate fall to meet roof profile,,,,,,,,,
checkpoint,Roof installed straight and perpendicular to Roof purlins,,,,,,,,,
checkpoint,Roof has adequate overhang into box gutter / spouting,,,,,,,,,
checkpoint,Roof sheet turned up at high end of roof,,,,,,,,,
checkpoint,Roof sheet turned down at gutter end of roof,,,,,,,,,
checkpoint,Area clean and free of debris,,,,,,,,,
checkpoint,Materials in good condition,,,,,,,,,
section,Signoffs,,,,,,,,,
checkpoint,Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation,,,,,,,,,
text,Checked and Signed by: ,,,,,,,,,
checkpoint,Inspected and accepted by Authorized Representative,,,,,,,,,
text,Checked and Signed by: ,,,,,,,,,
checkpoint,Reinspection requested by Subcontractor,,,,,,,,,
text,Date:,,,,,,,,,
checkpoint,Non-Conforming Items to be Rectified,,,,,,,,,
checkpoint,Follow up work satisfactorily,,,,,,,,,
text,Site Supervisor: ,,,,,,,,,
checkpoint,All items have been completed and demonstrated satisfactorily,,,,,,,,,
text,Client Representative:,,,,,,,,,
