"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1671c6c2-a56e-4b36-88bc-533e760a90ea","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"0d36627b-82c3-5af4-ae89-63ef4b562e73","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"aa50bfb2-6554-4539-8279-14c920cf3146","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"ebd1a396-762d-4ea3-bfb1-6896713175f4","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","weld plate details"
"af1551e6-21e4-5f8b-a181-97172899b480","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Pre-Pour Check"
"1ae7ce08-f03b-5b95-8d78-654bf70e7117","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Pre-Pour Check","Dimensions"
"70eebb2f-7c5f-5456-9005-e99b74910b38","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Pre-Pour Check","Mould Clean"
"b44a3b2c-e396-546a-ac44-e05934e34c9c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Pre-Pour Check","Mould Oiled"
"5adf9f56-442e-5300-bac7-912866a27bf6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Pre-Pour Check","Mould - Workmanship"
"7a6e8347-5e31-54a0-beba-5f6765bbb801","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Pre-Pour Check","Reinforcing"
"6910bf30-4c35-5ce7-9b45-1f6983715c49","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Pre-Pour Check","Cast In Items"
"88e7a1de-988e-5362-aae9-cc03d1fe6560","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Pre-Pour Check","Marker Position and No."
"3cd8466e-3edc-5c56-8442-c7681091f935","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Pre-Pour Check","Make mould to Green Status"
"40220abf-cf83-571a-b0de-4bc76835d077","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Concrete Works"
"19bd8f32-2801-5159-a0e4-8bdb9a2e62da","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Concrete Works","Concrete Works Details"
"bc48eecb-a474-5283-a981-77a6e9d4f13a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Concrete Works","Wilco Sample Taken"
"c3e6333f-e9b0-5296-9620-aea1e4f741fd","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Concrete Works","Bridgeman Sample Taken"
"937bf7d4-3c4b-516a-9623-3c270438c3d4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Concrete Works","Supervisor Approval"
"713e9a59-7a3b-5768-8ba6-f0395251965a","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Post Pour Check"
"7b4d6499-a947-5487-832c-25dd86280306","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Post Pour Check","Edge Detail"
"15c94d03-c8b9-5b9a-a36a-0cef5a72ce21","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Post Pour Check","Bar Projections"
"bb870eb7-22a0-5b78-bc65-1e236ae926b6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Post Pour Check","Cast in items"
"e70e0326-7296-55c8-a9af-198bda8e0cc7","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Stripping and Stacking"
"0b57953c-a8cf-5f2a-b74b-afa6b3b913d9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Stripping and Stacking","Stripping & Stacking"
"53c8a716-83de-4eb4-9a47-ce5093d3cc7a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels 1 - 35"
"b9bcc049-a618-45ba-9bc8-f5e8e619d53e","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 35","Panel -1"
"791fd434-632b-5759-a82a-16592aca2734","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -1","Pre-Pour Check"
"a605205f-67d9-56d3-8b15-3e08ae3e71e1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -2","Pre-Pour Check","Mould - Workmanship"
"5ebbfdda-3ddc-5c45-9fc9-ba0c1e160a48","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -2","Pre-Pour Check","Reinforcing"
"abe37ccc-b626-5e52-a0dd-9cfc4dc50970","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -2","Pre-Pour Check","Cast In Items"
"30e33d56-f4a5-573f-b35c-d41aab679b24","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -2","Pre-Pour Check","Marker Position and No."
"fe7e1ab9-30b2-5d6d-a73d-4b06109d68a5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -2","Pre-Pour Check","Make mould to Green Status"
"28b9f250-e7d4-5fb3-91b6-af3837ad8706","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -2","Concrete Works"
"73c895a1-32fb-5fd4-a065-0f3d11ba1462","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -2","Concrete Works","Concrete Works Details"
"3961b18f-c0f1-5538-870c-0e2d8c7877ab","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -2","Concrete Works","Wilco Sample Taken"
"20778e19-2421-5409-91b6-a7f59a3921d1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -2","Concrete Works","Bridgeman Sample Taken"
"9c06def1-92b2-545d-9fa5-caca9419ae90","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -2","Concrete Works","Supervisor Approval"
"6e0ccdf9-72a6-5e0c-90cd-460bdef34fb9","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -2","Post Pour Check"
"436af700-5348-5776-8f8c-bddbad4ae502","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -2","Post Pour Check","Edge Detail"
"5f95e409-6f67-5f29-a10b-837c16001fc5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -2","Post Pour Check","Bar Projections"
"135c2b8b-59a1-50b1-92ff-ef775ab2766a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -2","Post Pour Check","Cast in items"
"217480e2-e502-5b81-947e-1808415beefd","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -2","Stripping and Stacking"
"8681328b-65bd-5784-8470-fc0a34e5cdb4","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -2","Stripping and Stacking","Stripping & Stacking"
"d67007ec-8991-46c9-9ab3-908256e34dfa","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 35","Panel -3"
"c11920fe-8450-5b11-bdae-a153878e51cf","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -3","Pre-Pour Check"
"a6907a9c-68fe-5d94-acc6-13af018347c5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -3","Pre-Pour Check","Dimensions"
"02b32034-6801-531c-935e-013f2ba3f7c2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -3","Pre-Pour Check","Mould Clean"
"c6bf2efc-55b8-532a-b959-5ef25152e694","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -3","Pre-Pour Check","Mould Oiled"
"eb260fb5-ec5e-561b-9264-351bfdf77a94","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -3","Pre-Pour Check","Mould - Workmanship"
"14c4b158-2a69-50d3-b4e7-25128fd260ee","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -3","Pre-Pour Check","Reinforcing"
"b1dd7908-a588-50b2-97b0-edb6a28ea9a2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -3","Pre-Pour Check","Cast In Items"
"100fe101-4b33-5b1e-a110-8cbe702fcb27","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -3","Pre-Pour Check","Marker Position and No."
"571e56c2-378d-5f67-bc0f-8e912ef484a0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -3","Pre-Pour Check","Make mould to Green Status"
"453cf762-f575-5739-bc4f-0855f0f5fc97","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -3","Concrete Works"
"8c304f4e-20e6-5d83-8933-7eeaa1949d12","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -3","Concrete Works","Concrete Works Details"
"d6aec512-eacf-5626-ab52-3bdbdc2aeff1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -3","Concrete Works","Wilco Sample Taken"
"236fb2a5-6c07-5817-bed8-1c8924646a15","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -3","Concrete Works","Bridgeman Sample Taken"
"59a0cf5a-9a38-54e8-a8dc-b06cce749616","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -3","Concrete Works","Supervisor Approval"
"4fa3760c-999e-5a2a-808b-4ad5a6411dab","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -3","Post Pour Check"
"eb10e093-d3a4-5359-9cca-566713ad1c23","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -3","Post Pour Check","Edge Detail"
"bb241163-1df2-5e28-9e0b-b649c47d8c92","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -3","Post Pour Check","Bar Projections"
"8ceccd98-8b74-54a3-bbb1-c4fecadd11b8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -3","Post Pour Check","Cast in items"
"45c0d876-60f6-56b6-aaf5-f45612df9d2b","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -3","Stripping and Stacking"
"82deac91-a167-5463-ae3b-e0f769e83e20","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -3","Stripping and Stacking","Stripping & Stacking"
"0e7c6f32-47b0-408e-851b-5a4de24a3790","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 35","Panel -4"
"aac1385b-d11b-5ef0-9506-7c55501092ac","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -4","Pre-Pour Check"
"2cde396e-72d8-57ca-bc0b-965db15036bc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -4","Pre-Pour Check","Dimensions"
"5a8bd5e3-353d-5eba-aaf0-1bc8957f9a2d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -4","Pre-Pour Check","Mould Clean"
"b398daea-6ef6-5f27-8f96-d34d6f1a2a8d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -4","Pre-Pour Check","Mould Oiled"
"06426e45-2283-553b-9faa-61d4ed81b6ab","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -4","Pre-Pour Check","Mould - Workmanship"
"b762643f-b08f-54f8-a5de-d45b1f889c83","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -4","Pre-Pour Check","Reinforcing"
"76bfdc63-0a5a-534b-854e-ce07b3ce0a31","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -4","Pre-Pour Check","Cast In Items"
"1046fc10-540e-5932-8390-edbfaf7c3dc9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -4","Pre-Pour Check","Marker Position and No."
"e4e4d70e-2670-5e36-b2e5-49d1aad8e5fb","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -4","Pre-Pour Check","Make mould to Green Status"
"fac635aa-c256-51cc-aedb-5e547a3f04bb","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -4","Concrete Works"
"41c97526-3bc7-5436-93e1-8ff89f713de8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -4","Concrete Works","Concrete Works Details"
"971f8b45-c8bc-5177-98cf-9e89ea1fe7b8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -4","Concrete Works","Wilco Sample Taken"
"ef40dec2-62a0-543d-9fcc-41b95ae74b93","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -4","Concrete Works","Bridgeman Sample Taken"
"6bc71cd0-71e7-54aa-b63a-98c7e7f72a92","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -4","Concrete Works","Supervisor Approval"
"532a1857-a01a-5b39-bf12-c841072ecf61","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -4","Post Pour Check"
"248910f5-81da-5e48-b5c0-7183a5fb5d4d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -4","Post Pour Check","Edge Detail"
"5e21d6e1-1af3-5bd3-a5c9-8b2bee9f0c6d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -4","Post Pour Check","Bar Projections"
"b3202cf4-11c8-5ac4-aeac-948ed0f28d6e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -4","Post Pour Check","Cast in items"
"b9e1bb52-f143-566e-bc60-68ac0f1a2319","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -4","Stripping and Stacking"
"606d1a82-85d4-58f7-8fe3-7a07b6e25471","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -4","Stripping and Stacking","Stripping & Stacking"
"208111aa-cfaa-461f-990b-c903f24f5042","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 35","Panel -5"
"2c05bd61-7386-5cd6-98f4-677bf9fde779","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -5","Pre-Pour Check"
"6b6798c0-7072-57e2-bcb5-3c66391483ec","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -5","Pre-Pour Check","Dimensions"
"d405dd85-c3a7-5337-81de-9dbc7b344021","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -5","Pre-Pour Check","Mould Clean"
"aff476f6-0c9b-51e1-9996-0a1cf6ed2db0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -5","Pre-Pour Check","Mould Oiled"
"314e4afb-e981-5a75-ae14-3cdf802ff9f0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -5","Pre-Pour Check","Mould - Workmanship"
"9d75ebbd-6fce-5f87-93d4-303595644aec","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -5","Pre-Pour Check","Reinforcing"
"7f445fbc-647d-501b-94ee-6ed9f1f9b14f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -5","Pre-Pour Check","Cast In Items"
"ee1b1019-1fbb-5ce3-a052-bd82c5767a93","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -5","Pre-Pour Check","Marker Position and No."
"5cf1e09c-3295-531c-ac70-c3953d72b01e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -5","Pre-Pour Check","Make mould to Green Status"
"dff979d7-de35-587f-a769-9462eae0d9ab","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -5","Concrete Works"
"9cf68777-9f13-5a0c-ba60-0798d52f9885","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -5","Concrete Works","Concrete Works Details"
"8964a1b9-4a63-5ed1-8bdc-c5d8787df29e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -5","Concrete Works","Wilco Sample Taken"
"06a5e070-7c47-5c35-b797-f41dd8c8bd68","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -5","Concrete Works","Bridgeman Sample Taken"
