Id,Type,Name,Values,Prompting Name,Postfix,Resource Id,,
1ba1f4bb-9b9f-4f6d-ad0c-e8d0450c9e46,checkpoint,Ensure there are no visible brush strokes,,,,,,
04c14baa-3160-4514-8358-091c95597a26,checkpoint,Confirm all required coats have been applied,,,,,,
,checkpoint,Attach Contractor ITP,,,,,,
ad31ab40-e273-4614-aa7e-c72c625a57f3,checkpoint,Record Photos of Painted Walls,,,,,,
43a235d6-77c7-43d6-97fd-4ce2fde9fdf7,section,Fixtures and Fittings,,,,,,
,checkpoint,Ensure all Fittings and Fixtures are installed as per architectural Plans,,,,,,
,note,"* Refer to Architectural RCP, Bathroom/Kitchen Elevations.*",,,,,,
,radio,Laundry,"Yes,No,N/A",,,,,
,radio,Bathroom,"Yes,No,N/A",,,,,
,radio,Kitchen ,"Yes,No,N/A",,,,,
,radio,Bedroom ,"Yes,No,N/A",,,,,
,radio,Dining/Living ,"Yes,No,N/A",,,,,
,checkpoint,Confirm any functional Fixtures/ Fittings are in working order,,,,,,
,radio,Laundry,"Yes,No,N/A",,,,,
,radio,Bathroom,"Yes,No,N/A",,,,,
,radio,Kitchen ,"Yes,No,N/A",,,,,
,radio,Bedroom ,"Yes,No,N/A",,,,,
,radio,Dining/Living ,"Yes,No,N/A",,,,,
,checkpoint,Confirm correct quantities of all Fittings and Fixtures have been installed. ,,,,,,
,note,*Reference Architectual RCP for Quanities*,,,,,,
,radio,Laundry,"Yes,No,N/A",,,,,
,radio,Bathroom,"Yes,No,N/A",,,,,
,radio,Kitchen ,"Yes,No,N/A",,,,,
,radio,Bedroom ,"Yes,No,N/A",,,,,
,radio,Dining/Living ,"Yes,No,N/A",,,,,
,checkpoint,Confirm all  fittings and Fixtures are the correct colour/ Finish.,,,,,,
,note,"*Refer to Achitectual Schedule for each scheme, as well as any Purchaser Varitions*",,,,,,
,radio,Laundry,"Yes,No,N/A",,,,,
,radio,Bathroom,"Yes,No,N/A",,,,,
,radio,Kitchen ,"Yes,No,N/A",,,,,
,radio,Bedroom ,"Yes,No,N/A",,,,,
,radio,Dining/Living ,"Yes,No,N/A",,,,,
,checkpoint,Record Photos of all Fitting and Fixtures ,,,,,,
ff2ea0cc-e264-4242-a59a-b25d699fc8e4,section,Sign-off,,,,,,
fd646ac6-dbc5-4836-8fea-56180f2158d1,checkpoint,Subcontractor Signoff,,,,,,
45dd68cd-0c70-433c-8347-7b86ea54e951,signoff,Subcontractor Sign-off,,,,,,
a210f335-9ce2-4431-bafb-004b8828aaac,checkpoint,SDC Signoff,,,,,,
7bb4578f-1506-485d-8fbb-bedcf462ddef,signoff,SDC Sign-off,,,,,,
