resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,,QES-ITC-E02-001,,,,,
,step,,,,,,,CAST IN CONDUIT INSTALLATION - BASEMENT 2 POUR 1B,,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,,QES-ITC-E02-002,,,,,
,step,,,,,,,CAST IN CONDUIT INSTALLATION - BASEMENT 2 POUR 2,,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,,QES-ITC-E02-003,,,,,
,step,,,,,,,CAST IN CONDUIT INSTALLATION - BASEMENT 2 POUR 3,,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,,QES-ITC-E02-004,,,,,
,step,,,,,,,CAST IN CONDUIT INSTALLATION - BASEMENT 2 POUR 4,,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,,QES-ITC-E02-005,,,,,
,step,,,,,,,CAST IN CONDUIT INSTALLATION - BASEMENT 1 POUR 1,,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,,QES-ITC-E02-006,,,,,
,step,,,,,,,CAST IN CONDUIT INSTALLATION - BASEMENT 1 POUR 2,,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,,QES-ITC-E02-007,,,,,
,step,,,,,,,CAST IN CONDUIT INSTALLATION - BASEMENT 1 POUR 3,,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,,QES-ITC-E02-008,,,,,
,step,,,,,,,CAST IN CONDUIT INSTALLATION - BASEMENT 1 POUR 4,,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,,QES-ITC-E02-009,,,,,
,step,,,,,,,CAST IN CONDUIT INSTALLATION - BASEMENT 1 POUR 5,,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,,QES-ITC-E02-010,,,,,
,step,,,,,,,CAST IN CONDUIT INSTALLATION - BASEMENT 1 POUR 6,,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,,QES-ITC-E02-011,,,,,
,step,,,,,,,CAST IN CONDUIT INSTALLATION - BASEMENT 1 POUR 7,,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,,QES-ITC-E02-012,,,,,
,step,,,,,,,CAST IN CONDUIT INSTALLATION - LOWER GROUND POUR 1,,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,,QES-ITC-E02-013,,,,,
,step,,,,,,,CAST IN CONDUIT INSTALLATION - LOWER GROUND POUR 2,,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,,QES-ITC-E02-014,,,,,
,step,,,,,,,CAST IN CONDUIT INSTALLATION - LOWER GROUND POUR 3,,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,,QES-ITC-E02-015,,,,,
,step,,,,,,,CAST IN CONDUIT INSTALLATION - LOWER GROUND POUR 4,,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,,QES-ITC-E02-016,,,,,
,step,,,,,,,CAST IN CONDUIT INSTALLATION - LOWER GROUND POUR 5,,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,,QES-ITC-E02-017,,,,,
,step,,,,,,,CAST IN CONDUIT INSTALLATION - LOWER GROUND POUR 6,,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,,QES-ITC-E02-018,,,,,
,step,,,,,,,CAST IN CONDUIT INSTALLATION - LOWER GROUND POUR 7,,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,,QES-ITC-E02-019,,,,,
,step,,,,,,,CAST IN CONDUIT INSTALLATION - STAIR 1,,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,,QES-ITC-E02-020,,,,,
,step,,,,,,,CAST IN CONDUIT INSTALLATION - STAIR 2,,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,,QES-ITC-E02-021,,,,,
,step,,,,,,,CAST IN CONDUIT INSTALLATION - STAIR 3,,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,,QES-ITC-E02-022,,,,,
,step,,,,,,,CAST IN CONDUIT INSTALLATION - STAIR 4,,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,,QES-ITC-E02-023,,,,,
,step,,,,,,,CAST IN CONDUIT INSTALLATION - STAIR 5,,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,,QES-ITC-E02-024,,,,,
,step,,,,,,,CAST IN CONDUIT INSTALLATION - STAIR 6,,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,,QES-ITC-E02-025,,,,,
,step,,,,,CABLE ROUGH IN,,,,,,,,
,step,,,,,,E03,,,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 2 B2.SMG.001 - SECURE LOBBY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-001,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 2 B2.SMG.002 - SALLY PORT,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-002,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 2 B2.SMG.003 - STORE,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-003,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 2 B2.SMP.005 - PLANT,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-004,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 2 B2.SMP.006 - MAIN SWITCH,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-005,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 2 B2.SMP.007 - UPS,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-006,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 2 B2.SMP.008 - COMMS,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-007,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 2 B2.SMG.009 - STORAGE AREA,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-008,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 2 B2.SMP.009a - MAINT STORE,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-009,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 2 B2.SMG.0010 - BELONGINGS STORE,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-010,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 2 B2.SMP.0013 - RAINWATER HARVESTING,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-011,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 2 B2.SMG.0012 - UNDERCROFT,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-012,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMC.001 - LOBBY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-013,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.015 - SECURE LOBBY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-014,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.016 - ACC WC,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-015,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.017 - CONSULT,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-016,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.01 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-017,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.010 - STORE 1,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-018,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.023 - HEARING WAITING,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-019,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.022 - MHA HEARING ,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-020,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.025 - FAMILY LOUNGE 1 ,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-021,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.126 - SENSORY 1,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-022,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.027 - OFFICE 1,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-023,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.029 - PAT BELONG,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-024,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.041 - INTERVIEW 1,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-025,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.119 - LAUNDRY 1,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-026,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.22A - HANDWASH,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-027,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.118C - D LINEN,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-028,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.23A - HANDWASH / UTILITY BAY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-029,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.23B - HANDWASH / UTILITY BAY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-030,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.127 - RETREAT 1,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-031,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.24A - HANDWASH / UTILITY BAY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-032,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.121 - EXERSIZE 1,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-033,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.120 - THERAPY 1,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-034,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.116 - QUIET LOUNGE,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-035,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.039 - INTERVIEW 2,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-036,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.038 - INTERVIEW 3,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-037,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.037 - PHOTOCOPY 1,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-038,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.036 - FOOD SERVICES PANTRY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-039,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.114 - ACC WC,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-040,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.21A - HANDWASH,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-041,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.113b - LOUNGE / DINING 1,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-042,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.113C - LOUNGE 1,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-043,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.24B - HANDWASH / UTILITY BAY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-044,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.25A - HANDWASH / UTILITY BAY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-045,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.110 - CENTRAL COURTYARD,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-046,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.21A - HANDWASH ,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-047,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.067 - TREATEMENT,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-048,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.045 - NURSE STATION 1,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-049,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.048 - DIRTY UT.& DISPOSAL,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-050,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.049 - WOW BAY 1,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-051,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMP.044 - COMMS,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-052,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.051 - CLEANER,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-053,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.053 - OFFICE 2,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-054,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.054 - OFFICE 3,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-055,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.055 - OFFICE 4,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-056,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.056 - OFFICE 5,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-057,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.057 - OFFICE 6,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-058,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.058 - STORE 2,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-059,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.030 - SECURE LOUNGE,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-060,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.031 - DE-ESCALATION,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-061,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.021 - FAMILY VISITING COURTYARD,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-062,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.004 - B1 UNDERCROFT,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-063,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMP.040 - EDB,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-064,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.115 - SOUTH COURTYARD,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-065,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.022 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-066,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.03 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-067,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.23 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-068,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.24 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-069,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.25 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-070,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.19 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-071,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.21 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-072,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.04 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-073,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.08 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-074,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.06 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-075,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.11 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-076,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.13 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-077,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.28 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-078,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.27 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-079,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.060 - OFFICE 7,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-080,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.061 - OFFICE 8,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-081,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.062 - OFFICE 9,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-082,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.089 - STAFF COURTYARD,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-083,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.063 - CLINICAL WORK,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-084,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.069 - STORE 3,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-085,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.064 - CLEAN UT.,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-086,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.049A - PNEUMATIC TUBE,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-087,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.06A - HANDWASH,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-088,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.49B - WOW BAY 2,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-089,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.066 - MEDICATION,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-090,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.065 - NURSE STATION 2,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-091,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.26A - HANDWASH / UTILITY BAY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-092,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.071 - OFFICE-3P,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-093,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.076 - SHARED OFFICE,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-094,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.072 - STORE 4,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-095,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.075 - PHOTOCOPY 2,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-096,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.086 - MEETING 2,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-097,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.085 - MEETING 1,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-098,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.091 - STAFF ROOM,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-099,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.092 - OFFICE-3P,,,,,,
