type,name,values,prefix,postfix,usage count,user addable,template name,,
label,Lab - I,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - MDD Test Report",,,,,,,,
checkpoint,2.04 - Atterberg limits test for Buttress Fill Material,,,,,,,,
label,"Method/Description - NZS 4402:1986, Test 2.2, 2.3 & 2.4",,,,,,,,
label,"Test frequency - 1 test per 20,000m3",,,,,,,,
label,Contractor - H,,,,,,,,
label,Designer - H,,,,,,,,
label,Lab - I,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - Atterberg limits Test Report",,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,2.05 - Determination of the dry density/water content relationship (Heavy Compaction) GAP 65 Material,,,,,,,,
label,"Method/Description - NZS 4402:1986, Test 4.1.2",,,,,,,,
label,Test frequency - Source approval 3 no. tests,,,,,,,,
label,Contractor - H,,,,,,,,
label,Designer - R,,,,,,,,
label,Lab - I,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - MDD Test Report",,,,,,,,
checkpoint,2.06 - Particle size distribution (PSD) Test for GAP 65 material,,,,,,,,
label,"Method/Description - NZS 4402:1986, Test 2.8",,,,,,,,
label,"Test frequency - 
Source approval 3 no. tests then every 2000m3.",,,,,,,,
label,Contractor - H,,,,,,,,
label,Designer - H,,,,,,,,
label,Lab - I,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - PSD Test Report",,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,2.07 - Permeability test for GAP 65 material,,,,,,,,
label,Method/Description - ASTM D5084 - 16a,,,,,,,,
label,Test frequency - Source approval 3 no. tests,,,,,,,,
label,Contractor - H,,,,,,,,
label,Designer - H,,,,,,,,
label,Lab - I,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - Permeability Test Report",,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,2.08 - Large Shear Box test for GAP 65 material (Minimum 3 normal stresses),,,,,,,,
label,Method/Description - BS 1377 Part 7:1990 Test 5 Determaination of shear strength by direct shear,,,,,,,,
label,Test frequency - Source approval 3 no. tests,,,,,,,,
label,Contractor - H,,,,,,,,
label,Designer - H,,,,,,,,
label,Lab - I,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - Direct Shear Strength Test Report",,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
section,3.0 During Construction,,,,,,,,
checkpoint,3.01 - Set out extents of fill and check against design,,,,,,,,
label,Method/Description - Survey/visual,,,,,,,,
label,Test frequency - Prior to Commencement,,,,,,,,
label,Contractor - W,,,,,,,,
checkpoint,3.02 - Ensure GPS plant have the correct model set up in machine and that a datum is available for checking,,,,,,,,
label,Method/Description - Survey/visual,,,,,,,,
label,Test frequency - Prior to Commencement,,,,,,,,
label,Contractor - W,,,,,,,,
checkpoint,"3.03 - Ensure the complete removal of all organics, topsoil, Vegetation, and roots. The depth of topsoil stripping should be adequate to eliminate all organic material, turf, and significant plant roots. Except for Fill 12 and 13 where the fill height is >=5m.",,,,,,,,
label,Method/Description - Survey/visual,,,,,,,,
label,Test frequency - Immediately prior to earthworks beginning in all Fill areas except Fill 12 & 13,,,,,,,,
label,Contractor - H,,,,,,,,
label,Designer - H,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - Subgrade approval checksheet",,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,3.04 - Designer witness of in-situ subgrade prior to filling,,,,,,,,
label,Method/Description - Inspection,,,,,,,,
label,Test frequency - Prior to Filling,,,,,,,,
label,Contractor - H,,,,,,,,
label,Designer - H,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - Subgrade approval checksheet",,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,3.05 - Undercuts,,,,,,,,
label,Method/Description - Visual inspection,,,,,,,,
label,Test frequency - 100% of works area,,,,,,,,
label,Contractor - H,,,,,,,,
label,Designer - H,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - Subgrade approval checksheet",,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,3.06 - When required Undercuts (cut-to-fill operations),,,,,,,,
label,Method/Description - Visual inspection,,,,,,,,
label,Test frequency - Prior to Filling,,,,,,,,
label,Contractor - H,,,,,,,,
label,Designer - H,,,,,,,,
label,Lab - I,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,3.07 - Sub soil Drainage,,,,,,,,
label,Method/Description - Inspection,,,,,,,,
label,Test frequency - During subsoil construction,,,,,,,,
label,Contractor - I,,,,,,,,
label,Designer - I,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - Sub soil drainage ITP,",,,,,,,,
checkpoint,3.08 - Monitoring Equipment,,,,,,,,
label,Method/Description - Survey/ data logging,,,,,,,,
label,Test frequency - As outlined in MMA-DES-GEO-E1-SKT-4077,,,,,,,,
label,Contractor - W,,,,,,,,
label,Designer - R,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - Drill logs, borehole logs and monitoring instrumentation asbuilts.",,,,,,,,
checkpoint,3.09 - Filling operations,,,,,,,,
label,Method/Description - Visual inspection,,,,,,,,
label,Test frequency - Daily,,,,,,,,
label,Contractor - H,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - checksheet",,,,,,,,
checkpoint,3.10 - Filling operations,,,,,,,,
label,Method/Description - Survey/visual,,,,,,,,
label,Test frequency - Daily,,,,,,,,
label,Contractor - H,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - checksheet/ Survey Report",,,,,,,,
checkpoint,3.11 - insitu fill testing-Plateau Test,,,,,,,,
label,Method/Description - Plateau Test,,,,,,,,
label,"Test frequency - Structural Fill - 1 test per material type per earthworks zone, except where outlined in RFI0057 ",,,,,,,,
label,○ Buttress Fill - 1 test per material type per earthworks zone ,,,,,,,,
label,○ GAP65 - 1 test per material type per structure / location ,,,,,,,,
label,○ Cement Stabilised GAP65/ Structural Fill - 1 Test per material type per structure/ location,,,,,,,,
label,Contractor - W,,,,,,,,
label,Designer - R,,,,,,,,
label,Lab - I,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - Test report",,,,,,,,
checkpoint,3.12 - insitu fill testing-In situ moisture content and density,,,,,,,,
label,Method/Description - In situ moisture content and density,,,,,,,,
label,"Test frequency - Structural Fill - 1 test per 1 m lift per 100m length, Heavy compaction and standard compaction areas outlined in RFI00057 ",,,,,,,,
label,○ Buttress fill - 1 test per 200m length Average ,,,,,,,,
label,○ GAP65 - 4 tests per lift per structure,,,,,,,,
label,"○ Subsoil Drainage Back fill - 1 test per 500m3 ,",,,,,,,,
label,○ Cement Stabilised GAP65 - 4 Tests per 0.5m lift per structure ,,,,,,,,
label,○ Cement Stabilised Structural fill - 1 test per 0.5m lift per 100m length,,,,,,,,
label,Contractor - W,,,,,,,,
label,Designer - R,,,,,,,,
label,Lab - I,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - Test report",,,,,,,,
checkpoint,3.13 - insitu fill testing- Undrained shear Strength,,,,,,,,
label,Method/Description - Undrained shear Strength,,,,,,,,
label,Test frequency - Structural fill - 1 test per layer per 1000m2 ,,,,,,,,
label,○ Buttress Fill - 1 Test per layer per 2000m2 ,,,,,,,,
label,○ Cement Stabilised Structural Fill - 1 test per layer per 500m2,,,,,,,,
label,Contractor - W,,,,,,,,
label,Designer - R,,,,,,,,
label,Lab - I,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - test report",,,,,,,,
checkpoint,3.14 - In-situ moisture content and density (and/ or air voids) testing of compacted for fill material Subgrade,,,,,,,,
label,Method/Description - in situ moisture content and density (and/ or air voids) testing of compacted fill material,,,,,,,,
label,Test frequency - Fill 12 & 13 - 1 test per 0.5m lift per 50m length for 1.0m subgrade depth,,,,,,,,
label,Contractor - W,,,,,,,,
label,Designer - R,,,,,,,,
label,Lab - I,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - Test report",,,,,,,,
checkpoint,3.15 - Carry out deflection testing (either Benkelman Beam or FWD) at the subgrade,,,,,,,,
label,Method/Description - Benkelman beam or FWD Testing,,,,,,,,
label,"Test frequency - 10m interval in each wheel path
at the following levels:
1) 1.0m below Subgrade Formation Level
2) 0.5m below Subgrade Formation Level
3) At Subgrade Formation Level",,,,,,,,
label,Contractor - W,,,,,,,,
label,Designer - R,,,,,,,,
label,Lab - I,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - Test report",,,,,,,,
checkpoint,3.16 - Laboratory Soaked CBR testing for Subgrade Fill,,,,,,,,
label,Method/Description - Laboratory Soaked CBR,,,,,,,,
label,Test frequency - Test per 5000m2 at subgrade formation level,,,,,,,,
label,Contractor - W,,,,,,,,
label,Designer - R,,,,,,,,
label,Lab - I,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - Test report",,,,,,,,
section,4.0 Post Construction,,,,,,,,
checkpoint,4.01 - Monitoring Data,,,,,,,,
label,Method/Description - Data Recordings,,,,,,,,
label,Test frequency - During construction and at end,,,,,,,,
label,Contractor - H,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - monitoring Data tables",,,,,,,,
checkpoint,4.02 - Survey As-builts,,,,,,,,
label,Method/Description - Survey As-built,,,,,,,,
label,Test frequency - During construction and at end,,,,,,,,
label,Contractor - H,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - CAD files",,,,,,,,
checkpoint,4.03 - As-builts,,,,,,,,
label,Method/Description - Red Pen Mark up,,,,,,,,
label,Test frequency - End of Construction,,,,,,,,
label,Contractor - H,,,,,,,,
label,Designer - H,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - Red pen mark ups",,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
