"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7f66c1db-33e1-5f6e-9c52-503145deca2a","","folder-normal","fail","","step","TRUE","FALSE","Health and Safety"
"0427f81c-9038-539f-8172-24311058c0c1","","folder-normal","fail","","step","TRUE","FALSE","Health and Safety","Pre-Start"
"e2fdb7c3-23f5-5b58-97e7-b080f295984f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Scaffolding and Propping","May 2023"
"d887372a-f72c-54d6-9e09-2e87ee612191","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Scaffolding and Propping","June 2023"
"9c349569-861c-566e-933e-9e91b3743e67","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Scaffolding and Propping","July 2023"
"131d663a-508e-5a24-b296-0c8b1e97324e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Scaffolding and Propping","August 2023"
"b64a4dae-4869-544d-b753-ffb7202a8b95","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Scaffolding and Propping","September 2023"
"6c0425ac-b00a-57a9-b6b5-8d36f115e453","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Scaffolding and Propping","October 2023"
"04e78dd6-7d67-5338-b040-d78a01e85a11","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Scaffolding and Propping","November 2023"
"82b811e5-3c21-5737-ae73-80168a7f3e92","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Scaffolding and Propping","December 2023"
"e3fb3729-ba5f-59d2-a45f-c723140d8146","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","TA/JSEA"
"3d32295b-539b-54d9-917f-a8835a93a4f2","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","TA/JSEA","March 2023"
"b9aae7f5-4d21-586d-9980-ba5599d50ce3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","TA/JSEA","April 2023"
"1569e02f-2e7e-5502-9841-3c3a2ee26363","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","TA/JSEA","May 2023"
"69820ca6-3c43-51f6-9cf5-711822c7fb72","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","TA/JSEA","June 2023"
"822aefae-0309-5b7d-9292-03f171d3d488","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","TA/JSEA","July 2023"
"86744800-f28d-5db5-a615-5a3be595bb69","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","TA/JSEA","August 2023"
"b93bf7f4-fde6-5024-8d06-93d01d18c0a7","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Health and Safety","TA/JSEA","September 2023"
"ded189e7-f425-58f1-b975-ff09f85c1bfa","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Health and Safety","TA/JSEA","October 2023"
"765164d3-3103-557a-8aca-dc53be42c54d","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Health and Safety","TA/JSEA","November 2023"
"3501bca6-3dce-535e-962c-13369e466070","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","TA/JSEA","December 2023"
"0b1441a5-6919-5ec8-accc-3ece6e396504","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Stand Down"
"c2bdc4bc-9a17-558f-be2b-d9a296a4278e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Documents"
"34a97cdd-e166-5afe-a3c5-78505eacd139","","folder-normal","not-started","","step","TRUE","FALSE","Variations"
"91d59fa6-5eee-51e6-b956-e298af329e1d","","checklist-flat","not-started","Variation Contract","checklist-flat","FALSE","FALSE","Variations","Variation Contract - 5797"
"3acbe46f-68aa-4775-b253-78d13b95cd31","","folder-normal","fail","","step","TRUE","FALSE","Checklists to be duplicated"
"37d96ebc-dde8-4d51-bb8e-4f81d8cd3d3d","","checklist-flat","pass","11b96c095e2e8bcbb9269020a0133282d03cea3b164beb686799bce15655cbde","checklist-flat","FALSE","FALSE","Checklists to be duplicated","QA - Facade ground level to level 4 East elevation"
"3732f676-6317-4e5b-b25e-e5d09ba30df0","","checklist-flat","fail","11b96c095e2e8bcbb9269020a0133282d03cea3b164beb686799bce15655cbde","checklist-flat","FALSE","FALSE","Checklists to be duplicated","QA - Facade Level 4, south and west elevation"
"ee8ec854-7369-5b88-be89-957b59dc58b3","","checklist-flat","fail","11b96c095e2e8bcbb9269020a0133282d03cea3b164beb686799bce15655cbde","checklist-flat","FALSE","FALSE","Checklists to be duplicated","QA - Facade Level 5"
