"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9ad36ef8-8d50-4579-ab0b-aebdcbea2a09","","checklist-flat","work-in-progress","SYS - PT - Overall Pre-start","checklist-flat","FALSE","FALSE","Overall Pre-start"
"c18cb359-776b-5316-859e-11915c390cca","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Overall Pre-start","Overall Pre-start"
"7fa52ab8-c252-5f03-87d4-569032744def","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","System information:"
"bfdcb56f-478a-548e-a5c4-089cecd3dedd","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","SSP Attached"
"3ba059ca-0b53-5f06-b4c1-b20e07958a2c","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","Task Analysis Attached"
"3c1a852b-a9f4-5bf2-b5fc-03bdcf206be6","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Relevant Drawings Attached"
"a4ae58c8-a747-5d9a-8108-93a52a555805","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Pre-Start Photos"
"d322adaf-1edc-4c50-8d3f-792935cb62f0","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"adad74b2-5ae6-4c46-ac48-fccfa5461e3f","","folder-normal","not-started","","step","TRUE","FALSE","QA","Existing Gallery Building - Stage 2"
"381d2641-25a3-4ee0-9589-96f2eabf6aa5","","folder-normal","not-started","","step","TRUE","FALSE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 10m - HLL Line 01 "
"7370edbd-13ed-492e-b373-2d0521940c9d","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 10m - HLL Line 01 ","Pre-Fit Off Checklist"
"39d7d42a-0e46-5c29-884d-72a9bc886eed","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 22m - HLL Line 02","Pre-Fit Off Checklist","EMAIL PM"
"7d395a9a-bc70-5360-8a73-aa0989cb8e1c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 22m - HLL Line 02","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"177227ef-6b00-5548-9ab5-8d2c53fedbd5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 22m - HLL Line 02","Pre-Fit Off Checklist","Photos taken"
"7732f080-2822-43ee-adc6-a94bb8ae2820","","checklist-flat","not-started","Fit Off Checklist - Line (250m or less)","checklist-flat","FALSE","FALSE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 22m - HLL Line 02","Fit Off Checklist - Line 02"
"80070ef1-6c92-54f5-8417-67e10a35c440","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 22m - HLL Line 02","Fit Off Checklist - Line 02","Confirm the structure is in accordance with the details supplied by PBI"
"8421d3bc-3d95-58dd-b1d7-003706832475","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 22m - HLL Line 02","Fit Off Checklist - Line 02","EMAIL PM"
"6a55dd6b-9bc9-5e45-82ff-6f42e2750631","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 22m - HLL Line 02","Fit Off Checklist - Line 02","Photo taken of line pull test - 4 photos required"
"47b3b6c9-2738-5329-9eef-b7509c0a6774","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 22m - HLL Line 02","Fit Off Checklist - Line 02","Photo taken of Swages - 12 photos required"
"aa228c3a-c2f1-5979-a8be-c9d73b758564","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 22m - HLL Line 02","Fit Off Checklist - Line 02","Photo taken of Engraved Line Plate / ID Tag"
"1a47dcbc-8f53-5d79-a793-31dac5428085","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 22m - HLL Line 02","Fit Off Checklist - Line 02","Video taken of system"
"4d0b7720-45eb-5257-9b0a-8a5f8ff4ac86","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 22m - HLL Line 02","Fit Off Checklist - Line 02","Installed as per PBI drawings supplied and manufacturer's requirements"
"61a5d3c0-b375-4756-b914-6fd028a2020f","","folder-normal","not-started","","step","TRUE","FALSE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 10m - HLL Line 03"
"74f791df-9478-4260-ab94-8b841583766c","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 10m - HLL Line 03","Pre-Fit Off Checklist"
"bad157e4-ab7e-5ff1-bfa6-7f66cc85ad0e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 10m - HLL Line 03","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"31478821-66ae-5ea1-84e6-30893d49b8e9","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 10m - HLL Line 03","Pre-Fit Off Checklist","EMAIL PM"
"ae3e7154-7460-5a8c-8bff-f9d78e73b3e8","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 10m - HLL Line 03","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"fdac21cd-6cba-5ed8-80e1-752411fd6e1b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 10m - HLL Line 03","Pre-Fit Off Checklist","Photos taken"
"de535760-df83-4b8c-b08a-e40a3714213a","","checklist-flat","not-started","Fit Off Checklist - Line (250m or less)","checklist-flat","FALSE","FALSE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 10m - HLL Line 03","Fit Off Checklist - Line 03"
"31b1ed3d-31ed-532d-bcc7-02bc184411c6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 10m - HLL Line 03","Fit Off Checklist - Line 03","Confirm the structure is in accordance with the details supplied by PBI"
"074d281d-b200-5425-a428-e46de574d9c2","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 10m - HLL Line 03","Fit Off Checklist - Line 03","EMAIL PM"
"b50fbf8e-7b08-5e11-8054-0e111e47d7af","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 10m - HLL Line 03","Fit Off Checklist - Line 03","Photo taken of line pull test - 4 photos required"
"4807f296-1465-5025-90e7-fb5369cf0255","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 10m - HLL Line 03","Fit Off Checklist - Line 03","Photo taken of Swages - 12 photos required"
"6cfb9c09-543e-5d69-ba15-462ea2bfd513","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 10m - HLL Line 03","Fit Off Checklist - Line 03","Photo taken of Engraved Line Plate / ID Tag"
"b5299bac-42a9-5f6d-a20d-f6f2a423c8ec","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 10m - HLL Line 03","Fit Off Checklist - Line 03","Video taken of system"
"06a43932-01e2-5734-901f-7ea70796f13e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 10m - HLL Line 03","Fit Off Checklist - Line 03","Installed as per PBI drawings supplied and manufacturer's requirements"
"40fd7c4f-060e-476f-9ca6-d2c0d5e600e0","","folder-normal","not-started","","step","TRUE","FALSE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors"
"98a8ee47-c328-40b3-b284-420d714c2fb4","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Pre-Fit Off Checklist"
"e96ff1f2-e55e-5af8-87f6-399bc34e781f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"5983bc24-afc8-5a20-9d6b-ca044a541465","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Pre-Fit Off Checklist","EMAIL PM"
"af1eb924-2b96-567e-9ceb-d8a56f18b049","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"a1f5198e-b73c-5415-8ecb-66638ac29531","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Pre-Fit Off Checklist","Photos taken"
"0659760e-d21d-4a07-b8a7-f864d39a9261","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 15"
"af8f9fd0-850d-5c7f-94f6-fc847a4e64dc","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 15","Confirm the structure is in accordance with the details supplied by PBI"
"f99a42ae-67e3-53d6-a940-7685f3e34765","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 15","EMAIL PM"
"b3ab3b66-477a-57d5-bdaf-348d536a9cfa","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 15","Required number of photo(s) taken of installed anchor(s)"
"f6a5d750-39b5-5da6-a6a9-814b29241321","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 15","Installed as per PBI drawings supplied and manufacturer's requirements"
"5f2f7189-26cb-4971-be96-3a05a308032b","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 16"
"141d086d-9135-5ea3-bc56-191ae469131f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 16","Confirm the structure is in accordance with the details supplied by PBI"
"9c8377ca-fcb6-51c3-b870-9dca19eb5f74","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 16","EMAIL PM"
"43cd75ed-b04e-58ca-9544-fdcd9a3f3195","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 16","Required number of photo(s) taken of installed anchor(s)"
"6e602b98-5a37-52a8-9931-de0eece5a2b7","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 16","Installed as per PBI drawings supplied and manufacturer's requirements"
"93abc5ee-d408-4e2a-9de1-ba35f66956ad","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 17"
"1488ab26-10ce-5744-bfeb-c0765983cf39","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 17","Confirm the structure is in accordance with the details supplied by PBI"
"22569bf5-8b80-5667-8132-f3d24f0291cb","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 17","EMAIL PM"
"3e98263f-07b1-52ac-898b-297473039cbb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 17","Required number of photo(s) taken of installed anchor(s)"
"b0308d05-e9db-5a68-a037-1cfb7a7ddb0e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 17","Installed as per PBI drawings supplied and manufacturer's requirements"
"738afc67-2033-4738-93ec-29d4c8b979cd","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 18"
"d17ae7f8-84b9-5357-bb4f-cb9aae261918","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 18","Confirm the structure is in accordance with the details supplied by PBI"
"f079df34-63d0-5e2f-81d2-d1272c87033f","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 18","EMAIL PM"
"b0841e87-15e7-51de-b410-300999428065","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 18","Required number of photo(s) taken of installed anchor(s)"
"12bd3df9-4dd2-55b4-9631-d0560f68eabe","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 18","Installed as per PBI drawings supplied and manufacturer's requirements"
"23574d46-33da-47e3-aa0c-a08cd68f129d","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 19"
"0f315ee7-d4fd-5428-8dbd-b6150159fbb5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 19","Confirm the structure is in accordance with the details supplied by PBI"
"aa7ee462-403b-5f15-8449-61e54dd4fe93","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 19","EMAIL PM"
"49f2e6e8-578e-51c7-8bb4-5727f731d607","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 19","Required number of photo(s) taken of installed anchor(s)"
"0e9e68a6-246a-5596-bcb4-becfb3becd5c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 19","Installed as per PBI drawings supplied and manufacturer's requirements"
"c16c70a3-83d3-4c6e-85fd-7f03c0dea5d5","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 20"
"0d5572ef-c705-5ce5-a9d0-fc97ea3c6847","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 20","Confirm the structure is in accordance with the details supplied by PBI"
"af8e51d8-dc25-591e-a36b-6bad5378a7f4","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 20","EMAIL PM"
"caf2f7cb-dc7a-58a4-a10d-f3e0d4a15fa6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 20","Required number of photo(s) taken of installed anchor(s)"
"fe06b686-a540-5183-aa9b-7e63dee66a66","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 20","Installed as per PBI drawings supplied and manufacturer's requirements"
"c5f6d37d-0f0e-4443-bc36-83036043c98b","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 21"
"86bf6f1e-76ef-5082-9432-8a947084283b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 21","Confirm the structure is in accordance with the details supplied by PBI"
"316937d5-4e42-5908-9669-d1b4204cc8a5","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 21","EMAIL PM"
"775e7acc-1618-57d2-a2a7-49c003378ff3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 21","Required number of photo(s) taken of installed anchor(s)"
"8026ed5b-108c-55ce-9184-39bc227c1922","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 21","Installed as per PBI drawings supplied and manufacturer's requirements"
"6fd32d41-ed6f-4246-b900-8939228f9308","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 22"
"cb340af4-cb01-557a-8cf8-b36a614486c5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 22","Confirm the structure is in accordance with the details supplied by PBI"
"51f6c1f3-7f27-5cac-8c05-3dd893a71128","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 22","EMAIL PM"
"3d6e031a-075b-5682-90fd-045a10a83902","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 22","Required number of photo(s) taken of installed anchor(s)"
"ec8a2ce6-37b8-575e-b344-252b369c730c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 22","Installed as per PBI drawings supplied and manufacturer's requirements"
"80709e22-35b6-417d-9770-bda4e63dd3cd","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 23"
"7db3e683-1bd6-50d2-b776-4eb8125113e3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 23","Confirm the structure is in accordance with the details supplied by PBI"
"6a9c76a2-4dc6-5483-89e8-072e6e9f6012","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 23","EMAIL PM"
"045d976c-eeea-5e61-bc20-542882055adf","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 23","Required number of photo(s) taken of installed anchor(s)"
"0b9349e4-6f91-55db-89e2-3c8a74960796","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 23","Installed as per PBI drawings supplied and manufacturer's requirements"
