Id,Type,Name,Values,Prompting Name,Resource Id
,checkpoint,Check alignments & levels,,,
,checkpoint,Check bedding & clearances,,,
,checkpoint,Check valve connections,,,
,checkpoint,Check pipework is clear of debris,,,
,checkpoint,Check open ends are sealed,,,
,checkpoint,Check pipe colour coding,,,
,checkpoint,Check pipe trench marking tape (if specified),,,
,checkpoint,Check trench backfill & compaction,,,
,,,,,
,,,,,
,checklist,Testing Gas Pipework (Above 7kPa),,Testing Gas Pipework (Above 7kPa),cb563923-5f47-4766-a6c7-1e32a21ba525
,section,Details:,,,
,checkpoint,Installation complies with latest revision of AS/NZS 5601.1 (2022),,,
,checkpoint,Installation complies with current drawings & specifications,,,
,checkpoint,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions",,,
,checkpoint,Testing kit & equipment have current certification,,,
,checkpoint,Apply test as per latest revision of AS/NZS 5601.1 (2022) (Note: Start & Finish testing photos to be taken only within this Checkpoint),,,
,,,,,
,,,,,
,checklist,Commission Hot Water Generating Plant,,Commission Hot Water Generating Plant,d999e01e-f940-4e29-a49c-b0fe90aaefc2
,section,Details:,,,
,checkpoint,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS 5601.1 (2022) (Note: Commissioning photos to be taken only within this Checkpoint),,,
,checkpoint,Installation complies with current drawings & specifications,,,
,checkpoint,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions",,,
,checkpoint,Check valves are fully open,,,
,checkpoint,Check water filters are clean,,,
,checkpoint,Check gas supply,,,
,checkpoint,Check circulating pumps,,,
,checkpoint,Check flue operation,,,
,checkpoint,Check system auto start,,,
,checkpoint,Check flow & return temperatures,,,
,checkpoint,Check control panel display & set points,,,
,checkpoint,Check BMS connection (if specified),,,
,checkpoint,Provide the suppliers commissioning report & all plant documentation to this checkpoint,,,
,,,,,
,,,,,
,checklist,Installation Hot Water Plant/Unit,,Installation Hot Water Plant/Unit,ed552afd-b058-48fe-be33-40ebdf0e30fd
,section,Details:,,,
,checkpoint,"Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints",,,
,checkpoint,"Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4, &/or AS/NZS 5601.1 (2022) (Note: Installation photos to be taken only within this Checkpoint)",,,
,checkpoint,Installation complies with current drawings & specifications,,,
,checkpoint,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions",,,
,checkpoint,Check for damage or leaks,,,
,checkpoint,Check level & alignment,,,
,checkpoint,Check safe tray (if specified),,,
,checkpoint,Check isolation valves & non-return valves,,,
,checkpoint,Check pressure reduction valve (if specified),,,
,checkpoint,Check flexible connections are not twisted or kinked,,,
,checkpoint,Check waste & water connections,,,
,checkpoint,Check all functions & controls for correct operation,,,
,checkpoint,Check water temperatures are as specified,,,
,checkpoint,Check electrical power is available,,,
,checkpoint,Check solar panels & mounting brackets,,,
,checkpoint,Check solar connecting pipework & fittings,,,
,checkpoint,Check solar pump operation,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
