"Id","Type","Name","Values","Prompting Name","Prefix","Postfix","Usage Count","Resource Id"
"22314894-b51d-5b55-b048-3270208b4497","textbox","Plant & Equipment used:",,,,,,
"b64aca17-4380-4800-aa48-02e9df10ac6f","signoff","Signed/Approved:",,,,,,

"/1","checklist","Entec Daily Report","","Entec Daily Report",,,0,"2b19579c-8052-451f-958b-d6c68704a481"
,"section","Details",,,,,,
,"checkpoint","Daily Report",,,,,,
"6df68371-0af5-5fb3-baf6-eff46c1915d1","date","Date:",,,,,,
"a08bae20-6715-5224-bdf3-e1e60dbba30b","textbox","Site:",,,,,,
"4db84ccc-12e4-536c-9912-3952dad28c03","textbox","Work completed:",,,,,,
"a6c99971-1b15-522a-8f2d-360fa7188230","textbox","Issues:",,,,,,
"3753dcc2-9146-5e4a-bdb1-820d2733c55f","textbox","Weather:",,,,,,
"e29ff23b-a61b-55b8-a202-ccebd20cff96","textbox","Labour:",,,,,,
"ce8012ce-0607-501e-af94-4bf985c5053e","textbox","Plant & Equipment used:",,,,,,
,"signoff","Signed/Approved:",,,,,,

"/1","checklist","ITR-CL-1-100 General Electrical Equipment","","ITR-CL-1-100 General Electrical Equipment",,,21,"bea4b48d-0be1-4a3d-b17c-82bcc42e682c"
,"section","General Electrical Equipment",,,,,,
,"checkpoint","Check equipment and nameplate details are correct and in accordance with the data sheet and equipment schedule.",,,,,,
,"checkpoint","No mechanical damage and paintwork in good condition.",,,,,,
,"checkpoint","Installation is clean and tidy",,,,,,
,"checkpoint","Mounting arrangement correct",,,,,,
,"checkpoint","All internal cabling and wiring correctly installed and labelled.",,,,,,
,"checkpoint","External cabling is correctly installed and labelled.",,,,,,
,"checkpoint","Check that Equipment is correctly earthed.",,,,,,
,"checkpoint","Check gland, plate, frame & door earth continuity",,,,,,
,"checkpoint","All spare entries blanked off with correct plugs.",,,,,,
,"checkpoint","Check item is suitably rated for area (E.g. IP rating, Ex rating)",,,,,,
,"checkpoint","Conforms to Specifications and Drawings.",,,,,,
,"checkpoint","As-builts complete.",,,,,,
,"section","Electrical Checks",,,,,,
,"checkpoint","IR and Earth tests",,,,,,
"f76fbe5a-8ad3-5ea9-bab2-294b7f4b6c24","textbox","Insulation Resistance (P/N to E)",,,,"MegaOhms",,
"fa6a30ac-c8a1-593c-97aa-914a2bddbe8a","textbox","Earth Continuity:",,,,"Ohms",,
"5ebe2ec7-8117-527d-9a32-6d1a0fe03be2","textbox","Earth Bonding:",,,,"Ohms",,
"76c9be5e-65bf-545b-b712-63bfb549a7a2","textbox","Other checks:",,,,,,
,"section","Test Equipment",,,,,,
,"checkpoint-no-value","Test Equipment",,,,,,
"75df0a65-88ae-5935-a510-bb0b4aaf33d9","textbox","Make:",,,,,,
"ff971738-1cc3-503d-b8c5-5124de058e05","textbox","Model:",,,,,,
"4afeba79-ef4c-5509-94f7-b1eace74eddc","textbox","Serial No:",,,,,,
"2d225650-8765-5325-b5ee-a7ff13cbaf0c","textbox","Calibration Expiry:",,,,,,
,"section","Acceptance Signatures",,,,,,
,"checkpoint","Test/Inspection carried out by:",,,,,,
"c5dbcf96-3c25-5f35-9c71-fea57cd0484e","textbox","Test/Inspection carried out by:",,,,,,
,"signoff","Signed",,,,,,
,"checkpoint","Test/Inspection approved by:",,,,,,
"5c5d8438-1034-5a6e-bbb7-92a5746f2441","textbox","Test/Inspection approved by:",,,,,,
,"signoff","Signed",,,,,,
,"checkpoint","Client Representative",,,,,,
"2260db83-7b15-58a0-b932-7ff23b0e6fa9","textbox","Client Representative",,,,,,
,"signoff","Signed",,,,,,

"/1","checklist","ITR-CL-1-101 Conduit, Ducting, Unistrut, Cable Tray & Ladder Installation","","ITR-CL-1-101 Conduit, Ducting, Unistrut, Cable Tray & Ladder Installation",,,2,"1905b8c0-2106-4fe2-9c2b-f5c3e27ab6b5"
,"section","Conduit/Ducting Installation Below Ground",,,,,,
,"checkpoint","Check equipment details are correct and in accordance with the data sheet and equipment schedule.",,,,,,
,"checkpoint","Check conduit cable enclosure installation is as-per design, layout drawings and specifications.",,,,,,
,"checkpoint","Check conduit has been installed to the correct depth, ""cable below"" tape or Magslab installed.",,,,,,
,"checkpoint","Confirm that there are no obstructions, and that the installation will be accessible for maintenance.",,,,,,
,"checkpoint","Check all fixings are tight and secure.",,,,,,
,"checkpoint","Check bends do not exceed the maximum cable bend radius.",,,,,,
,"section","Cable Supports Above Ground",,,,,,
,"checkpoint","Verify cable support has been installed as per relevant drawings.",,,,,,
,"checkpoint","Check all machined parts cut or drilled have no rough edges, have been de-burred & protected by cold galvanising to restore the previous protection.",,,,,,
,"checkpoint","All covers fitted if applicable.",,,,,,
,"checkpoint","Check cable support structures are adequately fixed and present no hazard to personnel.",,,,,,
,"checkpoint","Correct cable support size and type used.",,,,,,
,"checkpoint","Welded support brackets have been wire-brushed and painted to completion.",,,,,,
,"checkpoint","Splice plates, barriers, earthing system secure.",,,,,,
,"checkpoint","Trays / ladders, supports, brackets not interfering with other disciplines.",,,,,,
,"checkpoint","Check bends do not exceed the maximum cable bending radius.",,,,,,
,"checkpoint","Cables have adequate mechanical protection as and where required.",,,,,,
,"checkpoint","Inspect for system rigidity, and check levels to correct plane.",,,,,,
,"checkpoint","Earth bonding straps have been fitted to any sections that are split, hinged or flexible.",,,,,,
,"checkpoint","Tray bonded to structure at correct locations.",,,,,,
"ddd9aa9f-2956-581f-b481-00ec57f865db","textbox","Earth bonding continuity tested – record result:",,,,"Ohms",,
,"section","Cable Transits",,,,,,
,"checkpoint","Transit frame installed as per drawings.",,,,,,
,"checkpoint","Transit frame identification marked correctly and visible.",,,,,,
,"checkpoint","Frame correctly packed with correct sized blocks and infills.",,,,,,
,"checkpoint","Correct stay plates fitted (non-ferrous for single core power cables.)",,,,,,
,"checkpoint","Rated insulation installed to transit (where required.)",,,,,,
,"checkpoint","Cables entering and leaving transits adequately supported and protected.",,,,,,
,"checkpoint","Cables pass through frames without strain on blocks.",,,,,,
,"checkpoint","All cables identified on both sides of transit and visible.",,,,,,
,"section","Acceptance Signatures",,,,,,
,"checkpoint","Test/Inspection carried out by:",,,,,,
"cb38406b-985f-54db-9df0-5ca771ec3518","textbox","Test/Inspection carried out by:",,,,,,
,"signoff","Signed",,,,,,
,"checkpoint","Test/Inspection approved by:",,,,,,
"da9d518f-1ed4-5efd-b802-e42bd12421db","textbox","Test/Inspection approved by:",,,,,,
,"signoff","Signed",,,,,,
,"checkpoint","Client Representative",,,,,,
"f896fa29-7b70-5405-ac24-c18cb9a7548f","textbox","Client Representative",,,,,,
,"signoff","Signed",,,,,,

"/1","checklist","ITR-CL-1-102 Distribution Board Installation","","ITR-CL-1-102 Distribution Board Installation",,,4,"7978b564-7fb3-4bfa-b24d-9a527271e105"
,"section","Distribution Board Installation",,,,,,
,"checkpoint","Inspect for mechanical damage from freight and handling",,,,,,
,"checkpoint","Check mounting arrangement is adequate.",,,,,,
,"checkpoint","Check tag number is in accordance with Electrical Equipment List, Document No. and nameplate details correct.",,,,,,
,"checkpoint","Check IP rating is correct for location.",,,,,,
"150deeeb-d299-5b2a-ba50-218243f37e8d","textbox","IP Rating:",,,,,,
,"checkpoint","Ensure there is no visible damage to the equipment and all meters, LED indicators, switches and fittings are in good order.",,,,,,
,"checkpoint","Confirm main isolator operates with associated switches and auxiliaries",,,,,,
,"checkpoint","Confirm main isolator operates all active conductors",,,,,,
,"checkpoint","Confirm main isolator and sub-circuit MCB’s can be padlocked open if required.",,,,,,
,"checkpoint","Check number and rating of sub-circuits as per design and specifications.",,,,,,
,"checkpoint","Ensure different Voltage segregation is correct.",,,,,,
,"checkpoint","Heaters installed and functioning.",,,,,,
"2abba178-bd10-59a1-9186-b6539e1f86fd","textbox","Record IR of heater circuit",,,,"MegaOhms",,
,"checkpoint","Check equipment panel external and internal earthing connections are securely fitted and properly terminated on the cabinet protective earth bar.",,,,,,
,"checkpoint","Check internal cables properly terminated and labelled",,,,,,
,"checkpoint","DB properly labelled, sub circuit MCB correct rating and application",,,,,,
,"checkpoint","Check cable penetration is correct. (E.g. sealed correctly, correct size/type of glands)",,,,,,
,"checkpoint","Active, Neutral and Earth bar properly identified and labelled",,,,,,
,"checkpoint","DB legend card correct and updated, As-built",,,,,,
,"checkpoint","Confirm panel is readily accessible for inspection and maintenance.",,,,,,
,"checkpoint","Confirm panel is clean and tidy",,,,,,
,"section","Acceptance Signatures",,,,,,
,"checkpoint","Test/Inspection carried out by:",,,,,,
"cb461909-cb99-5cff-a710-62ab6821a1e0","textbox","Test/Inspection carried out by:",,,,,,
,"signoff","Signed",,,,,,
,"checkpoint","Test/Inspection approved by:",,,,,,
"42a7d62a-b0e1-5160-be41-42e9bfb1756f","textbox","Test/Inspection approved by:",,,,,,
,"signoff","Signed",,,,,,
,"checkpoint","Client Representative",,,,,,
"e190a380-36c2-55f0-8cde-56f48fea4b4b","textbox","Client Representative",,,,,,
,"signoff","Signed",,,,,,

"/1","checklist","ITR-CL-1-104 Cable Installation","","ITR-CL-1-104 Cable Installation",,,69,"4fb91b0f-5517-4dfc-b1eb-024517bf58a3"
,"section","Low Voltage Cables",,,,,,
,"checkpoint","Verify cable type, size, colour code and tags are in accordance with the Cable Schedule.",,,,,,
,"checkpoint","Check dressing/cleating.",,,,,,
,"checkpoint","Check cable for damage.",,,,,,
,"checkpoint","Check cable cores correctly identified and labelled.",,,,,,
,"checkpoint","Cable terminated with correct lugs and crimped with the correct die.",,,,,,
,"checkpoint","Check that cable phasing is correct and point-to-point each core for continuity.",,,,,,
,"checkpoint","Check Armour/Screen correctly made off.",,,,,,
,"checkpoint","Check armour continuity /earthing is maintained by the correct use of serrated washers and/or earth tags.",,,,,,
,"checkpoint","Glanding/Locknuts correctly installed.",,,,,,
,"section","Gland type - from:",,,,,,
,"checkpoint-no-value","Gland type - from:",,,,,,
"1d3a513d-293d-5260-8dad-f7de66058c26","textbox","Haz. Area Rating:",,,,,,
"386079ae-a5c5-5eb5-8f11-fea434f10374","textbox","Haz. Area Cert Details:",,,,,,
,"section","Gland type - to:",,,,,,
,"checkpoint-no-value","Gland type - to:",,,,,,
"c8429c87-1c09-5551-95ff-83ebc4fa5aec","textbox","Haz. Area Rating:",,,,,,
"899f05ea-1c19-50df-99eb-3300caf260d4","textbox","Haz. Area Cert Details.",,,,,,
,"section","Electrical Testing",,,,,,
,"checkpoint","IR Testing - LV Cables",,,,,,
"116600f5-7f9a-51b9-82d2-9404496e17df","note","(Test voltage 1,000 VDC for LV cables and 5KVDC for HV cables)",,,,,,
"9cff0a72-5a58-52db-a032-8903b4708196","textbox","L1 – Earth",,,,"MegaOhms",,
"9271fa5e-3ff1-519c-b9d4-69a4b6a2dcc1","textbox","L2 – Earth",,,,"MegaOhms",,
"26f63269-2321-50d2-97da-818a773aeb9e","textbox","L3 – Earth",,,,"MegaOhms",,
"34cd7b0b-cd34-5800-9c83-50bf3d60d765","textbox","L1 – L2",,,,"MegaOhms",,
"45ac5963-cca7-59c7-b60d-6412cb649911","textbox","L1 – L3",,,,"MegaOhms",,
"cc5496fe-5543-5cd5-8add-b17770933c32","textbox","L2 – L3",,,,"MegaOhms",,
"1c378fc4-b149-531b-9e3c-4cf21f080179","textbox","N – Earth",,,,"MegaOhms",,
,"checkpoint","IR Testing - Multiple conductor cables (Record lowest readings)",,,,,,
"8fed800a-7dcc-5b9f-a87a-5aa2e006a2e6","textbox","Between Conductors",,,,"MegaOhms",,
"d1e24e47-f838-5f50-82fc-3235878c0747","textbox","Conductors to GND",,,,"MegaOhms",,
"fc33089a-ed13-5fbc-8902-9f2cb0af8783","textbox","Measure gland body continuity to earth. (Max 0.1 Ohm)",,,,"Ohm",,
,"checkpoint","Confirm cable routing and segregation is correct.",,,,,,
,"section","Test Equipment",,,,,,
,"checkpoint-no-value","Test Equipment",,,,,,
"04b13fff-a395-558c-a86d-6ff16355532b","textbox","Make:",,,,,,
"504f468b-acee-5b72-869b-47999079b009","textbox","Model:",,,,,,
"ad17aa8a-7884-57ea-843e-51255134e4c4","textbox","Serial No:",,,,,,
"8efa2ef4-7a25-57ef-9617-84213ecd8e7a","textbox","Calibration Expiry:",,,,,,
,"section","Acceptance Signatures",,,,,,
,"checkpoint","Test/Inspection carried out by:",,,,,,
"12629112-3eff-5949-8e1b-f4feeaff9fb9","textbox","Test/Inspection carried out by:",,,,,,
,"signoff","Signed",,,,,,
,"checkpoint","Test/Inspection approved by:",,,,,,
"61f9e1fa-8873-5af6-b007-023d895783c7","textbox","Test/Inspection approved by:",,,,,,
,"signoff","Signed",,,,,,
,"checkpoint","Client Representative",,,,,,
"11b59595-26fb-53d4-981a-ebb2d5d126e3","textbox","Client Representative",,,,,,
,"signoff","Signed",,,,,,

"/1","checklist","ITR-CL-1-105 Control Panel","","ITR-CL-1-105 Control Panel",,,1,"1347300a-6c9e-4864-b64d-0892f0d5d037"
,"section","Control Panel",,,,,,
,"checkpoint","Check equipment and nameplate details are correct and in accordance with the data sheet and equipment schedule.",,,,,,
,"checkpoint","Check holding down/mounting arrangement is correct.",,,,,,
,"checkpoint","Check for mechanical damage.",,,,,,
,"checkpoint","Check that panel is correctly earthed.",,,,,,
"eb09ef70-eea8-5c5c-87bb-f0c4d720706d","textbox","Check earth continuity between panel and local earth system is <1.0 Ohm",,,,"Ohm",,
,"checkpoint","Check tightness of circuit connections.",,,,,,
,"checkpoint","All internal cabling and wiring is correctly numbered, colour coded and terminated",,,,,,
,"checkpoint","Ammeter scale and current transformer correct.",,,,,,
,"checkpoint","Check internals for cleanliness.",,,,,,
,"checkpoint","Check manual operation of selector switches, MCB, push buttons, etc.",,,,,,
,"checkpoint","Incoming cables correctly glanded, terminated and labelled.",,,,,,
,"checkpoint","Unused holes are sealed.",,,,,,
,"checkpoint","Heaters correctly installed.",,,,,,
"2572bac0-7f95-5a71-b47d-b7546026a7f7","textbox","Heater circuit Insulation Resistance:",,,,"MegaOhm",,
,"checkpoint","Fuse rating correct.",,,,,,
,"checkpoint","Padlocking facilities correct (if applicable).",,,,,,
,"section","Test Equipment",,,,,,
,"checkpoint-no-value","Test Equipment",,,,,,
"8586d15a-8b90-5f10-9680-f50929c2e7d0","textbox","Make:",,,,,,
"ea64452b-37c3-5405-91f3-74a7c3fe0571","textbox","Model:",,,,,,
"455daaf9-c807-53ed-9537-b127bf7a1205","textbox","Serial No:",,,,,,
"734b1f3e-7a92-5a15-913b-535a3817d1ea","textbox","Calibration Expiry:",,,,,,
,"section","Acceptance Signatures",,,,,,
,"checkpoint","Test/Inspection carried out by:",,,,,,
"9d34de85-de5d-511d-9cfc-350cdcaf2dc2","textbox","Test/Inspection carried out by:",,,,,,
,"signoff","Signed",,,,,,
,"checkpoint","Test/Inspection approved by:",,,,,,
"49965e2e-aa95-59cb-9b8e-ef8615c64e46","textbox","Test/Inspection approved by:",,,,,,
,"signoff","Signed",,,,,,
,"checkpoint","Client Representative",,,,,,
"9d4257f9-81d6-5a1f-914f-4b05bec7ea30","textbox","Client Representative",,,,,,
,"signoff","Signed",,,,,,

"/1","checklist","ITR-CL-1-106 Junction Box","","ITR-CL-1-106 Junction Box",,,0,"188126b5-391d-4d4d-9ea1-7c6d9ee76ca8"
,"section","Junction Box",,,,,,
,"checkpoint","Check equipment and nameplate details are correct and in accordance with the data sheet and equipment schedule.",,,,,,
,"checkpoint","Check holding down/mounting arrangement and accessibility for maintenance.",,,,,,
,"checkpoint","Check for mechanical damage",,,,,,
,"checkpoint","Check that Junction box is correctly earthed.",,,,,,
"60438b60-08ab-5c43-b263-949cc25473de","textbox","Test and confirm the earth resistance between junction box and local earth system is <1.0 Ohm",,,,"Ohm",,
,"checkpoint","Check all internal cabling and wiring is correct and tight, including segregation (e.g. IS to NON IS circuits).",,,,,,
,"checkpoint","Check cables for Voltage segregation. Ensure clearance, labelling, colour coding is to standard",,,,,,
,"checkpoint","Incoming/Outgoing cables are glanded and terminated correctly",,,,,,
,"checkpoint","Spare entries plugged correctly.",,,,,,
,"checkpoint","Check internals for cleanliness",,,,,,
,"checkpoint","All cover bolts and gasket undamaged",,,,,,
,"checkpoint","Verify ingress protection is suitable for area (IP rating)",,,,,,
"83ef924a-801b-5d86-98d9-7bab447b6a2d","textbox","IP Rating:",,,,,,
,"section","Acceptance Signatures",,,,,,
,"checkpoint","Test/Inspection carried out by:",,,,,,
"04506c0d-17c0-5b07-b751-8fa45aef5931","textbox","Test/Inspection carried out by:",,,,,,
,"signoff","Signed",,,,,,
,"checkpoint","Test/Inspection approved by:",,,,,,
"74432548-773c-5061-8015-681dfc7465d6","textbox","Test/Inspection approved by:",,,,,,
,"signoff","Signed",,,,,,
,"checkpoint","Client Representative",,,,,,
"22bfde7e-b8c8-5bd3-bf37-34a02c0b78e3","textbox","Client Representative",,,,,,
,"signoff","Signed",,,,,,

"/1","checklist","ITR-CL-1-107 Heat Tracing Circuit","","ITR-CL-1-107 Heat Tracing Circuit",,,0,"ecfdcc07-544f-4065-8d9b-e4978cc71639"
,"section","Heat Tracing Circuit",,,,,,
,"checkpoint","Circuit installed, connected & identified according to design drawings.",,,,,,
,"checkpoint","End caps and connection kits correctly installed.",,,,,,
,"checkpoint","All junction boxes properly supported, and all cables protected against sharp edges.",,,,,,
,"checkpoint","Cable termination and glanding at all junction boxes correct.",,,,,,
,"checkpoint","All spare entries blanked off correctly.",,,,,,
,"checkpoint","Insulation resistance to earth after installation:",,,,,,
"7e380da2-b744-53e9-9817-4ec794e2d468","textbox","Insulation resistance:",,,,"MegaOhms",,
,"checkpoint","Phase to Neutral resistance",,,,,,
"2a56cf48-3daa-5144-a8ae-40ff453b1b67","textbox","Insulation resistance:",,,,"MegaOhms",,
,"checkpoint","Equipment certification meets the area classification requirements.",,,,,,
,"checkpoint","Confirm warning labels are fixed on outside of pipe lagging",,,,,,
,"checkpoint","Check correct rating of protection device against design drawings.",,,,,,
,"section","Test Equipment",,,,,,
,"checkpoint-no-value","Test Equipment",,,,,,
"2e0f6956-6283-59fc-956b-9ba1011e0efa","textbox","Make:",,,,,,
"e61b7da6-a893-562c-85d0-212a4db9ed79","textbox","Model:",,,,,,
"2cff21ac-1f7b-5d5a-a9c0-f7dccc139b06","textbox","Serial No:",,,,,,
"ba440310-2aca-540c-8c6a-53e68d85b7fc","textbox","Calibration Expiry:",,,,,,
,"section","Acceptance Signatures",,,,,,
,"checkpoint","Test/Inspection carried out by:",,,,,,
"6b3084eb-c37c-56dd-b916-7d6d8d0c7b06","textbox","Test/Inspection carried out by:",,,,,,
,"signoff","Signed",,,,,,
,"checkpoint","Test/Inspection approved by:",,,,,,
"ccc77095-e0a2-528c-a27a-93c82c093ddf","textbox","Test/Inspection approved by:",,,,,,
,"signoff","Signed",,,,,,
,"checkpoint","Client Representative",,,,,,
"190de20e-a2c8-55ea-9e91-b88232c71e73","textbox","Client Representative",,,,,,
,"signoff","Signed",,,,,,

"/1","checklist","ITR-CL-1-108 Electrical Switch Rooms","","ITR-CL-1-108 Electrical Switch Rooms",,,0,"d45e2201-35f0-495b-a964-dab17de094c4"
,"section","Electrical Switch Rooms",,,,,,
,"checkpoint","Substation construction finished",,,,,,
,"checkpoint","All floor, wall & ceiling penetrations sealed.",,,,,,
,"checkpoint","Danger, warning & resuscitation signs installed",,,,,,
,"checkpoint","All equipment installed",,,,,,
,"checkpoint","Lighting & general power installation complete",,,,,,
,"checkpoint","All earth busbars installed satisfactorily & connections tight",,,,,,
,"checkpoint","All telecommunication equipment is installed & operational",,,,,,
,"checkpoint","Smoke / Heat detectors installed (Including Vesda / Alarm Panel)",,,,,,
,"checkpoint","Substation fire alarm panel installed",,,,,,
,"checkpoint","HVAC equipment installed & operational",,,,,,
,"checkpoint","Illuminated exit signs installed & operational",,,,,,
,"checkpoint","Hand-held fire extinguishers installed with correct type available",,,,,,
,"checkpoint","All doors and locks operational (including emergency)",,,,,,
,"checkpoint","All keys available and handed to Commissioning E&I Superintendent",,,,,,
,"checkpoint","All safety equipment supplied – rubber mats, voltage sticks etc",,,,,,
,"checkpoint","Single line diagram detailing main power is fitted to wall",,,,,,
,"section","Acceptance Signatures",,,,,,
,"checkpoint","Test/Inspection carried out by:",,,,,,
"108e790d-d3da-5a3e-8b25-8894e732d44b","textbox","Test/Inspection carried out by:",,,,,,
,"signoff","Signed",,,,,,
,"checkpoint","Test/Inspection approved by:",,,,,,
"d4c2b627-e59c-5d37-bdb7-c9329da78f68","textbox","Test/Inspection approved by:",,,,,,
,"signoff","Signed",,,,,,
,"checkpoint","Client Representative",,,,,,
"bbb21d81-54b4-5066-8a98-a17b289c83f2","textbox","Client Representative",,,,,,
,"signoff","Signed",,,,,,

"/1","checklist","ITR-CL-1-109 Electrical Equipment Package","","ITR-CL-1-109 Electrical Equipment Package",,,0,"95198baf-c955-498c-87d6-937080599c4d"
,"section","Electrical Equipment Package",,,,,,
,"checkpoint","Check equipment and nameplate details are correct and in accordance with the data sheet and equipment schedule.",,,,,,
,"checkpoint","Check equipment is correctly rated for the area.",,,,,,
,"checkpoint","Check if package is complete with all accessories.",,,,,,
,"checkpoint","No mechanical damage and paintwork in good condition.",,,,,,
,"checkpoint","All transportation supports, stops and fastenings removed.",,,,,,
,"checkpoint","Package fixing down bolts/shims/washers installed and tensioned.",,,,,,
,"checkpoint","Check package location.",,,,,,
,"checkpoint","Check package is installed on a level plane.",,,,,,
,"checkpoint","External cabling (if required) correctly installed.",,,,,,
,"checkpoint","Internal equipment installed and all tests complete and accepted.",,,,,,
,"checkpoint","Verify package using vendor and/or project P&IDs.",,,,,,
,"checkpoint","Check that equipment is correctly earthed.",,,,,,
"161d9ce9-9127-5408-bbd6-34252a94cfae","textbox","Test and confirm the earth resistance between equipment and local earth system is <1.0 Ohm",,,,"Ohm",,
,"checkpoint","All spare entries blanked off with correct plugs.",,,,,,
,"section","Acceptance Signatures",,,,,,
,"checkpoint","Test/Inspection carried out by:",,,,,,
"85585ba4-8272-51db-b812-4885d40ee927","textbox","Test/Inspection carried out by:",,,,,,
,"signoff","Signed",,,,,,
,"checkpoint","Test/Inspection approved by:",,,,,,
"d2950fb1-2fbc-5623-8852-6b76678e2817","textbox","Test/Inspection approved by:",,,,,,
,"signoff","Signed",,,,,,
,"checkpoint","Client Representative",,,,,,
"a64bd496-8818-5001-9908-0aee792c7322","textbox","Client Representative",,,,,,
,"signoff","Signed",,,,,,

"/1","checklist","ITR-CL-1-110 Generator Package (LV)","","ITR-CL-1-110 Generator Package (LV)",,,0,"cf08128c-93c1-4474-ba7d-c42837448cc0"
,"section","Generator Package (LV)",,,,,,
,"checkpoint","Check equipment and nameplate details are correct and in accordance with the data sheet and equipment schedule.",,,,,,
,"checkpoint","No mechanical damage and paintwork in good condition.",,,,,,
,"checkpoint","Check terminal boxes and glanding correct.",,,,,,
,"checkpoint","Check earthing is correct.",,,,,,
"71fc251a-c4aa-59fc-9fdb-110b56af6be9","textbox","Test and confirm the generator earth to local earth system is <1.0 Ohm",,,,"Ohm",,
,"checkpoint","Instruments correctly installed.",,,,,,
,"checkpoint","Heaters correctly installed.",,,,,,
"7299bb69-28a0-53d4-a03b-b7249d07922c","textbox","Heater circuit Insulation Resistance:",,,,"MegaOhms",,
,"checkpoint","Check unit for cleanliness.",,,,,,
,"checkpoint","Check manual operation of selector switches, MCB, push buttons etc.",,,,,,
,"checkpoint","External cabling correctly installed.",,,,,,
,"checkpoint","Protection of live parts adequate.",,,,,,
,"checkpoint","Main terminal box complete and terminations correct torque.",,,,,,
,"checkpoint","Ensure direction of rotation is clearly marked.",,,,,,
,"checkpoint","Check gasket and seals are not damaged.",,,,,,
,"checkpoint","Unused cable entries are correctly sealed.",,,,,,
,"section","Acceptance Signatures",,,,,,
,"checkpoint","Test/Inspection carried out by:",,,,,,
"2f03a7c8-0291-59eb-8165-b9f0214aad64","textbox","Test/Inspection carried out by:",,,,,,
,"signoff","Signed",,,,,,
,"checkpoint","Test/Inspection approved by:",,,,,,
"8d01a201-bec2-5adc-b3a0-bddbc925af45","textbox","Test/Inspection approved by:",,,,,,
,"signoff","Signed",,,,,,
,"checkpoint","Client Representative",,,,,,
"91469ecc-b196-54c6-b2e8-1b35a653e637","textbox","Client Representative",,,,,,
,"signoff","Signed",,,,,,

"/1","checklist","ITR-CL-1-111 Electrical Earthing","","ITR-CL-1-111 Electrical Earthing",,,1,"d3e509b2-f5a9-4401-b282-cd8df013d96e"
,"section","Earthing System",,,,,,
,"checkpoint-no-value","Earthing System",,,,,,
"ca6df6b9-06cd-5e26-a348-b1690d6627fb","textbox","Electrode type",,,,,,
"df24737b-47ed-5fcf-a9a8-4a7c9c4e6aee","textbox","Electrode length/size",,,,,,
"a42db1e0-4fa7-5a97-b00f-f0275bb27d47","textbox","Location of Electrodes",,,,,,
"63fce004-a79c-5f87-b48d-2018e25b4f8e","textbox","Method of installing electrode",,,,,,
"f2980ac1-706e-5a81-a35c-78afe72d240d","textbox","Method of attaching to electrode (e.g Clamp, Cad Weld, Lug & Bolt)",,,,,,
"8b41752e-1664-50b9-819f-1bf07625aeca","textbox","Number of electrodes",,,,,,
,"section","General Items",,,,,,
,"checkpoint","Confirm earth grid layout",,,,,,
,"checkpoint","Ensure grid layout is in accordance with design drawings",,,,,,
,"checkpoint","Record number of grid interconnections",,,,,,
,"checkpoint","Ensure all metalwork is earthed as required",,,,,,
,"checkpoint","Check welding of earth bosses and associated surface finish",,,,,,
,"checkpoint","Ensure that earth cables/conductors have adequate mechanical protection i.e. conduits, kick-plates, PVC duct through concrete etc. at points of high exposure.",,,,,,
,"checkpoint","Ensure that brazing or welding of all joints has been completed correctly.",,,,,,
,"checkpoint","Ensure that adequate corrosion and weather protection has been installed around all connections, joints, lugs, Cad (thermal) welds and earth bosses",,,,,,
