type,name,values,prefix,postfix,usage count,user addable,template name,Resource ID,,,,,,,
label,"ACCEPTANCE CRITERIA: The Contractor shall nominate the type, brand and source of cement proposed. GP or GB cement complying with AS 3972 may be used.",,,,,,,,,,,,,,
textbox,Enter: TeamBinder Material Approval number,,,,,,,,,,,,,,
label,"○ If Type GP is proposed, the Superintendent shall be first notified and evidence provided to show that the earthworks material can be mixed and compacted to the specified density within the Maximum Allowable Working Time for Type GP Cement.",,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: ConQA Hold Point Release,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,2.3 Slag/Lime Blends,,,,,,,,,,,,,,
label,REFERENCE: 290.05 (b) (ii),,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Slag shall be Ground Granulated Blast Furnace Slag (GGBFS) meeting the requirements of AS 3582.2. ,,,,,,,,,,,,,,
label,"○ Slag/lime shall be blended uniformly in the ratio of 85% slag to 15% hydrated lime. If the blend is to be varied, the proportion of lime shall not be less than 10%. ",,,,,,,,,,,,,,
label,○ The slag/lime blend shall have a 7 day compressive strength of 10 MPa and 28 day compressive strength of 16 MPa.,,,,,,,,,,,,,,
textbox,Enter: TeamBinder Material Approval number,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: ConQA Hold Point Release,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
section,Preliminaries - Procedures & Documentation,,,,,,,,,,,,,,
checkpoint,3.1 Distribution rate- Lime,,,,,,,,,,,,,,
label,"REFERENCE: 290.07 (b), 290.08",,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: If the Design Distribution Rate of Available Lime is not specified, site investigation and laboratory testing shall be carried out to determine the Design Distribution Rate of Available Lime.",,,,,,,,,,,,,,
label,○ The Contractor shall not commence work until all mix design details including the stabilising binder spreading rates have been presented to the Superintendent for review.,,,,,,,,,,,,,,
label,"○ If the Contractor is required to determine the Design Distribution Rate of the stabilised binder(s), evidence shall be produced to show that the material properties specified in clause 290.07(a) or clause 290.17(a) as appropriate have been met.",,,,,,,,,,,,,,
label,○ ATTACH: Laboratory test results,,,,,,,,,,,,,,
label,"METHOD: Document Review, Assigned CBR and Assigned Swell Tests",,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Test results,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,3.2 Distribution rate- Cementitious Binder,,,,,,,,,,,,,,
label,"REFERENCE: 290.07 (c), 290.10 (a), 290.07 (d)",,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: [If the Design Distribution Rate of cementitious binder is not specified, site investigation and laboratory testing shall be carried out to determine the Design Distribution Rate of cementitious binder.",,,,,,,,,,,,,,
label,○ The Contractor shall not commence work until all mix design details including the stabilising binder spreading rates have been presented to the Superintendent for review.,,,,,,,,,,,,,,
label,"○ If Type GP is proposed, the Superintendent shall be first notified and evidence provided to show that the earthworks material can be mixed and compacted to the specified density within the Maximum Allowable Working Time for Type GP Cement.",,,,,,,,,,,,,,
label,○ ATTACH: Laboratory test results,,,,,,,,,,,,,,
label,"METHOD: Document Review, Assigned CBR and Assigned Swell Tests",,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Test results,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,3.3 Construction Plant - Spreader,,,,,,,,,,,,,,
label,REFERENCE: 290.09,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: The spreader must have calibrated load cells and be capable of uniformly spreading the stabilising binder using a fixed bulk bin feeding a mechanical or hydraulic driven spreading rotor to varying widths.,,,,,,,,,,,,,,
label,○ The Contractor shall have a current certificate of calibration for the computerised spreading equipment and shall produce evidence.,,,,,,,,,,,,,,
label,○ ATTACH: Calibration Evidence,,,,,,,,,,,,,,
label,METHOD: Document review,,,,,,,,,,,,,,
label,FREQUENCY: Each Plant,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Calibration Certificate,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
section,Pre-construction Activities,,,,,,,,,,,,,,
checkpoint,4.1 Conformity with Drawings-Lot Size,,,,,,,,,,,,,,
label,"REFERENCE: 290.04, 290.10(j) IFC Drawings",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: (a) The depth of stabilised material shall not at any point be less than the depth specified in drawings.,,,,,,,,,,,,,,
label,"(b) Stabilised earthworks shall extend to the full width of the boxing. If there is no boxed formation, the edges of the stabilised material shall not be inside the specified offset from centreline or design line.",,,,,,,,,,,,,,
label,(c) The width of the stabilised material shall not be less than the specified width.,,,,,,,,,,,,,,
label,"○ Unless otherwise specified, stabilisation work undertaken each day shall be completed across the full pavement width.",,,,,,,,,,,,,,
label,○ The maximum compacted layer thickness for any stabilised material shall not exceed 250 mm.,,,,,,,,,,,,,,
label,○ ATTACH: Lot Map,,,,,,,,,,,,,,
label,METHOD: Survey,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Surveyor,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
section,Construction Activities,,,,,,,,,,,,,,
checkpoint,5.1 Available Lime / Available Lime Index for Lime,,,,,,,,,,,,,,
label,REFERENCE: 290.05 (a),,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: All quicklime and hydrated lime supplied to the job shall be provided with delivery dockets showing an assigned ALI at the start of each production week.,,,,,,,,,,,,,,
label,○ Attach: Delivery Docket (Assigned ALI),,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,FREQUENCY: Each Delivery,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.2 Preliminary Trial,,,,,,,,,,,,,,
label,REFERENCE: 290.11,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: The trial section shall be located within the Works area. If there are multiple earthwork material types being stabilised and/or different stabilising binders, separate trials will be required for each combination of material and stabilising binder.",,,,,,,,,,,,,,
label,"○ The length of each trial section shall be between 100 and 200 metres over the full width of the area proposed for stabilisation, or other length as approved by the Superintendent.",,,,,,,,,,,,,,
label,"○ Stabilisation shall not proceed outside the trial sections until the Superintendent has reviewed all aspects of the work. If the Specification requirements are not met for the trial, the Superintendent may direct that another trial be undertaken or that the work be re stabilised and presented for re assessment.",,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.3 Pre-treatment of Earthworks,,,,,,,,,,,,,,
label,REFERENCE: 290.10 (b),,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: The material to be stabilised shall be pre-treated by scarifying or pulverising to the specified depth to provide an even surface capable of being trimmed to meet the requirements of clause 290.04. Any hard rock particles larger than 75 mm shall be removed from the scarified material.,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.4 Spreading of Stabilising Binder,,,,,,,,,,,,,,
label,REFERENCE: 290.10( c),,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: The spreading of the stabilising binder shall not be carried out at times when the binder could become air borne or dispersed in such a way as to become a nuisance or a hazard to persons, property or livestock.",,,,,,,,,,,,,,
label,"○ If the required spreading rate for the stabilising binder exceeds 15 kg/m2, it shall be spread in two equal spreading runs with material from the first spreader run being fully mixed into the material prior to the second spreading run being undertaken.",,,,,,,,,,,,,,
label,"○ Immediately following the completion of spreading of the stabilising binder, the Contractor shall check and record the Average Spreading Rates and the Uniformity of Spread in accordance with clause 290.13",,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.5 Spreading of Lime,,,,,,,,,,,,,,
label,REFERENCE: 290.10 (d ),,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Lime shall be spread uniformly over the prepared surface at the Lime Spreading Rate calculated using the appropriate formula (i) or (ii) below.,,,,,,,,,,,,,,
label,"(i) If hydrated lime has been used in the laboratory testing to determine the Design Distribution Rate of Available Lime and it is proposed to use quicklime at the job site, the Lime Spreading Rate shall be determined from:",,,,,,,,,,,,,,
label,(i) Lime Spreading Rate = 0.76 Design Distribution Rate of Available Lime / ALI of Lime to be Used (%),,,,,,,,,,,,,,
label,"(ii) If the same type of lime (hydrated lime or quicklime) is to be used at the job site as has been used in the laboratory tests to determine the Design Distribution Rate of Available Lime, the Lime Spreading Rate shall be determined from:",,,,,,,,,,,,,,
label,○ Lime Spreading Rate = Design Distribution Rate of Available Lime / ALI of Lime to be Used (%),,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.6 Slaking of Quick lime,,,,,,,,,,,,,,
label,REFERENCE: 290.10 (e),,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Quicklime shall be slaked with sufficient water to allow full hydration to take place. Full hydration will be deemed to have been achieved when all quicklime that has been spread has changed from a cream coloured granulate to a fine white powder and there is a cessation of rising vapours.,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.7 Mixing of Lime Stabilised,,,,,,,,,,,,,,
label,REFERENCE: 290.10 (f),,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: All lime shall be mixed to the specified depth within six hours.,,,,,,,,,,,,,,
label,"○ Once the lime stabilised material is friable it shall be remixed. Remixing shall proceed until all stabilised material other than isolated hard rock particles (<75mm) , is capable of passing a 37.5 mm sieve and a minimum of at least 60% is capable of passing a 9.5 mm sieve without forcing.",,,,,,,,,,,,,,
label,○ The number of mixing runs undertaken after the completion of the spreading of lime shall not be less than two,,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.8 Uniformity,,,,,,,,,,,,,,
label,REFERENCE: 290.11(e),,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: The stabilised material shall be visual inspection of six random test holes excavated for the full depth of the loose material after mixing of the binder prior to commencement of compaction for each compaction lot.,,,,,,,,,,,,,,
label,○ Attach: Photos,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Photos/Test Results,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.9 Lime Stabilization,,,,,,,,,,,,,,
label,REFERENCE: 290.10 (a),,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: The lime stabilised material shall be rolled with a smooth drum, prior to it being cementitious stabilised. The requirements of Clause 290.10(h) shall also apply.",,,,,,,,,,,,,,
label,○ Cementitious stabilisation of a lime stabilised material is permitted to commence the next calendar day after the completion of the mixing of the lime.,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.10 Using Cementitious binder,,,,,,,,,,,,,,
label,REFERENCE: 290.07 (d),,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Stabilisation of earthworks material with lime followed by stabilisation using a cementitious binder is allowed where the lime stabilised material (i.e. Lime stabilized material) has been shown to meet the requirements of Table 290.061 permitting the use of cementitious binder.,,,,,,,,,,,,,,
label,○ Passing 0.075mm is less than 25% or PI ≤ 10.,,,,,,,,,,,,,,
label,○ ATTACH: Grading and PI results of LIME STABILISED MATERIAL,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Test Results,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.12 Spreading of and Mixing of Cementitious Stabilised Material,,,,,,,,,,,,,,
label,REFERENCE: 290.10(g),,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Mixing shall commence as soon as practical after spreading of the cementitious binder and shall continue until all the earthwork material and cementitious binder are uniformly blended throughout the full depth of the stabilised earthworks.,,,,,,,,,,,,,,
label,○ The moisture content of the earthworks material prior to addition of the cementitious binder shall be within the range 80% to 100% of the optimum moisture content. ,,,,,,,,,,,,,,
label,○ Additional water shall be added to hydrate the cementitious binder.,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.11 Cementitious Stabilisation of Lime Stabilised Material,,,,,,,,,,,,,,
label,REFERENCE: 290.10(h),,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Cementitious stabilisation of a lime stabilised material is permitted to commence the next calendar day after the completion of the mixing of the lime into the earthworks material.,,,,,,,,,,,,,,
label,○ The cementitious binder shall be spread uniformly over the prepared surface at the Design Distribution Rate of the cementitious binder.,,,,,,,,,,,,,,
label,○ Mixing shall commence as soon as practical after spreading of the cementitious binder and shall continue until all the earthwork material and cementitious binder are uniformly blended throughout the full depth of the stabilised earthworks.,,,,,,,,,,,,,,
label,○ Additional water shall be added to hydrate the cementitious binder.,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.13 Compaction - Time,,,,,,,,,,,,,,
label,REFERENCE: 290.10 (i),,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: All compaction shall be completed within the times specified in Table 290.101 after addition of the stabilising binder.,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.14 Test Rolling,,,,,,,,,,,,,,
label,REFERENCE: 290.12,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: All stabilised material shall be test rolled in accordance with Section 173 of the Specification. Any unstable areas detected by test rolling shall be rectified by the Contractor.,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,5.15 Lot Test - CBR,,,,,,,,,,,,,,
label,"REFERENCE: 290.14 (d), RC 500.10",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: The initial lot of the stabilised material shall be tested for the Assigned CBR in accordance with RC 500.20. ,,,,,,,,,,,,,,
label,○ Sampling for CBR testing shall be undertaken after field compaction of the initial lot.,,,,,,,,,,,,,,
label,"○ First lot to set assigned value, needs 6 tests.",,,,,,,,,,,,,,
label,○ Attach: Test Results,,,,,,,,,,,,,,
label,METHOD: Test,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority/ Tester,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.16 Compaction - Characteristic or Mean Density Ratio-Cementitious Stabilised Material,,,,,,,,,,,,,,
label,"REFERENCE: RC 316.00, 290.14 (c)",,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: For stabilised earthworks incorporating any cementitious binders, density testing shall be undertaken within two hours after completion of compaction. The remoulding of extracted samples of stabilised material at each test site shall be completed within 12 hours after extraction from the stabilised layer.",,,,,,,,,,,,,,
label,"○ The determination of the reference density for the test site shall be within 24 hours of the time of addition of the cementitious binder and shall be in accordance with RC 316.00, utilising the appropriate Density Decay Correction Factors.",,,,,,,,,,,,,,
label,○ The calculation of the characteristic or mean density ratio shall be based on Standard compactive effort. Cementitiously stabilised material shall be compacted to comply with the requirements of Table 290.142 (Scale C:95%),,,,,,,,,,,,,,
label,○ Attach: Test Results,,,,,,,,,,,,,,
label,METHOD: Test,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority/ Tester,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
section,Post-construction Activities,,,,,,,,,,,,,,
checkpoint,6.2 Non-conformance Report (NCR) Closure,,,,,,,,,,,,,,
label,REFERENCE: MRPA Quality Management Plan,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Ensure that any NCRs pertaining to the lot / element / Work area that this ITP covers, have been closed in CAMs.",,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,"FREQUENCY: Once, prior to closure of this lot / element / Work area",,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,,,
label,"On behalf of Metropolitan Roads Program Alliance, it is hereby certified that the Works represented by the item of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,,,,,,,,
text,Name:,,,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,,,,,
