Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,
,,Indoor unit drains terminated to tundish point,,Indoor unit drains have been terminated to the tundish point,,,,,
,,Outdoor unit drains terminated to tundish point,,Outdoor unit drains have been terminated to the tundish point,,,,,
,,Indoor unit flare connection properly insulated,,Indoor unit flare connection has been properly insulated with specified insulation,,,,,
,,Indoor unit drain connection point securely fastened/sealed,,Indoor unit drain connection point has been securely fastened and sealed,,,,,
,,A/C system operated for minimum of 5hrs & no leaks,,A/C system has been operated for a minimum of 5hrs and no leaks are visible in the drain lines,,,,,
,,A/C System Flows checked as per mech. drawings,,A/C System Flows checked as per mechanical drawings,,,,,
,,Adequate flow achieved,Adequate flow has been achieved?,A/C System Flows checked as per mechanical drawings,,,,,
,,,,,,,,,
Ceiling Closure,,,,,,,,,
,Scope,,,Site QA,,,,,
,Rows,,,,,,,,
,,Level 04 - Ceiling Closure,grouping,Level 04 - Ceiling Closure,,,,,
,,FCU-1,,Site QA,Rough-In,Level 04,Ceiling Closure,FCU-1,Ceiling Closure Checklist
,,FCU-2,,Site QA,Rough-In,Level 04,Ceiling Closure,FCU-2,Ceiling Closure Checklist
,,FCU-3,,Site QA,Rough-In,Level 04,Ceiling Closure,FCU-3,Ceiling Closure Checklist
,,FCU-4,,Site QA,Rough-In,Level 04,Ceiling Closure,FCU-4,Ceiling Closure Checklist
,,FCU-5,,Site QA,Rough-In,Level 04,Ceiling Closure,FCU-5,Ceiling Closure Checklist
,Columns,,,,,,,,
,,Confirm area of work accessible & acceptable,,Confirm area of work is accessible & acceptable to commence (If not comment below),Air-Conditioning,,,,
,,Ceiling Closure Date,Ceiling Closure Date,Confirm area of work is accessible & acceptable to commence (If not comment below),Air-Conditioning,,,,
,,Units all hung with isolation mounts & 5% fall to drain point ,,Units all hung with isolation mounts and with 5% fall to drain point ,Air-Conditioning,,,,
,,Other services installed not impeding access to fan coil ,,Other services installed are not impeding access to fan coil ,Air-Conditioning,,,,
,,Wiring connections terminated to indoor unit elec. box,,Wiring connections have been terminated to indoor unit electrical box,Air-Conditioning,,,,
,,Condensate drainage in correct location & height ,,Condensate drainage is in correct location and height ,Air-Conditioning,,,,
,,Filter Track for return air installed at back of unit ,,Filter Track for return air have been installed at the back of unit ,Air-Conditioning,,,,
,,Zone damper installed as per mech. Drawigns,,Zone damper instaled as per mechanical drawigns designated locations,Air-Conditioning,,,,
,,All flexible ducts conns. to air terminals/spigots air tight,,All flexible ducts connections to air terminlas and spigots have been air tight by using duct tape ,Air-Conditioning,,,,
,,All flexible ducts conns. to air terminals/spigots secured,,All flexible ducts connections to air terminlas and spigots have been secured by using fixing ties/cables ties,Air-Conditioning,,,,
,,Filters for return air installed at back of unit ,,Filters for return air have been installed at the back of unit ,Air-Conditioning,,,,
,,Ventilation - Inspection Date,,Inspection Date - Comment below,Ventilation,,,,
,,Ventilation - Date of Inspection,Date of Inspection,Inspection Date - Comment below,Ventilation,,,,
,,All Flex run to correct location ,,All Flex has been run to correct location ,Ventilation,,,,
,,All flex hung independent of other services,,All flex are hung independent of other services and supported by intact load spreaders,Ventilation,,,,
,,All flexible ducts mechanically secured to spigots,,All flexible ducts have been mechanically secured to spigots and air terminals by using fixing ties,Ventilation,,,,
,,Filters for return air installed at back of unit ,,Filters for return air have been installed at the back of unit ,Ventilation,,,,
,,PVC sleeves installed in wet area walls,,PVC sleeves has been installed in wet area walls,Ventilation,,,,
,,Vent boxes installed in correct location as per RCP/SEALED,,Vent boxes are installed in correct location as per RCP and SEALED,Ventilation,,,,
,,Sheetmetal Ducts hung & supported,,Sheetmetal Ducts have been hung and supported indicidually by using hanging straps ,Ventilation,,,,
,,Access Panels - Inspection Date,,Inspection Date - Comment below,Access Panels,,,,
,,Access Panels - Date of Inspection,Date of Inspection,Inspection Date - Comment below,Access Panels,,,,
,,Access Panel location marked on floor as per RCP,,Access Panel location has been marked on floor as per RCP,Access Panels,,,,
,,Access panel location allows access equipment,,Access panel location allows sufficient access equipment,Access Panels,,,,
,,All other services do not impede access,,All other other services do not impede access,Access Panels,,,,
,,,,,,,,,
Common Area Fit-Off/Rough-In,,,,,,,,,
,Scope,,,Site QA,,,,,
,Rows,,,,,,,,
,,Rough-In,grouping,Rough-In,,,,,
,,Level 01 - Common Area - Lobby Area,,Site QA,Rough-In,Level 01,Common Area,Lobby Area,Common Area Rough in Checklist - General
,,Level 02 - Common Area - Lobby Area,,Site QA,Rough-In,Level 02,Common Area,Lobby Area,Common Area Rough in Checklist - General
,,Level 03 - Common Area - Lobby Area,,Site QA,Rough-In,Level 03,Common Area,Lobby Area,Common Area Rough in Checklist - General
,,Level 04 - Common Area - Lobby Area,,Site QA,Rough-In,Level 04,Common Area,Lobby Area,Common Area Rough in Checklist - General
,,Fit-Off,grouping,Fit-Off,,,,,
,,Level 01 - All Areas,,Site QA,Fit-Off,Level 01,All Areas,Common Area Fit-Off Checklist,
,,Level 02 - All Areas,,Site QA,Fit-Off,Level 02,All Areas,Common Area Fit-Off Checklist,
,,Level 03 - All Areas,,Site QA,Fit-Off,Level 03,All Areas,Common Area Fit-Off Checklist,
,,Level 04 - All Areas,,Site QA,Fit-Off,Level 04,All Areas,Common Area Fit-Off Checklist,
,Columns,,,,,,,,
,,Inspection Date,,Inspection Date - Comment below,,,,,
,,Date of Inspection,Date of Inspection,Inspection Date - Comment below,,,,,
,,Drawings on site are latest issue,,Are drawings on site the latest issue,,,,,
,,Fan in duct run installed,,Fan in the duct run has been installed,,,,,
,,Model of fan correct as per latest Fan Schedule,,Model of the fan is correct as per latest Fan Schedule,,,,,
,,Duct size & location correct,,Is Duct size and location correct,,,,,
,,Material & gauge correct,,Material and gauge correct,,,,,
,,Correct support method being used,,Is correct support method being used - Maximum vertical support to be 3600mm using AS 4254 approved method,,,,,
,,Risers supported at each level,,Risers supported at each level?,,,,,
,,Correct Joining method being used,,Is correct Joining method being used,,,,,
,,Joints completed & cleated installed on flanges,,Are joints completed and cleated installed on flanges,,,,,
,,Correct joint sealant being used,,Is correct joint sealant being used,,,,,
,,Ductwork installation complete,,Is ductwork installation complete,,,,,
,,All Ductwork passing block walls flushed/sealed ,,All Ductwork passing block walls are flushed and sealed ,,,,,
,,Transfer duct installed at Accessible toilet wall,,Transfer duct installed at Accessible toilet wall and penetration flushed and sealed ,,,,,
,,Passing the block wall flexible ducts equipped with Sleeve,,Where passing the block wall flexible ducts has been equipped with Sleeve and penetration sealed ,,,,,
,,Lobby supply grilles fitted,,Lobby supply grilles fitted,,,,,
,,All fire dampers provided with access panel,,All fire dampers provided with an access panel as per mechanical drawing,,,,,
,,Garbage room Grlille fitted,,Garbage room Grlille has been fitted,,,,,
,,Bulky Waste room Grlille fitted,,Bulky Waste room Grlille has been fitted,,,,,
,,Laundry room Grlille fitted,,Laundry room Grlille has been fitted,,,,,
,,Toilet Grilles fitted,,Toilet Grlilles has been fitted,,,,,
,,Main Switch room Grille fitted,,Main Switch room Grlille has been fitted,,,,,
,,Kitchen Grille fitted,,Kitchen Grlille has been fitted,,,,,
,,WC/Nappy Change grilles fitted,,WC/Nappy Change grilles have been fitted,,,,,
,,All refrigeration pipes labelled,,All refrigeration pipes has been labelled as with approved label type,,,,,
,,,,,,,,,
Ducting,,,,,,,,,
,Scope,,,Site QA,,,,,
,Rows,,,,,,,,
,,Rough-In,grouping,Rough-In,,,,,
,,Level 01 - Common Area - Ducting,,Site QA,Rough-In,Level 01,Common Area,Ducting,
,,Level 02 - Common Area - Ducting,,Site QA,Rough-In,Level 02,Common Area,Ducting,
,,Level 03 - Common Area - Ducting,,Site QA,Rough-In,Level 03,Common Area,Ducting,
,,Level 04 - Common Area - Ducting,,Site QA,Rough-In,Level 04,Common Area,Ducting,
,,Roof - [TEF-P2-R2] - Toilet Exhaust,,Site QA,Rough-In,Roof,[TEF-P2-R2] - Toilet Exhaust,,
,,Roof - [GEF-P2-R1] - Garbage Exhaust,,Site QA,Rough-In,Roof,[GEF-P2-R1] - Garbage Exhaust,,
,,Roof - [TEF-P2-R1] - Toilet Exhaust,,Site QA,Rough-In,Roof,[TEF-P2-R1] - Toilet Exhaust,,
,,Roof - 750x750 K/E Duct,,Site QA,Rough-In,Roof,750x750 K/E Duct,,
,,Roof - 200x200 G/E Duct,,Site QA,Rough-In,Roof,200x200 G/E Duct,,
,,Roof - 200x150 K/E duct,,Site QA,Rough-In,Roof,200x150 K/E duct,,
,Columns,,,,,,,,
,,ID,ID,Riser ID,,,,,
,,Drawings on site are latest issue,,Are drawings on site the latest issue,,,,,
,,Plant & equipment location correct,,Are plant and equipment location correct,,,,,
,,Duct size & location correct,,Duct size and location correct,,,,,
,,Material & gauge correct,,Material and gauge correct,,,,,
,,Correct support method being used,,Is correct support method being used - Maximum vertical support to be 3600mm using AS 4254 approved method,,,,,
,,Correct jointing method being used,,Is correct jointing method being used,,,,,
,,Joints completed & cleated installed on flanges,,Are joints completed and cleated installed on flanges,,,,,
,,Correct joint sealant being used,,Is correct joint sealant being used,,,,,
,,Ductwork installation complete,,Is ductwork installation complete,,,,,
,,,,,,,,,
Fit-Off,,,,,,,,,
,Scope,,,Site QA,,,,,
,Rows,,,,,,,,
,,Fit-Off,grouping,Fit-Off,,,,,
,,Level 04 - FCU-1,,Site QA,Fit-Off,Level 04,FCU-1,Fit-Off Checklist,
,,Level 04 - FCU-2,,Site QA,Fit-Off,Level 04,FCU-2,Fit-Off Checklist,
,,Level 04 - FCU-3,,Site QA,Fit-Off,Level 04,FCU-3,Fit-Off Checklist,
,,Level 04 - FCU-4,,Site QA,Fit-Off,Level 04,FCU-4,Fit-Off Checklist,
,,Level 04 - FCU-5,,Site QA,Fit-Off,Level 04,FCU-5,Fit-Off Checklist,
,Columns,,,,,,,,
,,AC grille to living room installed,,AC grille to living room installed with no defect,Internal,,,,
,,AC grille to bedroom installed,,AC grille to bedroom installed with no defect,Internal,,,,
,,Return Air grille installed as per RCP drawings,,Return Air grille installed as per RCP drawings,Internal,,,,
,,Rangehood duct connected & taped,,Range hood duct connected and taped to ensure air tight,Internal,,,,
,,AC Controller installed as per RCP drawings,,AC Controller installed as per RCP drawings,Internal,,,,
,,Condensation drain connected to Tundish point,,Condensation drain is connected to Tundish point 10 mm air gap is provided at the connection point,Internal,,,,
,,Ensuite Exhaust fans installed & plugged in,,Ensuit Exhasut fans installed and pluged in as per mechanical drawings ,Internal,,,,
,,Laundry Exhaust fans installed & plugged in,,Laundry Exhasut fans installed and pluged in as per mechanical drawings ,Internal,,,,
,,Toilet Exhaust fans installed & plugged in,,Toielt Exhasut fans installed and pluged in as per mechanical drawings ,Internal,,,,
,,Access panels placed as per drawings,,Access panels placed as per drawings,External,,,,
,,Condenser unit installed/refrigeration pipes connected,,"Condenser unit installed, refrigeration pipes are connected , all gaps to insulation is sealed and pipes are not kinked",External,,,,
,,External louvres installed all gaps sealed,,"External louvres installed all gaps sealed between plenum box and wall/ louvre flange to wall , photo evidence provided for below",External,,,,
,,Box sealed internally & gap between box/wall sealed,Box sealed internally and the gap between the box and wall is sealed,"External louvres installed all gaps sealed between plenum box and wall/ louvre flange to wall , photo evidence provided for below",External,,,,
,,Louvre flanges sealed to external box,Louvre flanges sealed to the external box,"External louvres installed all gaps sealed between plenum box and wall/ louvre flange to wall , photo evidence provided for below",External,,,,
,,,,,,,,,
Wall Closure,,,,,,,,,
,Scope,,,Site QA,,,,,
,Rows,,,,,,,,
,,Rough-In,grouping,Rough-In,,,,,
,,Level 04 - Wall Closure - FCU-1,,Site QA,Rough-In,Level 04,Wall Closure,FCU-1,Wall Closure Checklist
,,Level 04 - Wall Closure - FCU-2,,Site QA,Rough-In,Level 04,Wall Closure,FCU-2,Wall Closure Checklist
,,Level 04 - Wall Closure - FCU-3,,Site QA,Rough-In,Level 04,Wall Closure,FCU-3,Wall Closure Checklist
,,Level 04 - Wall Closure - FCU-4,,Site QA,Rough-In,Level 04,Wall Closure,FCU-4,Wall Closure Checklist
,,Level 04 - Wall Closure - FCU-5,,Site QA,Rough-In,Level 04,Wall Closure,FCU-5,Wall Closure Checklist
,Columns,,,,,,,,
,,Confirm area of work is accessible & acceptable,,Confirm area of work is accessible & acceptable to commence (If not comment below),Air Conditioning ,,,,
,,Wall Closure Date,Wall Closure Date,Confirm area of work is accessible & acceptable to commence (If not comment below),Air Conditioning ,,,,
,,FCU installed in right location,,FCU installed in right locaironan as per mechanical layout and the model number is in accordance with latest AC schdule,Air Conditioning ,,,,
,,FCU installed as high as possible,,FCU installed as hight as possible with 5% slop tward the drain point,Air Conditioning ,,,,
,,Thermostat control cabling installed,,Thermostat control cabling has been installed ,Air Conditioning ,,,,
,,Thermostat location correct as per RCP ,,Thermostat location is correct as per RCP ,Air Conditioning ,,,,
,,Drains run to Tundish,,Drains have been run to Tundish ,Air Conditioning ,,,,
,,Drains tested & witnessed by Broad Air ,,Drains tested and witnessed by Broad Air ,Air Conditioning ,,,,
,,Pipe projecting wall cavities in balconies sealed,,Pipe projecting the wall cavities in balconies have been sealed,Air Conditioning ,,,,
,,All wiring incl. interconnection wiring & power from isolator,,All wiring including interconnection wiring and power from isolator to the condensers are roughed without defect,Air Conditioning ,,,,
,,Refrigeration insulation not damaged ,,Refrigeration insulation is not damaged ,Air Conditioning ,,,,
,,Where refrigeration lines insulated & supported pipe clamps installed,,Where refrigeration lines insulated and supported pipe clamps have been installed to avoid damage to insulation ,Air Conditioning ,,,,
,,Refrigeration pipes run to condenser without being kinked/damaged,,Refrigeration pipes are run to condenser without being kinked or damaged,Air Conditioning ,,,,
,,All refrigeration pipes above ceiling height,,"All refrigeration pipes, including bends where pass through stud wall are above the ceiling height (+2750mm Above Metre Mark) ",Air Conditioning ,,,,
,,Vent boxes sealed,,Vent boxes are sealed,Air Conditioning ,,,,
,,,,,,,,,
Ventilation,,,,,,,,,
,Scope,,,Site QA,,,,,
,Rows,,,,,,,,
,,Commissioning,grouping,Commissioning,,,,,
,,Level 01 - Ventilation - All Areas,,Site QA,Commissioning,Level 01 - Ventilation,All Areas,Ventilation Checklist,
,,Level 02 - Ventilation - All Areas,,Site QA,Commissioning,Level 02 - Ventilation,All Areas,Ventilation Checklist,
,,Level 03 - Ventilation - All Areas,,Site QA,Commissioning,Level 03 - Ventilation,All Areas,Ventilation Checklist,
,,Level 04 - Ventilation - All Areas,,Site QA,Commissioning,Level 04,Ventilation - All Areas,Ventilation Checklist,
,Columns,,,,,,,,
,,Commissioned,,Commissioned as per below (Pass once complete),,,,,
,,Fan tested & operational,Fan has been tested and is operational,Commissioned as per below (Pass once complete),,,,,
,,Adequate flow achieved in bedroom 1,Adequate flow has been achieved in bedroom 1,Commissioned as per below (Pass once complete),,,,,
,,Adequate flow achieved in Ensuite,Adequate flow has been achieved in Ensuite,Commissioned as per below (Pass once complete),,,,,
,,Adequate flow achieved in Laundry,Adequate flow has been achieved in Laundry,Commissioned as per below (Pass once complete),,,,,
,,Rangehood tested & operational,,Range Hood has been tested & is operational,,,,,
,,Adequate flow achieved Rangehood,Adequate flow has been achieved Range Hood,Range Hood has been tested & is operational,,,,,
