"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"00afe5cb-830f-4993-9f4b-4854e2986ac5","","folder-normal","","","step","TRUE","FALSE","Underslab"
"9d210ee2-7ba5-45fb-870a-bfc43278efbd","","folder-normal","","","step","TRUE","FALSE","Underslab","Building A"
"3de3059e-1866-4715-aa08-33565ba7883b","","folder-normal","","","step","TRUE","FALSE","Underslab","Building A","Level 2"
"76ef1343-0584-4c50-8051-04f34ed680b0","","checklist-sectioned","","Underslab QA","checklist","FALSE","FALSE","Underslab","Building A","Level 2","Zone 1"
"b73ec8b7-40e7-44f3-8376-86b082900ec1","","folder-normal","","","step","TRUE","FALSE","Underslab","Building A","Level 3"
"9ded4e51-17b7-4408-9e00-657b556ee5d0","","checklist-sectioned","","Underslab QA","checklist","FALSE","FALSE","Underslab","Building A","Level 3","Zone 1"
"d1f937f5-9669-402c-b9e6-b534c532879f","","checklist-sectioned","","Underslab QA","checklist","FALSE","FALSE","Underslab","Building A","Level 3","Zone 2"
"45feea80-ebcc-4efb-85bc-b9241dd5ce88","","checklist-sectioned","","Underslab QA","checklist","FALSE","FALSE","Underslab","Building A","Level 3","Zone 3"
"332bf045-7ad2-4aa1-84d8-22cdcf7f9d26","","checklist-sectioned","","Underslab QA","checklist","FALSE","FALSE","Underslab","Building A","Level 3","Zone 4"
"02e78c12-88e6-47e7-b611-53540e748d0c","","folder-normal","","","step","TRUE","FALSE","Underslab","Building D"
"ebee71ae-f79b-43a9-93ce-3f0556635522","","folder-normal","","","step","TRUE","FALSE","Underslab","Building D","Level 3"
"f4f20681-4b9f-45d2-b08e-f12438c7d551","","checklist-sectioned","","Underslab QA","checklist","FALSE","FALSE","Underslab","Building D","Level 3","Zone 1"
"a966ad41-59be-426c-bd51-61e35aae604d","","checklist-sectioned","","Underslab QA","checklist","FALSE","FALSE","Underslab","Building D","Level 3","Zone 2"
"cb961389-5dcf-4e2e-ace4-f63cce1becd4","","checklist-sectioned","","Underslab QA","checklist","FALSE","FALSE","Underslab","Building D","Level 3","Zone 3"
"c62dcaeb-ee10-40b5-a3bf-95b40e6344f9","","checklist-sectioned","","Underslab QA","checklist","FALSE","FALSE","Underslab","Building D","Level 3","Zone 4"
"0f79d3dd-c6cb-4e94-b0dc-b8e00e265b0d","","folder-normal","","","step","TRUE","FALSE","First Fix"
"ab5f2a9c-ade7-46fa-a761-36f4261e647e","","folder-normal","","","step","TRUE","FALSE","First Fix","Basement"
"bf92d4fc-4a95-4805-be5b-31aa22073b11","","folder-normal","","","step","TRUE","FALSE","First Fix","Basement","LB1 (Ground)"
"17119767-ece0-4a5c-8c93-f8113a0c6df0","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Basement","LB1 (Ground)","Cold Water"
"4dfb6698-0931-44e1-b2cf-de3e95cd072c","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Basement","LB1 (Ground)","Waste"
"d2c46a1d-fb01-4510-8565-066f246626c3","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Basement","LB1 (Ground)","Stormwater"
"ad291e93-af8e-46e7-b199-08ce9d14c9bc","","folder-normal","","","step","TRUE","FALSE","First Fix","Basement","LB2 (Level 1)"
"8fd341cc-31a5-453c-8777-042a90b5f254","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Basement","LB2 (Level 1)","Cold Water"
"877ca8da-588e-463b-954a-6b61c3a86396","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Basement","LB2 (Level 1)","Hot Water"
"350797ec-c7f8-48e3-9012-e67be94e9d61","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Basement","LB2 (Level 1)","Waste"
"281ddfb7-56b0-4dd4-b78a-47da0de1d1d8","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Basement","LB2 (Level 1)","Stormwater"
"3fa1376d-b662-4544-8e93-6ebc67530bd1","","folder-normal","","","step","TRUE","FALSE","First Fix","Basement","LB3 (podium)"
"0b301b03-16b9-45da-9ebe-2d0f8c932537","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Basement","LB3 (podium)","Stormwater"
"f336212c-95ad-4ca7-ac34-4c78f13b35d5","","folder-normal","","","step","TRUE","FALSE","First Fix","Building A"
"3dcf5499-bca3-436c-90ec-3df84f3a834e","","folder-normal","","","step","TRUE","FALSE","First Fix","Building A","Level 2"
"c5e5fb5f-d939-469d-88b4-246524349b38","","folder-normal","","","step","TRUE","FALSE","First Fix","Building A","Level 2","Corridor incl. stacks"
"32241fa4-3fb3-4279-b060-c3556295555f","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building A","Level 4","Zone 1","Cold Water"
"91fbd2a6-63ef-4671-a322-e9bcf6d5d5a8","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building A","Level 4","Zone 1","Hot Water"
"7bbbeb6d-c459-49dd-bf42-bbad88d525fc","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building A","Level 4","Zone 1","Waste"
"3785fe6a-c6eb-4266-8669-5fc8b9ff7f84","","folder-normal","","","step","TRUE","FALSE","First Fix","Building A","Level 4","Zone 2"
"0d815487-df52-4678-bfcc-36790b7cc2eb","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building A","Level 4","Zone 2","Cold Water"
"0d000167-52ff-4486-9e04-61a0e1fdb641","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building A","Level 4","Zone 2","Hot Water"
"dc3f8448-9be7-445b-808e-7a8b4e249f67","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building A","Level 4","Zone 2","Waste"
"af92a065-5b88-4878-bd2a-5f5af48f317d","","folder-normal","","","step","TRUE","FALSE","First Fix","Building A","Level 4","Zone 3"
"8e056878-4106-469c-b187-a67e10dc6264","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building A","Level 4","Zone 3","Cold Water"
"ae3f4676-7d4a-4d21-8638-8c1bcd574433","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building A","Level 4","Zone 3","Hot Water"
"e57ac1e0-4db8-474b-9771-4b7f0ee686a9","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building A","Level 4","Zone 3","Waste"
"09a276b7-5b83-472f-8446-6336554c3842","","folder-normal","","","step","TRUE","FALSE","First Fix","Building A","Level 4","Zone 4"
"99ba6f65-ba1f-4408-840a-b77e3f63a6cf","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building A","Level 4","Zone 4","Cold Water"
"f31d7bc6-9c9b-45bc-a814-46a9e1d6a9a5","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building A","Level 4","Zone 4","Hot Water"
"4c7499fd-4547-47f2-b349-8fc2aa416e1a","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building A","Level 4","Zone 4","Waste"
"da6742ca-07e3-41ff-abb5-79610360d645","","folder-normal","","","step","TRUE","FALSE","First Fix","Building A","Level 5"
"f907b2fb-5f80-4681-8f86-5c92a073eec2","","folder-normal","","","step","TRUE","FALSE","First Fix","Building A","Level 5","Corridor incl. stacks"
"48015363-dcc0-4e9e-b25c-327c1f8521f4","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building A","Level 5","Corridor incl. stacks","Cold Water"
"d3943cf1-5179-4154-bbc0-4cd1990c4750","","folder-normal","","","step","TRUE","FALSE","First Fix","Building A","Level 5","Zone 1"
"3fbbd017-5647-4344-8d22-11703c0d4c5c","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building A","Level 5","Zone 1","Cold Water"
"66ff935b-3981-40de-a974-d583587ee23a","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building A","Level 5","Zone 1","Hot Water"
"72b86a15-3dd6-47e0-8bba-e22f214a1456","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building A","Level 5","Zone 1","Waste"
"58ea437a-7bf7-4cb3-b3b3-b0dfa43b69f4","","folder-normal","","","step","TRUE","FALSE","First Fix","Building A","Level 5","Zone 2"
"54ce2bd1-1d74-455c-afec-8c6779e13993","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building A","Level 5","Zone 2","Cold Water"
"fd9adeb6-dfd8-4e02-92eb-50751c59c6e2","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building A","Level 5","Zone 2","Hot Water"
"d9a1e161-2e72-49fb-9065-41f8a6c62948","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building A","Level 5","Zone 2","Waste"
"67ab64d7-b172-4eb0-b47a-3f54ab801aef","","folder-normal","","","step","TRUE","FALSE","First Fix","Building A","Level 5","Zone 3"
"28d382ab-a2b0-45e8-b21d-77072950ad4f","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building A","Level 5","Zone 3","Cold Water"
"18335213-9371-400f-89c4-c7c427a21e48","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building A","Level 5","Zone 3","Hot Water"
"ae18de39-17f2-4c2a-919c-fbf412666bf9","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building A","Level 5","Zone 3","Waste"
"2748c65e-43fa-4c66-8b89-0757b3650c1d","","folder-normal","","","step","TRUE","FALSE","First Fix","Building A","Level 5","Zone 4"
"040238b0-6492-48ec-ac4c-a5684da3342a","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building A","Level 5","Zone 4","Cold Water"
"3cde76dd-7375-4bd5-84c5-3763a4b17198","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building A","Level 5","Zone 4","Hot Water"
"59da7ad4-ef78-4187-bb14-661247d4cfcb","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building A","Level 5","Zone 4","Waste"
"ad992714-38a1-4f3a-8073-d21b05d4090a","","folder-normal","","","step","TRUE","FALSE","First Fix","Building A","Roof"
"a01f4d38-fd90-4f39-a40d-55bbb887ad53","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building A","Roof","Stormwater"
"e759950c-4104-4482-a611-a276fd534142","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D"
"49ef8756-e8fb-464b-b083-af6cd278ffd2","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 3"
"05f7f026-a6be-4c7d-8192-d1771e50f40c","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 3","Corridor incl. stacks"
"42b3854f-7c29-4852-815a-2cbbb83957a9","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 3","Corridor incl. stacks","Cold Water"
"6a9453be-8aa2-4efa-8e6c-1beeea5a905b","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 3","Corridor incl. stacks","Hotwater"
"89349eac-ec0a-4be6-9367-5ef9fe3282cd","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 3","Zone 1"
"85dc11b2-25ae-4465-9b2d-a37969dd8448","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 3","Zone 1","Cold Water"
"6e9666a8-8eed-4b5c-9e00-1996c7d6813f","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 3","Zone 1","Hot Water"
"d96808d6-ec80-47ea-ad97-7da5dad83dee","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 3","Zone 1","Waste"
"c54932b1-8671-4838-94a4-4ff24d44f643","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 3","Zone 2"
"7fe7f720-6b62-426e-bab4-53773de66bc1","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 3","Zone 2","Cold Water"
"dfb679b2-787b-46fb-9305-1fc1a8f75892","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 3","Zone 2","Hot Water"
"d9c70ea9-4c93-4757-b97b-0b4c6b5d58ef","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 3","Zone 2","Waste"
"daed9dc4-bb24-4b6e-83e9-eb7c10b23bbc","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 3","Zone 3"
"ba794151-7995-4719-a7ff-04ad72f4275a","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 3","Zone 3","Cold Water"
"f34daf68-c43c-4d79-9f8d-e99aacf2f297","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 3","Zone 3","Hot Water"
"dd9e0d02-0b66-43a4-85e4-43b9d87cb221","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 3","Zone 3","Waste"
"0e2fb014-f303-4a50-8107-58e0d44b6577","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 3","Zone 4"
"ec513fde-4386-4416-99ec-8b7e66788c5b","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 3","Zone 4","Cold Water"
"2ca32a8d-3241-4b95-b6b0-1b5f316cdc5c","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 3","Zone 4","Hot Water"
"32085f6d-4dba-49eb-ba89-130731e354b8","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 3","Zone 4","Waste"
"f3b5b871-1278-49af-a8c2-8cef3a34f5ca","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 4"
"056b7ead-b442-40b2-8d0f-393e6fe5cd02","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 4","Corridor incl. stacks"
"c9ea3c66-3dde-4d36-bc84-af73e6980dfb","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 4","Corridor incl. stacks","Cold Water"
"959650da-423a-4bcf-ac86-096a8d11337c","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 4","Corridor incl. stacks","Hot Water"
"55e48185-ea97-4933-84a3-2cd090039eec","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 4","Zone 1"
"ccbe52d1-8336-4f3e-89e3-d14a6381fcff","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 4","Zone 1","Cold Water"
"7350193d-4342-4a2f-a592-5145b54c24ca","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 4","Zone 1","Hot Water"
"36cdb65a-3812-44b3-b1bc-c35ad72724b1","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 4","Zone 1","Waste"
"70384842-528f-4e79-8a77-f3141f2ebf83","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 4","Zone 2"
"a1609490-e88d-45d2-9835-32db2ab0d906","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 4","Zone 2","Cold Water"
"116c7a1f-be42-4914-bd38-3475a0981811","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 4","Zone 2","Hot Water"
"d540a157-6e2c-445e-830c-853cde6b63d9","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 4","Zone 2","Waste"
"4f0645a0-ca44-4a1b-8747-1ba4bb5696a6","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 4","Zone 3"
"052c53d5-f61a-458f-bef3-053b6abcff50","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 4","Zone 3","Cold Water"
"33430eaf-b9ca-4a3b-ba99-19815e4fe5d2","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 4","Zone 3","Hot Water"
"7ac2f854-e9bc-43ef-a08a-aa679512ef57","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 4","Zone 3","Waste"
"cc6b90fb-716f-4021-aa67-01f68270ebfc","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 4","Zone 4"
"c3d846c9-fa39-4910-8cc4-6845ce7cbdf3","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 4","Zone 4","Cold Water"
"c9810966-b785-41e2-b0f4-6f02c37ffc79","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 4","Zone 4","Hot Water"
"485020e1-0426-4587-88f9-4c46ef48b917","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 4","Zone 4","Waste"
"f63ab027-88e6-44e0-a635-6bc0b89f3db7","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 5"
"db0ab38f-8fab-4d92-9618-4929a5e3bdd8","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 5","Corridor incl. stacks"
"0311276b-0694-417c-9366-817849c11c4d","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 5","Corridor incl. stacks","Cold Water"
"23c18493-cb37-4496-aada-a81e1cb108b4","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 5","Corridor incl. stacks","Hot Water"
