Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,
,,BUILDING-A1 - Level 7 - A719,,Site QA,Fit-Off,BUILDING-A1,Level 7,A719,Apartment Fit-Off Checklist [E]
,,BUILDING-A1 - Level 7 - A720,,Site QA,Fit-Off,BUILDING-A1,Level 7,A720,Apartment Fit-Off Checklist [E]
,,BUILDING-A1 - Level 7 - A721,,Site QA,Fit-Off,BUILDING-A1,Level 7,A721,Apartment Fit-Off Checklist [E]
,,BUILDING-A1 - Level 7 - A722,,Site QA,Fit-Off,BUILDING-A1,Level 7,A722,Apartment Fit-Off Checklist [E]
,,BUILDING-A1 - Level 8 - A807,,Site QA,Fit-Off,BUILDING-A1,Level 8,A807,Apartment Fit-Off Checklist [E]
,,BUILDING-A1 - Level 8 - A808,,Site QA,Fit-Off,BUILDING-A1,Level 8,A808,Apartment Fit-Off Checklist [E]
,,BUILDING-A1 - Level 8 - A809,,Site QA,Fit-Off,BUILDING-A1,Level 8,A809,Apartment Fit-Off Checklist [E]
,,BUILDING-A1 - Level 8 - A810,,Site QA,Fit-Off,BUILDING-A1,Level 8,A810,Apartment Fit-Off Checklist [E]
,,BUILDING-A1 - Level 8 - A811,,Site QA,Fit-Off,BUILDING-A1,Level 8,A811,Apartment Fit-Off Checklist [E]
,,BUILDING-A1 - Level 8 - A812,,Site QA,Fit-Off,BUILDING-A1,Level 8,A812,Apartment Fit-Off Checklist [E]
,,BUILDING-A1 - Level 9 - A901,,Site QA,Fit-Off,BUILDING-A1,Level 9,A901,Apartment Fit-Off Checklist [E]
,,BUILDING-A1 - Level 9 - A902,,Site QA,Fit-Off,BUILDING-A1,Level 9,A902,Apartment Fit-Off Checklist [E]
,,BUILDING-A1 - Level 9 - A903,,Site QA,Fit-Off,BUILDING-A1,Level 9,A903,Apartment Fit-Off Checklist [E]
,,BUILDING-A1 - Level 9 - A904,,Site QA,Fit-Off,BUILDING-A1,Level 9,A904,Apartment Fit-Off Checklist [E]
,,BUILDING-A1 - Level 9 - A905,,Site QA,Fit-Off,BUILDING-A1,Level 9,A905,Apartment Fit-Off Checklist [E]
,,BUILDING-A1 - Level 9 - A906,,Site QA,Fit-Off,BUILDING-A1,Level 9,A906,Apartment Fit-Off Checklist [E]
,,BUILDING-A2,grouping,BUILDING-A2,,,,,
,,BUILDING-A2 - Level-1 - A120,,Site QA,Fit-Off,BUILDING-A2,Level-1,A120,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-1 - A121,,Site QA,Fit-Off,BUILDING-A2,Level-1,A121,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-1 - A122,,Site QA,Fit-Off,BUILDING-A2,Level-1,A122,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-2 - A225,,Site QA,Fit-Off,BUILDING-A2,Level-2,A225,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-2 - A226,,Site QA,Fit-Off,BUILDING-A2,Level-2,A226,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-2 - A227,,Site QA,Fit-Off,BUILDING-A2,Level-2,A227,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-2 - A228,,Site QA,Fit-Off,BUILDING-A2,Level-2,A228,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-2 - A229,,Site QA,Fit-Off,BUILDING-A2,Level-2,A229,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-2 - A230,,Site QA,Fit-Off,BUILDING-A2,Level-2,A230,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-2 - A231,,Site QA,Fit-Off,BUILDING-A2,Level-2,A231,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-2 - A232,,Site QA,Fit-Off,BUILDING-A2,Level-2,A232,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-3 - A325,,Site QA,Fit-Off,BUILDING-A2,Level-3,A325,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-3 - A326,,Site QA,Fit-Off,BUILDING-A2,Level-3,A326,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-3 - A327,,Site QA,Fit-Off,BUILDING-A2,Level-3,A327,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-3 - A328,,Site QA,Fit-Off,BUILDING-A2,Level-3,A328,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-3 - A329,,Site QA,Fit-Off,BUILDING-A2,Level-3,A329,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-3 - A330,,Site QA,Fit-Off,BUILDING-A2,Level-3,A330,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-4 - A425,,Site QA,Fit-Off,BUILDING-A2,Level-4,A425,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-4 - A426,,Site QA,Fit-Off,BUILDING-A2,Level-4,A426,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-4 - A427,,Site QA,Fit-Off,BUILDING-A2,Level-4,A427,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-4 - A428,,Site QA,Fit-Off,BUILDING-A2,Level-4,A428,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-4 - A429,,Site QA,Fit-Off,BUILDING-A2,Level-4,A429,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-4 - A430,,Site QA,Fit-Off,BUILDING-A2,Level-4,A430,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-5 - A525,,Site QA,Fit-Off,BUILDING-A2,Level-5,A525,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-5 - A526,,Site QA,Fit-Off,BUILDING-A2,Level-5,A526,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-5 - A527,,Site QA,Fit-Off,BUILDING-A2,Level-5,A527,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-5 - A528,,Site QA,Fit-Off,BUILDING-A2,Level-5,A528,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-5 - A529,,Site QA,Fit-Off,BUILDING-A2,Level-5,A529,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-5 - A530,,Site QA,Fit-Off,BUILDING-A2,Level-5,A530,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-6 - A623,,Site QA,Fit-Off,BUILDING-A2,Level-6,A623,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-6 - A624,,Site QA,Fit-Off,BUILDING-A2,Level-6,A624,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-6 - A625,,Site QA,Fit-Off,BUILDING-A2,Level-6,A625,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-6 - A626,,Site QA,Fit-Off,BUILDING-A2,Level-6,A626,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-6 - A627,,Site QA,Fit-Off,BUILDING-A2,Level-6,A627,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-7 - A723,,Site QA,Fit-Off,BUILDING-A2,Level-7,A723,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-7 - A724,,Site QA,Fit-Off,BUILDING-A2,Level-7,A724,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-7 - A725,,Site QA,Fit-Off,BUILDING-A2,Level-7,A725,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-7 - A726,,Site QA,Fit-Off,BUILDING-A2,Level-7,A726,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-7 - A727,,Site QA,Fit-Off,BUILDING-A2,Level-7,A727,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-8 - A813,,Site QA,Fit-Off,BUILDING-A2,Level-8,A813,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-8 - A814,,Site QA,Fit-Off,BUILDING-A2,Level-8,A814,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-8 - A815,,Site QA,Fit-Off,BUILDING-A2,Level-8,A815,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-8 - A816,,Site QA,Fit-Off,BUILDING-A2,Level-8,A816,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-8 - A817,,Site QA,Fit-Off,BUILDING-A2,Level-8,A817,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-9 - A907,,Site QA,Fit-Off,BUILDING-A2,Level-9,A907,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-9 - A908,,Site QA,Fit-Off,BUILDING-A2,Level-9,A908,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-9 - A909,,Site QA,Fit-Off,BUILDING-A2,Level-9,A909,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-9 - A910,,Site QA,Fit-Off,BUILDING-A2,Level-9,A910,Apartment Fit-Off Checklist [E]
,,BUILDING-A2 - Level-9 - A911,,Site QA,Fit-Off,BUILDING-A2,Level-9,A911,Apartment Fit-Off Checklist [E]
,,BUILDING-B1,grouping,BUILDING-B1,,,,,
,,BUILDING-B1 - Ground Level - A-G06,,Site QA,Fit-Off,BUILDING-B1,Ground Level,A-G06,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-1 - A112,,Site QA,Fit-Off,BUILDING-B1,Level-1,A112,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-1 - A113,,Site QA,Fit-Off,BUILDING-B1,Level-1,A113,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-1 - A114,,Site QA,Fit-Off,BUILDING-B1,Level-1,A114,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-1 - A115,,Site QA,Fit-Off,BUILDING-B1,Level-1,A115,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-1 - A116,,Site QA,Fit-Off,BUILDING-B1,Level-1,A116,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-1 - A117,,Site QA,Fit-Off,BUILDING-B1,Level-1,A117,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-1 - A118,,Site QA,Fit-Off,BUILDING-B1,Level-1,A118,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-2 - A212,,Site QA,Fit-Off,BUILDING-B1,Level-2,A212,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-2 - A213,,Site QA,Fit-Off,BUILDING-B1,Level-2,A213,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-2 - A214,,Site QA,Fit-Off,BUILDING-B1,Level-2,A214,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-2 - A215,,Site QA,Fit-Off,BUILDING-B1,Level-2,A215,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-2 - A216,,Site QA,Fit-Off,BUILDING-B1,Level-2,A216,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-2 - A217,,Site QA,Fit-Off,BUILDING-B1,Level-2,A217,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-2 - A218,,Site QA,Fit-Off,BUILDING-B1,Level-2,A218,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-3 - A311,,Site QA,Fit-Off,BUILDING-B1,Level-3,A311,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-3 - A312,,Site QA,Fit-Off,BUILDING-B1,Level-3,A312,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-3 - A313,,Site QA,Fit-Off,BUILDING-B1,Level-3,A313,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-3 - A314,,Site QA,Fit-Off,BUILDING-B1,Level-3,A314,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-3 - A315,,Site QA,Fit-Off,BUILDING-B1,Level-3,A315,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-3 - A316,,Site QA,Fit-Off,BUILDING-B1,Level-3,A316,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-3 - A317,,Site QA,Fit-Off,BUILDING-B1,Level-3,A317,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-4 - A411,,Site QA,Fit-Off,BUILDING-B1,Level-4,A411,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-4 - A412,,Site QA,Fit-Off,BUILDING-B1,Level-4,A412,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-4 - A413,,Site QA,Fit-Off,BUILDING-B1,Level-4,A413,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-4 - A414,,Site QA,Fit-Off,BUILDING-B1,Level-4,A414,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-4 - A415,,Site QA,Fit-Off,BUILDING-B1,Level-4,A415,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-4 - A416,,Site QA,Fit-Off,BUILDING-B1,Level-4,A416,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-4 - A417,,Site QA,Fit-Off,BUILDING-B1,Level-4,A417,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-5 - A511,,Site QA,Fit-Off,BUILDING-B1,Level-5,A511,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-5 - A512,,Site QA,Fit-Off,BUILDING-B1,Level-5,A512,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-5 - A513,,Site QA,Fit-Off,BUILDING-B1,Level-5,A513,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-5 - A514,,Site QA,Fit-Off,BUILDING-B1,Level-5,A514,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-5 - A515,,Site QA,Fit-Off,BUILDING-B1,Level-5,A515,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-5 - A516,,Site QA,Fit-Off,BUILDING-B1,Level-5,A516,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-5 - A517,,Site QA,Fit-Off,BUILDING-B1,Level-5,A517,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-6 - A609,,Site QA,Fit-Off,BUILDING-B1,Level-6,A609,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-6 - A610,,Site QA,Fit-Off,BUILDING-B1,Level-6,A610,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-6 - A611,,Site QA,Fit-Off,BUILDING-B1,Level-6,A611,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-6 - A612,,Site QA,Fit-Off,BUILDING-B1,Level-6,A612,Apartment Fit-Off Checklist [E]
,,BUILDING-B1 - Level-6 - A613,,Site QA,Fit-Off,BUILDING-B1,Level-6,A613,Apartment Fit-Off Checklist [E]
