"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a8632a2b-bad4-4ac4-824e-4f867bdbc0fd","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1"
"a58046c1-1195-40b1-9d90-fa33c0a008ba","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Ryman"
"2eb6e5aa-8642-4601-badd-aa3dc3fe1c18","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants"
"c2412fb5-7ae2-4684-bf9b-e984ab4c7ef6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes"
"e4e08e4a-a685-4889-84da-5895eb870933","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports"
"57bee4a3-a678-4edf-892a-5699e5a55f51","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports","2022"
"3df56eac-db2c-458a-8a1d-de3d3bcf792a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports","2023","March"
"80d7f9ef-e664-46e6-95c3-89fe4afd914a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports","2023","April"
"0e0badd9-c2e4-4e71-9508-90929ef6da62","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports","2023","May"
"86e8b746-ec68-4233-bae3-8a8aa6af0d6a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports","2023","June"
"410680a6-5fc5-46dd-b734-334460d19548","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports","2023","July"
"15a32d4a-b59a-40ce-9e83-6fcb37ca60ea","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports","2023","August"
"b58fb6df-70b0-4801-a900-dd8eea2dc840","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports","2023","September"
"a301cef7-f6f6-4def-a6ec-0460a262dd83","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports","2023","October"
"8a561ae5-2d4d-422b-a4c8-a1402da7eddb","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports","2023","November"
"771a1bd0-b64d-436c-9350-213f7e5143d9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports","2023","December"
"6efb4642-0f62-4542-8f9d-fbcf5208fa44","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports","2024"
"2d08f806-c0a5-4ff4-ad48-f4ed85b57b54","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports","2024","January"
"90066802-e144-42e6-bc7e-dcbf5cd5c32d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports","2024","February"
"fe5aad91-dee7-4393-a26f-a89d6c7c8cec","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports","2024","March"
"deb76fd5-10ce-48e1-b591-5ec73f6464b0","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports","2024","April"
"0ee0f456-460a-4746-af52-00d350d80a64","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports","2024","May"
"96350246-f4c3-4295-9bd0-c125808c0b94","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports","2024","June"
"7a0171b1-69e9-4ed2-9071-a814a8883e50","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports","2024","July"
"b5f1c0a7-fe81-4653-990c-6c926aadc2ac","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports","2024","August"
"9162d7ff-b52e-4e24-a144-d8c590836b6c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports","2024","September"
"c86526fc-7924-4fa9-9322-d89fc4f4dc8d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports","2024","October"
"0045cd03-2608-412f-811e-98eb4780c179","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports","2024","November"
"7f5ffb66-c7bd-44ee-bc13-d06f95f448d1","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports","2024","December"
"825db35c-15cf-4cc1-8499-42f4b09797e0","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Completion Documents"
"8e824c41-cd14-400f-9b33-64fc2d4a296e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor"
"e5b03cc6-c63e-4ff6-b0dc-388242edec5d","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports"
"d8450bde-c283-4694-8cad-b893d3de4b5f","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2022"
"cd69f895-0ccf-4165-9437-43602864d777","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2022","June"
"2a54b7a0-ca51-46a8-9729-157eaaef87ad","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2022","July"
"c71991f3-a16a-450c-be6a-0b3980313ad3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2022","August"
"fb0de86f-9e7a-4b9a-b3f1-eff7bbd0ab7e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2022","September"
"f1b6178e-347a-4664-81a8-5709c2986546","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2022","October"
"91fdc900-1ee8-4b20-9fdf-f4d9f29d6f30","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2022","November"
"b4766edd-c0c4-4fae-a80e-b9bec84eb017","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2022","December"
"cb4dbf10-56a7-428d-8e56-f97f988d63ca","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2023"
"14f545f9-7ec8-4f65-a8f3-bb653dbd8b38","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2023","January"
"e2346c75-c8ed-4b1c-bbe2-10e114f7ffec","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2023","February"
"be2b4343-2be2-4ea4-9c2a-00c994a0d258","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2023","March"
"0570fe0d-113b-46a2-8156-533b58697726","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2023","April"
"2790d0b5-7f16-4537-89e6-a09da0467618","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2023","May"
"1e1aaeb7-2a9b-4783-9c59-0a112dddbe46","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2023","June"
"c1e06c47-ee4c-49f9-b279-986fff0bbed1","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2023","July"
"9083e367-6b82-486d-b501-82b517c0eaa4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2023","August"
"d1c2e89f-cf02-4c06-9ee1-f5c185c2b539","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2023","September"
"de462d9c-42cd-4340-83b6-5e988d405d7e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2023","October"
"72cece7c-12b5-4872-a082-3276262c49a5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2023","November"
"4be692b6-3da0-43d2-9510-12e296a42203","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2023","December"
"d2a58f55-e2df-4865-8bbc-6c537d75ba25","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2024"
"e54b136d-8703-4224-82a8-bd9cbcc33ffd","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2024","January"
"baeea267-b082-4047-a3ac-aecefaf58b5c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2024","February"
"21cf58ab-43d9-4f5d-81e7-3417daf9234c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2024","March"
"a017462d-d3f6-415e-a2d3-9e1c9c588ff7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2024","April"
"0de837e6-e730-4555-86e9-5ff7c97e28ee","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2024","May"
"fe46718c-3094-4108-8d2c-cd21430120aa","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2024","June"
"07c5f880-ea23-4954-ae7c-4a0e643ff296","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2024","July"
"7c8d22d0-730e-48f3-90fe-b904ca5f3171","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2024","August"
"ad6c1600-9034-4d01-8ef4-43686f902b38","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2024","September"
"5285bfde-06a0-4d2b-86ca-eea978e189f3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2024","October"
"a784fbb0-6d95-4f34-bcb3-b27800e82098","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2024","November"
"47afe2ed-0ea9-4108-9d18-00eaaffe32fe","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Site Visit Reports","2024","December"
"84904661-efc9-438e-8a9d-99755a4a78d4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Tonkin + Taylor","Completion Documents"
"07b23f5c-b8a4-410f-a975-ba6cbc8e2b3d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods"
"194ee228-1107-45d0-baea-b553d25b5974","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports"
"01f23b62-8242-4ef2-a432-fe65c0905b16","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2022"
"39b6354c-333b-4517-929d-86839472c656","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2022","June"
"92ebcdf2-c4e6-4bbe-bcc0-fbb2ac1e1a6b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2022","July"
"c3e3422b-e972-4d8e-b92f-53bd3d7b214e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2022","August"
"be77f94a-9a6f-4c36-93c0-2df86d65c5b2","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2022","September"
"838fec69-c054-4905-a1b7-8c30b5fa10a0","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2022","October"
"729cd7dc-238b-455b-b65a-398508f773ea","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2022","November"
"394366fd-5ec5-46b5-8793-ba074974aefd","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2022","December"
"8c85123c-8a79-478c-b46d-39f218f7ab83","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2023"
"6e7ed004-b374-49b4-b753-6fbdf0646ad7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2023","January"
"a6e81ba5-1c10-4c88-8279-2def23a02643","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2023","February"
"6c40d8e1-fd80-4791-a64c-4b9b4486181f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2023","March"
"712bbc08-01f1-4d37-86bf-7d460c9254ad","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2023","April"
"2d23472b-78a8-4c6e-b28c-3d0f639c7442","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2023","May"
"2ec3da19-384a-4c8c-9ca9-b6213c14b080","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2023","June"
"e1368446-26f1-4917-9d5e-7a6fb2f1b917","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2023","July"
"40db8a38-c71b-46f4-9a85-8905b11170f8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2023","August"
"6a0aab29-6e88-4938-bd97-cd0fc3b4dc4b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2023","September"
"384f4029-ae5e-40f7-b8ee-c04f6da3034a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2023","October"
"7e686349-f0e2-4e99-97bc-2d0ce3173e43","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2023","November"
"ac5280e6-097c-4aff-910a-0bf27b383d83","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2023","December"
"8baca717-7f43-4c7d-92af-44531e7ac8dd","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2024"
"bfc9da6e-d601-4754-add2-0738f44854f7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2024","January"
"59e2a7fb-9269-4330-82b7-b73e7a238161","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2024","February"
"8eb28e78-219d-44a6-bf2c-8c30ec3b33ac","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2024","March"
"02bdaf5b-5873-4d3b-b996-ef4ba4a4a1f6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2024","April"
"f2a35ad9-d736-4de9-bddd-7b9ca565ad07","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2024","May"
"a200ff3d-80e0-447b-9286-e07b42b67a6b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2024","June"
"4f57e987-66d8-49de-a636-9b113d155edf","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2024","July"
"6752fa13-717b-4200-a939-93bff738c1c8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2024","August"
"fd3270bb-477c-4306-9665-8476691f4594","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2024","September"
"75746da5-43f5-4015-b706-d11f698ab057","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2024","October"
"fe6b07dc-c3ee-4434-8213-1d96f26bb0c7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2024","November"
"a3fa5e52-b924-4148-9a07-bf5675aae74a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Site Visit Reports","2024","December"
"cada5608-474c-429a-b36a-420586e5c00e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Woods","Completion Documents"
"9663fa91-5061-419f-be91-583559fe0add","","folder-normal","fail","","step","TRUE","FALSE","Stage 401"
"3a3b59c8-9f40-4b0e-a8ee-c0ba055ea71c","","folder-normal","fail","","step","TRUE","FALSE","Stage 401","Ryman"
"f09a82ca-5861-4974-81b5-159b88fab883","","folder-normal","fail","","step","TRUE","FALSE","Stage 401","Ryman","Stage 01 (B01)"
"21c31082-e066-4922-b453-48744c129cdc","","checklist-flat","fail","C - S - Detailed Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman","Stage 01 (B01)","Final placement of hardfill / Reshape (incl. compaction)"
"54365b40-40c3-4ca9-a06a-80707067fad2","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman","Stage 02 (B02)"
"0ebd9b97-c1c4-48f3-9f2c-4f9534a2a0ec","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman","Stage 02 (B02)","Place Preload"
"3ca6cba7-18ea-428d-896b-0bde9d98dcef","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman","Stage 02 (B02)","Remove Preload (incl.Geotech equipment where required/hand over equipment to Ryman where required))"
"adabf707-f52b-415b-85a8-69a1113446e4","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 401","Ryman","Stage 03 (B03) - Preload"
"22ba7d53-956a-4070-ba77-334e506e3a62","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman","Stage 03 (B03) - Preload","Place Preload"
"7bcde16d-ae6f-4002-b509-2e377f099acb","","checklist-flat","work-in-progress","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman","Stage 03 (B03) - Preload","Remove Preload (incl.Geotech equipment where required/hand over equipment to Ryman where required))"
"6b05d01b-10c7-4eeb-b6e3-14871bbe1b57","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman","Stage 05 (B05) - Preload"
"fdfb2ba7-bfd3-48d7-b83c-0e5cf646a0ef","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman","Stage 05 (B05) - Preload","Place Preload"
"89d52f76-f8e8-493e-a4f6-260c83ca3709","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman","Stage 05 (B05) - Preload","Remove Preload (incl.Geotech equipment where required/hand over equipment to Ryman where required))"
"a7ba41cc-e419-4283-9761-dcb8641bd43a","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman","Stage 05 (B05) - Below Foundation"
"15591556-f3bc-41d9-a8e4-150736f59f0d","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman","Stage 05 (B05) - Below Foundation","Cut to subgrade / Scala Data / Photos"
"00883458-2621-46c0-9fb3-516bafeded66","","checklist-flat","not-started","C - S - Detailed Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman","Stage 05 (B05) - Below Foundation","Completed Subgrade works (tidied up & rolled) / Place Geotexile / Placement of hardfill / NDM (Report) / Final Layer of hardfill (incl compaction)"
"78dd2672-5e44-4379-8aeb-62c7a78b42ac","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 401","Ryman","Stage 05 (B05) - Below Foundation","NDM Report & works for each layer & works / RLs / Photos (ability to add additional layers)"
"cb501302-ae98-46fc-964f-49faf5f1ff5a","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman","Stage 06 - TH16 (TH 34, 36, 38, 40) - Below Foundation"
"dc2590ac-4b68-4977-8163-de52d717f785","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman","Stage 06 - TH16 (TH 34, 36, 38, 40) - Below Foundation","Cut to subgrade / Scala Data / Photos"
"db6ba421-668e-44f1-a1ba-6b9d1902326a","","checklist-flat","not-started","C - S - Detailed Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman","Stage 06 - TH16 (TH 34, 36, 38, 40) - Below Foundation","Completed Subgrade works (tidied up & rolled) / Place Geotexile Placement of hardfill / NDM (Report) / Final Layer of hardfill"
"15016d93-5773-42ac-9694-b2d1d29784af","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 401","Ryman","Stage 06 - TH16 (TH 34, 36, 38, 40) - Below Foundation","NDM Report & works for each layer & works / RLs / Photos (ability to add additional layers)"
"39b43d71-20c4-405a-98c8-325acdf94071","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman","Stage 06 - TH017 (69 & 70) - Below Foundation"
"48f7039e-410b-460b-948b-c5942f4e202e","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman","Stage 06 - TH017 (69 & 70) - Below Foundation","Cut to subgrade / Scala Data / Photos"
"c1fd46f0-139c-44df-afc5-3be0745ef2f2","","checklist-flat","not-started","C - S - Detailed Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman","Stage 06 - TH017 (69 & 70) - Below Foundation","Completed Subgrade works (tidied up & rolled) / Place Geotexile Placement of hardfill / NDM (Report) / Final Layer of hardfill"
