"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9afc039c-8798-4426-9fe7-744bc0d2b885","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"51cbd7cc-eb28-45ac-9d6b-7ddb852b45df","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls"
"dd398084-d752-40dd-a0af-a70e79ff988b","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)"
"da929228-4f0d-48e1-98a3-ac0940496278","","not-started","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.009 Whanau"
"df34d8d8-bb67-4afe-9387-bf3be594d952","","not-started","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.010 Bay - Bev"
"ad9fcf93-a841-4878-880b-35f139d2fdd0","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.010 Bay - Bev","QA - LCL"
"beced87a-4e0b-428c-a8f2-6197d1d9736d","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.010 Bay - Bev","QA - Hanlon Plumbing"
"9ef8efaf-c969-48aa-bd11-fe81335e566f","","not-started","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.010 Bay - Bev","QA - HelRimu"
"46099f9b-044e-4369-ae86-1b00da24f68c","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.010 Bay - Bev","QA - Gilcom"
"3c945e3c-3331-4a54-b451-cdc0aaaa0a93","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.010 Bay - Bev","QA - Rauland"
"20e63a8a-2573-4ca1-b512-5732b1da0bab","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.010 Bay - Bev","QA - Premier Fire"
"52917cf3-7d8a-469f-9756-b56a920a7050","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.010 Bay - Bev","QA - Data Talk"
"422b1bd9-655b-4e3e-94f2-b62368ed5124","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.010 Bay - Bev","QA - VAE"
"3134855e-9a64-4210-a4f5-853a47c970d4","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.010 Bay - Bev","QA - Alpha"
"0a0a03e2-1afd-4e88-8ffa-4e6b27f40ed1","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.010 Bay - Bev","QA - Contract Coatings"
"30af9524-899d-4361-b3b4-bdbc880244e3","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.071 Bay - Bev"
"2e010260-dd12-4dd3-9a92-696be1f9cab8","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.071 Bay - Bev","QA - LCL"
"ae7b3c85-06c2-4a19-a339-f414b8959547","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.071 Bay - Bev","QA - Hanlon Plumbing"
"a5b8f912-aac3-429d-9aed-783a706e519e","","pass","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.071 Bay - Bev","QA - HelRimu"
"ac3b4fbe-fe88-417b-91c8-008a5a1774dc","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.071 Bay - Bev","QA - Gilcom"
"74ecdfb5-3830-40c7-94ec-0867d23f36cb","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.071 Bay - Bev","QA - Rauland"
"008e4b45-59a8-4d25-9f53-81031b5b922a","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.071 Bay - Bev","QA - Premier Fire"
"05ada5cf-bd86-4863-844f-04a2987d48f8","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.071 Bay - Bev","QA - Data Talk"
"1c8e77b5-5af0-42cd-810c-da83e3b23da4","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.071 Bay - Bev","QA - VAE"
"4ee784ca-e91b-4d8d-8f50-b6200dc22f56","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.071 Bay - Bev","QA - Alpha"
"ade90c09-8c66-4b6d-b2ef-d33014c68cfc","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.071 Bay - Bev","QA - Contract Coatings"
"49eb0b01-e4f4-463c-b583-385c3596d9c0","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.072 Clean St/Med Room"
"7b3a6d20-4c08-4eab-931e-fe8d5a9e3275","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.072 Clean St/Med Room","QA - LCL"
"6306dc4d-ca16-4066-a9fc-a2606f9b3671","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.072 Clean St/Med Room","QA - Hanlon Plumbing"
"d6cd5794-3efd-4413-9455-85d58a70f42a","","pass","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.072 Clean St/Med Room","QA - HelRimu"
"ec2c4af3-56f1-40cf-9378-3897e9f0331d","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.072 Clean St/Med Room","QA - Gilcom"
"a722ec5a-d87a-496d-b8ba-b7b58299d405","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.072 Clean St/Med Room","QA - Rauland"
"e36337ef-0776-4780-8a7a-29d3184c9ca6","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.072 Clean St/Med Room","QA - Premier Fire"
"6e9c8f5c-de4d-49a0-93c8-d4cc0ed234bb","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.072 Clean St/Med Room","QA - Data Talk"
"976bcbf4-b95a-4928-99e2-50b866c02200","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.072 Clean St/Med Room","QA - VAE"
"185cbc74-f9d7-4572-8cfa-64679f033a4f","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.072 Clean St/Med Room","QA - Alpha"
"44dbf110-667e-4e3f-8759-cfaabb090556","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.072 Clean St/Med Room","QA - Contract Coatings"
"107882cf-d447-43c9-9902-faec5d3574cc","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.073 Staff Station"
"953fc950-9c10-4a66-8573-5aa54a3aeefc","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.073 Staff Station","QA - LCL"
"ec30fae5-0739-4414-a6f0-a60277a02a37","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.073 Staff Station","QA - Hanlon Plumbing"
"dbe85ad1-de13-4d1c-93c5-b218c320d7f6","","pass","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.073 Staff Station","QA - HelRimu"
"67b045eb-b89a-4e09-98aa-7e8f9072d362","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.073 Staff Station","QA - Gilcom"
"860e593a-5152-4fed-977c-fd07574e02bf","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.073 Staff Station","QA - Rauland"
"50634d00-541b-47a8-a086-4ef7acfba966","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.073 Staff Station","QA - Premier Fire"
"81310ebd-53bf-47e5-b76d-4a1900f5667f","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.073 Staff Station","QA - Data Talk"
"8b04e3ba-03e3-4840-be88-855eb19fde89","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.073 Staff Station","QA - VAE"
"036d8186-7808-45b3-a9c5-22c6c139e7aa","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.073 Staff Station","QA - Alpha"
"27fffa5c-89ec-4420-a3b3-788eaed5b4fe","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.073 Staff Station","QA - Contract Coatings"
"4ced5241-c0d8-402c-af96-d553ba160cd8","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.074 Bay - EQ"
"0fd6721b-33e2-40f2-bf02-274478f264b8","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.074 Bay - EQ","QA - LCL"
"fd9e059a-5ff3-4964-80a2-d0b8fb24b30a","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.074 Bay - EQ","QA - Hanlon Plumbing"
"5453b7b7-0961-4433-aed6-87222abecc09","","work-in-progress","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.074 Bay - EQ","QA - HelRimu"
"f4e98133-52c2-4716-9601-7c4745fe56e3","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.074 Bay - EQ","QA - Gilcom"
"004a56a2-1854-490a-a1f1-b6aa9fc93fa0","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.074 Bay - EQ","QA - Rauland"
"2dcb3b8c-dd8a-471c-9a2d-1fb6dee7a7c8","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.074 Bay - EQ","QA - Premier Fire"
"025d329a-f6c7-4bfc-9cf5-1f0390ae51ec","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.074 Bay - EQ","QA - Data Talk"
"7410ef94-7426-49b3-88cf-15cd5eefe4c6","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.074 Bay - EQ","QA - VAE"
"1fb68c42-9359-439b-9820-bd40df5bcdad","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.074 Bay - EQ","QA - Alpha"
"c0893bc1-8e56-4cba-873e-c1ce3032a162","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.074 Bay - EQ","QA - Contract Coatings"
"da19eb5d-42b9-4a10-bfa6-795319c5a48c","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.075 Patient WC"
"9ecb29f6-fb9f-4357-bd21-e5b22ecfea67","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.075 Patient WC","QA - LCL"
"5bc17987-182f-48dd-bf14-cd219ec0e933","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.075 Patient WC","QA - Hanlon Plumbing"
"2cd320be-e80d-42c8-9b19-ff7cbaf0750c","","pass","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.075 Patient WC","QA - HelRimu"
"7eab850c-9a9f-4efb-ac4f-e37f46ec3f4c","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.075 Patient WC","QA - Gilcom"
"77b8fb1f-352b-40e5-bab4-9fee55785bed","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.075 Patient WC","QA - Rauland"
"a9fda379-f86b-4fdf-bb5f-0da06fab4fa7","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.075 Patient WC","QA - Premier Fire"
"99f8c0ca-d5d6-4e8d-9cf3-b3685752e7ca","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.075 Patient WC","QA - Data Talk"
"18e516d4-594c-40ca-b109-4ba9d14b390b","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.075 Patient WC","QA - VAE"
"6b758807-85f5-4201-87c7-44cdfe128b6c","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.075 Patient WC","QA - Alpha"
"ff15486d-c552-4e80-9ab0-b90df0bf32a3","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.075 Patient WC","QA - Contract Coatings"
"812e73bd-7f7f-4959-8959-6823107053cd","","not-started","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.076 Dirty Utility"
"4f2ecbde-d5ce-4dba-88b9-53ede9cc48f6","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.076 Dirty Utility","QA - LCL"
"b5ffabda-6c71-423f-a1f9-741dc55ed858","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.076 Dirty Utility","QA - Hanlon Plumbing"
"3494f122-a432-41bc-919f-772280db2809","","not-started","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.076 Dirty Utility","QA - HelRimu"
"ccf9210c-8781-4682-adae-84f5af674b03","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.076 Dirty Utility","QA - Gilcom"
"f758e4c1-786a-4653-9611-d28c8162cd58","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.076 Dirty Utility","QA - Rauland"
"4abc94f2-b959-406d-aaa2-5d2dd773d3fe","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.076 Dirty Utility","QA - Premier Fire"
"3c31aa64-7b02-4b34-88e4-c92751d6331a","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.076 Dirty Utility","QA - Data Talk"
"d4075d6d-c022-4799-a71d-7caf65d74be9","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.076 Dirty Utility","QA - VAE"
"1047e27c-e4df-4099-898c-3330a45de9ed","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.076 Dirty Utility","QA - Alpha"
"3b0d723c-e176-478e-9983-7eb65653fbf9","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.076 Dirty Utility","QA - Contract Coatings"
"9c1573cd-3985-435f-a713-18ccbcdf8c2b","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.077 Bay - EQ"
"b367f3f7-0836-4874-88a6-f9deb4c90526","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.077 Bay - EQ","QA - LCL"
"dead5305-8456-4164-9168-ef40bfa744ed","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.077 Bay - EQ","QA - Hanlon Plumbing"
"28541b76-3f4f-42ab-9571-8199e1caba08","","pass","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.077 Bay - EQ","QA - HelRimu"
"b9674b24-6b76-4f2d-b591-e288971eba7d","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.077 Bay - EQ","QA - Gilcom"
"58897154-1edd-4c63-9c09-99a6648d1cc6","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.077 Bay - EQ","QA - Rauland"
"1caa58e9-5d38-4272-9958-5bd7c7036153","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.077 Bay - EQ","QA - Premier Fire"
"c1ff96a3-b949-46b7-8685-3afef103ea54","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.077 Bay - EQ","QA - Data Talk"
"06fe8707-d90a-4d04-a897-c21dd23b55e3","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.077 Bay - EQ","QA - VAE"
"bf12b826-f5d0-4659-9ae9-7f1327b4d081","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.077 Bay - EQ","QA - Alpha"
"1c1f16c0-e564-43c8-ae03-ac8a03c1bcae","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.077 Bay - EQ","QA - Contract Coatings"
"ec220957-3775-43cc-b85c-b316a241c185","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.078 Bedroom"
"054ade0f-96e9-405d-9297-d7b655b8369b","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.078 Bedroom","QA - LCL"
"bd4ec66a-13fe-4ea0-ab73-db920df86bbb","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.078 Bedroom","QA - Hanlon Plumbing"
"de152cc6-fb1c-4912-904f-ddffd16c50aa","","pass","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.078 Bedroom","QA - HelRimu"
"61707b9c-db2c-4252-a9b5-16af96eb23d4","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.078 Bedroom","QA - Gilcom"
"7f1ad0ff-6c97-4c2f-9e9b-d988f6192deb","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.078 Bedroom","QA - Rauland"
"16017380-4c00-43c8-9abd-a5abd6ccdee8","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.078 Bedroom","QA - Premier Fire"
"f18acfc6-b4e5-4987-b2b1-a272eda0a58c","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.078 Bedroom","QA - Data Talk"
"036ba6b8-c5b2-4fe3-aa9e-9c7d3311004a","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.078 Bedroom","QA - VAE"
"f81aacf8-7e51-42ee-aaa7-fa80617b5709","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.078 Bedroom","QA - Alpha"
"3af817c8-f067-4828-be8f-e6b6dc97fa93","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.078 Bedroom","QA - Contract Coatings"
"3617e2e0-de6b-4c57-a23f-c6f4757eca33","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.078A Ensuite"
"34f33ecd-8981-40bf-ab38-b49ac0859ada","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.078A Ensuite","QA - LCL"
"b3486e61-8b6d-4a68-8c70-1dc138ceee25","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.078A Ensuite","QA - Hanlon Plumbing"
"485bdeee-dc82-40b5-a70a-e561b90ecac6","","pass","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.078A Ensuite","QA - HelRimu"
"69b10a14-4911-4311-9f98-f0b7d9d89300","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.078A Ensuite","QA - Gilcom"
"3daa6125-1ad3-4741-a4cf-bf9063279846","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.078A Ensuite","QA - Rauland"
"3c1556dc-b4fb-417f-9b85-a6c4c7e25059","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.078A Ensuite","QA - Premier Fire"
"c22a81fa-a518-4240-b017-5b46c2531996","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.078A Ensuite","QA - Data Talk"
"02669e9f-99f5-48ed-90cb-e1d66c392626","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.078A Ensuite","QA - VAE"
