type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,
checkpoint,Scaffolder on site to assist in edge protection if required,,,,,,,,,,,,,
checkpoint,Signage in place,,,,,,,,,,,,,
button,3 Phase power acessable and adequate circuit breaker 75 start Amps at power sorce,"Yes, No",,,,,,,,,,,,
checkpoint,Exclusion Zone around required area,,,,,,,,,,,,,
checkpoint,WMS ready and signed on to,,,,,,,,,,,,,
checkpoint,Platforms cleaned and clear from rubbish,,,,,,,,,,,,,
checkpoint,All loose materials removed from edge,,,,,,,,,,,,,
checkpoint,Gates installed,,,,,,,,,,,,,
holdpoint,Copy of Engineered Bracing plan for ties back to building on site and followed,,,,,,,,,,,,,
checkpoint,Log book for hoist is onste and in good condition,,,,,,,,,,,,,
button,Copy of Bosform comissioning sheet on site and completed,"Yes, No",,,,,,,,,,,,
section,Hoist Jump and Dismantle,,,,,,,,,,,,,
checkpoint,Ensure exclusion zones are in place,,,,,,,,,,,,,
checkpoint,Platforms cleaned and clear from rubbish,,,,,,,,,,,,,
checkpoint,All loose materials removed from edge,,,,,,,,,,,,,
text,Name and Number of Rigger,,,,,,,,,,,,,
checkpoint,Work at heights permit completed - attach or take photo of permit if required for project,,,,,,,,,,,,,
checkpoint,Scaffolder on site to assist in edge protection if required,,,,,,,,,,,,,
text,Level Number to be Jumped to,,,,,,,,,,,,,
checkpoint,Gates installed on Level/s to be exposed once lifted,,,,,,,,,,,,,
holdpoint,Confirm concrete strength MPA 25 has been reached at supporting level,,,,,,,,,,,,,
checkpoint,Signage in place,,,,,,,,,,,,,
holdpoint,Copy of Engineered Bracing plan for ties back to building on site and followed,,,,,,,,,,,,,
button,Hoist Screen installed if required,"Yes, No",,,,,,,,,,,,
checkpoint,Remove exclusion zones and barricades,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
checklist-flat,Variation / Site Instruction,,,,,,Variation / Site Instruction,,,,,,,
checkpoint,Variation / SI Details Entered,,,,,,,,,,,,,
label,Please take before photos,,,,,,,,,,,,,
radio,Work type:,"Site Instruction, Variation Work",,,,,,,,,,,,
text,Attention:,,,,,,,,,,,,,
text,Area/Location,,,,,,,,,,,,,
text,Date,,,,,,,,,,,,,
text,Scope of work,,,,,,,,,,,,,
text,Normal Hours,,,,,,,,,,,,,
text,Overtime Hours,,,,,,,,,,,,,
text,Material to complete task,,,,,,,,,,,,,
checkpoint,Reference/SI Number Entered,,,,,,,,,,,,,
text,Reference/SI Number,,,,,,,,,,,,,
checkpoint,Variation / SI Work Completed,,,,,,,,,,,,,
checkpoint,Values added (Office use only),,,,,,,,,,,,,
text,Labour Value,,,,,,,,,,,,,
text,Material Value,,,,,,,,,,,,,
text,Measured Items,,,,,,,,,,,,,
text,Total Variation Value,,,,,,,,,,,,,
,,,,,,,,,,,,,,
checklist-flat,Site Diary,,,,,,Site Diary,,,,,,,
checkpoint,Areas of work accessible for the day,,,,,,,,,,,,,
select,Day,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",,,,,,,,,,,,
text,Date,,,,,,,,,,,,,
text,Year,,,,,,,,,,,,,
text,Number of workers on site,,,,,,,,,,,,,
text,HSR on site today enter name,,,,,,,,,,,,,
text,First Aider on site today enter name,,,,,,,,,,,,,
text,Injury on site today enter name,,,,,,,,,,,,,
checkpoint-no-status,Work area 1 details entered,,,,,,,,,,,,,
text,Area,,,,,,,,,,,,,
select,Task,"Columns, Framing, Deck, Walls, Cores, Stripping, Setdown, Upstand, Footings G/Slab, Other",,,,,,,,,,,,
text,Comments,,,,,,,,,,,,,
checkpoint-no-status,Work area 2 details entered,,,,,,,,,,,,,
text,Area,,,,,,,,,,,,,
select,Task,"Columns, Framing, Deck, Walls, Cores, Stripping, Setdown, Upstand, Footings G/Slab, Other",,,,,,,,,,,,
text,Comments,,,,,,,,,,,,,
checkpoint-no-status,Work area 3 details entered,,,,,,,,,,,,,
text,Area,,,,,,,,,,,,,
select,Task,"Columns, Framing, Deck, Walls, Cores, Stripping, Setdown, Upstand, Footings G/Slab, Other",,,,,,,,,,,,
text,Comments,,,,,,,,,,,,,
checkpoint-no-status,Work area 4 details entered,,,,,,,,,,,,,
text,Area,,,,,,,,,,,,,
select,Task,"Columns, Framing, Deck, Walls, Cores, Stripping, Setdown, Upstand, Footings G/Slab, Other",,,,,,,,,,,,
text,Comments,,,,,,,,,,,,,
checkpoint-no-status,Work area 5 details entered,,,,,,,,,,,,,
text,Area,,,,,,,,,,,,,
select,Task,"Columns, Framing, Deck, Walls, Cores, Stripping, Setdown, Upstand, Footings G/Slab, Other",,,,,,,,,,,,
text,Comments,,,,,,,,,,,,,
checkpoint-no-status,Work area 6 details entered,,,,,,,,,,,,,
text,Area,,,,,,,,,,,,,
select,Task,"Columns, Framing, Deck, Walls, Cores, Stripping, Setdown, Upstand, Footings G/Slab, Other",,,,,,,,,,,,
text,Comments,,,,,,,,,,,,,
checkpoint-no-status,Work area 7 details entered,,,,,,,,,,,,,
text,Area,,,,,,,,,,,,,
select,Task,"Columns, Framing, Deck, Walls, Cores, Stripping, Setdown, Upstand, Footings G/Slab, Other",,,,,,,,,,,,
text,Other,,,,,,,,,,,,,
checkpoint-no-status,Work area 8 details entered,,,,,,,,,,,,,
text,Area,,,,,,,,,,,,,
select,Task,"Columns, Framing, Deck, Walls, Cores, Stripping, Setdown, Upstand, Footings G/Slab, Other",,,,,,,,,,,,
text,Comments,,,,,,,,,,,,,
checkpoint-no-status,Weather conditions entered,,,,,,,,,,,,,
select,Conditions:,"Fine, Overcast, Showers, Rain, Windy, Hot",,,,,,,,,,,,
text,Min temp predicted,,,,,,,,,,,,,
text,Max temp predicted,,,,,,,,,,,,,
checkpoint-no-status,Delays from inclemency,,,,,,,,,,,,,
text,Total Hours of delay,,,,,,,,,,,,,
select,Conditions:,"Rain, Windy, Heat, Other trades,",,,,,,,,,,,,
checkpoint-no-status,Delays from Builders or Others,,,,,,,,,,,,,
text,Total Hours of delay,,,,,,,,,,,,,
select,Conditions:,"Builder, Union, Crane, Scaffold, Steel fixer, PT, Concreter, Earthworks, Safety, Other",,,,,,,,,,,,
,,,,,,,,,,,,,,
checklist-flat,Injury Form,,,,,,Injury Form,,,,,,,
checkpoint,Injury form completed,,,,,,,,,,,,,
text,Date of incident,,,,,,,,,,,,,
text,Time,,,,,,,,,,,,,
text,Site location of the accident / incident,,,,,,,,,,,,,
text,Detail of how the accident / incident happened,,,,,,,,,,,,,
label,Details of injured person,,,,,,,,,,,,,
text,First name,,,,,,,,,,,,,
text,Last name,,,,,,,,,,,,,
text,DOB,,,,,,,,,,,,,
text,Contact No,,,,,,,,,,,,,
text,Address,,,,,,,,,,,,,
text,Company,,,,,,,,,,,,,
text,Trade,,,,,,,,,,,,,
text,Date Inducted,,,,,,,,,,,,,
select,Location of injury,"Amputation, Bruise, Burn, Concussion, Deafness, Dislocation, Foreign Body, Fracture, Hernia, Inflammation / Infection, Internal Injury, Laceration / Cut, Occupational Illness, Open Wound, Poisoning / Toxic Effect, Strain / Sprain Twist",,,,,,,,,,,,
select,Location on body,"Front, Back, Head, Neck, Torso, Left Hand, Left Arm, Right Hand, Right Arm, Left Leg, Left Foot, Right Leg, Right Foot, Other",,,,,,,,,,,,
select,Treatment,"No First Aid Treatment, First Aid Treatment, Medical Treatment , Lost Time Injury, Fatal Injury",,,,,,,,,,,,
text,Initial treatment given,,,,,,,,,,,,,
text,Was follow up treatment provided,,,,,,,,,,,,,
text,Medical centre / Doctor / Hospital attended,,,,,,,,,,,,,
text,Date / time attended,,,,,,,,,,,,,
button,Regulator notified,"Yes, No",,,,,,,,,,,,
label,Witness details,,,,,,,,,,,,,
text,Witness name & contact details,,,,,,,,,,,,,
text,Witness name & contact details,,,,,,,,,,,,,
select,Event details / cause,"Falls from height, Fall from same level, Hitting objects with body part, Exposure to mechanical vibration, Being hit by moving objects, Exposure to sharp sudden noise / long term noise, Exposure to extreme temps, Exposure to radiation, Exposure to biological factors, Exposure to mental stress factors, Vehicle accident, Muscular single / repetitive movement, Contact with electricity, Contact with toxic chemicals / substance, Other & multiple mechanisms of injury",,,,,,,,,,,,
text,Other,,,,,,,,,,,,,
label,Injured worker: I confirm the information recorded in this register is to the best of my knowledge true & correct & I give consent for this information to be provided to Bosform for my incident investigation & reporting purposes,,,,,,,,,,,,,
checkpoint,Signature of injured worker,,,,,,,,,,,,,
checkpoint,Person completing this form,,,,,,,,,,,,,
,,,,,,,,,,,,,,
checklist-flat,Toolbox Meeting,,,,,,Toolbox Meeting,,,,,,,
checkpoint,Toolbox signed off - Attach an forms,,,,,,,,,,,,,
text,Work area,,,,,,,,,,,,,
text,Supervisor,,,,,,,,,,,,,
text,Date,,,,,,,,,,,,,
text,Time am / pm,,,,,,,,,,,,,
text,Actions from last meeting,,,,,,,,,,,,,
text,Injuries last week,,,,,,,,,,,,,
text,Near misses last week,,,,,,,,,,,,,
text,Safety Items discussed,,,,,,,,,,,,,
text,Comments from the floor,,,,,,,,,,,,,
text,New business,,,,,,,,,,,,,
text,Attendees,,,,,,,,,,,,,
checkpoint,Attendance verified,,,,,,,,,,,,,
,,,,,,,,,,,,,,
checklist-flat,Daily Pre Start,,,,,,Daily Pre Start,,,,,,,
checkpoint,Daily pre start meeting completed,,,,,,,,,,,,,
text,Date,,,,,,,,,,,,,
text,Time,,,,,,,,,,,,,
text,Location,,,,,,,,,,,,,
text,Supervisor / meeting leader,,,,,,,,,,,,,
text,Project Manager & Construction Supervisor attending,,,,,,,,,,,,,
select,Current weather,"Rain, Wind",,,,,,,,,,,,
text,Temp,,,,,,,,,,,,,
select,Forecast,"Rain, Wind",,,,,,,,,,,,
text,Temp,,,,,,,,,,,,,
button,"Is everyone fit, well & healthy, not showing any flu like symptoms","Yes, No",,,,,,,,,,,,
button,Have any workers travelled interstate or been in close contact with anyone with a positive COVID 19 test,"Yes, No",,,,,,,,,,,,
text,Any issues from the previous day,,,,,,,,,,,,,
button,Do you need to change SWMS,"Yes, No",,,,,,,,,,,,
text,First aiders on site today,,,,,,,,,,,,,
text,Apprentice & who are they assigned to,,,,,,,,,,,,,
text,Apprentice & who are they assigned to,,,,,,,,,,,,,
text,Apprentice & who are they assigned to,,,,,,,,,,,,,
text,Todays tasks / jobs,,,,,,,,,,,,,
select,SWMS name & number,"02 Ground works, 03, Hand & power tools, 04 Operating generator, 05 Compressor, 06 Columns, 07 Walls, 09 EWP, 10 Loading / unloading trucks, 11 Manitou forklift, 12 Weld oxy, 13 Patching, 15 Stair / lift core, 17 Meva system, 18 Faresin system, 19 Conventional formwork, 21 Peri system, 23 Catch deck, 24 Pallet trolley",,,,,,,,,,,,
button,SWMS in place for all activities,"Yes, No",,,,,,,,,,,,
button,Hot works,"Yes, No",,,,,,,,,,,,
button,Excavation,"Yes, No",,,,,,,,,,,,
button,Ladder,"Yes, No",,,,,,,,,,,,
button,Core,"Yes, No",,,,,,,,,,,,
button,Are any hazardous substances being used or will be brought to / or stored on site today,"Yes, No",,,,,,,,,,,,
