"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b590e46f-b13b-4737-b81d-3eecc117debc","","folder-normal","","","step","TRUE","FALSE","Project Build QA"
"8a65bdcd-b88a-494d-8302-3be554a93433","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Structure"
"24129d55-064f-4402-8be0-5ffadeca82f7","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Structure","Sub Structure"
"0e417027-11f9-4cfc-804c-1210bc1ac0b2","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Structure","Sub Structure","Demolition"
"a075dd69-ba36-4831-8a13-04c445b20678","","checklist-flat","","QA - 03. Shotchrete (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Retaining Wall","Shotcrete (Level 1 - Level 2)","Shotcrete"
"da100bf5-d49d-4d9f-9aa1-173982479b35","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Structure","Sub Structure","Retaining Wall","Shotcrete (Level 2 - Level 3)"
"25c5c55e-bbee-4cab-985b-1165727963d9","","checklist-flat","","QA - 03. Shotchrete (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Retaining Wall","Shotcrete (Level 2 - Level 3)","Shotcrete"
"3892cd97-1318-4ee5-9172-e587aaec71d0","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Structure","Sub Structure","Piling"
"0948238c-6808-4761-95a8-87058a734f99","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling - 124"
"60302882-d247-47f9-9b68-eeb668bb72a1","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling - 125"
"e9eb4846-e9c7-450b-b645-faad4e519952","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling - 126"
"8eaf5d0f-a9b8-4dc6-af2a-3f079df3ae8b","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling - 119"
"db697f50-5273-4ad8-ae23-adc6e47c3e28","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling - 120"
"72d64e16-5ec3-4aad-923e-0612f8ab5c75","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling - 121"
"7c450e75-39bf-4fa1-ae6e-42c128060bd3","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling - 115"
"9a366c38-e422-4d2d-84c9-d6db2e588677","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling - 116"
"133b29e0-cd02-4fca-8b0a-d4893032754f","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling - 117"
"b67b1879-08f2-4868-8b9d-7ea564397ada","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling - 110"
"b2855f0c-978b-4867-be21-5dbbe6896d76","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling - 103"
"64d75dcb-efb4-4b91-b64f-a7fe28be7d92","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling - 104"
"19c7a238-619a-4e38-a590-4353b4ff2310","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling - 105"
"84cf2faa-53b1-4566-9e0a-d3a900bd2bc7","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -112"
"28d3f06f-af6f-4916-a10f-769124acbd7b","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -118"
"eda56e0b-3a10-4a28-91c9-848b37ead71e","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -111"
"d9572964-b1ea-45ba-b332-668843f8e665","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -122"
"a0aaeae0-2964-4ab4-a462-71ccf72af694","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -109"
"63f4898f-b8c2-4ba4-bfb8-b5d234acea39","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -123"
"b99d9368-8007-4c13-9b4e-5bb57f4e0d8e","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -106"
"e5d49784-98c6-4fad-b893-3faa64ab44bc","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -101"
"34f1a18f-3612-4f12-8e7f-1d63201831be","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -102"
"a8776e6e-2de1-4130-8603-789d1f6438ad","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -108"
"5314e3bf-2077-415b-8c95-deea19bcdaf8","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -113"
"f0532e67-9f2d-4762-a047-422baedd738a","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -114"
"d5b40612-e50a-42c9-8d7c-13c4971f44c1","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -107"
"1de8be11-09ac-4906-b714-b09168cbf7ef","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -127"
"7434f04c-fa51-4097-9270-0c3823e24667","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling - 143"
"678ae177-0003-4337-8079-b62c567e1d6a","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling - 142"
"e67848e5-0b42-4ae5-be88-77c897751143","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling - 144"
"d9d62980-357e-4dfb-ac27-c4ecffe01970","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -128"
"81a1bb67-c472-445f-bd9a-c553b6058d1d","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -129"
"a892654f-6a55-45d7-a17a-e9813860fcf5","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -130"
"68f89ac8-a619-4089-904a-9cad52360e7f","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -131"
"59544af2-6900-45e7-9f47-6aa29abf2998","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -132"
"173d0f48-9c34-482f-bcdc-bd2cb70c04ee","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -133"
"32316830-44bd-4ce4-9163-d06ab5a10a11","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -134"
"32e417e9-472b-48b8-ad03-d2ff847a161d","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -135"
"1f19b42a-522a-4b29-92df-812bf3434d2c","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -136"
"a8ff4425-bfb4-4aa8-b177-4b023b3d9647","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -137"
"4dcdceda-a3fe-49bc-9059-ddc7f324e9cd","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -138"
"93e597a0-934a-420b-bb9c-e9c1d8ec514d","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -139"
"34009a44-d07e-4e7b-9d61-647a13d4a332","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -140"
"f6932240-2ee0-474d-9543-f779786b3f0d","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -141"
"da6de5f8-5af0-4bb8-a637-1fee0c37ad5d","","checklist-flat","","QA - 02. Piling (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Piling","Piling -144"
"41f46513-c6c1-45e7-b3ac-4429946c650f","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Structure","Sub Structure","Foundation"
"1768ef57-1b03-4df4-913c-5a0b7636630c","","checklist-flat","","QA - 08. Foundations (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Foundation","Foundations - Gridline Y1 Between A-G (GB1, GB13, GB2, PC2)"
"8a76e3d4-8607-44ed-b482-eec3d7c005da","","checklist-flat","","QA - 08. Foundations (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Foundation","Foundations - Gridline 8 Between A - F+ (GB12, GB13, PC3a)"
"cdbbd45f-aa81-45ff-929f-f257465b0169","","checklist-flat","","QA - 08. Foundations (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Foundation","Foundations - Gridline A-C (GB6 and GB11)"
"d9921cb2-b6ae-48e4-a043-4923087524aa","","checklist-flat","","QA - 08. Foundations (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Foundation","Foundations - Gridline A (GB9, GB6, PC2, PC3b, and PC1b)"
"342ccd04-0852-4d65-9324-d19950356c2b","","checklist-flat","","QA - 08. Foundations (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Foundation","Foundations - Gridline 3 (GB9 and PC3a)"
"fd6d7953-062b-4c39-9477-544c6153ea6c","","checklist-flat","","QA - 08. Foundations (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Foundation","Foundations - Gridline 5 (GB9 and PC1a)"
"86f5c5a3-9140-4b17-8ba0-4e6dbaad75e9","","checklist-flat","","QA - 08. Foundations (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Foundation","Foundations - Gridline 4 (GB7)"
"471bef41-b049-4c41-ba62-438876089a6f","","checklist-flat","","QA - 08. Foundations (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Foundation","Foundations - Gridline C (GB6 and PC1)"
"6c3b5b8b-4f8d-4a01-be5e-8f2fb21292fa","","checklist-flat","","QA - 08. Foundations (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Foundation","Foundations - Gridline X1/Y3-Y4 (GB3a & GB7a)"
"fd072013-4226-4869-877a-b60d6d8a12b0","","checklist-flat","","QA - 08. Foundations (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Foundation","Foundations -Gridline Y1 / X2 / 8A (GB5 & GB5a)"
"96cdcc62-e75d-4c30-bf15-e391eb639ab1","","checklist-flat","","QA - 08. Foundations (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Foundation","Foundations - Gridline Y1 Between G-J (GB2)"
"a5ac2096-379e-4bd1-aee9-819b280dc211","","checklist-flat","","QA - 08. Foundations (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Foundation","Foundations - Gridline 3+ (GB7)"
"83cbce4c-16a6-41cd-96ed-bda3ed609df3","","checklist-flat","","QA - 08. Foundations (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Foundation","Foundations - Gridlines 5-6 / H (GB2)"
"259d78ac-b713-4e31-a35c-301cb3932049","","checklist-flat","","QA - 08. Foundations (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Foundation","Foundations - Gridline 8 Between F-J (GB 13)"
"598f40b5-12bf-4725-bb94-0e1a0712b4b2","","checklist-flat","","QA - 08. Foundations (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Foundation","Foundations - PC1"
"349a62ef-16f6-45e4-96fa-1e2cc809a55f","","checklist-flat","","QA - 08. Foundations (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Foundation","Foundations - PF1 & PF2"
"172ae0b4-10db-4e29-ad7a-8a7cd3ceacbd","","checklist-flat","","QA - 08. Foundations (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Foundation","Foundations - Gridline Y4+ (GB3)"
"060a8915-a82a-4533-a44b-c972f0a7fc41","","checklist-flat","","QA - 08. Foundations (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Foundation","Foundations - Gridline C-F / 3-4 (GB6s)"
"c2516d59-53bd-41f6-83ab-3306e8aa90d6","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Structure","Sub Structure","Drainage"
"07529784-2b9f-4383-b45c-b4175a050068","","checklist-flat","","QA - 05. Drainage (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Drainage","Drainage - Stacker Pit 1"
"b254e2b0-91a6-470a-b584-7ed4144d2c23","","checklist-flat","","QA - 05. Drainage (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Drainage","Drainage -SWMH1-1 gravity feed to SWMH1-2"
"d464562c-73f2-4490-ba72-413c38bc7ca3","","checklist-flat","","QA - 05. Drainage (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Drainage","Drainage - SWMH1-2 Gravity feed to storm water main"
"48090cae-dd23-4ded-ace9-bb36c57f968f","","checklist-flat","","QA - 05. Drainage (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Drainage","Drainage - Public WW connection "
"0693abad-e580-4358-9005-c2d24bf2f408","","checklist-flat","","QA - 05. Drainage (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Drainage","Drainage - Public SW connection Augustus"
"5afc05fa-c7ad-4ca3-b613-b5a206825a4e","","checklist-flat","","QA - 05. Drainage (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Drainage","Drainage - Stacker Pit 2"
"c7a91975-d7aa-48fb-b768-6ff4382e8edc","","checklist-flat","","QA - 05. Drainage (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Drainage","Drainage - Stacker Pit 3"
"414d22b2-bfb2-4dfb-8f71-f8ac698fa3ba","","checklist-flat","","QA - 05. Drainage (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Drainage","Drainage - Lift Shaft"
"f60a9a8e-f6fd-4da6-b873-9ae2bd26b0ef","","checklist-flat","","QA - 05. Drainage (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Structure","Sub Structure","Drainage","Drainage - Retaining Wall"
"ceb0569a-31d3-4109-bdb2-0a7b4961f757","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Structure","Sub Structure","Tanking/Waterproofing"
