type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,
label,• The shallow bases shall be removed by neatly saw cutting a hole in the pavement slightly larger than the outside diameter of the light base.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• Drawing set ADE-EDAU21008-YMML-DD,,,,,,,,,,,,
label,• ADE-EDAU21008-TB-ver2.0,,,,,,,,,,,,
label,Inspection/ Test Method: Verify,,,,,,,,,,,,
label,Record of conformity: This ITP signed / Avionics Checklist 003,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Project Engineer/Avionics,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,
label,The signature below verifies that this ITP has been completed in accordance with the Fulton Hogan’s Quality system Procedures and verifies lot compliance with specifications.,,,,,,,,,,,,
text,Print Name:,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,
text,Date:,,,,,,,,,,,,
