"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"64cdf63b-8dcd-41b2-893b-76737829f774","","folder-normal","","","step","TRUE","FALSE","AREA 1 ITP's"
"65cb4231-9be6-4944-a2ff-40074be0b6ab","","folder-normal","","","step","TRUE","FALSE","AREA 1 ITP's","ITP-001 - Stripping Topsoil Clearing & Grubbing"
"a03efad1-d8de-47b4-8855-959be633bd9e","","checklist-sectioned","","11e81f6b705afe73a1a43cd8ee583aecdd542f17bf29bd60c2e558f78a084fa5","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-021 - Zone 7 East WB - CH11070 to CH11140"
"5f99fbb7-7e1d-44ca-ac79-2d70fa19e3e3","","checklist-sectioned","","11e81f6b705afe73a1a43cd8ee583aecdd542f17bf29bd60c2e558f78a084fa5","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-022 - Zone 7 East WB - CH10880 to 11020"
"ee256847-5e3f-4682-bfa6-2b2d10fd4def","","checklist-sectioned","","11e81f6b705afe73a1a43cd8ee583aecdd542f17bf29bd60c2e558f78a084fa5","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-023 - Zone 7 East WB - CH11020 to 11110"
"69985a63-c178-49f7-b35c-e504c2c3ad86","","checklist-sectioned","","11e81f6b705afe73a1a43cd8ee583aecdd542f17bf29bd60c2e558f78a084fa5","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-024 - Craigieburn Rd WB - CH 10840 - CH 10910"
"888b2665-5196-4bb0-bda0-cde8886b7961","","checklist-sectioned","","f9cccb83bd9af7604e8a107fa468863a79de3aa404cb5253dbad442ea902b91b","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-025 - Zone 7 West WB Verge CH10220 - CH10280"
"d60cdc82-5379-4395-ae96-477bc743e3c4","","checklist-sectioned","","f9cccb83bd9af7604e8a107fa468863a79de3aa404cb5253dbad442ea902b91b","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-026 - Zone 7 West WB Verge CH10280 - CH10380"
"e43020ab-fc63-4d9b-a78c-cc25eb48b267","","checklist-sectioned","","f9cccb83bd9af7604e8a107fa468863a79de3aa404cb5253dbad442ea902b91b","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-027 - Zone 7 West WB Median CH10220 - CH10380"
"c42ee120-d1a8-49ee-a6f3-1e81622c5ba0","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-028 - Zone 7 West Verge +Median CH 10380 - CH 10470"
"9c3027e3-2849-47f1-8c5e-76898f8d0bda","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-029 - Zone 7 West - SW Slip Lane"
"c813500c-bb50-488c-96f7-51fc699ab699","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-030 - Zone 7 West - WB Verge + median"
"03402785-4bd0-49ec-ba32-1a8da4f9cc02","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-031 - Zone 7 East - Subsoil drainage (Debonair)"
"7ad2a0f6-9b8f-4fc2-83de-2f0193b2f854","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-032 - Zone 7 East - Subsoil drainage CH11250 to CH11100"
"b723bc5d-4da3-44ac-926e-8b9209df5011","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-033 - Zone 5 Aitken North Verge + Median - CH60830-60940"
"4b8011fd-ce62-4050-b875-1ac6ee7908c6","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-034 - Zone 7 East Deb to Vant Stage 1 - Install SSD (Verge + Median)"
"781f2ef0-041b-4491-8f21-2cf581e5fe7f","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-035 - Zone 7 East Deb to Vant Stage 1 - Install SSD (Verge + Median) 11560-11670"
"e428f888-add8-4f47-8058-886607e86961","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-036 Zone 7 Vantage  Install SSD 11850-11950"
"b894c194-d506-4cf5-a7c6-9b0cf682d9de","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-041 - Zone 7 East Stage 2 (CH20655-20725)"
"99496667-1e0d-4d7f-97d0-782504fadabb","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-042 - Zone 7 East Stage 2 (CH20545-20750) Median + North Side"
"a8967660-e534-499d-b58d-3cb8e78bda3f","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-043 - Zone 5 South - Southbound Carriageway (CH60522-60354)"
"27a7d29b-b45c-41c7-b397-5d602158dbf0","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-044 - Zone 7 East Stage 2 (CH20720-20760) Median + North Side"
"2a625179-2524-457b-a16c-cab287f1702d","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-045 - Zone 7 West Stage 2 (CH20403-20474) North Side"
"5f3b8219-e18b-4f09-bc03-d03565128cce","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-046 - Zone 7 West Stage 2 (CH20377-CH20427)"
"ac1525c3-2faf-4d15-a058-2ba7a49d8223","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-047 - Zone 5 Aitken North Middle Section (60840 - 60760)"
"30373e67-0915-42c9-8d89-7fd841b1f8ae","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-048 - Zone 7 West Stage 2 (CH20230-CH20380)"
"42c998fb-4f81-49dd-a7da-dd7705a477a2","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-049 - Zone 6 Vantage East (12110 (S) and 12080 (M) - CH12180)"
"4560e04a-3151-4cd1-b1b2-267e0cb2eb78","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-050 - Zone 6 East Vantage (12110 (S) and 12080 (M) - 11880 part 2"
"a2cb371a-d991-41ad-8815-6f65e9724751","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-051 - Zone 7 West Stage 2 - 750-760 Craigieburn Rd (CH20170-20230) - North + Median"
"a83b0d37-4171-4aab-a489-3a8d7596dff5","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-052-West champion ssd 12030-11950(pit 606)"
"9778d9b3-4a57-4394-b83c-009a7d821b48","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-053 - Zone 6 west champion (11900-11950(pit606))"
"e4ae1819-090f-4dcb-8018-79fa13b64902","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-054 - Zone 5 Aitken South - Pavement Interface North of Ajana - CH50340 to CH50500"
"58261db6-dd16-4da7-8286-c914708a90b3","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-055 - Zone 5 Aitken South - South of Ajana - CH60320 to CH60200"
"ea1b3ae6-fa2f-4801-bee2-811f0fcbe6f1","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-056 - Zone 5 Aitken South - South of Ajana and Median - CH60320 to CH60200"
"d82378e7-7b7a-480d-af00-a5a8a53c9cb5","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-057 - Zone 5 Aitken South Stage 2 - Ajana Tie-In - CH60354 to CH60344"
"2489d859-143f-4abd-85ba-7eaf12376ba4","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-058 - Zone 6 West champion 12145 - 12295"
"b285eec8-0399-4401-ad83-42d97a099c96","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-059 - Zone 5 Aitken South Stage 2 - SE Corner Interface (CH60500-CH60540)"
"eaeb428a-fd31-4c7e-b887-73ed09689290","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-060 - Zone 7 West Vantage 11650-11820"
"f48a5fd1-5838-4be6-bc67-c7502561f672","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-061 - Zone 5 Aitken South Stage 2 - PT6, SE Corner"
"b567f92f-1499-4b95-9357-8e19d9e32c48","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-062 - Zone 7 East Stage 2 - Median (CH20780-CH20900)"
"285c88f4-39de-4f0e-89b1-d66557226386","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-063 - Zone 7 East Stage 2 - Median (CH20900-21020)"
"02ba3a31-af08-4fde-bd44-b7afb369ed21","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-064 - Subsoil Drainage West champion SSD near slip lane 11800-11850"
"1fbe906b-0cf8-4b5a-a704-28c07e85f8df","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-065 - Zone 7 East Stage 2 - Median (CH21020-21140)"
"3516707c-b59c-443e-9032-a785d14b2372","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-066 - Zone 6  Median - CH12530-12750"
"c9ccb288-9871-4909-8a69-8ba96272cee0","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-067 - Zone 7 East Stage 2 Median (CH21140-21270)"
"18bf37b1-2b46-4ed8-b5b4-ea4c175f28df","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-068 - Zone 6 Champion intersection - CH12290-12450"
"b80d6309-64e5-49bd-bec4-476b45e07eb7","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-069 - Zone 7 East Stage 2 - North Verge (CH21120-21255)"
"0dd54d58-fc50-4900-a3f3-9b775f28d8b6","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-070 - Zone 7 East Stage 2 - North Verge (CH21020-21120)"
"4efe370e-502c-45d9-91a7-7f91e74979bd","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-071 - Zone 7 East Stage 2 - North Verge + Crossings (CH20780-21020)"
"d58f1a27-1804-4745-8162-6af9cc9cd1d9","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-072 - Zone 7 West Vantage - Traffic island (CH11832-11844)"
"595ca9a7-acd6-46c5-b777-04d4469a71c2","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-073 - Zone 6 Road crossing CH12350"
"cd85f6d5-20d8-4700-aa7c-81a6eb2a3580","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-075 - Zone 7 East Stage 2 - North Verge + Median (CH20760-20800)"
"baa6c794-801a-4bd1-84af-5caba0651da9","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-074 - Zone 6 Aitken bridge 12430-12540"
"e934df6c-d804-4690-afce-2735ed7a6f6c","","checklist-sectioned","","a4dcfbf04bb89ea4053e269453a08c9e27ab8df04d0d7b4bbc2b0e5a9b234382","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-077 - Zone 6 Aitken Bridge East - CH12540 - Ch12580"
"2b5ab88a-137e-432f-8c99-b3904a4d4033","","checklist-sectioned","","ac6f2be505ff457273edceabb52665cf2d74b3ae77dd52ca122e1213032a0014","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-078 - SSD e/w champ intersection (12450-12585)"
"74f9c52c-a462-4045-a80b-12b058a348c4","","checklist-sectioned","","552c3c73c5cb86d9213a59ec6aacd8fb3c76b00b5f291e99c13ba37136fc70c2","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-079 - Zone 7 East Stage 2 (CH21270-21400)"
"7c1c38e3-c6c8-476c-8324-82ed25a11a02","","checklist-sectioned","","552c3c73c5cb86d9213a59ec6aacd8fb3c76b00b5f291e99c13ba37136fc70c2","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-080 - Zone 7 East Stage 2 (CH21400-21450)"
"8b223386-04cc-4e63-8633-eaf5cc15ff7a","","checklist-sectioned","","552c3c73c5cb86d9213a59ec6aacd8fb3c76b00b5f291e99c13ba37136fc70c2","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-081 - Zone 5 Aitken South East Corner - CH13280 to CH13320 - WB"
"cb19f230-7b86-4841-bd51-6174a86e37c3","","checklist-sectioned","","552c3c73c5cb86d9213a59ec6aacd8fb3c76b00b5f291e99c13ba37136fc70c2","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-082 - Zone 6 Aitken Bridge East - CH12580-12770"
"7575eaa5-212d-4602-846a-d7ea327ede2d","","checklist-sectioned","","552c3c73c5cb86d9213a59ec6aacd8fb3c76b00b5f291e99c13ba37136fc70c2","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-083 - Zone 7 East Stage 2 - Verge (CH21305-21450)"
"f88f0615-8d7c-4dbf-aaa9-ff67774cf5d4","","checklist-sectioned","","552c3c73c5cb86d9213a59ec6aacd8fb3c76b00b5f291e99c13ba37136fc70c2","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-085 - Zone 5 Aitken North KFC Intersection - CH60705 to CH60745 - SB"
"09e065b8-0ea4-4816-8c9b-f294451dfb42","","checklist-sectioned","","552c3c73c5cb86d9213a59ec6aacd8fb3c76b00b5f291e99c13ba37136fc70c2","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-086 - East Vantage slip lane"
"2df4ac13-fb64-42ba-a224-b2b3bbf399f7","","checklist-sectioned","","552c3c73c5cb86d9213a59ec6aacd8fb3c76b00b5f291e99c13ba37136fc70c2","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-087 - Zone 5 Southwest - Existing to 1110"
"c139e0dd-71b9-40a9-9239-000d43564084","","checklist-sectioned","","552c3c73c5cb86d9213a59ec6aacd8fb3c76b00b5f291e99c13ba37136fc70c2","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-088 - Zone 5 Aitken North East (Pit 1120 to 1301) - CH60617 to CH60585 - SB"
"de6cc988-170d-455c-9e07-f9856006ff2b","","checklist-sectioned","","552c3c73c5cb86d9213a59ec6aacd8fb3c76b00b5f291e99c13ba37136fc70c2","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-089 - Waterview Southern Median CH12800 - CH12815"
"3ab21f8a-7ef5-454d-a9ba-8ec61bfa8cc8","","checklist-sectioned","","552c3c73c5cb86d9213a59ec6aacd8fb3c76b00b5f291e99c13ba37136fc70c2","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-091 - Waterview South West Corner CH12730 - CH12800"
"fdff5229-0d6c-4e80-99fe-6c0dea39519d","","checklist-sectioned","","552c3c73c5cb86d9213a59ec6aacd8fb3c76b00b5f291e99c13ba37136fc70c2","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-092 - Waterview East CH12850 - CH13075"
"ebff78aa-3420-48b5-bc03-bb3b95c29523","","checklist-sectioned","","552c3c73c5cb86d9213a59ec6aacd8fb3c76b00b5f291e99c13ba37136fc70c2","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-093 - Zone 7 East Whites to Highlander - Median (CH21470-21520)"
"23632746-88d8-44f9-88b7-8ba95c5bb497","","checklist-sectioned","","552c3c73c5cb86d9213a59ec6aacd8fb3c76b00b5f291e99c13ba37136fc70c2","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-094 - Zone 6 Highlander east center median West ped xing (11870-12010)"
"39dcc037-4e6c-4c7c-8ce7-e1c4ceca5f2d","","checklist-sectioned","","552c3c73c5cb86d9213a59ec6aacd8fb3c76b00b5f291e99c13ba37136fc70c2","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-095 - Zone 7 Highlander East Slip (CH21871 - CH21898)"
"832e2b2b-d855-4ce8-be8a-55be0deadc20","","checklist-sectioned","","552c3c73c5cb86d9213a59ec6aacd8fb3c76b00b5f291e99c13ba37136fc70c2","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-096 - Subsoil Highlander East North side (11900-12010) (12010-12120)"
"d77064e9-cd93-4c72-8b3b-bf0c9e957f0c","","checklist-sectioned","","552c3c73c5cb86d9213a59ec6aacd8fb3c76b00b5f291e99c13ba37136fc70c2","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-097 - Zone 7 Highlander West Slip (CH21809 - CH21848)"
"777291b8-5362-4316-ad6c-1e596bfe3c44","","checklist-sectioned","","552c3c73c5cb86d9213a59ec6aacd8fb3c76b00b5f291e99c13ba37136fc70c2","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-098 - East of Whites lane "
"99ad9ea1-3a3a-40c0-ad96-f0a4eb8046aa","","checklist-sectioned","","50c4d37588390f60756f7fb1f84eaca3c02adc15820301ef1c08fb774c408632","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-099 - Zone 6 Stage 2 CH12580-12670"
"ed446d1b-ed07-430a-999f-c58852f24fbe","","checklist-sectioned","","50c4d37588390f60756f7fb1f84eaca3c02adc15820301ef1c08fb774c408632","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-100 - SSD East highlander centre medain (22060-22150)"
"2e3a7214-7b88-469a-a6b0-dba30307cec5","","checklist-sectioned","","50c4d37588390f60756f7fb1f84eaca3c02adc15820301ef1c08fb774c408632","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-101 - HK - Highlander West - Subsoils - (CH21665 - CH21808)"
"883b7e24-99d8-4361-b638-656997ddea36","","checklist-sectioned","","0a236c06342f0c0bd02bf64849d20226bff4641e1e7e346dab08eaf6ccce1869","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A1-LOT-102 - Craigieburn Rd EB - CH12120 to CH12200"
"839c9224-1f87-4a62-aeb5-3e2586262ce3","","checklist-sectioned","","0a236c06342f0c0bd02bf64849d20226bff4641e1e7e346dab08eaf6ccce1869","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-103 - Aitken Nth East - CH60600-CH60560"
"7e1d012e-e58e-4c8f-9845-3a5681446c23","","checklist-sectioned","","0a236c06342f0c0bd02bf64849d20226bff4641e1e7e346dab08eaf6ccce1869","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-104 - Zone 6 - Waterview East - CH13040-CH12840"
"a08935fa-4aca-4810-b6db-fd6836e1e394","","checklist-sectioned","","ITP 0010 - Subsoil Drainage","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-105 - Zone 5 - Aitken Median"
"3a800ced-398d-4e01-b631-5dd906e7d90b","","checklist-sectioned","","ITP 0010 - Subsoil Drainage","checklist","FALSE","FALSE","AREA 2 ITP's","ITP-010 - Subsoil Drainage","ITP-010-A2-LOT-106 - SSD Pit 784-781"
"89f2fc9b-14e6-423d-8641-423f10775195","","folder-normal","","","step","TRUE","FALSE","AREA 2 ITP's","ITP-011 - Cement Treated Crushed Rock"
