"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6f69b477-4022-42c0-853f-fb7bbe343980","folder-normal has incorrect meta.stepType folder-progress","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"9ef568b4-1073-4238-8132-76c41e82e311","","folder-progress","pass","","checklist","TRUE","FALSE","Site QA","Central Utilities (CU)"
"4130f321-41f9-45cf-aaf1-656fd08a5819","Child Inspection & testing prior to Concealing(80c3e506-8cdc-4dce-a208-2ac45a4ea1e4): DataPoint Pressure:(cbb41993-a2ca-4d82-a14d-6545f7a7c729) has hidden property width:100
Child Inspection & testing prior to Concealing(80c3e506-8cdc-4dce-a208-2ac45a4ea1e4): DataPoint Duration:(58a6507f-3e8d-484a-b7eb-2abac0337f6e) has hidden property width:100
Child Inspection & testing prior to Concealing(80c3e506-8cdc-4dce-a208-2ac45a4ea1e4): DataPoint Gauge Number:(8f3793b7-2716-46c8-8e40-bc4863a9fc4c) has hidden property width:100","checklist-flat","pass","ITP 002 – Reticulated Systems In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 2 (EN 2)","ITP 002 – Reticulated Systems In Ground (Prefab)"
"493977e4-9d80-4ffc-adea-e89d54b683a6","","checklist-flat","pass","ITP 003 - Drainage Above Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 2 (EN 2)","ITP 003 - Drainage Above Ground"
"4f36400a-199f-43e4-bae5-2cdbd85bc6f4","","checklist-flat","pass","ITP 004 - Reticulated Above Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 2 (EN 2)","ITP 004 - Reticulated Systems Above Ground"
"7bd2c80f-0ccd-4b46-b95d-ae5bd96d6178","","checklist-flat","pass","ITP 005 – Fixtures & Fittings","checklist-flat","FALSE","FALSE","Site QA","Entry Building 2 (EN 2)","ITP 005 – Fixtures & Fittings"
"76d5570f-6e1e-42ee-938d-ee19a08ee5e1","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 2 (EN 2)","ITP 001 - Drainage In Ground Grids 05 - 07, C - G"
"29735d32-fb2c-4ef3-967d-5b2216455060","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 2 (EN 2)","ITP 001 - Drainage In Ground  Grids 02 - 03, A - B"
"5f78ed45-89a6-4b48-a32a-78e254920763","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 2 (EN 2)","ITP 001 - Drainage In Ground Grids 01 - 03, C - G"
"7ea4432e-13ca-404c-9a90-01cfbb570ee8","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Entry Building 2 (EN 2)","Stormwater"
"21c15d34-566a-5561-8b45-efc00e942de8","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 2 (EN 2)","Stormwater","ITP 001 - Drainage In Ground Stormwater Pits 365 - 374, 984 - 988, 993 - 996"
"1a18c224-099e-4053-ab9c-3074384138f0","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Entry Building 2 (EN 2)","External Sewer"
"13b3f357-7b3c-5c3b-97c5-1365d312af32","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 2 (EN 2)","External Sewer","ITP 001 - Drainage In Ground External Sewer"
"c6a122dc-55ba-4d7b-9b48-e2985bb5db4d","","folder-progress","pass","","checklist","TRUE","FALSE","Site QA","Entry Building 3 (EN 3)"
"1086e4c8-8cf8-4c8f-a327-e7db8fdcf40b","Child Inspection & testing prior to Concealing(284d6ccd-3c06-4a30-9c8d-1fdbe98a7d57): DataPoint Pressure:(cbb41993-a2ca-4d82-a14d-6545f7a7c729) has hidden property width:100
Child Inspection & testing prior to Concealing(284d6ccd-3c06-4a30-9c8d-1fdbe98a7d57): DataPoint Duration:(58a6507f-3e8d-484a-b7eb-2abac0337f6e) has hidden property width:100
Child Inspection & testing prior to Concealing(284d6ccd-3c06-4a30-9c8d-1fdbe98a7d57): DataPoint Gauge Number:(8f3793b7-2716-46c8-8e40-bc4863a9fc4c) has hidden property width:100","checklist-flat","pass","ITP 002 – Reticulated Systems In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 3 (EN 3)","ITP 002 – Reticulated Systems In Ground (Prefab)"
"45b0959a-49fe-44cd-a980-e2ac321d63f4","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 3 (EN 3)","ITP 001 - Drainage In Ground Grids 02 - 03, A - B"
"822dcea6-655e-4775-9892-84c4db7bb8ee","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 3 (EN 3)","ITP 001 - Drainage In Ground Grids 01 - 03, C - G"
"337e6fef-843e-43b0-9529-6eb45eded079","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 3 (EN 3)","ITP 001 - Drainage In Ground Grids 05 - 07, C - G"
"8d5bd648-aa76-426a-b37c-f50741da3355","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 3 (EN 3)","ITP 001 - Drainage In Ground Grids 07 - 08, C - G"
"d3cae9c2-40a8-4b42-b692-6b159222350d","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Entry Building 3 (EN 3)","External Sewer"
"95c5a82f-0e33-591b-ab2b-25507e51284c","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 3 (EN 3)","External Sewer","ITP 001 - Drainage In Ground External Sewer"
"557b410b-da54-4f5a-ac95-e8d191ce5121","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Entry Building 3 (EN 3)","Stormwater"
"7545426b-5d19-53d3-924e-485fd82c8475","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 3 (EN 3)","Stormwater","ITP 001 - Drainage In Ground Stormwater"
"6e45591e-11c1-5741-86f9-8f08bae2063d","","checklist-flat","pass","ITP 003 - Drainage Above Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 3 (EN 3)","ITP 003 - Drainage Above Ground"
"0bdeab96-68c8-56b8-b919-4d854c180198","","checklist-flat","pass","ITP 004 - Reticulated Above Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 3 (EN 3)","ITP 004 - Reticulated Above Ground"
"8250a03f-5627-4a09-b965-5c509b7f9160","","checklist-flat","pass","ITP 005 – Fixtures & Fittings","checklist-flat","FALSE","FALSE","Site QA","Entry Building 3 (EN 3)","ITP 005 – Fixtures & Fittings"
"48e83ee3-36f2-4a51-9b25-9dbf27a6b38c","","folder-progress","pass","","checklist","TRUE","FALSE","Site QA","West Entry Building 1 (WE 1)"
"d5c1c11f-6108-49fe-a4ca-dc885a666325","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","West Entry Building 1 (WE 1)","ITP 001 - Drainage In Ground Grids 02 - 03, A - B"
"9d601e46-e60c-498e-be85-ed4cd399c10b","Child Inspection & testing prior to Concealing(00c32cf1-3ebf-4de4-bef5-a9e586d53bc1): DataPoint Pressure:(cbb41993-a2ca-4d82-a14d-6545f7a7c729) has hidden property width:100
Child Inspection & testing prior to Concealing(00c32cf1-3ebf-4de4-bef5-a9e586d53bc1): DataPoint Duration:(58a6507f-3e8d-484a-b7eb-2abac0337f6e) has hidden property width:100
Child Inspection & testing prior to Concealing(00c32cf1-3ebf-4de4-bef5-a9e586d53bc1): DataPoint Gauge Number:(8f3793b7-2716-46c8-8e40-bc4863a9fc4c) has hidden property width:100","checklist-flat","pass","ITP 002 – Reticulated Systems In Ground","checklist-flat","FALSE","FALSE","Site QA","West Entry Building 1 (WE 1)","ITP 002 – Reticulated Systems In Ground (Prefab)"
"e1ddea75-df00-4b69-9bc8-8482dd09e8b5","","checklist-flat","pass","ITP 003 - Drainage Above Ground","checklist-flat","FALSE","FALSE","Site QA","West Entry Building 1 (WE 1)","ITP 003 - Drainage Above Ground"
"accc5be9-129a-437f-b4b5-cf675f5d0c48","","checklist-flat","pass","ITP 004 - Reticulated Above Ground","checklist-flat","FALSE","FALSE","Site QA","West Entry Building 1 (WE 1)","ITP 004 - Reticulated Systems Above Ground"
"f1456ee7-8001-40b8-8589-f045ea77bc34","","checklist-flat","pass","ITP 005 – Fixtures & Fittings","checklist-flat","FALSE","FALSE","Site QA","West Entry Building 1 (WE 1)","ITP 005 – Fixtures & Fittings"
"c0223621-535f-4731-8ae7-9371bdd1be0e","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","West Entry Building 1 (WE 1)","ITP 001 - Drainage In Ground Grids 01 - 03, C - G"
"423e4db7-490b-4be3-a4a6-010a89dac283","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","West Entry Building 1 (WE 1)","ITP 001 - Drainage In Ground Grids 06 - 08, E - H"
"bd8f5b0f-23cd-472e-99a9-70f4e8cacaca","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","West Entry Building 1 (WE 1)","ITP 001 - Drainage In Ground Grids 08 - 09, H"
"c5227453-a1ca-4fa7-b36d-50353e6f2455","","folder-normal","pass","","step","TRUE","FALSE","Site QA","West Entry Building 1 (WE 1)","External Sewer"
"807822d4-ef81-54ff-95f9-8ccc1db05c3a","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","West Entry Building 1 (WE 1)","External Sewer","ITP 001 - Drainage In Ground External Sewer"
"77ac4124-c8a7-4592-aff8-60cdafde064b","","folder-normal","pass","","step","TRUE","FALSE","Site QA","West Entry Building 1 (WE 1)","Stormwater"
"164d0d25-0ddc-547f-bf85-6af955de5fee","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","West Entry Building 1 (WE 1)","Stormwater","ITP 001 - Drainage In Ground Stormwater"
"40ab9056-7e3d-4688-947e-d527751550bf","","folder-progress","pass","","checklist","TRUE","FALSE","Site QA","West Entry Building 2 (WE 2)"
"2642dadc-5c8c-4323-8b02-c66074b08349","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","West Entry Building 2 (WE 2)","ITP 001 - Drainage In Ground Grids 02 - 03, A - B"
"6bfdceef-8455-4897-bb92-6a6bb62597f6","Child Inspection & testing prior to Concealing(0d6c8fe1-be03-4fab-bbbc-705fa0af4f78): DataPoint Pressure:(cbb41993-a2ca-4d82-a14d-6545f7a7c729) has hidden property width:100
Child Inspection & testing prior to Concealing(0d6c8fe1-be03-4fab-bbbc-705fa0af4f78): DataPoint Duration:(58a6507f-3e8d-484a-b7eb-2abac0337f6e) has hidden property width:100
Child Inspection & testing prior to Concealing(0d6c8fe1-be03-4fab-bbbc-705fa0af4f78): DataPoint Gauge Number:(8f3793b7-2716-46c8-8e40-bc4863a9fc4c) has hidden property width:100","checklist-flat","pass","ITP 002 – Reticulated Systems In Ground","checklist-flat","FALSE","FALSE","Site QA","West Entry Building 2 (WE 2)","ITP 002 – Reticulated Systems In Ground (Prefab)"
"3040c64f-af5c-4962-b5d3-1b233af3685e","","checklist-flat","pass","ITP 003 - Drainage Above Ground","checklist-flat","FALSE","FALSE","Site QA","West Entry Building 2 (WE 2)","ITP 003 - Drainage Above Ground"
"c1cf5955-b2b0-4e23-a677-9ab0fe0c71f9","","checklist-flat","pass","ITP 004 - Reticulated Above Ground","checklist-flat","FALSE","FALSE","Site QA","West Entry Building 2 (WE 2)","ITP 004 - Reticulated Systems Above Ground"
"6a6ea2ea-4545-431c-b754-785e03ede7d6","","checklist-flat","pass","ITP 005 – Fixtures & Fittings","checklist-flat","FALSE","FALSE","Site QA","West Entry Building 2 (WE 2)","ITP 005 – Fixtures & Fittings"
"5251b5a9-06ff-4077-a8c1-459af2dfad54","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","West Entry Building 2 (WE 2)","ITP 001 - Drainage In Ground Grids 01 - 03, C - G"
"3181ed19-b965-485c-8180-98458d314d19","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","West Entry Building 2 (WE 2)","ITP 001 - Drainage In Ground Grids 06 - 08, E - H"
"483c756e-efd1-4268-8c54-475e078d9d75","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","West Entry Building 2 (WE 2)","ITP 001 - Drainage In Ground Grids 08 - 09, H"
"ed65e741-b093-4319-a120-42d1e116cc16","","folder-normal","pass","","step","TRUE","FALSE","Site QA","West Entry Building 2 (WE 2)"," External Sewer"
"c34ee351-fa9d-501d-a21d-8353c5850079","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","West Entry Building 2 (WE 2)"," External Sewer","ITP 001 - Drainage In Ground External Sewer"
"d3be4ce8-e270-4f50-ae89-33a2bbee09b4","","folder-normal","pass","","step","TRUE","FALSE","Site QA","West Entry Building 2 (WE 2)","Stormwater"
"0a9ab47a-2767-510e-83bd-16f3d9212466","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","West Entry Building 2 (WE 2)","Stormwater","ITP 001 - Drainage In Ground Stormwater"
"ec207110-d73c-46ef-9e2d-5ee8b9806d4d","","folder-progress","pass","","checklist","TRUE","FALSE","Site QA","Entry Building 6 (EN 6)"
