type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed Off,,,,,,,,,,,,,,,
checkpoint-status,5 - Packaging Inspection-Transport,,,,,,,,,,,,,,,
label,Reference - Delivery Dockets/Packing List,,,,,,,,,,,,,,,
label,Acceptance Criteria - Is the condition of packaging acceptable. ,,,,,,,,,,,,,,,
label,○ Precast items are protected from damage during the transport,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,
label,Frequency - Each Precast item,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed Off,,,,,,,,,,,,,,,
checkpoint-status,6 - Fault IDs:,,,,,,,,,,,,,,,
label,Reference - Delivery Dockets / Packing List / IFC Drawings,,,,,,,,,,,,,,,
label,"Acceptance Criteria - For each precast type delivered, check for the following:",,,,,,,,,,,,,,,
label,1 - Identification markings match the panel type,,,,,,,,,,,,,,,
label,2 - Panels fabricated as per drawings,,,,,,,,,,,,,,,
label,3 - Cracks,,,,,,,,,,,,,,,
label,4 - Spalling/Damage to concrete surface,,,,,,,,,,,,,,,
label,5 - Exposed Reinforcement,,,,,,,,,,,,,,,
label,6 - Damage to Anti - Graffiti coating,,,,,,,,,,,,,,,
label,7 - Incorrect Lifting mechanism size/Orientation/Quantity as per lifting design,,,,,,,,,,,,,,,
label,"Method - Visual, Measure",,,,,,,,,,,,,,,
label,Frequency - Each precast type delivered,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed Off,,,,,,,,,,,,,,,
checkpoint-status,7 - Check for Faults - 1,,,,,,,,,,,,,,,
label,Reference - Item 6 on this Checklist,,,,,,,,,,,,,,,
label,Acceptance Criteria - For Each Precast type delivered:,,,,,,,,,,,,,,,
textbox,Enter: Panel Identification:,,,,,,,,,,,,,,,
textbox,Enter: Quantity:,,,,,,,,,,,,,,,
textbox,Enter: Fault ID if any:,,,,,,,,,,,,,,,
label,"Method - Visual, Measure",,,,,,,,,,,,,,,
label,Frequency - Each precast type delivered,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed Off,,,,,,,,,,,,,,,
checkpoint-status,8 - Check for Faults - 2,,,,,,,,,,,,,,,
label,Reference - Item 6 on this Checklist,,,,,,,,,,,,,,,
label,Acceptance Criteria - For Each Precast type delivered:,,,,,,,,,,,,,,,
textbox,Enter: Panel Identification:,,,,,,,,,,,,,,,
textbox,Enter: Quantity:,,,,,,,,,,,,,,,
textbox,Enter: Fault ID if any:,,,,,,,,,,,,,,,
label,"Method - Visual, Measure",,,,,,,,,,,,,,,
label,Frequency - Each precast type delivered,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed Off,,,,,,,,,,,,,,,
checkpoint-status,9 - Check for Faults - 3,,,,,,,,,,,,,,,
label,Reference - Item 6 on this Checklist,,,,,,,,,,,,,,,
label,Acceptance Criteria - For Each Precast type delivered:,,,,,,,,,,,,,,,
textbox,Enter: Panel Identification:,,,,,,,,,,,,,,,
textbox,Enter: Quantity:,,,,,,,,,,,,,,,
textbox,Enter: Fault ID if any:,,,,,,,,,,,,,,,
label,"Method - Visual, Measure",,,,,,,,,,,,,,,
label,Frequency - Each precast type delivered,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed Off,,,,,,,,,,,,,,,
checkpoint-status,10 - Check for Faults - 4,,,,,,,,,,,,,,,
label,Reference - Item 6 on this Checklist,,,,,,,,,,,,,,,
label,Acceptance Criteria - For Each Precast type delivered:,,,,,,,,,,,,,,,
textbox,Enter: Panel Identification:,,,,,,,,,,,,,,,
textbox,Enter: Quantity:,,,,,,,,,,,,,,,
textbox,Enter: Fault ID if any:,,,,,,,,,,,,,,,
label,"Method - Visual, Measure",,,,,,,,,,,,,,,
label,Frequency - Each precast type delivered,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed Off,,,,,,,,,,,,,,,
checkpoint-status,11 - Check for Faults - 5,,,,,,,,,,,,,,,
label,Reference - Item 6 on this Checklist,,,,,,,,,,,,,,,
label,Acceptance Criteria - For Each Precast type delivered:,,,,,,,,,,,,,,,
textbox,Enter: Panel Identification:,,,,,,,,,,,,,,,
textbox,Enter: Quantity:,,,,,,,,,,,,,,,
textbox,Enter: Fault ID if any:,,,,,,,,,,,,,,,
label,"Method - Visual, Measure",,,,,,,,,,,,,,,
label,Frequency - Each precast type delivered,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed Off,,,,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,,,,
note,"On behalf of Metropolitan Roads Program Alliance, it is hereby certified that the Works represented by the item of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,,,,,,,,,
textbox,Name:,,,,,,,,,,,,,,,
textbox,Position:,,,,,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,,,,,
signoff,Sign ITP,,,,,,,,,,,,,,,
