type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,
label,Method - Measure,,,,,,,,,,,,,,,
label,Frequency - Where applicable,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,
label,Responsibility - SE/PE,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed-off,,,,,,,,,,,,,,,
checkpoint-status,5 - Install Rubber Bearing Pads,,,,,,,,,,,,,,,
label,Reference - IFC Drawings,,,,,,,,,,,,,,,
label,Acceptance Criteria - 3X19mm bearing pads must be installed per panel - Centre of the outer bearing pads must be 200mm+/-10mm from the edge of the panel,,,,,,,,,,,,,,,
label,○ Above must be checked with Surveyor prior to backfill,,,,,,,,,,,,,,,
label,"Method - Visual, Measure",,,,,,,,,,,,,,,
label,Frequency - Each panel,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,
label,Responsibility - SE/Supervisor,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed-off,,,,,,,,,,,,,,,
checkpoint-status,6 - Filter fabric -Installation,,,,,,,,,,,,,,,
label,Reference - IFC Drawings VR 682.11,,,,,,,,,,,,,,,
label,Acceptance Criteria - Install Filter Fabric against all vertical and horizontal joints,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,
label,Frequency - Each course of panel installation,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,
label,Responsibility - SE/Supervisor,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed-off,,,,,,,,,,,,,,,
checkpoint-status,7 - Drainage-Vertical Strip Drain,,,,,,,,,,,,,,,
label,Reference - IFC Drawings VR 682.11,,,,,,,,,,,,,,,
label,Acceptance Criteria - Install 300mm wide vertical strip drain as per IFC Drawings and in accordance with VR 682.11 at every vertical joint between panels in RSS wall.,,,,,,,,,,,,,,,
label,○ Ensure no gap is formed between strip drain and RSS panels ,,,,,,,,,,,,,,,
label,"Method - Visual, Measure",,,,,,,,,,,,,,,
label,Frequency - Each course of panel installation,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,
label,Responsibility - SE/Supervisor,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed-off,,,,,,,,,,,,,,,
checkpoint-status,8 - Panel installation-Survey reference points,,,,,,,,,,,,,,,
label,Reference - VR 682.21,,,,,,,,,,,,,,,
label,"Acceptance Criteria - To ensure compliance with the tolerances specified in clause 682.20, the Contractor shall install stable and permanent survey reference points on a not more than 5 m (horizontal) by 2 m (vertical) grid covering the whole face of the RSS",,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,
label,Frequency - Each course of panel installation,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,
label,Responsibility - Surveyor/SE,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed-off,,,,,,,,,,,,,,,
checkpoint-status,9 - Traceability of precast units and records,,,,,,,,,,,,,,,
label,Reference - VR 620.09,,,,,,,,,,,,,,,
label,Acceptance Criteria - Unique ID of precast panel is recorded.,,,,,,,,,,,,,,,
label,ATTACH: marked-up elevation drawings or installation record with reference to panel ID,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,
label,Frequency - Each panel,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,
label,Responsibility - SE/PE,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed-off,,,,,,,,,,,,,,,
checkpoint-status,10 - Panels installation - As-built Conformance Survey,,,,,,,,,,,,,,,
label,Reference - IFC Drawings VR 682.06 VR 682.17 VR 682.20,,,,,,,,,,,,,,,
label,Acceptance Criteria - The level and alignment of each course of facing panels shall be checked progressively after placement of each course and prior to placement of the next course to ensure compliance with the dimensional and positional tolerances stated in the design. ,,,,,,,,,,,,,,,
label,The Contractor shall record the results of this checking together with details of any non–conformances and the associated corrective actions,,,,,,,,,,,,,,,
label,– Relative displacement of adjoining smooth panel faces shall not exceed ±15mm measured normal to face of the wall,,,,,,,,,,,,,,,
label,"– Local deviation of the wall face at any location with a 3m straight edge, shall not exceed 15mm",,,,,,,,,,,,,,,
label,– Variation in gap width between facing panels shall not exceed 5mm per meter length and 10mm over the full lenght of the gap,,,,,,,,,,,,,,,
label,– the wall level shall not deviate from the specified level by more than ±20mm,,,,,,,,,,,,,,,
label,– the tolerance of position measured at the top of the wall face shall not excedd 5mm per 1m of wall height,,,,,,,,,,,,,,,
label,– The verticality of the RSS wall facing shall lean backward at a minimum slope of 1(H) in 40 (V),,,,,,,,,,,,,,,
label,○ Above must be checked with Surveyor prior to backfill,,,,,,,,,,,,,,,
label,Attach: Conformance Survey Report,,,,,,,,,,,,,,,
label,"Method - Survey, Measure",,,,,,,,,,,,,,,
label,Frequency - Each course of panel installation,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,
label,Responsibility - Surveyor/PE,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed-off,,,,,,,,,,,,,,,
checkpoint-status,11 - Non-conformance Report (NCR) Closure,,,,,,,,,,,,,,,
label,Reference - MRPA Quality Management Plan,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Ensure that any NCRs pertaining to the lot / element / Work area that this ITP covers, have been closed.",,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,
label,"Frequency - Once, prior to closure of this lot / element / Work area",,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed-off,,,,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,,,,
note,"On behalf of Metropolitan Roads Program Alliance, it is hereby certified that the Works represented by the item of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,,,,,,,,,
textbox,Name:,,,,,,,,,,,,,,,
textbox,Position:,,,,,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,,,,,
signoff,Sign ITP,,,,,,,,,,,,,,,
