resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,step,,,,,,Amb WC 2014,,,,,
Service Log - Thermostatic Mixing Valves (TMV),,checklist,,,,,,,Service Log - Thermostatic Mixing Valves (TMV),,,,
Rough In Checklist     ,,checklist,,,,,,,Rough In Checklist     ,,,,
Fix 2 checklist    ,,checklist,,,,,,,Fix 2 checklist    ,,,,
,,step,,,,,Level 3,,,,,,
,,step,,,,,,Overall Floor Plan,,,,,
Sanitary   ,,checklist,,,,,,,Sanitary   ,,,,
Greasy AG    ,,checklist,,,,,,,Greasy AG    ,,,,
Stormwater AG     ,,checklist,,,,,,,Stormwater AG     ,,,,
Cold Water Checklist    ,,checklist,,,,,,,Cold Water Checklist    ,,,,
Cold Water Checklist    ,,checklist,,,,,,,Non-Potable Cold Water,,,,
Rainwater   ,,checklist,,,,,,,Rainwater   ,,,,
Hot Water  ,,checklist,,,,,,,Hot Water  ,,,,
Hot Water  ,,checklist,,,,,,,Non-Potable Hot Water,,,,
Water Meter Validation    ,,checklist,,,,,,,Cold Water Meter,,,,
,,step,,,,,,Tea Area 3001,,,,,
Rough In Checklist     ,,checklist,,,,,,,Rough In Checklist     ,,,,
Fix 2 checklist    ,,checklist,,,,,,,Fix 2 checklist    ,,,,
,,step,,,,,,Pathology Grossing 3016,,,,,
,,step,,,,,,,Non-Potable Fixtures,,,,
Rough In Checklist     ,,checklist,,,,,,,,Rough In Checklist     ,,,
Fix 2 checklist    ,,checklist,,,,,,,,Fix 2 checklist    ,,,
,,step,,,,,,,Potable Cold Water Fixtures,,,,
Rough In Checklist     ,,checklist,,,,,,,,Rough In Checklist     ,,,
Service Log - Thermostatic Mixing Valves (TMV),,checklist,,,,,,,,Service Log - Thermostatic Mixing Valves (TMV),,,
Fix 2 checklist    ,,checklist,,,,,,,,Fix 2 checklist    ,,,
,,step,,,,,,Pathology Slide Staining 3017,,,,,
Rough In Checklist     ,,checklist,,,,,,,Rough In Checklist     ,,,,
Fix 2 checklist    ,,checklist,,,,,,,Fix 2 checklist    ,,,,
,,step,,,,,,Pathology Accessioning 3018,,,,,
Rough In Checklist     ,,checklist,,,,,,,Rough In Checklist     ,,,,
Service Log - Thermostatic Mixing Valves (TMV),,checklist,,,,,,,Service Log - Thermostatic Mixing Valves (TMV),,,,
Fix 2 checklist    ,,checklist,,,,,,,Fix 2 checklist    ,,,,
,,step,,,,,,WC Acc 3020,,,,,
Rough In Checklist     ,,checklist,,,,,,,Rough In Checklist     ,,,,
Service Log - Thermostatic Mixing Valves (TMV),,checklist,,,,,,,Service Log - Thermostatic Mixing Valves (TMV),,,,
Fix 2 checklist    ,,checklist,,,,,,,Fix 2 checklist    ,,,,
,,step,,,,,,WC Amb 3021,,,,,
Rough In Checklist     ,,checklist,,,,,,,Rough In Checklist     ,,,,
Service Log - Thermostatic Mixing Valves (TMV),,checklist,,,,,,,Service Log - Thermostatic Mixing Valves (TMV),,,,
Fix 2 checklist    ,,checklist,,,,,,,Fix 2 checklist    ,,,,
,,step,,,,,,GN WC 3022,,,,,
Rough In Checklist     ,,checklist,,,,,,,Rough In Checklist     ,,,,
Service Log - Thermostatic Mixing Valves (TMV),,checklist,,,,,,,Service Log - Thermostatic Mixing Valves (TMV),,,,
Fix 2 checklist    ,,checklist,,,,,,,Fix 2 checklist    ,,,,
,,step,,,,,,GN WC 3023,,,,,
Rough In Checklist     ,,checklist,,,,,,,Rough In Checklist     ,,,,
Service Log - Thermostatic Mixing Valves (TMV),,checklist,,,,,,,Service Log - Thermostatic Mixing Valves (TMV),,,,
Fix 2 checklist    ,,checklist,,,,,,,Fix 2 checklist    ,,,,
,,step,,,,,,GN WC 3024,,,,,
Rough In Checklist     ,,checklist,,,,,,,Rough In Checklist     ,,,,
Service Log - Thermostatic Mixing Valves (TMV),,checklist,,,,,,,Service Log - Thermostatic Mixing Valves (TMV),,,,
Fix 2 checklist    ,,checklist,,,,,,,Fix 2 checklist    ,,,,
,,step,,,,,,Cleaner 3025,,,,,
Rough In Checklist     ,,checklist,,,,,,,Rough In Checklist     ,,,,
Fix 2 checklist    ,,checklist,,,,,,,Fix 2 checklist    ,,,,
Service Log - Thermostatic Mixing Valves (TMV),,checklist,,,,,,,Service Log - Thermostatic Mixing Valves (TMV),,,,
Backflow (27/04/2020),,checklist,,,,,,,Backflow (27/04/2020),,,,
Upload Commissioning Sheets,,checklist,,,,,,,Hot Water Generation Unit,,,,
Upload Commissioning Sheets,,checklist,,,,,,,Circulating Hot Water Pump (P-1),,,,
,,step,,,,,,Pathology Bloodbank 3026,,,,,
Rough In Checklist     ,,checklist,,,,,,,Rough In Checklist     ,,,,
Fix 2 checklist    ,,checklist,,,,,,,Fix 2 checklist    ,,,,
,,step,,,,,,Pathology SRA 3027,,,,,
Rough In Checklist     ,,checklist,,,,,,,Rough In Checklist     ,,,,
Service Log - Thermostatic Mixing Valves (TMV),,checklist,,,,,,,Service Log - Thermostatic Mixing Valves (TMV),,,,
Fix 2 checklist    ,,checklist,,,,,,,Fix 2 checklist    ,,,,
,,step,,,,,,Pathology 3028,,,,,
Upload Commissioning Sheets,,checklist,,,,,,,RO Plant,,,,
,,step,,,,,,,Non-Potable Fixtures,,,,
Rough In Checklist     ,,checklist,,,,,,,,Rough In Checklist     ,,,
Fix 2 checklist    ,,checklist,,,,,,,,Fix 2 checklist    ,,,
,,step,,,,,,,Potable Cold Water Fixtures,,,,
Rough In Checklist     ,,checklist,,,,,,,,Rough In Checklist     ,,,
Service Log - Thermostatic Mixing Valves (TMV),,checklist,,,,,,,,Service Log - Thermostatic Mixing Valves (TMV),,,
Fix 2 checklist    ,,checklist,,,,,,,,Fix 2 checklist    ,,,
,,step,,,,,,Pathology Staffroom 3042,,,,,
Rough In Checklist     ,,checklist,,,,,,,Rough In Checklist     ,,,,
Fix 2 checklist    ,,checklist,,,,,,,Fix 2 checklist    ,,,,
,,step,,,,,,Pathology Microbiology 3045,,,,,
,,step,,,,,,,Non-Potable Fixtures,,,,
Rough In Checklist     ,,checklist,,,,,,,,Rough In Checklist     ,,,
Fix 2 checklist    ,,checklist,,,,,,,,Fix 2 checklist    ,,,
,,step,,,,,,,Potable Cold Water Fixtures,,,,
Rough In Checklist     ,,checklist,,,,,,,,Rough In Checklist     ,,,
Service Log - Thermostatic Mixing Valves (TMV),,checklist,,,,,,,,Service Log - Thermostatic Mixing Valves (TMV),,,
Fix 2 checklist    ,,checklist,,,,,,,,Fix 2 checklist    ,,,
,,step,,,,,Level 4,,,,,,
,,step,,,,,,Overall Floor Plan,,,,,
Sanitary   ,,checklist,,,,,,,Sanitary   ,,,,
Greasy AG    ,,checklist,,,,,,,Greasy AG    ,,,,
Stormwater AG     ,,checklist,,,,,,,Stormwater AG     ,,,,
Cold Water Checklist    ,,checklist,,,,,,,Cold Water Checklist    ,,,,
Rainwater   ,,checklist,,,,,,,Rainwater   ,,,,
Hot Water  ,,checklist,,,,,,,Hot Water  ,,,,
Water Meter Validation    ,,checklist,,,,,,,Cold Water Meter,,,,
,,step,,,,,,Beverage Bay 4018,,,,,
Rough In Checklist     ,,checklist,,,,,,,Rough In Checklist     ,,,,
Fix 2 checklist    ,,checklist,,,,,,,Fix 2 checklist    ,,,,
,,step,,,,,,WC Acc 4024,,,,,
Rough In Checklist     ,,checklist,,,,,,,Rough In Checklist     ,,,,
Service Log - Thermostatic Mixing Valves (TMV),,checklist,,,,,,,Service Log - Thermostatic Mixing Valves (TMV),,,,
Fix 2 checklist    ,,checklist,,,,,,,Fix 2 checklist    ,,,,
,,step,,,,,,Gn WC 4025,,,,,
Rough In Checklist     ,,checklist,,,,,,,Rough In Checklist     ,,,,
Service Log - Thermostatic Mixing Valves (TMV),,checklist,,,,,,,Service Log - Thermostatic Mixing Valves (TMV),,,,
Fix 2 checklist    ,,checklist,,,,,,,Fix 2 checklist    ,,,,
,,step,,,,,,WC Amb 4026,,,,,
Rough In Checklist     ,,checklist,,,,,,,Rough In Checklist     ,,,,
Service Log - Thermostatic Mixing Valves (TMV),,checklist,,,,,,,Service Log - Thermostatic Mixing Valves (TMV),,,,
Fix 2 checklist    ,,checklist,,,,,,,Fix 2 checklist    ,,,,
,,step,,,,,,Gn WC 4027,,,,,
Rough In Checklist     ,,checklist,,,,,,,Rough In Checklist     ,,,,
Service Log - Thermostatic Mixing Valves (TMV),,checklist,,,,,,,Service Log - Thermostatic Mixing Valves (TMV),,,,
Fix 2 checklist    ,,checklist,,,,,,,Fix 2 checklist    ,,,,
,,step,,,,,,Staff Prop Bay 4030,,,,,
Rough In Checklist     ,,checklist,,,,,,,Rough In Checklist     ,,,,
Service Log - Thermostatic Mixing Valves (TMV),,checklist,,,,,,,Service Log - Thermostatic Mixing Valves (TMV),,,,
Fix 2 checklist    ,,checklist,,,,,,,Fix 2 checklist    ,,,,
,,step,,,,,,Bio Hazard 4033,,,,,
Rough In Checklist     ,,checklist,,,,,,,Rough In Checklist     ,,,,
Fix 2 checklist    ,,checklist,,,,,,,Fix 2 checklist    ,,,,
Backflow (27/04/2020),,checklist,,,,,,,Backflow (27/04/2020),,,,
,,step,,,,,,Aseptic Manufacture 4038,,,,,
Rough In Checklist     ,,checklist,,,,,,,Rough In Checklist     ,,,,
Fix 2 checklist    ,,checklist,,,,,,,Fix 2 checklist    ,,,,
Backflow (27/04/2020),,checklist,,,,,,,Backflow (27/04/2020),,,,
,,step,,,,,,Preparation Area 4039,,,,,
Rough In Checklist     ,,checklist,,,,,,,Rough In Checklist     ,,,,
Service Log - Thermostatic Mixing Valves (TMV),,checklist,,,,,,,Service Log - Thermostatic Mixing Valves (TMV),,,,
Service Log - Thermostatic Mixing Valves (TMV),,checklist,,,,,,,Service Log - Thermostatic Mixing Valves (TMV),,,,
Fix 2 checklist    ,,checklist,,,,,,,Fix 2 checklist    ,,,,
,,step,,,,,,Cln Rm 4040,,,,,
Rough In Checklist     ,,checklist,,,,,,,Rough In Checklist     ,,,,
Service Log - Thermostatic Mixing Valves (TMV),,checklist,,,,,,,Service Log - Thermostatic Mixing Valves (TMV),,,,
Fix 2 checklist    ,,checklist,,,,,,,Fix 2 checklist    ,,,,
,,step,,,,,,Cln Rm 4041,,,,,
Rough In Checklist     ,,checklist,,,,,,,Rough In Checklist     ,,,,
Service Log - Thermostatic Mixing Valves (TMV),,checklist,,,,,,,Service Log - Thermostatic Mixing Valves (TMV),,,,
Fix 2 checklist    ,,checklist,,,,,,,Fix 2 checklist    ,,,,
,,step,,,,,,Non-Aseptic Prep 4050,,,,,
Rough In Checklist     ,,checklist,,,,,,,Rough In Checklist     ,,,,
Service Log - Thermostatic Mixing Valves (TMV),,checklist,,,,,,,Service Log - Thermostatic Mixing Valves (TMV),,,,
Fix 2 checklist    ,,checklist,,,,,,,Fix 2 checklist    ,,,,
,,step,,,,,,Pharmacy Dispensary 4052,,,,,
Rough In Checklist     ,,checklist,,,,,,,Rough In Checklist     ,,,,
Service Log - Thermostatic Mixing Valves (TMV),,checklist,,,,,,,Service Log - Thermostatic Mixing Valves (TMV),,,,
Fix 2 checklist    ,,checklist,,,,,,,Fix 2 checklist    ,,,,
,,step,,,,,Level 5,,,,,,
Sanitary   ,,checklist,,,,,,Sanitary   ,,,,,
Stormwater AG     ,,checklist,,,,,,Stormwater AG     ,,,,,
Cold Water Checklist    ,,checklist,,,,,,Cold Water Checklist    ,,,,,
,,step,,,,,Parapet Level,,,,,,
Stormwater AG     ,,checklist,,,,,,Stormwater AG     ,,,,,
