"Warnings","Id","Type","Name","Values","Prompting Name","Prefix","Postfix","Usage Count","Resource Id"
"","1b94b7b3-d78d-5fe0-a410-695b548db0a5","textbox","Street address (number, street, suburb and postcode)",,,,,,
"","b047ab88-672c-5354-9f07-f576d55de7fc","textbox","Water authority property service / installation number",,,,,,
"","8fe81aa1-4807-5c3d-bf39-413322388800","textbox","Water meter number",,,,,,
"","41c89a87-344d-4483-b420-2ee085590421","checkpoint","Type of test",,,,,,
"","23383302-5c47-5569-9140-237a7aa6a54b","tickbox","Commissioning of new device",,,,,,
"","33e75c72-2c8f-5468-b7db-82873ea2bc22","tickbox","Replacement",,,,,,
"","3f3c46ef-5c6d-53c2-b48e-4cac5da226f7","tickbox","Annual",,,,,,
"","02203c6f-c974-5ffa-8015-d1f6a5c3fec3","tickbox","Repairs",,,,,,
"","c67e7664-4430-53e4-82f0-e869b434a762","tickbox","Decommission",,,,,,
"","5cea0ddf-9439-43a0-ba57-d77c53dc7ade","checkpoint","Backflow prevention device location",,,,,,
"","bc93848d-2209-5b99-8736-1c134f99f3d1","textbox","Location of device (eg: Northwest side of building @ FHR external)",,,,,,
"","6cabc185-5494-5e92-bf5c-ab3779c33e8f","textbox","Mains pressure (kPa)",,,,,,
"","3b563167-8613-567f-9c84-21fcc76a107f","textbox","Time and date of test",,,,,,
"","a71d8cdc-c2dd-4816-a7ac-dfb13dda61fb","checkpoint","Main device",,,,,,
"","ce92db6f-7996-5db9-b60f-399723135789","tickbox","RPZD (E)",,,,,,
"","65c1d2fd-6db4-5d05-9b63-0ec90b15a379","tickbox","DCV (F)",,,,,,
"","a97d1700-4e5e-5170-b99a-c2194eae3733","tickbox","SCVT (I)",,,,,,
"","ab57c716-c21a-531a-ab39-e2a8dd99aa2b","tickbox","Containment",,,,,,
"","880ff7d4-3b60-5e0e-a837-91681e883e0f","tickbox","Zone",,,,,,
"","f1538b54-f31f-5bf9-99e0-5a61560a0de4","tickbox","Individual",,,,,,
"","d7ba4dac-6ba2-56e6-babc-4d750a1d320a","textbox","Make",,,,,,
"","5c1b90d5-e4f6-577e-b9e4-4645fc8d95b5","textbox","Size mm",,,,,,
"","f5fa4c2d-3773-5d49-9348-df62d1859dc0","textbox","Model",,,,,,
"","6e640134-a5bd-54f5-b889-204e7b2cfd0a","textbox","Serial number",,,,,,
"","9044c0b1-5863-52ba-86ea-abd27d142f96","button","Cleaned strainer","Yes,No,N/A",,,,,
"","9e222735-0723-59b9-b152-12e4d52b778c","button","Upstream IV","Leaked,Tight",,,,,
"","77a91dc9-22fd-55b2-9999-f2cede04a8fa","button","Downstream IV","Leaked,Tight",,,,,
"","3e0cefe9-185a-5fa9-8282-08ce1d27d39c","textbox","Check valve #1 (kPa)",,,,,,
"","7edd708a-793f-53c9-944a-046c2861d17b","textbox","Check valve #2 (kPa)",,,,,,
"","4615df86-9d15-57fd-a2fd-9188d0855d59","textbox","Relief valve opened",,,,,,
"","395f5d14-0d8a-4fdf-93b8-7b5391a70f4a","checkpoint","Device installation notes",,,,,,
"","d212f442-a57c-5605-85a3-9d6c827cd42d","button","Isolating padlocks installed","Yes,No",,,,,
"","8fed1a6d-1cfe-556b-868c-8b9d40a32809","button","Installation complies with AS/NZS 3500.1","Yes,No",,,,,
"","ea551c08-068b-4282-b08b-f9c6a6a2f227","checkpoint","Test kit",,,,,,
"","2415e464-329e-5614-bb34-0958a22ed376","textbox","Test kit serial number",,,,,,
"","190ee41f-809b-5ee5-bd9b-95b78efbc212","date","Date last calibrated",,,,,,
"","ecee7d0b-d63d-4006-be6d-452048fbefba","checkpoint","Authorised testers details",,,,,,
"","3b47a8ae-f865-56f0-806b-8f728227d246","textbox","Testers name",,,,,,
"","a44c2469-b8df-59ae-8cd7-96bcac44dd8b","textbox","Registration licence number",,,,,,
"","ef3c5f3e-127d-594e-8485-14498eef5950","textbox","Phone number",,,,,,
"","fee2cffa-fdb1-4f40-a63d-29e18d8290ec","checkpoint-no-value","Licence person",,,,,,
"","d64f8e1f-e690-5b1b-82e7-cc4818418326","note","Full company name - Geschke plumbing",,,,,,
"","ef2e3871-8cf9-5560-89a8-e881851532e5","note","Licensed tester name – David Geschke",,,,,,
"","37bb3539-a73b-5523-be97-8db7ee92e765","note","Licence number -50043",,,,,,
"","2111bad7-766e-44d1-9c76-c53708addf48","checkpoint","I hereby state that the information provided in this form is a true and accurate record. I have tested the above device/s in accordance with AS/NZS 2845.3:2020",,,,,,
"","4d719cd7-5321-5889-ab31-a1835f068fbc","note","Note: Failed devices must be repaired and retested within 20 business days as per the Water (Estimation, Supply and Sewerage) Regulation 2014.",,,,,,
"","4a123522-a371-5e1f-bacf-20daec810ba2","textbox","Signature licenced plumber",,,,,,
"","8d05729b-6640-5b94-a2b8-b061f03f8352","date","Date",,,,,,
"","da9659f0-a7a2-5534-b6ca-c426e027d116","textbox","Signature tester",,,,,,
"","2c77f3b1-eef6-51d8-a808-4d4f0d0df6a1","date","Date",,,,,,

"","29e85704-15f4-45e1-aa0a-c1c80d160c16/2","checklist-flat","GPL QA 6 - Quality Control Pressure Test Report (CNRM)","","QA 6 - Pressure Test #",,,0,"822bae3a-1527-4943-970a-7b7c16ad0930"
"","113ed0a7-02ab-45e3-98e3-a912f130bd87","checkpoint","Quality Control Pressure Test Report:",,,,,,
"","051833c0-d828-55cb-bd3a-295bf2ec450e","textbox","Drawing No.:",,,,,,
"","3f1c71e8-017a-5454-87e6-aa06385c9645","textbox","Rev.:",,,,,,
"","4c88cdf4-804e-5c38-a2d6-d148b42ed196","button","Test:","Air, Water",,,,,
"","516ab3e2-4ca8-5170-8733-c1577f68d1b8","textbox","Section",,,,,,
"","6bd6856b-ce54-5c2b-9250-7fabf9f5e32f","textbox","From",,,,,,
"","3dd04f38-7167-5246-b25e-bfd51dd3fed6","textbox","To",,,,,,
"","c23827ae-a5b3-5051-9f75-39d36d7c28f8","note","Specified System Working (500 kPa)",,,,,,
"","28045d9b-c572-43c2-8ee6-10c9df871125","checkpoint","Specified System Test:",,,,,,
"","d0c4b2a8-e8b7-54b2-b0fe-400e0ac031d3","textbox","Pressure (1500 kPa)",,,,,,
"","64d6538e-fda9-5a8a-a4c1-b32243784777","textbox","Duration (2 HRS)",,,,,,
"","8e941c48-aabf-44f0-baf9-2c866ba8af64","checkpoint","1st Reading",,,,,,
"","bb1127aa-8287-5c46-8edf-6d369c183336","textbox","Time",,,,,,
"","23be1de7-f15b-522b-b6c4-59d464c5a16e","textbox","KPA",,,,,,
"","e8af7a90-b785-5081-be19-c3a00a25b8c4","textbox","Ambient Temp",,,,,,
"","8e8fef73-0452-4d58-baca-8c9658465e4b","checkpoint","2nd Reading",,,,,,
"","5a945a48-e043-5008-81e0-15cb2722afdb","textbox","Time",,,,,,
"","aaf76542-229d-523a-bc78-169bd423bfc1","textbox","KPA",,,,,,
"","baef6a07-6769-5823-99fe-177b3e84bb34","textbox","Ambient Temp",,,,,,
"","de25a7b0-476b-4f7a-86f3-95a5ea16413b","checkpoint","Test Result - Passed?",,,,,,
"","c1e783e5-b505-50ee-82cd-976c6baafa21","textbox","Repeat",,,,,,
"","627239ce-4e1f-5bd0-8952-6ff14cd6ad69","note","Company: Geschke Group",,,,,,
"","93aff65f-8183-5dc5-bc5a-3d614b81245e","note","Phone: 03 9798 1619",,,,,,
"","f5119d99-9ac2-587d-bcb2-c82eb5c3d065","note","Address: 45 Pacific Drive, Keysborough",,,,,,
"","b4561904-4946-52b5-bd29-5cf0cee0ae58","note","Project: Centre for National Resilience Project - Melbourne",,,,,,
"","bf762d1c-7c93-5397-bac3-3b155ca0b8f2","note","Principal: Multiplex Constructions",,,,,,
"","98c79697-096d-4f0b-a3eb-64db759df8fd","checkpoint","Foreman/QA Officer Sign-Offs completed - Click to Attach Signature(s) below",,,,,,
"","ff0a7291-1aca-5c08-9741-7f7859d905f0","button","Geschke Group Signature Sign-Off added below","Yes, No",,,,,
"","5af96a66-3772-5957-ae10-3ecdcd385bc0","button","Principal Contractor Representative Sign-Off added below","Yes, No",,,,,

"","90a32296-c236-46f9-bdad-7afdc3cc9d4f/2","checklist-flat","GPL QA 8 - Below Ground Pipework Checklist - Sewer (CNRM)","","QA 8 - BGS00#",,,0,"112db953-fd6d-4e7d-b577-418e66b5aa1b"
"","9c04fcea-cb57-4c4b-b820-89ba070fd131","checkpoint","Principal Contractor Permits Issued",,,,,,
"","8ccd11ee-b90c-48b0-8e00-3624f4332b3d","checkpoint","Set out pits trench depths and runs.",,,,,,
"","94c74e81-f94a-5ffa-82b3-4ac046c72f4a","textbox","Drawing & Revision  # (or Attach photo below)",,,,,,
"","254f0294-bc63-519a-8ff6-b7b0f9302bf3","textbox","Survey setout completed by:",,,,,,
"","0ce6ed72-a6c8-5b20-9d1b-8d2141922183","textbox","Manhole Coordinates - enter Eastings & Northings",,,,,,
"","b9a077c0-3398-5522-b13f-e0be13de716f","textbox","Starting IL established - enter IL",,,,,,
"","53242941-a47e-5a04-9bec-e7cca2b5ff79","button","Survey confirmed drain started at correct IL","Yes, No",,,,,
"","2e7c2cba-7669-5787-824c-fe6fefc058de","button","Drawings attached","Yes, No",,,,,
"","0f623a27-b992-45b5-8d58-c041ad0bd6a2","checkpoint","Pipes and fittings comply with relevant Authority and Specification.",,,,,,
"","3803bd15-8842-5ec0-94a4-96397169f497","note","Spec#: AS3500",,,,,,
"","ed1f1a09-88b1-58cb-9da1-650bb24d82af","textbox","Materials used:",,,,,,
"","38321f98-f746-5abc-91be-0216a94bb7f7","button","Approved by Principal","Yes, No",,,,,
"","8f23d861-0c55-423c-9984-ff8436dc81a5","checkpoint","Bedding material, placement and compaction meets specification.",,,,,,
"","35823503-264d-5c95-b51a-15a3c716bbcf","note","Spec#: AS3500",,,,,,
"","0e21f475-bb39-5885-a22c-b7b6c18e44f9","note","7mm Q-Minus Bedding",,,,,,
"","1e0a8dd5-b437-4331-b7e2-9fdd194333cf","checkpoint","Laying and jointing of pipes - RL and fall",,,,,,
"","bd01fe56-24f5-5377-b58f-dbcd80f4b103","button","PVC pipe with Rubber push fit jointing","Yes, No",,,,,
"","23cc0248-cbac-5b53-9b42-adcc8af1e638","button","Fall achieved (1:200 required)","Yes, No",,,,,
"","710b674b-9ae3-44d1-9164-aaee7d126eff","checkpoint","Connections to pits and existing services as per spec and Australian Standards",,,,,,
"","da4f89be-03d2-4b27-8a2f-3d89f7685dc8","checkpoint","Hydrostatic tests are carried out as required.",,,,,,
"","c4144c95-faf0-53ba-9ef7-475b694a1f5c","button","Air or Water?","Water, Air",,,,,
"","1859611a-103e-57b2-8edf-378cc57b25d2","note","Inspected and recorded by Independent Certifier or PIC",,,,,,
"","8e1be76e-c2db-4481-83be-733ae05c5411","checkpoint","Mirror tests completed",,,,,,
"","e8582c5c-3890-5625-9ad0-0951839d2af4","textbox","Independent testing company:",,,,,,
"","f2776431-47aa-5e24-a01a-eaf3b9ad1af8","button","Inspection report attached","Yes, No",,,,,
"","6643120b-6fad-485e-8737-b0de1075dff6","checkpoint","Placement and compaction of backfill and material meets spec - attach applicable reports below",,,,,,
"","c5d4c043-2d66-564e-af33-92330a699557","tickbox","Civil specification 13.4: Trench Backfill Service trenches shall be backfilled with General Fill (Type B Material) compacted to 98% SDDR within 500mm below the Subgrade Level and to 
95% SDDR below this depth in pavement areas. 
The moisture content of the compacted material shall be within 0% and +3% of SOMC.",,,,,,
"","42ead38c-253f-5fed-ad28-2c25ffbce6b2","tickbox","5% Stabilised Sand",,,,,,
"","dc3ac396-f569-533b-8121-bcc1f0051bb5","textbox","Compaction testing completed by:",,,,,,
"","3b79353f-d2f0-57e8-aab9-d5f41ce1ce08","button","Compaction report attached","Yes, No",,,,,
"","20a4a03c-ac9e-444b-8b10-077be7c69dd7","checkpoint","Temporary cover provided to open drain.",,,,,,
"","9faf3d0f-0d31-4497-9c09-8eaaf2a68b6f","checkpoint","PVC/ Plastic caps to open ends",,,,,,
"","6c8fc3eb-84e7-4eff-af99-a8d6a0530c90","checkpoint","As built information updated onto drawings",,,,,,
"","a530020f-1b97-549d-a8d9-d4e4a354f477","button","Drain installed as per nominated drawing","Yes, No",,,,,
"","21c7fe6e-6da6-5ffb-9b72-e89c7d17fca3","button","Invert levels checked by independent surveyor","Yes, No",,,,,
"","8d454213-8c40-5a7d-ba51-861d1127d644","note","As Built drawings to be updated as required",,,,,,
"","c71cb6f5-3109-4d82-bcb7-e349b08653d7","checkpoint","Work(s) completed to specification/drawings & Area left clean/tidy",,,,,,
"","9c48bf7d-734b-5b8f-840e-abb6c2fffc88","note","FINAL SIGN OFF - Pass when work completed and signed off by Geschke Supervisor",,,,,,
"","a63175ad-7b45-55e8-b6bc-625f3689f22b","note","Company: Geschke Group",,,,,,
"","9af93cf5-cda1-5ddb-ad56-10088992e4bc","note","Phone: 03 9798 1619",,,,,,
"","2acd112f-f7f7-54cc-a424-0a01a5e60c8d","note","Address: 45 Pacific Drive, Keysborough",,,,,,
"","6134e066-2e40-5961-b93c-caa3ee914894","note","Project: Centre for National Resilience Project - Melbourne",,,,,,
"","85776876-e27b-57ae-b67a-a2139a60ace1","note","Principal: Multiplex Constructions",,,,,,
"","c2da1d4d-dc24-4d10-b356-613d283b9b8a","checkpoint","Foreman/QA Officer Sign-Offs completed - Click to Attach Signature(s) below",,,,,,
"","4627f9eb-3565-5c01-bc63-81473ba55986","button","Geschke Group Signature Sign-Off added below","Yes, No",,,,,
"","e59a161d-3655-5713-9c75-46aff7d4b825","button","Principal Contractor Representative Sign-Off added below","Yes, No",,,,,

"","47614680-771c-4e20-959a-c0e5bc4b696d/2","checklist-flat","GPL QA 8 Below Ground Pipework Checklist - Water, Recycled Water and Fire (CNRM)","","QA 8 - W/RW/F-00#",,,0,"0840ee98-cbaf-42bb-bb70-70068f018736"
"","7b0240ef-103f-4b57-8961-c548b5e2c373","checkpoint","Principal Contractor Permits Issued",,,,,,
"","69cb9495-0c8c-4259-85b5-3df8b7d4d743","checkpoint","Set out of trench depths and runs",,,,,,
"","50c368e2-e267-595e-916c-6e77c973ffed","textbox","Drawing & Revision # (or Attach photo below)",,,,,,
"","ee172f10-30ea-5fd6-aefc-1d32c9cc0e46","textbox","Survey setout completed by",,,,,,
"","e6275d93-0cbe-50b2-9f34-15f21fe44c66","button","Drawings attached","Yes, No",,,,,
"","2f82bec6-f134-46a1-b45a-271618122458","checkpoint","Pipes and fittings comply with relevant Authority and Specification",,,,,,
"","f1002e73-0ff8-5dd2-89c5-1ea70c2c4b99","note","Spec#: AS3500",,,,,,
"","8b62a0c7-b7ec-5427-b0f8-2fc82279d6ab","textbox","Materials used",,,,,,
"","8943f3c8-4d92-5c2b-a829-9fe29eed384a","button","Approved by Principal","Yes, No",,,,,
"","5eedc096-b2c4-477a-9b9f-ae323ce2c297","checkpoint","Bedding placement and compaction and material meets specification",,,,,,
"","52c24082-91b7-5489-8ffc-c9d211af5440","note","Spec#: AS3500",,,,,,
"","3f558930-55e6-5fe0-a95a-d97a30badb7e","note","Packing sand encased pipe",,,,,,
"","e48a2384-c40c-4908-a35b-c8de805b4dd9","checkpoint","Jointing of pipes",,,,,,
"","bed56ccc-3194-52c7-b693-0fcc79ce1a2f","note","If either of below are selected, please reference the ITP/Attach below - As applicable",,,,,,
"","5dddb535-0148-5c4b-9da2-f0edb4ce429e","tickbox","Electrofusion GPL QA 16 form",,,,,,
"","91b13bb7-8bfd-59ee-9e69-16e4ae3b1501","tickbox","Butt Welds GPL QA 25 form",,,,,,
"","780ecc4c-503c-42a1-8d40-21e300238117","checkpoint","Connections to pits and existing services as per spec and Australian Standards",,,,,,
"","204b6f67-ae61-492a-a8c5-311b7d5fe1ca","checkpoint","Testing of pipes are carried out as required",,,,,,
"","5a2b08bc-3f5a-5cb3-ab1f-7ac0ddbdea9a","note","If  below is selected, please reference the ITP/Attach below - As applicable",,,,,,
"","6c2403fb-a2be-5f1f-8a53-2204428a9c8a","tickbox","Water system hydrostatic test",,,,,,
"","849a8533-f3af-5436-b95c-ba0574e1f182","tickbox","Fire system test completed by Independent tester",,,,,,
"","b73f0b8c-3c04-4572-bcc5-cf92b485d95f","checkpoint","Additional service within trench",,,,,,
"","55927916-04c9-57fc-9bb6-63901dd4d8bc","button","Are there other services to be installed in this trench?","Yes, No",,,,,
"","236cf1c2-5cdc-5df9-967c-2bdac58479d9","button","If Yes have these services been installed prior to backfill of trench?","Yes, No",,,,,
"","f1ddb8d7-5f4e-4ac2-bca8-7724fc5dcf0e","checkpoint","Placement and compaction of backfill and material meets spec - attach applicable reports below",,,,,,
"","0060e49b-66d3-5fce-92d2-fd4219b9df37","tickbox","Civil specification 13.4: Trench Backfill Service trenches shall be backfilled with General Fill (Type B Material) compacted to 98% SDDR within 500mm below the Subgrade Level and to 
95% SDDR below this depth in pavement areas. 
The moisture content of the compacted material shall be within 0% and +3% of SOMC.",,,,,,
"","5357a94b-b5d6-5032-bf6a-f547b524dd31","tickbox","5% Stabilised Sand",,,,,,
"","7c195169-860b-52b6-859b-9deb3343bdb7","note","Detectable marker tape",,,,,,
"","49893239-9f7c-48f9-9e5c-fb7a0e9ff9d6","checkpoint","Temporary cover provided to open drain",,,,,,
"","29591423-387c-444e-bb87-116094b941dc","checkpoint","PVC/ Plastic caps to open ends",,,,,,
"","625409b1-e527-4869-9343-36594697aee1","checkpoint","As built information updated onto drawings",,,,,,
"","08501715-e012-50ec-a64c-2c6a44049958","note","Ongoing",,,,,,
"","d2ace5d9-1555-5a52-93b3-28ddd404947b","note","To be provided",,,,,,
"","d8efb9a9-71b7-49e1-8409-1522df1be61f","checkpoint","Work(s) completed to specification/drawings & Area left clean/tidy",,,,,,
"","fbda63b9-65ab-59e8-9f51-ac780beee1e9","note","FINAL SIGN OFF - Pass when  work completed and signed off by Geschke Supervisor",,,,,,
"","a7ba52d3-362f-55aa-a696-553a38adaf28","note","Company: Geschke Group",,,,,,
"","3effaf47-2728-5f84-ba24-8add9156f65a","note","Phone: 03 9798 1619",,,,,,
"","ec9f75eb-53c1-5118-b321-8a24d3e9e5b0","note","Address: 45 Pacific Drive, Keysborough",,,,,,
"","ac50fdf2-d5ab-53aa-8790-cdffadaf56b6","note","Project: Centre for National Resilience Project - Melbourne",,,,,,
"","c986ec2b-0907-53b2-a369-238937f254a0","note","Principal: Multiplex Constructions",,,,,,
"","91cb7ef7-50cb-45b0-8a14-8c800fe33873","checkpoint","Sign-Offs completed - Click to Attach Signature(s) below",,,,,,
"","7ed2b8ff-0f3a-5ad0-bc78-414806752c3b","button","Geschke Group Supervisor Sign-Off added below","Yes, No",,,,,
"","7f06b819-7cf8-5f66-9542-144730c66932","button","Principal Contractor Representative Sign-Off added below","Yes, No",,,,,

"","fd90a6d7-1614-4fa6-86de-5a772b1699b0/2","checklist-flat","GPL QA 16 - PE Electrofusion Welding - Field Operational Sheet (CNRM)","","QA 16 - EF00#",,,0,"7f70c8d5-0cff-40ed-a3fb-38a25545124f"
"","a429d506-4b9e-4766-8150-88b124128b5f","checkpoint","Operator Details",,,,,,
"","097ec0d3-af79-52b5-a2c0-ce18b2b6545c","textbox","Name",,,,,,
"","de6205d8-cc62-5001-ac3e-29ca4b3c8bef","textbox","ID No.",,,,,,
"","f92140c3-99fc-54cb-a8bc-30e972c8287e","textbox","Company",,,,,,
"","bbd8f567-a299-50c4-b574-42d9ca170337","textbox","Address",,,,,,
"","1901f913-23e4-423b-b75f-ef1ca708febc","checkpoint","Welding Machine Details",,,,,,
"","177d147a-7091-5ffe-a940-cdfb71abd639","textbox","Manufacturer",,,,,,
"","e121c23a-9303-5f86-bb6a-a1f034ee6693","textbox","Type/Model",,,,,,
"","8e41462d-dcd9-5212-aa03-e596653b2843","textbox","Serial Number",,,,,,
"","f59779f6-bda6-5b9d-9356-5b7af1522a1d","textbox","Year Built",,,,,,
"","571e17ec-72f8-482a-a020-c73f7f58ea0d","checkpoint","Actual Pipe Size",,,,,,
"","8d0e5696-0801-5a52-9e4a-155d1c29fc6e","textbox","Type",,,,,,
"","53b764cc-6339-5609-b20e-ab314dcdf4e9","textbox","Brand",,,,,,
"","6e1f364a-2fdc-572f-838d-7d99dcf4965d","textbox","En",,,,,,
"","7adfaf7d-3eb6-5215-b3e2-789c9aa2cff2","textbox","OD",,,,,,
"","b9c69a5f-5397-511d-a582-9ce3a10b4f2e","textbox","Ovality %",,,,,,
"","3d5765a8-5150-48ae-83d7-b6188b961ea3","checkpoint","Fitting Data",,,,,,
"","0f7431b4-8f84-51ce-97b6-df4097d2a549","textbox","Brand",,,,,,
"","d503c2e6-8ad9-5bd3-96f0-716baf2a4696","textbox","Type (Coupling, Tee, Reducer etc.)",,,,,,
"","8b02ed72-2e04-4796-94e2-f9f9b1471ff3","checkpoint","Unit Setting",,,,,,
"","47785593-5b30-5119-80f9-462a82573a7e","textbox","Manual",,,,,,
"","e1436d7b-3589-5545-8fd6-7c2476e51867","textbox","Automatic",,,,,,
"","95f22543-11d6-4dc1-aec8-39b9b9f2389b","checkpoint","Preparation",,,,,,
"","c950d7f3-d89c-5719-bce4-d67a9b387a1c","textbox","Cleaned and Peeled",,,,,,
"","2584d68e-bbb6-5897-917d-d756d3b70386","textbox","Pipe/Fitting Clamped",,,,,,
"","140a465b-191f-4847-a7db-9e4d79dcec71","checkpoint","Welding Times",,,,,,
"","0d6d9215-7c1e-5786-b59b-10a44cf69842","textbox","Joining Seconds",,,,,,
"","0714e89f-63bd-5d5a-bfc9-ebff1405eb1b","textbox","Cooling Minutes",,,,,,
"","7293a5a3-a569-41d5-a874-bf457cb44098","checkpoint","Conditions",,,,,,
"","564224b1-45f2-5473-8886-2f071d244cc1","textbox","Ambient Temp",,,,,,
"","2cb26253-71a8-5b0d-81ea-7f2ed705c084","textbox","Weather",,,,,,
"","70bcd800-1461-5128-bfc6-07899cb8ee1c","textbox","Preventive Measures",,,,,,
"","34a1aa13-dbcb-478d-8c83-128b5bd1be6c","checkpoint","Power",,,,,,
"","33f0f21b-b023-52cd-b112-2c1ec45f8b6a","textbox","Mains",,,,,,
"","0358a0b3-4bc9-5d5e-aa37-6f2da020b627","textbox","Gen Set",,,,,,
"","01d9e7e7-8822-4383-8f8c-6e0d5eaee833","checkpoint","Operator Sign Off",,,,,,

"","a2f4f9f8-a6e5-48c8-998b-60ba45d8305e/2","checklist-flat","GPL QA 25 - Butt Welding Checklist (CNRM)","","QA 25 - BW00#",,,0,"6b8d7717-9b56-4d9a-82ee-9106a64ab051"
"","8ffe63b3-f3ca-4437-b670-70aa19bc8767","checkpoint","Operator Details - Pass once entered",,,,,,
"","44d7c879-1d1a-5b36-b0e9-6207dfc67732","note","Supervisor sign off at completion of ITP after weld #16",,,,,,
"","b23ef399-68aa-5c16-9c8e-e8b3e4f29083","textbox","Name",,,,,,
"","40169759-b361-5c48-bf70-c44b29a25c42","textbox","Certification Number",,,,,,
"","d2579031-f37c-4b3f-82cd-3bf1002f69f4","checkpoint","Welding Machine Details",,,,,,
"","edd088c2-967e-5e92-84a2-f8a4a225a6d6","textbox","Manufacturer",,,,,,
"","f370b8e3-6a6d-5991-9f8e-c7f63001dd2f","textbox","Type/Model",,,,,,
"","b4f3092a-be96-5caf-9e29-184f50161a40","textbox","Serial Number",,,,,,
"","48fdf86f-5376-51ba-8147-93525b93b994","textbox","Year Built",,,,,,
"","a3a7e373-e72e-44be-97a1-c8a04e07330d","checkpoint","Pipe / Material Details - Pass once entered",,,,,,
"","09b9736d-5f8c-54f3-aa47-c5097f710adb","textbox","Dn (OD)",,,,,,
"","be5a7d47-f2c2-58d7-8913-7956418bd66e","textbox","SDR",,,,,,
"","ffd297a6-e2db-5df8-b9f8-e0709b71ba58","textbox","En",,,,,,
"","80d6854c-ea34-53b0-a3f8-685ba4a15523","textbox","Type",,,,,,
"","bee7aa58-5514-5354-a0be-d2bc9fdd8f6f","textbox","Parameter",,,,,,
"","edd086df-c691-532c-90e7-47dce1b3c2b2","textbox","SLP",,,,,,
"","9f2761aa-8a73-5515-b310-d91badbb3e05","textbox","SHP",,,,,,
"","99104fb6-6fd5-46f6-860a-0a3dc77903b3","checkpoint","Weld #1",,,,,,
"","bc9699dc-d883-5094-9413-e1b5f91e0284","textbox","Time",,,,,,
"","a5f789cc-0b93-5d51-894c-78351e87151a","textbox","Ambient C",,,,,,
"","d3862185-3d9f-5cbf-97d9-425b3e7f438f","textbox","Heater Plate °C",,,,,,
"","3022b20b-c03d-50ca-9dbf-a87820c5e367","textbox","Drag Pressure",,,,,,
"","2a86c27c-dcec-52ac-9eff-888cd9c6366a","textbox","Bead Up: P1 (Kpa/Bar)",,,,,,
