"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"5f4a45ef-cd55-4fd9-8c6a-45ecc7b2cb6d","","fail","","folder","TRUE","FALSE","Site QA"
"814870b6-b7cc-4989-8267-435bbe94e0ef","","work-in-progress","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1"
"d7c2e6e4-dbf9-4bb5-99a8-4b06e4084056","","pass","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine"
"f8d6b573-5821-475c-9872-8161427a810f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","CFA Piling"
"ef138f94-23cf-457e-beed-667345ecd4c7","","no-status-not-started","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Screw Piles"
"62049bc3-0062-44f3-8d4d-b6acabd0758d","","no-status-not-started","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Precast Panels"
"2e19cc1e-20e5-4913-8ee3-f78bc93237ff","","pass","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete"
"7a7e7d5b-7d52-4b62-b6ae-ece85e7a7718","","pass","HPP-UGL-CIV-GN-GEN-ITP-015 FRP (structures) - Rev.2","checklist","FALSE","FALSE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit"
"83330a30-3dd0-52a0-be7c-73ca8c0e77ee","","pass","","section","FALSE","FALSE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","1.0 Preliminaries"
"944963d3-4c03-5f25-a507-a52d23065c8c","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","2.0 Excavation and Pipe Laying","2.4 - Foundation Inspection"
"b7765b8e-8263-5f78-a4d8-8fdd518835eb","","not-applicable","","signoff","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","2.0 Excavation and Pipe Laying","AUTHORITY HOLDPOINT"
"b312c46b-0d02-5ca1-a429-3a750a98a8d4","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","2.0 Excavation and Pipe Laying","2.5 - Blinding"
"3b26fae2-075a-51a8-954e-21e0a9c6c995","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","2.0 Excavation and Pipe Laying","2.6 - Mating Concrete Surface Preparation"
"38321d23-ee2d-51d4-bb27-e27300ab9c1b","","pass","","section","FALSE","FALSE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","3.0 Installation of Cast In-situ Structures"
"166fca0b-5207-5dc1-8995-fc38270619f6","","pass","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","3.0 Installation of Cast In-situ Structures","3.1 - Formwork"
"3990388c-7f2a-5255-8026-25216caed66e","","pass","","signoff","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","3.0 Installation of Cast In-situ Structures","AUTHORITY HOLDPOINT"
"092c96b4-b026-52d5-b631-8f9820436fa7","","pass","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","3.0 Installation of Cast In-situ Structures","3.2 - Steel reinforcement"
"048f403f-e764-5878-9b21-bf183e6a0c48","","pass","","signoff","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","3.0 Installation of Cast In-situ Structures","AUTHORITY HOLDPOINT"
"90fbf82f-08da-512b-a286-059a5b2a5f3f","","pass","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","3.0 Installation of Cast In-situ Structures","3.3 - Reinforcement Splice Lengths"
"1c37aee5-d0d9-54ea-8026-e4b052ed4116","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","3.0 Installation of Cast In-situ Structures","3.4 - Pit & Pipe Connections"
"e7548e0a-488e-5dc3-a95d-18f9abb2da2b","","not-applicable","","signoff","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","3.0 Installation of Cast In-situ Structures","AUTHORITY HOLDPOINT"
"b0bc0e48-2843-5d7a-92fd-add7f65a2d3e","","pass","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","3.0 Installation of Cast In-situ Structures","3.5 - Installation of Core Holes, Voids, HD Bolts and Embedments"
"a0ef08cf-841f-5262-8f35-84c946603be2","","pass","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","3.0 Installation of Cast In-situ Structures","3.6 - Tolerances of Core Holes, HD Bolts and Embedments"
"afe7717c-fb31-536d-a7c4-77d69b798ae9","","pass","","signoff","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","3.0 Installation of Cast In-situ Structures","AUTHORITY HOLDPOINT"
"17483fee-b737-5a51-8702-fc8cc1bfc806","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","3.0 Installation of Cast In-situ Structures","3.7 - Earthing for Concrete Structures"
"f6219000-61a6-5c87-9426-7d73fd89f51e","","not-applicable","","signoff","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","3.0 Installation of Cast In-situ Structures","AUTHORITY HOLDPOINT"
"7664e2ff-e386-51f9-a6fb-02d998fd494e","","pass","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","3.0 Installation of Cast In-situ Structures","3.8 - Concrete Mix and properties"
"1b0f177d-2707-539b-ac89-0d4a2134eb70","","pass","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","3.0 Installation of Cast In-situ Structures","3.9a - Concrete Supply Temperature - GT Foundation Only"
"beb3e4dd-2e3e-582e-b757-6d6dcdeaabed","","pass","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","3.0 Installation of Cast In-situ Structures","3.9b - Concrete Supply Temperature - Other foundations"
"1b483ca7-fd19-5882-b0a2-671491e13440","","pass","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","3.0 Installation of Cast In-situ Structures","3.10 - Concrete Placement"
"b193c8d5-f998-565b-9071-3513e799b7a7","","pass","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","3.0 Installation of Cast In-situ Structures","3.11 - Concrete Slump Testing"
"5d188330-92ec-5f27-ac76-cd102eb01418","","pass","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","3.0 Installation of Cast In-situ Structures","3.12 - Concrete Compressive Strength Testing"
"86f6f4ef-2ed0-5ba7-ac4d-c42549f2f15c","","pass","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","3.0 Installation of Cast In-situ Structures","3.13 - Surface finish"
"12b9ab2d-fddc-52d4-85c8-8365233a5fe6","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","3.0 Installation of Cast In-situ Structures","3.14 - Surface Treatments"
"27faa401-8757-5789-b27d-55d45ca5b057","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","3.0 Installation of Cast In-situ Structures","3.15 - Joints"
"bef3ddc0-3587-5ab7-890c-a03f82d6cb49","","pass","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","3.0 Installation of Cast In-situ Structures","3.16 - Curing"
"b3b316e9-924f-5ca7-959a-6ca8cababf6d","","pass","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","3.0 Installation of Cast In-situ Structures","3.17 - Stripping of formwork"
"74cadcf0-1679-5b6d-916e-944a16930408","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","3.0 Installation of Cast In-situ Structures","3.18 - Concrete Repair (If required)"
"22334bf2-36fc-504b-99e2-1b6146cb1d6a","","not-applicable","","signoff","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","3.0 Installation of Cast In-situ Structures","AUTHORITY HOLDPOINT"
"08e30fab-ae46-5c11-a949-32639d76b8f5","","not-applicable","","section","FALSE","FALSE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","4.0 Backfill and Compaction"
"50eb464b-6509-5fdc-aa01-cbff18b3a455","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","4.0 Backfill and Compaction","4.1 - Structure Backfill"
"4093f39e-c39d-5a8e-b273-92a06f0861ae","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","4.0 Backfill and Compaction","4.2 - Compaction - Backfill"
"1a3f52f8-7d88-5e20-9dae-42f2f3fa4939","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","4.0 Backfill and Compaction","4.3 - Moisture Content"
"6b8ab153-3296-592c-be9e-eb43632a72f8","","pass","","section","FALSE","FALSE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","5.0 Conformance check"
"5e9bcbc1-a82f-5e33-82e4-2a75a7fcc1df","","pass","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","5.0 Conformance check","5.1 - Survey Report"
"17a73b5f-4df2-55f7-a2ff-e3b7495ebbb4","","pass","","signoff","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","5.0 Conformance check","AUTHORITY HOLDPOINT"
"d5f75655-da83-540e-a67c-6dbee6d1cec9","","pass","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","5.0 Conformance check","5.2 - Concrete Test Results"
"7d130bfb-a96e-5de9-9086-40c8cdde8202","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","5.0 Conformance check","5.3 - Acceptance and closure of non-conforming items"
"a0c2ed71-769b-536f-be32-fc6a0c938f9e","","not-applicable","","signoff","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","5.0 Conformance check","AUTHORITY HOLDPOINT"
"7912d1ff-cb4b-4c42-8281-ef56810d7f8c","","no-status-not-started","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-02-00 GT Generator"
"83c3b906-9619-4d04-a5a5-537dd4922e5b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-02-00 GT Generator","Concrete"
"c9b45015-0b1d-40d5-ab13-63c55cb7b9a7","","not-started","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-03-00 Exhaust System"
"84f6ee92-960b-4d3c-87f2-a800086f1210","","no-status-not-started","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-03-00 Exhaust System","CFA Piling"
"b3dc6ce0-4bcd-4785-9b03-6066ab4bf189","","not-started","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-03-00 Exhaust System","Concrete"
"a3c8c384-9c43-4bad-a9fd-c4b0e3dd981c","","not-started","File Upload","checklist","FALSE","FALSE","Site QA","01-00-00 - Power Island 1","01-03-00 Exhaust System","Concrete","GT1-075-FRP-EXHAUST STACK"
"e38e59d8-a5e9-5e46-a641-2d3e2d984023","","not-started","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-03-00 Exhaust System","Concrete","GT1-075-FRP-EXHAUST STACK","Optional Document Upload Below"
"9098b39c-9811-4988-8e82-dd6cb0265bfd","","not-started","File Upload","checklist","FALSE","FALSE","Site QA","01-00-00 - Power Island 1","01-03-00 Exhaust System","Concrete","GT1-077-FRP-CHEMS UNIT"
"1afb8e22-9969-575c-a4c1-7ed10c52e5e2","","not-started","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-03-00 Exhaust System","Concrete","GT1-077-FRP-CHEMS UNIT","Optional Document Upload Below"
"ce08aa05-e659-43bf-8519-1936052b020e","","not-started","File Upload","checklist","FALSE","FALSE","Site QA","01-00-00 - Power Island 1","01-03-00 Exhaust System","Concrete","GT1-079-FRP-WEATHER STATION"
"051fa7e9-5b0c-5e02-b7e2-278e407c6758","","not-started","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-03-00 Exhaust System","Concrete","GT1-079-FRP-WEATHER STATION","Optional Document Upload Below"
"d1dcc8f5-ade1-4db5-ab38-350625d37d32","","not-started","File Upload","checklist","FALSE","FALSE","Site QA","01-00-00 - Power Island 1","01-03-00 Exhaust System","Concrete","GT1-081-FRP-FUEL GAS HEATER STAIRS"
"d111bc9f-adb1-56b2-a075-62f827aeb22e","","not-started","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-03-00 Exhaust System","Concrete","GT1-081-FRP-FUEL GAS HEATER STAIRS","Optional Document Upload Below"
"8ccf1e91-f0c7-42bf-9a63-b74cebdfc98f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-04-00 Inlet Air System"
"b01e487f-7886-420a-84b0-a56b3a73a02c","","no-status-not-started","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-04-00 Inlet Air System","Concrete"
"fb8d636e-5182-490a-b379-2faa678450d9","","no-status-not-started","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-05-00 Fin Fan Coolers"
"bd8ff117-ff93-4f19-8a32-a3f660930417","","no-status-not-started","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-05-00 Fin Fan Coolers","Concrete"
"6044110a-9fc2-41dd-97ce-7ff4bda9e21b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-06-00 Transformers"
"c67f0af5-cd37-49c0-a556-3d0d9664b7c4","","no-status-not-started","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-06-00 Transformers","CFA Piling"
"d55a64ac-56c8-429f-8351-161a1bc52f77","","no-status-not-started","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-06-00 Transformers","Concrete"
"2874e156-52a1-4d97-a9d1-f169e9302ed4","","no-status-not-started","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-06-00 Transformers","1/06/2002"
"f7eb13f2-4711-4096-9126-883c8af5877b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-06-00 Transformers","1/06/2002","GSUT Panel Install"
"77457664-d655-44c3-9d84-f2ce0aa57495","","no-status-not-started","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-06-00 Transformers","1/06/2002","GSUT Panel Supply"
"b04be4f8-72a2-4743-b00b-3dcdd674283d","","work-in-progress","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-07-00 Electrical Control Packages"
"52f74594-a989-40a5-98f4-33d9891f027c","","no-status-not-started","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-07-00 Electrical Control Packages","CFA Piling"
"2be6699f-50ef-44af-b7bf-d6aa4bd6f3e6","","work-in-progress","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-07-00 Electrical Control Packages","Concrete"
"daf9fcb2-0bd3-4556-8097-9b59af7f1924","","work-in-progress","HPP-UGL-CIV-GN-GEN-ITP-015 FRP (structures) - Rev.2","checklist","FALSE","FALSE","Site QA","01-00-00 - Power Island 1","01-07-00 Electrical Control Packages","Concrete","HPP-GT01-FRP-ITP-015-18 - PI North - Aux Switchroom"
"cff3ce65-d530-505c-bf8d-7f615a44d1e6","","work-in-progress","","section","FALSE","FALSE","Site QA","01-00-00 - Power Island 1","01-07-00 Electrical Control Packages","Concrete","HPP-GT01-FRP-ITP-015-18 - PI North - Aux Switchroom","1.0 Preliminaries"
"049c5454-2944-562a-ad7b-6f998a3422a7","","pass","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-07-00 Electrical Control Packages","Concrete","HPP-GT01-FRP-ITP-015-18 - PI North - Aux Switchroom","1.0 Preliminaries","1.1 - Documentation"
"30a65911-9a04-538d-a864-2d093495f08f","","pass","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-07-00 Electrical Control Packages","Concrete","HPP-GT01-FRP-ITP-015-18 - PI North - Aux Switchroom","1.0 Preliminaries","1.2 - Lot Traceability"
"c5f9ee61-7e55-5e0c-b04e-362a6a0816a5","","pass","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-07-00 Electrical Control Packages","Concrete","HPP-GT01-FRP-ITP-015-18 - PI North - Aux Switchroom","1.0 Preliminaries","1.3 - Set out"
"4c050d68-4207-54e4-9feb-43d38415d01e","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-07-00 Electrical Control Packages","Concrete","HPP-GT01-FRP-ITP-015-18 - PI North - Aux Switchroom","1.0 Preliminaries","1.4 - Underlying Lot Conformance"
"af5a2bec-f9ab-51b4-a6f8-93bff4ded0fa","","not-started","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-07-00 Electrical Control Packages","Concrete","HPP-GT01-FRP-ITP-015-18 - PI North - Aux Switchroom","1.0 Preliminaries","1.5 - Site Checklist(s)"
"a5751ae1-7b6d-5c4e-9cf3-fbce647ba957","","not-applicable","","section","FALSE","FALSE","Site QA","01-00-00 - Power Island 1","01-07-00 Electrical Control Packages","Concrete","HPP-GT01-FRP-ITP-015-18 - PI North - Aux Switchroom","2.0 Excavation and Pipe Laying"
"4aa88f7f-faf9-5d28-a1a0-8ed3e121e695","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-07-00 Electrical Control Packages","Concrete","HPP-GT01-FRP-ITP-015-18 - PI North - Aux Switchroom","2.0 Excavation and Pipe Laying","2.1 - Excavation"
"2db6c2b5-073c-52f7-a340-759bc9956ac4","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-07-00 Electrical Control Packages","Concrete","HPP-GT01-FRP-ITP-015-18 - PI North - Aux Switchroom","2.0 Excavation and Pipe Laying","2.2 - Unsuitable Material"
"c6174eb1-443e-5f25-8a6e-5505892cf2c8","","not-applicable","","signoff","TRUE","TRUE","Site QA","01-00-00 - Power Island 1","01-07-00 Electrical Control Packages","Concrete","HPP-GT01-FRP-ITP-015-18 - PI North - Aux Switchroom","2.0 Excavation and Pipe Laying","AUTHORITY HOLDPOINT"
