type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: Ground Penetration Permit,,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
checkpoint-status,1.4 Implementation of environmental measures and controls,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Prior to commencing any activity,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: EMP meets the requirements of the specification and all controls have been implemented as per approved EMP,,,,,,,,,,,,,,,,,,
label,"REFERENCE DOCUMENTS: Project Spec Cl176.A3, EMP",,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
checkpoint-status,1.5 Flora and Fauna,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Prior to removing vegetation,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Hold Point,,,,,,,,,,,,,,,,,,
label,○ Vegetation to be removed clearly marked and agreed. All removal consistent with contract drawings and permits. Shall fence and sign all sites nominated as No-Go Zones.,,,,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: Cl176.I1,,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,,,,,,,,,,,,
label,HP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer / QAV,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint-status,1.6 Protection of Existing Vegetation,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Prior to comencement of any work,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Prior to the commencement of any work, the Contractor and the Superintendent shall conduct a joint inspection of the site to identify vegetation to be retained and protected.",,,,,,,,,,,,,,,,,,
label,"○ If directed by the Superintendent, existing trees, shrubs, native grasses and groundcovers and other areas of existing vegetation shall be protected by temporary fencing and incorporated into the works by the Contractor.",,,,,,,,,,,,,,,,,,
label,"○ Protective fencing shall consist of, as a minimum, star pickets with three strands of wire and parawebbing.",,,,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: EMP Cl201.1,,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Visual inspection,,,,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer / Superintendent,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
checkpoint-status,1.7 Flora and Fauna,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Prior to removal of vegetation,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Hold Point,,,,,,,,,,,,,,,,,,
label,○ Nominated sites of archaelogical and / or heritage significance inspected on-site and clearly identified and protected as No-Go zones,,,,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: EMP Cl176.J1,,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,,,,,,,,,,,,
label,HP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer / QAV,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint-status,1.8 Authorisation for works,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Prior to commencing works,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Check that all relevant approvals have been granted including verification of the works area,,,,,,,,,,,,,,,,,,
label,○ Ensure work pack is reviewed & signed,,,,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: Work Procedure,,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,,,,,,,,,,,,
label,HP*,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
checkpoint-status,1.9 Utilities,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Prior to commencing works,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: DBYD - locate and mark all existing services and confirm clearance from proposed work,,,,,,,,,,,,,,,,,,
label,"REFERENCE DOCUMENTS: DBYD Records, Plan Mark-Ups",,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
checkpoint-status,1.10 Traffic Management,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Prior to commencing works,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Consider the requirements for traffic management, ensuring all works comply with required TMS, TMP and TGS.",,,,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: TMS,,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
checkpoint-group,2 - Clear & Grub,,,,,,,,,,,,,,,,,,
checkpoint-status,2.1 Limits of work,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Limits of clearing and grubbing shall be the whole length between the following chainages:,,,,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: Cl201.03,,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Visual Inspection,,,,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
checkpoint-status,2.2 Clear and grub trees and vegetation,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: The area within the specified limits shall be cleared of all vegetation, refuse and obstructions down to natural surface. The Contractor shall not undertake any clearing work or any type of disturbance outside of the specified limits of work unless approved by the Superintendent.",,,,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: Cl201.04,,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Visual Inspection,,,,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
checkpoint-status,2.3 Clear and grub trees and vegetation,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: In areas where excavation is to occur: all vegetation, refuse and obstructions totally grubbed or grubbed > 0.3m below subgrade and batters (whichever is the lesser treatment)",,,,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: Cl201.05,,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Visual inspection,,,,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
checkpoint-status,2.4 Clear and grub trees and vegetation (embankment areas),,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: In areas to be covered by embankments < 1.0m in height: all vegetation, refuse and obstructions grubbed > 0.3m below stripped surface OR > 0.6m below subgrade level (whichever is the lesser treatment)",,,,,,,,,,,,,,,,,,
label,○ In areas to be covered by embankments > 1.0m in height: foundations may remian if located or cut off not more than 0.4m above natural surface but not less than 1.0m below subgrade,,,,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: Cl201.05,,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Visual inspection,,,,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
checkpoint-status,2.5 Clear and grub trees and vegetation at culvert sites,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Clear and grub trees and stumps within 10m of any proposed bridge or culvert having a waterway area > 6 m2 (unless otherwise shown on drawings),,,,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: Cl201.06,,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Visual inspection,,,,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
checkpoint-status,2.6 Backfill holes,,,,,,,,,,,,,,,,,,
label,FREQUENCY: After clearing,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Any holes produced from grubbing operations have been backfilled with similar material and compacted to the same degree as the surrounding material,,,,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: Cl201.05,,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,,,,,,,,,,,,
label,TP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
checkpoint-status,2.7 Dispose of Trees and vegetation,,,,,,,,,,,,,,,,,,
label,FREQUENCY: After clearing,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Tree trunks and large branches shall be removed from site. Small tree branches, weeds and shrubs shall be disposed of by chipping and mulching.",,,,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: Cl201.07 (b),,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Visual inspection,,,,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
checkpoint-status,2.8 Damage to Fencing,,,,,,,,,,,,,,,,,,
label,FREQUENCY: During Clearing,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Immediately repair any damage to fences to a condition at least equal to that before damage,,,,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: Cl201.09,,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
checkpoint-group,3 - Earthworks,,,,,,,,,,,,,,,,,,
checkpoint-status,3.1 Material Categorisation,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Hold Point,,,,,,,,,,,,,,,,,,
label,"○ Prior to commencing excavation in any area and during excavation work, the contractor and Superintendent shall inspect and agree upon the type / category of material encountered",,,,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: Cl 204.06c,,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,,,,,,,,,,,,
label,HP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer / QAV,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint-status,3.2 Stripping of Topsoil,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Topsoil stripped to full width of the formation and placed in approved stockpile location. Stockpile shaped to shed water and stripped surfaces graded to be self draining. Topsoil shall not be removed from site unless approved by the superintendent.,,,,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: Cl 204.05,,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Visual Inspection,,,,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
checkpoint-status,3.3 Unsuitable Material,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot containing unsuitable material,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Hold Point,,,,,,,,,,,,,,,,,,
label,"○ For unsuitable material, the proposed in-situ treatment or extent of excavation submitted to the Superintendent for review.",,,,,,,,,,,,,,,,,,
label,"○ Material classified as silt, either before or after compaction, is not acceptable as Type A material without stablisation to the satisfaction of the Superintendent",,,,,,,,,,,,,,,,,,
label,"REFERENCE DOCUMENTS: Cl 204.04b, Cl 204.07d",,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP Signed,,,,,,,,,,,,,,,,,,
label,HP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer / QAV,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint-status,3.4 Subgrade Fill Material,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Fill material free of topsoil, deleterious and/or perishable matter.",,,,,,,,,,,,,,,,,,
label,○ Type A material shall comply with the requirements of Table 204.041,,,,,,,,,,,,,,,,,,
label,○ Type B material shall have minimum Assigned CBR of 4% and Assigned swell less than 2.5%. Materials with swell greater than 2.5% can only be used as Type B material if approved by the superintendent.,,,,,,,,,,,,,,,,,,
label,○ Type C material shall be capable of being spread in layers of not more than 500mm,,,,,,,,,,,,,,,,,,
label,"REFERENCE DOCUMENTS: Cl 204.04, Table 204.041",,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: Test Report,,,,,,,,,,,,,,,,,,
label,TP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
checkpoint-status,3.5 Treatment of Rock Subgrade,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot (prior to construction of regulating layer),,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Hold Point,,,,,,,,,,,,,,,,,,
label,"○ Prior to construction of the regulating layer, the areas of rock subgrade shall be presented to the Superintendent for acceptance.",,,,,,,,,,,,,,,,,,
label,○ Any necessary amendments to the subsurface drainage design including transverse subsurface drainage at the interfaces shall be presented to Superintendent for review.,,,,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: Cl 204.06f,,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Visual Inspection,,,,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,,,,,,,,,,,,
label,HP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer / QAV,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint-status,3.6 Groundwater,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Hold Point,,,,,,,,,,,,,,,,,,
label,○ Where groundwater is encountered the contractor shall notify the superintendent and submit proposed action for review.,,,,,,,,,,,,,,,,,,
label,○ The Contractor shall submit any necessary approvals from relevant authorities for the treatment and disposal of this groundwater,,,,,,,,,,,,,,,,,,
label,"REFERENCE DOCUMENTS: Cl 204.06h, EMP",,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,,,,,,,,,,,,
label,"RECORD OF CONFORMITY: Water Authorities and Superintendent Approval, This ITP signed",,,,,,,,,,,,,,,,,,
label,HP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer / QAV,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint-status,3.7 Surface finish of batters,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Surface of cut and fill batters to be topsoiled and textured by scarifying or horizontal grooving,,,,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: Cl 204.06i,,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Visual Inspection,,,,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
checkpoint-status,3.8 Borrow Excavation,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Hold Point,,,,,,,,,,,,,,,,,,
label,○ Borrow Excavations within the road reservation are not permitted without prior approval of Superintendent,,,,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: Cl 204.09,,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,,,,,,,,,,,,
label,"RECORD OF CONFORMITY: This ITP Signed, Correspondance with superintendent",,,,,,,,,,,,,,,,,,
label,HP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer / Superintendent,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint-status,3.9 Areas upon which fills are to be constructed,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Hold Point,,,,,,,,,,,,,,,,,,
label,○ Areas where fill is to be constructed must be reviewed by the superintendent prior to the placement of any fill in the area,,,,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: Cl 204.10b,,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP Signed,,,,,,,,,,,,,,,,,,
label,HP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer / QAV,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
checkpoint-status,3.10 Placing of Fill,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Layer,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Fill placed and spread in uniform layers. Each layer keyed into the next with a textured surface. Any rocky material uniformly distributed throughout the layer.,,,,,,,,,,,,,,,,,,
label,○ Compacted layers do not exceed specified maximum thicknesses:,,,,,,,,,,,,,,,,,,
label,○ Type A: Maximum compacted thickness 200mm (can be used in locations specified for Type B material),,,,,,,,,,,,,,,,,,
label,"○ Type B: Maximum compacted thickness 200mm (can be used in locations specified for Type C material). Where > 25% rock by volume, loose layer thickness may equal 125% of typical maximum particle dimension up to max 500mm. No rocks > 80% of loose thickness of the layer.",,,,,,,,,,,,,,,,,,
label,"○ Type C: Maximum compacted thickness 300mm. Where > 25% rock by volume, loose thickness of each layer may equal the maximum particle dimension of the rock up to max 500mm. Reference table 204.111",,,,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: Cl 204.10d,,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Visual Inspection / Measure,,,,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
checkpoint-group,4 - Testing and Surface Preperation,,,,,,,,,,,,,,,,,,
checkpoint-status,4.1 Test Rolling,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each layer,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Hold Point,,,,,,,,,,,,,,,,,,
label,"○ Areas upon which fills are to be constructed, all layers of fill, material within 150 mm of the cut floor level in cuts, and all stabilisied material shall be test rolled in accordance with Section 173.",,,,,,,,,,,,,,,,,,
label,"REFERENCE DOCUMENTS: Cl 173.03, Cl 204.12",,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Visual Inspection,,,,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,,,,,,,,,,,,
label,HP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer / QAV,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint-status,4.2 Cut and Fill Tolerances,,,,,,,,,,,,,,,,,,
label,"FREQUENCY: In accordance with Table 204.031. Lots < 4,000m²",,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Formation width and alignment: not less than the widths specified or shown on the drawings,,,,,,,,,,,,,,,,,,
label,○ Formation level and shape: Verges match FSL at outer edge of shoulder or pavement (± 50mm from design level),,,,,,,,,,,,,,,,,,
label,○ Boxing width and alignment: not less than specified or design levels & no deviation > 50mm from designed offset from the centreline or design line.,,,,,,,,,,,,,,,,,,
label,○ Type A Material: thickness and width not less than specified at any point.,,,,,,,,,,,,,,,,,,
label,○ Type B material (immediately below capping / selected material): +15mm -30mm specified level,,,,,,,,,,,,,,,,,,
label,○ Cut floor level (when capping layer required): +15mm -30mm specified level,,,,,,,,,,,,,,,,,,
label,○ Cut floor level (no capping layer): same as subgrade tolerance,,,,,,,,,,,,,,,,,,
label,○ Subgrade Scale A & B: random levelling Cl204.03(h). No point > 20mm below a 3m straightedge laid in any direction.,,,,,,,,,,,,,,,,,,
label,○ Batter and slope: Not steeper than specified at any cross section.,,,,,,,,,,,,,,,,,,
label,○ Batter line: Batter point < 10% of the batter height outside the calculated batter line.,,,,,,,,,,,,,,,,,,
label,○ Surface Drains: Invert levels and side slopes ±50mm and free from depressions capable of retaining water.,,,,,,,,,,,,,,,,,,
label,○ The contractor shall establish a procedure to verify that compacted layers do not exceed the specified thickness. Verification records must provide evidence of measurements taken every three layers.,,,,,,,,,,,,,,,,,,
label,"REFERENCE DOCUMENTS: Cl 204.03, Table 204.031,",,,,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,,,,,,,,,,,,
label,SCP,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Site Engineer,,,,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,,,,
checkpoint-status,4.3 Subgrade level conformity,,,,,,,,,,,,,,,,,,
