type,name,values,prefix,postfix,usage count,user addable,template name,,
button,Interior clean & tidy - Attach photo below,"Pass, Fail",,,,,,,
checkpoint,Are there any faults to be identified (Pass-No/Fail-Yes),,,,,,,,
text,Please detail identified fault(s) below - Attach Photos,,,,,,,,
text,"Who has the fault been reported to - At a minimum, must be reported to your Site Foreman",,,,,,,,
text,Date fault was reported,,,,,,,,
section,Sign-Off,,,,,,,,
checkpoint,Operator Sign-Off,,,,,,,,
button,Attachments buckets & breaker in a secure location on completion of days work - Attach photo below,"Yes, No, N/A",,,,,,,
holdpoint,Click to Add Signature + Details,,,,,,,,
,,,,,,,,,
checklist,OHS Form 21-A - Confined Space Entry Permit - Checklist ,,,,,,,,
section,Pre-Entry Preparation,,,,,,,,
checkpoint,"Have all workers involved in the task read, and signed the SWMS",,,,,,,,
checkpoint,Has the gas monitor been calibrated and current sticker on unit,,,,,,,,
checkpoint,Is all Confined Space equipment being used in good condition,,,,,,,,
button,Is recovery equipment deployed at the entrance of the Confined space,"Yes, No",,,,,,,
button,Are hazardous fumes being creating near entry of Confined Space,"Yes, No",,,,,,,
button,Is mechanical ventilation required,"Yes, No",,,,,,,
button,Has the fan being used been tested and tagged and in good condition,"Yes, No",,,,,,,
checkpoint,Is there a risk of services discharging into confined space,,,,,,,,
button,"If yes, have these services been isolated and locked out","Yes, No",,,,,,,
section,Emergency Preparation,,,,,,,,
checkpoint,Has the separate Confined Space Entry Permit been completed (OHS Form21-B),,,,,,,,
button,Has the Standby person signed into Entry Permit,"Yes, No",,,,,,,
button,Has the Standby person read and signed into current SWMS,"Yes, No",,,,,,,
button,Does the Standby person have effective communications with entrants,"Yes, No",,,,,,,
button,Does the Stand by person have Emergency services contact number,"Yes, No",,,,,,,
checkpoint,Have entrants been trained in the safe entry of Confined Space,,,,,,,,
checkpoint,Have combustible materials been removed from the entry,,,,,,,,
section,Entering Confined Space,,,,,,,,
checkpoint,Is signage in place near the entrance of Confined Space,,,,,,,,
checkpoint,Is adequate access and egress provided to entrance,,,,,,,,
checkpoint,Does any water/liquid need to be pumped out prior to entry,,,,,,,,
checkpoint,Is adequate supply of fresh air available for the duration of the entry,,,,,,,,
checkpoint,Is a charged fire extinguisher at the entrance of confined space,,,,,,,,
checkpoint,Is a first aid kit available if required,,,,,,,,
checkpoint,Has Client and/or Principal Contractor been briefed on nature of works,,,,,,,,
,,,,,,,,,
checklist,OHS Form 21-B - Entry permit,,,,,,,,
section,Details,,,,,,,,
checkpoint,Details - Pass once entered,,,,,,,,
text,Written Authority completed by,,,,,,,,
text,Date & Time (DD/MM/YY - 00:00 pm/am),,,,,,,,
text,Description and location of confined space,,,,,,,,
text,Description of work,,,,,,,,
section,Air Quality Requirements,,,,,,,,
checkpoint,Gas monitor tested before use,,,,,,,,
button,Gas monitor fresh air test done,"Yes, No",,,,,,,
text,Date of Gas Monitor Calibration,,,,,,,,
text,Oxygen level % by volume - Must be between 19.5% & 23.5%,,,%,,,,,
text,Flammable LEL - Must be below 5% to enter,,,%,,,,,
text,CO - Must be below 35ppm to enter,,,ppm,,,,,
text,H25 - Must be below 10 ppm to enter,,,ppm,,,,,
holdpoint,Signature of competent person to be added here,,,,,,,,
section,Isolation,,,,,,,,
checkpoint,Does the space need to be isolated from any of the below - Pass once completed,,,,,,,,
button,Water/Gas/Steam/Chemicals,"Yes, No",,,,,,,
button,Mechanical/Electrical drives,"Yes, No",,,,,,,
button,Auto fire extinguisher systems,"Yes, No",,,,,,,
button,Sludge/Deposits/Waste,"Yes, No",,,,,,,
button,Locks and tags fitted to isolation points,"Yes, No",,,,,,,
section,Hot Works,,,,,,,,
checkpoint,Area clear of all combustibles including atmosphere,,,,,,,,
checkpoint,Is there appropriate fire prevention equipment available,,,,,,,,
checkpoint,Suitable access and egress,,,,,,,,
checkpoint,Hot work permitted (hot work permit filled out if required),,,,,,,,
section,Required Equipment,,,,,,,,
checkpoint,Required PPe - Pass once completed,,,,,,,,
button,Overalls,"Yes, No",,,,,,,
button,Gloves,"Yes, No",,,,,,,
button,Safety Helmet,"Yes, No",,,,,,,
button,Safety Footwear,"Yes, No",,,,,,,
button,Safety Glasses/Goggles,"Yes, No",,,,,,,
button,Welding Helmet,"Yes, No",,,,,,,
button,Respirator,"Yes, No",,,,,,,
button,Hearing Protection,"Yes, No",,,,,,,
button,Chemical Suit,"Yes, No",,,,,,,
checkpoint,Required Safety Equipment,,,,,,,,
button,Fire Hose,"Yes, No",,,,,,,
button,Fire extinguisher,"Yes, No",,,,,,,
button,Fire blanket,"Yes, No",,,,,,,
button,Warnings signs barricades,"Yes, No",,,,,,,
button,Ventilation fan,"Yes, No",,,,,,,
button,Gas detector,"Yes, No",,,,,,,
button,First aid kit,"Yes, No",,,,,,,
button,Breathing Apparatus,"Yes, No",,,,,,,
button,Communications ,"Yes, No",,,,,,,
button,Fall arrester & Harness,"Yes, No",,,,,,,
checkpoint,Required Rescue Equipment,,,,,,,,
button,Harness,"Yes, No",,,,,,,
button,Safetyline/Life line,"Yes, No",,,,,,,
button,Hoist/Winch,"Yes, No",,,,,,,
button,Tripod,"Yes, No",,,,,,,
button,Self-Contained Breathing Apparatus (SCBA),"Yes, No",,,,,,,
section,Stand by & Rescue,,,,,,,,
checkpoint,Details - Pass once entered,,,,,,,,
text,Stand by person,,,,,,,,
button,Does the stand by person understand the procedure,"Yes, No",,,,,,,
holdpoint,Click to add stand by person's signature,,,,,,,,
section,Authority to Enter,,,,,,,,
checkpoint,Details - Pass once entered,,,,,,,,
label,The control measures and precautions appropriate for the safe entry and execution of the work in the confined space have been implemented and the person required to work in the confined space have been advised of and understand the requirements of this written authority,,,,,,,,
text,This written authority is valid until (Date & Time (DD/MM/YY - 00:00 pm/am),,,,,,,,
bool,Signature of 'Competent person in direct control' Added below,,,,,,,,
holdpoint,Click to add signature,,,,,,,,
section,Person required to enter confined space,,,,,,,,
checkpoint,Details - Pass once entered,,,,,,,,
label,I have been advised of and understand the control measures and precautions to be observed with the entry and work within the confined space,,,,,,,,
text,Date,,,,,,,,
text,Person 1 - Name/Time in/Time-out,,,,,,,,
text,Person 2 - Name/Time in/Time-out,,,,,,,,
text,Person 3 - Name/Time in/Time-out,,,,,,,,
text,Person 4 - Name/Time in/Time-out,,,,,,,,
holdpoint,Click to add Name(s) sIgnature(s) of each person signing on to permit,,,,,,,,
section,Withdrawal of written authority,,,,,,,,
checkpoint,All persons and equipment accounted for,,,,,,,,
button,Equipment checked and re-stored correctly,"Yes, No, N/A",,,,,,,
label,General remarks/comment about the work added below,,,,,,,,
holdpoint,Click to add signature,,,,,,,,
,,,,,,,,,
checklist,OHS Form 10 - Subcontractor Compulsory Start Up Meeting Agenda,,,,,,,,
section,Part A - Details,,,,,,,,
checkpoint,Details - Pass once entered,,,,,,,,
label,This document is not a contract. Its purpose is to establish and agree upon OH&S requirements prior to any mobilisation to site,,,,,,,,
label,This compulsory Start-Up Meeting process is applicable to all Sub-contractors engaged to carry out the any works whatsoever and as deemed necessary by the Wilson Plumbing and Drainage Project Manager,,,,,,,,
text,Project,,,,Dep True,,,,
text,Trade,,,,,,,,
text,Company Name,,,,,,,,
text,ABN,,,,,,,,
text,Site contact person,,,,,,,,
text,Phone,,,,,,,,
text,Name of person completing this form,,,,,,,,
text,Position,,,,,,,,
section,Part B - Administration Requirements,,,,,,,,
checkpoint,Please supply Wilson Plumbing the following documentation prior to site mobilisation - Pass once completed,,,,,,,,
checkpoint,Administration requirements - Pas once each of the below is received (Attach below),,,,,,,,
button,Workers Compensation Certificate of Currency,"Yes, No",,,,,,,
button,Superannuation scheme Certificate of Currency,"Yes, No",,,,,,,
button,Long Service Leave Scheme Certificate of Currency,"Yes, No",,,,,,,
button,Redundancy scheme Certificate of Currency,"Yes, No",,,,,,,
button,Public liability Certificate of Currency,"Yes, No",,,,,,,
button,Will certificates of currency for the above schemes be provided monthly?,"Yes, No",,,,,,,
button,Has your company received any prohibition notices from Worksafe,"Yes, No",,,,,,,
text,"If Yes to the above, please provide details",,,,,,,,
button,"Has your company ever been prosecuted or are there any prosecutions pending for breach of Health and Safety Act? 4. If yes, please provide details.","Yes, No",,,,,,,
text,"If Yes to the above, please provide details",,,,,,,,
button,"Does your company confirm they will comply with labour laws related to legal age of workforce, and all employees will be eligible to work in Australia as per Immigration laws","Yes, No",,,,,,,
