resource,resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
Fire Collars   ,Sewer AG   ,Cold Water Checklist    ,Water Meter Validation    ,,folder-with-checklists,,,,,Overall Floor Plan,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,All Gender WC,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,Cleaners Room,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,East Workstation,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,West Workstation,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,Refreshment,,,,,,
,,,,,step,,,,Level 9,,,,,,,
Fire Collars   ,Sewer AG   ,Cold Water Checklist    ,Water Meter Validation    ,,folder-with-checklists,,,,,Overall Floor Plan,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,All Gender WC,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,Cleaners Room,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,East Workstation,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,West Workstation,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,Refreshment,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,Ware W / C Store,,,,,,
,,,,,step,,,,Level 10,,,,,,,
Fire Collars   ,Sewer AG   ,Cold Water Checklist    ,Water Meter Validation    ,,folder-with-checklists,,,,,Overall Floor Plan,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,All Gender WC,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,Cleaners Room,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,East Workstation,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,West Workstation,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,Refreshment,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,Multi Faith Room,,,,,,
Fire Collars   ,Sanitary   ,Rough In Checklist     ,Fix 2 checklist    ,,folder-with-checklists,,,,,Parents Room,,,,,,
,,,,,step,,,Safety,,,,,,,,
,,,,,step,,,,Toolbox,,,,,,,
,,,,,step,,,,Incidents,,,,,,,
,,,,,step,,,,Injury,,,,,,,
,,,,,step,,,Variations,,,,,,,,
