type,name,values,prefix,postfix,usage count,user addable,template name,,
button,Waste connected (FILL & TEST BOWL). CHECK NO LEAKS and AAV installed if applicable.,"Yes,No",,,,,,,
checkpoint,"Dishwaher installed with hoses, Power lead not kinked and dishwasher plum. (cover plate for hoses must be installed)",,,,,,,,
button,Run full dishwashing cyle and inspect for faults.,"Yes,No",,,,,,,
checkpoint,Cooktop installed and power plugged in.,,,,,,,,
button,"Once gas is on, purge gas safely and ignite cooktop for its operation. Confirm yes once complete.","Yes,No",,,,,,,
text,Hot water delivery to kitchen sink.,,,,,,,,
checkpoint,Laundry tub and mixer installed?,,,,,,,,
label,Tub door to swing the correct way.,,,,,,,,
button,"Clean aerator, Remove Trap & Clean Out (Tighten Trap) & Test Floor Waste - Clean Out","Yes,No",,,,,,,
button,"Laundry mixer solid, check for cross connection, run tap, tighten flexis& trap and check mini cock and trap for leaks.","Yes,No",,,,,,,
button, A/C Tundish(Cap if there is no Tundish by AC). Ensure 25mm airgap achieved.,"Yes,No",,,,,,,
button,"Washing Machine taps Installed Under Tub/Opp Tub, cover plates installed and AAV installed if applicable.","Yes,No",,,,,,,
checkpoint,"Toilet's, Toilet seat's, Cistern's and flush button installed and water tested. ",,,,,,,,
button,"Flush toilet's 5 times, check seat's, check cistern level, Silicon finish acceptable and button operation.","Yes,No",,,,,,,
checkpoint,Basin mixer's and basin's installed. (photo),,,,,,,,
button,"Basin mixer's solid, check for cross connection, run tap, clear trap, tighten flexis & trap and check mini cocks+traps for leaks.","Yes,No",,,,,,,
button,"Waste's connected (FILL & TEST BOWL) check for leaks, AAV's installed if applicable and cover plates installed.","Yes,No",,,,,,,
checkpoint,Shower mixer cover plate/handle and shower rail or rose installed.,,,,,,,,
button,"Run Shower for 15 min, inspect for cross connections, floorwaste blockages and ensure aerators are cleared.","Yes,No",,,,,,,
text,Hot water delivery to Shower.,,,,,,,,
checkpoint,"Bath installed, Cement grouted in, fill tested and water tetsed for any pipe or plug and waste leaks.",,,,,,,,
checkpoint,Bath mixer cover plate/handle and bath spout installed.,,,,,,,,
button,"Bath fill test and water run test, inspect for cross connections, floorwaste blockages and ensure aerators are cleared. ","Yes,No",,,,,,,
checkpoint,"Balcony drians clear, overflows in place?",,,,,,,,
checkpoint,Balcony gas bayonet and or water taps installed as per AS5601 and AS3500. Test for leaks and operation.,,,,,,,,
checkpoint,"Gas valves tagged, CW meter installed and tagged, Hw meter installed and tagged and NPCW installed if applicable.",,,,,,,,
checkpoint,Gas Tested with Manometer - on hold for 10 minutes. Ensure absolutely no leaks!,,,,,,,,
checkpoint,"Check pressure reading in unit, Set & Clear PRV. No less than 250kpa or more than 450Kpa (clear filters)",,,,,,,,
checkpoint,Temp valve or Thermostatic mixing valve installed and tested (clear filters).,,,,,,,,
button,Set temp valve to 48-49 degrees and Thermostatic mixing valve to a maximum of 45 degrees. (attach photo of TMV),"Yes,No",,,,,,,
text,Pressure Reading and temperature within apartment or hotel.,,,,,,,,
checkpoint,All fit out  Service works completed to specification/drawings & Area left clean/tidy (attach photos if necessary),,,,,,,,
label,"General photos, comments & observations during fitout stage (Add below).",,,,,,,,
,,,,,,,,,
checklist-flat,Roof work,,,,,,,,
checkpoint,Set out to be off current Hydraulic and Architectural drawings. Consider Walls and Reflected ceiling plans.,,,,,,,,
label,Check scope of works/specification & ensure all documents are current.,,,,,,,,
checkpoint,Builder has overflows installed.,,,,,,,,
checkpoint,Sewer vents terminated as per AS3500.,,,,,,,,
button,CCTV of sewer completed,"Yes,No",,,,,,,
checkpoint,RWO cleared of debri and CCTV completed.,,,,,,,,
checkpoint,RWO grates installed and secured.,,,,,,,,
label,Ensure pprotection screen installed so no pebbles block drains,,,,,,,,
checkpoint,Pressure services installed.,,,,,,,,
checkpoint,Provisions for other services installed. (IF APPLICABLE),,,,,,,,
checkpoint,UV thermal lagging installed.,,,,,,,,
checkpoint,All hydraulic works completed to specification/drawings & Area left clean/tidy.,,,,,,,,
label,Pictures of works completed if applicable.,,,,,,,,
,,,,,,,,,
checklist,HOT WATER PLANT and RETURN PUMPS,,,,,,,,
section,Hot water plant   ,,,,,,,,
checkpoint,Installation – refer to installation check list for hot and cold water.,,,,,,,,
checkpoint,Testing – Pressure tested to1500kpa or 1.5 times working pressure whichever is greater.,,,,,,,,
checkpoint,Flue installed as per manufacturers specification.,,,,,,,,
button,Power flue turned on.,"Yes,No",,,,,,,
checkpoint,Temp relief points ran to tundishes.,,,,,,,,
checkpoint,Temperature probe from control box installed into storage tanks.,,,,,,,,
checkpoint,Check that an adequate water supply is available to the hot water system.,,,,,,,,
checkpoint,Water supply pressure shall not exceed the maximum pressure stated by manufacturer.,,,,,,,,
checkpoint,"Open cold water inlet valve, hot water outlet valve",,,,,,,,
checkpoint,Exercise all valves and ensure correct operation. Ensure all valves are in open position prior turning power on.,,,,,,,,
checkpoint,Check the system is fully charged & all air is bled from the system & no leaks are evident,,,,,,,,
checkpoint,Ensure hot water heaters and storage tanks are full of water and all valves are open.,,,,,,,,
checkpoint,Ensure pressures are not greater then 750Kpa to the heaters or storage tanks.,,,,,,,,
checkpoint,Open all individual gas isolation valves & purge gas lines.,,,,,,,,
checkpoint,Test gas pipe work for leaks.,,,,,,,,
checkpoint,Check the gas supply pressure at the inlet to the water heater with the water heater and all ,,,,,,,,
checkpoint,range is NG: 1.13Kpa - 3.5Kpa & LPG: 2.75Kpa - 3.5Kpa,,,,,,,,
button,Clean filters and strainers once after 4 hours of use.,"Yes,No",,,,,,,
checkpoint,Set temperature to 65 degrees.,,,,,,,,
section,HOT WATER RETURN PUMPS,,,,,,,,
checkpoint,Hot water return pumps - Installation – refer to installation check list for hot and cold water.,,,,,,,,
checkpoint,Testing – Pressure tested to1500kpa or 1.5 times working pressure whichever is greater.,,,,,,,,
checkpoint,Ensure there is water supply to the pumps.,,,,,,,,
checkpoint,Clean filters and strainers once after 4 hours of use.,,,,,,,,
checkpoint,Turn on power to the pumps. Set the pumps to alternate.,,,,,,,,
checkpoint,Purge pumps of air. Ensure water is visible from the purging points.,,,,,,,,
checkpoint,Set balancing valves.,,,,,,,,
checkpoint,Inspect system for any leaks or faults.,,,,,,,,
,,,,,,,,,
checklist,Common Male Bathroom Rough In,,,,,,,,
section,Roughin,,,,,,,,
checkpoint,"Set out to be off current Hydraulic and Architectural drawings. Consider Walls, RCP's and Australian standards.",,,,,,,,
label,Check scope of works/specification & ensure all documents are current,,,,,,,,
checkpoint,"CW,HW,WW, NPCW & or RAINWATER services installed correctly as per workshop drawings and scematics",,,,,,,,
checkpoint,Check for any cross connections.,,,,,,,,
checkpoint,Basin wastes and toilet waste offset and tested with water if required.,,,,,,,,
checkpoint,Internal cisterns installed and tested. Ensure cisterns is installed as far forward.,,,,,,,,
checkpoint,In Wall mixers installed and tested. Ensure Mixer is installed as far forward.,,,,,,,,
checkpoint,Urinal sensors installed with cabling. Ensure access panels will be provided.,,,,,,,,
checkpoint,"Grommets, Bracketing installed as per AS3500 and manufacturer's specifications.",,,,,,,,
button,Seperation of services as per AS3500,"Yes,No",,,,,,,
checkpoint,All setouts ok and run eyes over crimps,,,,,,,,
checkpoint,Hydrostatic test filled with water and pumped @ 1000kpa. Ensure shower mixers are off and test the shower head on its own.,,,,,,,,
checkpoint,"Passive fire requirements installed, Fire Penetration stickers installed & logged on firedoc",,,,,,,,
button,Smoke seal applied to all penetrations required.,"Yes,No",,,,,,,
checkpoint,All Pressure Services work completed to specification/drawings & Area left clean/tidy (attach photos if necessary),,,,,,,,
section,Fitout and Commissioning,,,,,,,,
checkpoint,Bathroom fixtures installed at correct height/ clearnce. Comply with Architectural drawings and  Australian standards.,,,,,,,,
checkpoint,ALL FLOOR WASTES TO BE INSPECTED FOR BLOCKAGES AND CLEARED.,,,,,,,,
checkpoint,"Toilet's, Toilet seat's, Cistern's and flush button installed and water tested. ",,,,,,,,
button,"Flush toilet's 5 times, check seat's, check cistern level, Silicon finish acceptable and button operation.","Yes,No",,,,,,,
checkpoint,Basin mixer's and basin's installed. ,,,,,,,,
button,"Basin mixer's solid, check for cross connection, run tap, clear trap, tighten flexis & trap and check mini cocks+traps for leaks.","Yes,No",,,,,,,
button,"Waste's connected (FILL & TEST BOWL) check for leaks, AAV's installed if applicable and cover plates installed.","Yes,No",,,,,,,
checkpoint,Shower mixer cover plate/handle and shower rail or rose installed.,,,,,,,,
button,"Run Shower for 15 min, inspect for cross connections, floorwaste blockages and ensure aerators are cleared.","Yes,No",,,,,,,
checkpoint,Urinals installed and connected to solenoid and waste.,,,,,,,,
button,Flush Urinal 3 Times (check that sensor is working fine).,"Yes,No",,,,,,,
checkpoint,"HW heater installed as per drawings and specification, purged and tested.",,,,,,,,
checkpoint,"Check pressure reading in unit, Set & Clear PRV. No less than 250kpa or more than 450Kpa (clear filters)",,,,,,,,
checkpoint,Temp valve or Thermostatic mixing valve installed and tested (clear filters).,,,,,,,,
button,Set temp valve to 48-49 degrees and Thermostatic mixing valve to a maximum of 45 degrees. (attach photo of TMV),"Yes,No",,,,,,,
text,Pressure Reading and temperature within apartment or hotel.,,,,,,,,
checkpoint,All fit out  Service works completed to specification/drawings & Area left clean/tidy (attach photos if necessary),,,,,,,,
label,"General photos, comments & observations during fitout stage (Add below).",,,,,,,,
,,,,,,,,,
checklist,Common Female Bathroom Rough In,,,,,,,,
section,Roughin,,,,,,,,
checkpoint,"Set out to be off current Hydraulic and Architectural drawings. Consider Walls, RCP's and Australian standards.",,,,,,,,
label,Check scope of works/specification & ensure all documents are current,,,,,,,,
checkpoint,"CW,HW,WW, NPCW & or RAINWATER services installed correctly as per workshop drawings and scematics",,,,,,,,
checkpoint,Check for any cross connections.,,,,,,,,
checkpoint,Basin wastes and toilet waste offset and tested with water if required.,,,,,,,,
checkpoint,Internal cisterns installed and tested. Ensure cisterns is installed as far forward.,,,,,,,,
checkpoint,In Wall mixers installed and tested. Ensure Mixer is installed as far forward.,,,,,,,,
checkpoint,Urinal sensors installed with cabling. Ensure access panels will be provided.,,,,,,,,
checkpoint,"Grommets, Bracketing installed as per AS3500 and manufacturer's specifications.",,,,,,,,
button,Seperation of services as per AS3500,"Yes,No",,,,,,,
checkpoint,All setouts ok and run eyes over crimps,,,,,,,,
checkpoint,Hydrostatic test filled with water and pumped @ 1000kpa. Ensure shower mixers are off and test the shower head on its own.,,,,,,,,
checkpoint,"Passive fire requirements installed, Fire Penetration stickers installed & logged on firedoc",,,,,,,,
button,Smoke seal applied to all penetrations required.,"Yes,No",,,,,,,
checkpoint,All Pressure Services work completed to specification/drawings & Area left clean/tidy (attach photos if necessary),,,,,,,,
section,Fitout and Commissioning,,,,,,,,
checkpoint,Bathroom fixtures installed at correct height/ clearnce. Comply with Architectural drawings and  Australian standards.,,,,,,,,
checkpoint,ALL FLOOR WASTES TO BE INSPECTED FOR BLOCKAGES AND CLEARED.,,,,,,,,
checkpoint,"Toilet's, Toilet seat's, Cistern's and flush button installed and water tested. ",,,,,,,,
button,"Flush toilet's 5 times, check seat's, check cistern level, Silicon finish acceptable and button operation.","Yes,No",,,,,,,
checkpoint,Basin mixer's and basin's installed. ,,,,,,,,
button,"Basin mixer's solid, check for cross connection, run tap, clear trap, tighten flexis & trap and check mini cocks+traps for leaks.","Yes,No",,,,,,,
button,"Waste's connected (FILL & TEST BOWL) check for leaks, AAV's installed if applicable and cover plates installed.","Yes,No",,,,,,,
checkpoint,Shower mixer cover plate/handle and shower rail or rose installed.,,,,,,,,
button,"Run Shower for 15 min, inspect for cross connections, floorwaste blockages and ensure aerators are cleared.","Yes,No",,,,,,,
checkpoint,"HW heater installed as per drawings and specification, purged and tested.",,,,,,,,
checkpoint,"Check pressure reading in unit, Set & Clear PRV. No less than 250kpa or more than 450Kpa (clear filters)",,,,,,,,
checkpoint,Temp valve or Thermostatic mixing valve installed and tested (clear filters).,,,,,,,,
button,Set temp valve to 48-49 degrees and Thermostatic mixing valve to a maximum of 45 degrees. (attach photo of TMV),"Yes,No",,,,,,,
text,Pressure Reading and temperature within apartment or hotel.,,,,,,,,
checkpoint,All fit out  Service works completed to specification/drawings & Area left clean/tidy (attach photos if necessary),,,,,,,,
label,"General photos, comments & observations during fitout stage (Add below).",,,,,,,,
,,,,,,,,,
checklist,Common Disabled bathroom roughins,,,,,,,,
section,Roughin,,,,,,,,
checkpoint,"Set out to be off current Hydraulic and Architectural drawings. Consider Walls, RCP's and Australian standards.",,,,,,,,
label,Check scope of works/specification & ensure all documents are current,,,,,,,,
checkpoint,"CW,HW,WW, NPCW & or RAINWATER services installed correctly as per workshop drawings and scematics",,,,,,,,
checkpoint,Check for any cross connections.,,,,,,,,
checkpoint,Basin wastes and toilet waste offset and tested with water if required.,,,,,,,,
checkpoint,Internal cisterns installed and tested. Ensure cisterns is installed as far forward.,,,,,,,,
checkpoint,In Wall mixers installed and tested. Ensure Mixer is installed as far forward.,,,,,,,,
checkpoint,Urinal sensors installed with cabling. Ensure access panels will be provided.,,,,,,,,
checkpoint,"Grommets, Bracketing installed as per AS3500 and manufacturer's specifications.",,,,,,,,
button,Seperation of services as per AS3500,"Yes,No",,,,,,,
checkpoint,All setouts ok and run eyes over crimps,,,,,,,,
checkpoint,Hydrostatic test filled with water and pumped @ 1000kpa. Ensure shower mixers are off and test the shower head on its own.,,,,,,,,
checkpoint,"Passive fire requirements installed, Fire Penetration stickers installed & logged on firedoc",,,,,,,,
button,Smoke seal applied to all penetrations required.,"Yes,No",,,,,,,
