"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8108469e-f7c2-41a7-ad48-7aea2f128e19","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"d555fede-d8df-46ea-b723-49c18fa57484","","not-started","","folder","TRUE","FALSE","Site QA","Basement 2"
"55bc68ce-bef5-4bf4-962e-f6454f4a671d","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Basement 1","Corridor C0340"
"6f17db34-226d-471e-bbab-bbc126bf67fc","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Basement 1","Corridor (plant) C0341"
"45548e83-608f-4ade-98eb-4e3fa01087f8","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Basement 1","Dirty Laundry C0305"
"ba01e3ab-a0a4-4d0e-a2cd-49dfc92e59de","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Basement 1","Dry Store C0302"
"038eed3f-1b6a-448e-a60f-523ec244447a","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Basement 1","Female Locker C0309"
"f04e8801-d4e3-412d-9dc6-038b5e75eed3","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Basement 1","Female WCs C0310"
"3e235005-b54f-4df7-9139-0dd1217d3498","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Basement 1","Kitchen C0301"
"6894f302-01d4-4183-a16e-655f051a0870","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Basement 1","Male Locker C0307"
"e901ca85-a902-4ca6-ad70-215029650543","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Basement 1","Male WCs C0308"
"c84c4c62-5871-4cde-8280-40f71f9401d4","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Basement 1","Medical C0395"
"d2abd1f7-5fc7-4f9f-865f-7bf09216993c","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Basement 1","Plenum C0381"
"240039e5-8db8-400c-9077-74ac6958fb85","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Basement 1","RL Parking"
"fa41bf87-b0e7-4dae-affd-7dfd973e2443","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Basement 1","Small Bulk Waste C0396"
"8a529b6b-7bbb-4764-98df-f8a63dccdee6","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Basement 1","Staff Lobby C0397"
"34019a87-d69d-479d-86fb-a3c4146add22","","not-started","","folder","TRUE","FALSE","Site QA","Lower Ground"
"4a093ae7-f217-437e-8be7-370d33571d53","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","External Cladding"
"4440651a-30d6-4d19-94ad-72a35b047f08","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Parish Waste Room"
"696a42a0-52cd-4cc6-81d2-10342842ca03","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","School Waste Room"
"577ea493-b675-4245-884f-d36a8fa037da","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","ACC WC C0508"
"3d473184-632e-4ee7-859d-972ca1c8eb77","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","ACC WC C05212"
"617f88b1-a0f4-4e2b-bb2e-78454bcbdfad","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Admin C05214"
"e1c7ddd0-085a-4aca-9a32-2c654f301dad","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Admin & CSM Office C0507"
"bb805393-dd02-428e-8c35-d460e01d8fee","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Air Lock C0501"
"624579ed-8e74-4f1e-94d8-b971fc24bc80","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Bike Room C0594"
"e68de81f-b1ea-4c0c-82df-a0750cd41350","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Bin Holding Room C0590"
"101dd3dc-5264-4de4-b391-885893a7fba0","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Booster C0581"
"e1007354-3fad-49fa-9e5b-8155ec92bb2d","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Building Manager C0509"
"5c5cb764-03d5-4aeb-9311-13eb19db2e5e","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Bulky Waste C0595"
"93c5e40e-f8c3-4c5e-8704-96bff729f450","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Cafe BOH C0515"
"1784583e-d770-4f74-9fb7-3c13cea37c3e","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Cafe C0503"
"585e9da1-7a38-490e-a1e8-85819e9d55d0","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Cafe C0516"
"c0c6b66d-12e5-427f-8f2f-4f43f20fc843","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Cafe Seating C0502"
"890fe922-c0da-4d16-8291-d8e4c4c74a0a","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","DB C0684"
"6f788c2f-ae83-4233-bf61-56e1072bdbd9","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Fan Room C0681"
"3d228f15-89b9-407d-a491-e16a802a6d66","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Fire Control Room C0582"
"3cc4bb76-7190-48e8-b762-2875c0c4f018","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Fire Pump Room C0580"
"9f809151-d1d4-4eb2-9d29-9c4b6dab8d83","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Foyer C0505"
"f52a6321-08a1-421e-af68-3c7e9a56b526","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Hair Salon C0506"
"0543aee2-8396-4bb6-ae83-f59d5a534c38","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Hoist Lift C0570"
"3b1badc8-3801-4eac-b014-cff38d5f0577","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Holding Bay C0581"
"dcad51bd-5cf0-4703-a204-a52f979278d7","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Lobby C0640"
"de7a6fa5-3088-4e7d-b642-5c6ad0f6fe04","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Mail Room C0511"
"50587302-c239-47e4-84e0-37de4f9ab1ac","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Meeting C0513"
"5b77f329-b071-41ea-9b91-b3920bb6c678","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Office C0517"
"666d554c-479e-4dcb-a633-80d1366833cf","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Plenum C0586"
"3fa213a5-de3a-4845-8a66-c20df03bd274","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Plenum C0680"
"e587a430-dde8-4784-8a72-b76f78e0f6e7","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Pump Room - 1 C0682"
"66f7d55f-a239-4a05-ad0e-cda321b3e79d","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Pump Room - 2 C0683"
"34f1a3e6-cc1c-4bd3-955c-9479f87c4721","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","RAC Lift Lobby C0540"
"d64b158c-4507-440b-886b-4366f9ab3cc3","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Reception C0504"
"fde67b01-1975-454e-b582-207e213fa5a2","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","RL Lobby C0510"
"f3e2b0a1-7767-4d93-8748-efe3eca61546","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Site Comms Room C0584"
"50314218-390d-4c80-9ee7-55d44c2e7baf","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Store C0692"
"42bed453-296d-4880-957c-33436e0caec5","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Lower Ground","Switch Room C0585"
"0912b0cf-c8e7-4f1a-b4d3-3cb4af842d94","","not-started","","folder","TRUE","FALSE","Site QA","Upper Ground"
"6958ed53-a3f9-4c12-a083-446f09d34413","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Upper Ground","Parish Hall Storage & Comms"
"49660331-41a2-43ea-a26e-a86356f760c8","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Upper Ground","ACC WC C0708"
"c37c1504-c933-4d59-904d-3b0264cee9dc","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Upper Ground","Admin Hot Desk C0703"
"d4e521b1-8303-49bf-b77b-608f0933be4c","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Upper Ground","Airlock C0707"
"46f23f46-6603-453b-a45e-86acafa88d02","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Upper Ground","CM & CCO C0702"
"5dae1221-b157-44c9-9d5e-7f156c19142d","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Upper Ground","Comms Room C0780"
"853c3310-a5b7-4dea-bfd8-6314aebfcb26","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Upper Ground","DB C0786"
"e6545151-1a0b-44fe-92e6-773c3e0f8bd5","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Upper Ground","Fan Room C0784"
"2a7de779-c1ea-4036-953b-d4e7f8051f00","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Upper Ground","Fan Room C0880"
"bc67494f-c51b-475a-bf22-9c7b85dff53d","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Upper Ground","GM Office C0705"
"3e29b3ed-3e6d-428b-a551-b992aec716ae","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Upper Ground","Interview Room B0706"
"9d0ba46d-261c-4464-80d0-c3827271c040","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Upper Ground","Lifestyle Office C0709"
"526874d1-29c4-4132-a0d9-d07489880fb8","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Upper Ground","Lift Lobby C0763"
"34fc7b96-3323-4898-84e6-d88c22a37459","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Upper Ground","Lobby C0841"
"017d7dbb-0db1-4938-8d34-fcb2a874d1e3","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Upper Ground","Plant Room C0781"
"5f03e233-f023-4618-9d1a-f4fac8cba3fe","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Upper Ground","Plenum C0881"
"3897b335-272e-419a-8df6-19612fa003fb","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Upper Ground","Printer C0704"
"a0296b31-f1ef-489e-8630-4df06b40cc8d","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Upper Ground","Retail C0711"
"7ba26adc-ca7a-41f9-9d6d-648718c10048","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Upper Ground","Retail Waste C0790"
"6d404597-e6d2-449e-9352-2122e3d594f6","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Upper Ground","Substation C0782"
"2dfca615-820a-473f-9f78-55bb4613b612","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Upper Ground","Team Room C0710"
"3e973d0f-f121-40fc-9e8c-2e6d920882b0","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Upper Ground","Wellness Centre C0701"
"f0f2eee4-b280-4e20-8bf4-8dcb62ad3946","","work-in-progress","","folder","TRUE","FALSE","Site QA","School"
"f6a5f87e-2de4-4806-80e3-33850d38e028","","work-in-progress","","folder","TRUE","FALSE","Site QA","School","Level 1"
"94d38777-74d2-422a-9c6c-2d63fcd66db7","","work-in-progress","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","School","Level 1","Multipurpose S0114"
"519b9a35-a1a1-4129-bf0d-17da28359808","","work-in-progress","","folder","TRUE","FALSE","Site QA","School","Level 2"
"2d4ab56d-656d-4670-a42a-e70bf9210661","","work-in-progress","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","School","Level 2","Kinder Outdoor Learning S0214"
"19e1cf1b-2e52-423c-8b41-5df8685fb09c","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","School","Level 2","Outdoor Learning S0209"
"ebac9720-6162-4da9-91fc-aa9c6ab82d2b","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","School","Level 2","OUTDOOR CIRCULATION S0240"
"667c3d39-0779-43ca-879f-93c45aefbd67","","work-in-progress","","folder","TRUE","FALSE","Site QA","School","Level 3"
"68ed1e75-0c1f-4db5-a3df-b219020d53d8","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","School","Level 3","Outdoor Learning S0309"
"a5dc945c-c496-4ce6-bc12-49337d5ae504","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","School","Level 3","Outdoor Learning S0315"
"ca513315-7b45-400e-8afe-2e886994be18","","work-in-progress","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","School","Level 3","OUTDOOR CIRCULATION S0340"
"fcb677ac-c051-4405-8452-10f1d6f07e5f","","not-started","","folder","TRUE","FALSE","Site QA","School","Level 4"
"0ba76831-2cd4-4059-9b81-4e7ca2a53551","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","School","Level 4","ACC S0403"
"56e2efb0-ebb8-454e-8cb8-8ce589d57cd2","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","School","Level 4","ACC S0404"
"9e56e1c1-b447-40eb-b5c8-24bbcf331d8b","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","School","Level 4","Covered Area S0402"
"c6ddb236-a5f4-4e5d-a7cf-b2b6a6ccb681","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","School","Level 4","Plant S0405"
"a72b44ca-dd9c-4691-ba2c-539b5c58afa2","","not-started","","folder","TRUE","FALSE","Site QA","Parish Hall"
"29cbc458-cf35-4239-9cf7-2bf7a5fc8f38","","not-started","","folder","TRUE","FALSE","Site QA","Parish Hall","Level 1"
"5b5faff6-c697-46bd-8f0e-68e34349bb98","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Parish Hall","Level 1","SOFFIT OF LINK BRIDGE"
"f810d996-a60b-4962-9466-0246a8dfc39e","","not-started","","folder","TRUE","FALSE","Site QA","Parish Hall","Level 3"
"51ed330f-f48a-4db9-ad89-c5980551e272","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Parish Hall","Level 3","BALCONIES"
"ada81c34-2897-4e2f-92c5-6f6c54ab9c99","","not-started","","folder","TRUE","FALSE","Site QA","Parish Hall","Level 4"
"8308f917-7bd3-4918-b144-66f0dce3ab78","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","Parish Hall","Level 4","Plant P0484"
"eccc8d60-e734-4094-9d93-74978c0b83ff","","not-started","","folder","TRUE","FALSE","Site QA","RAC (Residential Aged Care)"
"8a8fda15-3318-4a0e-9859-01b416c84dc7","","not-started","","folder","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1"
"30afb21f-ae1e-4d6f-9155-d3509081a934","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","ACC WC B0142"
"a34f719c-fd3b-4755-b874-8e8a2026b4df","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0101"
"1b23e4ac-8bae-437d-8187-e5861d378c4c","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0102"
"179536ec-8d88-4cc1-b35b-79ec57b47390","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0103"
"5d3b1908-2eb3-45c8-a0cc-d228f1b282d6","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0104"
"96b0211b-2a9e-4b0f-a2fa-4f3181f46651","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0105"
"e344b371-88a7-4af3-8f7e-e94e0b197c06","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0106"
"dc3f5934-5b4f-4a93-931d-1f55ae8d5bcd","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0107"
"62fdbc4c-20fc-4b9b-baad-ae756d5be93e","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0108"
"dedcc5c8-3336-42c5-862a-dad1e279cdc3","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0109"
"c3250321-18ee-4691-b0ba-cdc2811f129f","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0110"
"7bacfbf6-b9d5-408c-8b86-ffb15a7249ee","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0111"
"f208e33d-fbff-4f83-8cd5-fac3a23a1c30","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0112"
"b1fd92a2-7eec-46d2-8328-2a29e62d2716","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0113"
"9afcb94b-5b83-4842-b374-2f305b2fb366","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0114"
"ed108fec-da45-4028-aca3-90435df0a644","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0115"
"203ebf5e-df55-4c00-8dfe-98e63cedbe14","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0116"
"eb189f4e-2dde-47b5-80bb-f030d31e98cb","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0117"
"2e370d44-cb1b-4950-a1b2-4b682971774d","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0118"
"c0cafcb5-53e2-43b7-8f8f-d52b38081b3f","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0119"
"ebba3f21-d444-4bc3-b6e7-bafa672936f5","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0120"
"98833166-43bf-4809-a30d-5f38e7b24f39","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0121"
"9a804a6c-9c72-44bf-b8a7-14dd4c56dbaf","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0122"
"8978f91a-21bb-4c8d-9e81-b44276413cef","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0123"
"ad1873dd-6762-4d39-b77e-fcce72c1ddf0","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0124"
"867de3dd-b926-4cf9-86f6-e920d21e804c","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0125"
"8d5a67f8-bb29-49ba-ab3e-4ab5f6dc522a","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0126"
"85259cee-9dc3-4cca-8eac-5192f7bfb71d","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0127"
"e2438fe8-24d2-4a5d-91cc-db2f67a8ee54","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0128"
"909d292c-4438-49cf-8195-cbee0524c597","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0129"
"1256118c-1517-4db2-8a4a-822c69499929","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Bed B0130"
"a3508a41-489b-40a0-92e4-25b76a619039","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","BOH B0134"
"4a6f65cc-6bcb-4a08-843c-078e146c7cf8","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Chute Room B0190"
"60d3f60f-9d42-42c8-ba36-14f195a2e322","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Cleaners B0193"
"5b1da755-7e90-4561-9e55-4cc29aea9282","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Comms Room B0181"
"34e6e506-e9d8-4184-90f9-a69a054375b7","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Corridor - 1 B0140"
"ee35914d-d4fe-46a3-9aff-a53bed8fada3","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Corridor - 2 B0141"
"4563b5e2-b393-4439-bb95-9bb23c7349c5","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Corridor - 3 B0144"
"05fb8fa9-3892-4866-8a5b-55e72da57cc2","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Dining B0145"
"d1872b46-efad-45ed-9dad-76e7e49b3d3c","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","DU B0194"
"c768a99b-460f-46b3-8e16-f837d313e88c","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Elec B0180"
"39fd86df-a80d-42aa-8499-51368ad6f7a2","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","EQ Store B0191"
"e42f55a3-2ece-4fe0-ae4c-7e2ffc6bae0e","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Medication B0132"
"c82285c9-7b60-488c-825b-44e66115278e","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","MPR Cup'd B0150"
"be9d255c-cb9f-49b1-b738-2672e044d043","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","MPR Store B0195"
