type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,
label,Verifying Document - Refer to RITS 2.2.4.6,,,,,,,,,,,,,,
label,Frequency - As required,,,,,,,,,,,,,,
label,Inspection/Test Key - V,,,,,,,,,,,,,,
label,Role key - FP,,,,,,,,,,,,,,
section,SECTION 5 – Post Construction Audit,,,,,,,,,,,,,,
checkpoint,5.1 - Post Completion Audit,,,,,,,,,,,,,,
label,Inspection Point: Quality Control Activity - Area measured? Any visual crack observed? Photos taken? As-built updated?,,,,,,,,,,,,,,
label,Acceptance Criteria - Refer to RITS,,,,,,,,,,,,,,
label,Verifying Document - Post completion Report,,,,,,,,,,,,,,
label,Frequency - After the completion of job,,,,,,,,,,,,,,
label,Inspection/Test Key - W,,,,,,,,,,,,,,
label,Role key - SV,,,,,,,,,,,,,,
