Id,Type,Name,Values,Prompting Name,Resource Id
,checkpoint,Installation complies with current drawings & specifications,,,
,checkpoint,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions",,,
,checkpoint,Check for damage & leaks,,,
,checkpoint,Check materials & joining methods,,,
,checkpoint,Check crimp fittings,,,
,checkpoint,Check alignments & levels,,,
,checkpoint,"Check pipe clips, hangers & fixings (correct size, spacing & separation)",,,
,checkpoint,Check valves & meter assemblies,,,
,checkpoint,Check valves & meter assemblies fixings & brackets,,,
,checkpoint,Check pipework is clear of debris,,,
,checkpoint,Check for cross connections,,,
,checkpoint,Check open ends are sealed,,,
,checkpoint,Check pipe colour coding,,,
,checkpoint,Check pipe labelling,,,
,checkpoint,Check floor/wall penetration fire proofing,,,
,,,,,
,,,,,
,checklist,Testing Gas Pipework (7kPa or Less),,Testing Gas Pipework (7kPa or Less),aaf66933-4ded-44d4-b87a-f448db361fff
,section,Details:,,,
,checkpoint,Installation complies with latest revision of AS/NZS 5601.1 (2022),,,
,checkpoint,Installation complies with current drawings & specifications,,,
,checkpoint,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions",,,
,checkpoint,Testing kit & equipment have current certification,,,
,checkpoint,Apply test as per latest revision of AS/NZS 5601.1 (2022) (Note: Start & Finish testing photos to be taken only within this Checkpoint),,,
,,,,,
,,,,,
,checklist,Fit-off Gas Appliance,,Fit-off Gas Appliance,b6c66481-b555-4898-90a0-ea4d082da158
,section,Details:,,,
,checkpoint,"Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints",,,
,checkpoint,Installation complies with latest revision of AS/NZS 5601.1 (2022) (Note: Fit-off photos to be taken only within this Checkpoint),,,
,checkpoint,Installation complies with current drawings & specifications,,,
,checkpoint,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions",,,
,checkpoint,Check for damage or leaks,,,
,checkpoint,Check fixing points are secure,,,
,checkpoint,Check level & alignment is correct,,,
,checkpoint,Check surrounding wall material is fire rated,,,
,checkpoint,Check distance from cook-top to range hood complies with manufacturer specification,,,
,checkpoint,Check surrounding walls to closest burner distance complies with manufacturer specification,,,
,checkpoint,Check flexible connections are not twisted or kinked,,,
,checkpoint,Check gas isolation valve,,,
,checkpoint,Check gas pressure regulator,,,
,checkpoint,Check all functions & controls for correct operation,,,
,,,,,
,,,,,
,checklist,Commission Fixture Group,,Commission Fixture Group,c7bf1dc4-adf2-4f26-aa81-5a98e46c834c
,section,Details:,,,
,checkpoint,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS 5601.1 (2022) (Note: Commissioning photos to be taken only within this Checkpoint),,,
,checkpoint,Installation complies with current drawings & specifications,,,
,checkpoint,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions",,,
,checkpoint,"Check for any damage, leaks or missing components",,,
,checkpoint,Check level & alignment of all fixtures,,,
,checkpoint,"Check all fixtures, seats & covers are securely fastened",,,
,checkpoint,Check all valves are fully open,,,
,checkpoint,Check all flexible connections are not twisted or kinked,,,
,checkpoint,Check for water for cross connections,,,
,checkpoint,Check fixture wastes & connections,,,
,checkpoint,Check pipework & all traps are clear of debris,,,
,checkpoint,Check AAV is installed to correct height,,,
,checkpoint,Check future connection water valves are securely capped,,,
,checkpoint,Check TV do not exceed 50°C,,,
,checkpoint,Check TMV do not exceed 45°C,,,
,checkpoint,Check dishwasher function,,,
,checkpoint,Check gas valves & regulators,,,
,checkpoint,Check all gas burner functions,,,
,checkpoint,Check balcony hose tap,,,
,checkpoint,Check balcony floor grate & downpipe,,,
,checkpoint,Check all fixtures & tapware are operating as specified,,,
,checkpoint,Confirm area has been left clean,,,
,,,,,
,,,,,
,checklist,Installation Hot Water Plant/Unit,,Installation Hot Water Plant/Unit,ed552afd-b058-48fe-be33-40ebdf0e30fd
,section,Details:,,,
,checkpoint,"Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints",,,
,checkpoint,"Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4, &/or AS/NZS 5601.1 (2022) (Note: Installation photos to be taken only within this Checkpoint)",,,
,checkpoint,Installation complies with current drawings & specifications,,,
,checkpoint,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions",,,
,checkpoint,Check for damage or leaks,,,
,checkpoint,Check level & alignment,,,
,checkpoint,Check safe tray (if specified),,,
,checkpoint,Check isolation valves & non-return valves,,,
,checkpoint,Check pressure reduction valve (if specified),,,
,checkpoint,Check flexible connections are not twisted or kinked,,,
,checkpoint,Check waste & water connections,,,
,checkpoint,Check all functions & controls for correct operation,,,
,checkpoint,Check water temperatures are as specified,,,
,checkpoint,Check electrical power is available,,,
,checkpoint,Check solar panels & mounting brackets,,,
,checkpoint,Check solar connecting pipework & fittings,,,
,checkpoint,Check solar pump operation,,,
,,,,,
,,,,,
,checklist,Commission Hot Water Generating Plant,,Commission Hot Water Generating Plant,fc397b60-fd8d-4880-924e-6d4959b69e93
,section,Details:,,,
,checkpoint,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS 5601.1 (2022) (Note: Commissioning photos to be taken only within this Checkpoint),,,
,checkpoint,Installation complies with current drawings & specifications,,,
,checkpoint,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions",,,
,checkpoint,Check valves are fully open,,,
,checkpoint,Check water filters are clean,,,
,checkpoint,Check gas supply,,,
,checkpoint,Check circulating pumps,,,
,checkpoint,Check flue operation,,,
,checkpoint,Check system auto start,,,
,checkpoint,Check flow & return temperatures,,,
,checkpoint,Check control panel display & set points,,,
,checkpoint,Check BMS connection (if specified),,,
,checkpoint,Provide the suppliers commissioning report & all plant documentation to this checkpoint,,,
,,,,,
,,,,,
,,,,,
,,,,,
