"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b3c00575-27e4-4cec-93d0-1946f3ac9c32","","checklist-flat","pass","33e11ea08c3fa156ecb2b71326c329db44ccf0570380e5ecf555176e03d1ff69","checklist-flat","FALSE","FALSE","Anura - Project Details"
"95744827-80e3-52a6-a030-d5645a13b5f4","","checkpoint-status","pass","","","TRUE","TRUE","Anura - Project Details","Project details entered below"
"d50b6007-ca75-40b2-a0bd-6e9617b931bd","","folder-normal","fail","","step","TRUE","FALSE","Podium"
"620852fd-3a2b-48b8-a680-058a733800f5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Podium","Manufacture QA"
"4fd240fd-59b5-426e-8645-e8ab19fad1db","","folder-normal","pass","","step","TRUE","FALSE","Podium","Manufacture QA","Level 2"
"78d56342-1876-49c7-a099-34d39c56f250","","folder-normal","pass","","step","TRUE","FALSE","Podium","Manufacture QA","Level 2","Panel"
"5780880b-dafa-47a7-aef0-1f6cad079971","","checklist-sectioned","pass","227c737d3e83fef9e686b63f909d0164c376d77f0e52f2c2659a4fd07d2d56a0","checklist","FALSE","FALSE","Podium","Manufacture QA","Level 2","Panel","02-63"
"e0955c4b-d15c-5c00-82ad-1d1f8d5655ae","","checkpoint-group","pass","","","FALSE","FALSE","Podium","Manufacture QA","Level 2","Panel","02-63","Manufacturing Documents"
"97059277-ee4a-5545-ac61-95f47928bdc4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-42","Post-Pour / Pre Delivery Checks","Any Strongbacks Installed where required"
"b7476f6e-32d7-576b-80a2-16f2ba9d859d","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-42","Post-Pour / Pre Delivery Checks","Element free from defects that will impact structural integrity or durability?"
"02f9380d-a644-5f4a-8d14-e494a1ae5103","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-42","Post-Pour / Pre Delivery Checks","All Post Pour Works complete - Element Checked, Approved and Ready for delivery"
"a7e1b632-7319-5f6a-a0be-63c0146c1577","","checkpoint-group","pass","","","FALSE","FALSE","Podium","Manufacture QA","Level 3","Panel","03-42","Concrete Test Results"
"ac5e98c7-4bd8-54ff-be85-59d7c2564f07","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-42","Concrete Test Results","Concrete Test Result attached"
"01955ea3-63b0-438c-911e-0132030705ad","","checklist-sectioned","pass","ca8889f7119946c2fdba180ddd332d500bab6f43c68f417b3355cf975049de68","checklist","FALSE","FALSE","Podium","Manufacture QA","Level 3","Panel","03-43"
"d7154987-2286-588f-aa29-3cd297e818ca","","checkpoint-group","pass","","","FALSE","FALSE","Podium","Manufacture QA","Level 3","Panel","03-43","Manufacturing Documents"
"1a7ceb96-86a1-5a57-adae-854ecdb03593","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-43","Manufacturing Documents","IFC Manufacturing Drawings"
"b72dbb4a-3118-567d-bbbd-305f4622fbb0","","checkpoint-group","pass","","","FALSE","FALSE","Podium","Manufacture QA","Level 3","Panel","03-43","Pre-Pour Checks"
"f089ac4c-377d-54d3-b805-bbc3f9e4680c","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-43","Pre-Pour Checks","Mould check"
"3a18f628-b7a8-50e8-9c40-1889a2a8fc69","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-43","Pre-Pour Checks","Reinforcing check"
"df6e59eb-d028-5e25-bc6e-14670b306a11","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-43","Pre-Pour Checks","Cast in items check"
"db9779f3-9bdb-5adf-a286-1d66b8da3b9f","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-43","Pre-Pour Checks","Check Minimum Cover"
"4b458851-9bcd-544e-9eb1-55a4a638389a","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-43","Pre-Pour Checks","ID Tag installed in non-visible face"
"e1f99a7e-b05e-510b-960d-3242fe3d1f74","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-43","Pre-Pour Checks","Pre-Pour checks completed and approval given to pour Element"
"14431e19-c33e-5b8f-afdc-906b180cd89c","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-43","Pre-Pour Checks","Upload photo of signed pre-pour check of shop drawing"
"4e741fcd-c69e-5847-85be-5eac96b99b70","","checkpoint-group","pass","","","FALSE","FALSE","Podium","Manufacture QA","Level 3","Panel","03-43","Concrete Pour Checks"
"1f59578d-7436-5d9f-9a2c-d6190dc5ba79","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-43","Concrete Pour Checks","Concrete Strength correct as per design"
"2f2148bf-d545-52b5-a0d1-a622030cf28e","","checkpoint-group","pass","","","FALSE","FALSE","Podium","Manufacture QA","Level 3","Panel","03-43","Post-Pour / Pre Delivery Checks"
"13e0d16e-a892-5116-9bd4-f17f20eea919","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-43","Post-Pour / Pre Delivery Checks","Visual Check"
"a6c7e547-8d67-5685-b01b-75014affe1da","","checkpoint-status","not-applicable","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-43","Post-Pour / Pre Delivery Checks","Any Strongbacks Installed where required"
"40180c2b-0a48-58a7-aba4-c7bd7346b0c7","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-43","Post-Pour / Pre Delivery Checks","Element free from defects that will impact structural integrity or durability?"
"028b6879-a5fa-5ca5-9150-0d29e3cec0de","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-43","Post-Pour / Pre Delivery Checks","All Post Pour Works complete - Element Checked, Approved and Ready for delivery"
"e5ee3e6d-a3b2-557c-8681-acfe66811f1e","","checkpoint-group","pass","","","FALSE","FALSE","Podium","Manufacture QA","Level 3","Panel","03-43","Concrete Test Results"
"159757b3-243f-558a-bac5-8f3e24cae8d8","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-43","Concrete Test Results","Concrete Test Result attached"
"52d8340c-45be-4dd5-a95b-6ab89a3776f8","","checklist-sectioned","pass","ca8889f7119946c2fdba180ddd332d500bab6f43c68f417b3355cf975049de68","checklist","FALSE","FALSE","Podium","Manufacture QA","Level 3","Panel","03-44"
"774e986d-9e4d-58ec-a5e6-10138e233e4a","","checkpoint-group","pass","","","FALSE","FALSE","Podium","Manufacture QA","Level 3","Panel","03-44","Manufacturing Documents"
"3e2a2f5f-befc-5fe2-94af-43ceacf01884","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-44","Manufacturing Documents","IFC Manufacturing Drawings"
"f518bf4f-c196-5be8-8e96-7a9a4bb524e9","","checkpoint-group","pass","","","FALSE","FALSE","Podium","Manufacture QA","Level 3","Panel","03-44","Pre-Pour Checks"
"9859ee74-eaea-599b-b2e8-97230319d8ec","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-44","Pre-Pour Checks","Mould check"
"9230c0f8-75a7-5584-aa36-029e4217f380","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-44","Pre-Pour Checks","Reinforcing check"
"de087fb7-8d43-501e-aca8-c98497bccbf9","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-44","Pre-Pour Checks","Cast in items check"
"bc5ee5f4-c3a6-5075-8915-ec1668b48525","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-44","Pre-Pour Checks","Check Minimum Cover"
"e5158c07-b151-50eb-ae26-4b29f7e765d0","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-44","Pre-Pour Checks","ID Tag installed in non-visible face"
"a9f4af40-f245-57a6-a6d2-b0038bf1810a","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-44","Pre-Pour Checks","Pre-Pour checks completed and approval given to pour Element"
"f814855a-7ca6-5f3d-96b0-491c62f812b7","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-44","Pre-Pour Checks","Upload photo of signed pre-pour check of shop drawing"
"ad0a42b9-30ab-5212-b3b3-44ea5b6b36f7","","checkpoint-group","pass","","","FALSE","FALSE","Podium","Manufacture QA","Level 3","Panel","03-44","Concrete Pour Checks"
"6563bf84-df17-5dd8-891c-11be3e9b9eb6","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-44","Concrete Pour Checks","Concrete Strength correct as per design"
"7e415ca8-6f1a-5615-a5a0-174af80503a7","","checkpoint-group","pass","","","FALSE","FALSE","Podium","Manufacture QA","Level 3","Panel","03-44","Post-Pour / Pre Delivery Checks"
"6b890b14-9c59-4470-8e6c-21f0f62a172a","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-44","Post-Pour / Pre Delivery Checks","Visual Check"
"68dfc7ae-8ef2-51d9-b193-c9e84970ee06","","checkpoint-status","not-applicable","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-44","Post-Pour / Pre Delivery Checks","Any Strongbacks Installed where required"
"00251d43-1af6-508b-89fd-b8e60068d50e","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-44","Post-Pour / Pre Delivery Checks","Element free from defects that will impact structural integrity or durability?"
"e36051de-068d-5c71-990f-f8a2b59b552a","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-44","Post-Pour / Pre Delivery Checks","All Post Pour Works complete - Element Checked, Approved and Ready for delivery"
"2171161c-56f4-57b8-80e9-08dfca228b9b","","checkpoint-group","pass","","","FALSE","FALSE","Podium","Manufacture QA","Level 3","Panel","03-44","Concrete Test Results"
"c9ab9368-25c3-5d70-9a19-e46ea28d0ab6","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Manufacture QA","Level 3","Panel","03-44","Concrete Test Results","Concrete Test Result attached"
"f526bbec-4bfc-4a19-9ed4-6f017c3b1657","","checklist-sectioned","pass","ca8889f7119946c2fdba180ddd332d500bab6f43c68f417b3355cf975049de68","checklist","FALSE","FALSE","Podium","Manufacture QA","Level 3","Panel","03-52"
"78b7796c-7e61-542c-911f-45bba3928e79","","checkpoint-group","pass","","","FALSE","FALSE","Podium","Manufacture QA","Level 3","Panel","03-52","Manufacturing Documents"
