"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"16a2782d-ee4f-4d33-b468-deb50ecda756","","work-in-progress","","folder","TRUE","FALSE","INF-HSEQ CC0398-ITP-002 Bulk Earthworks"
"2f8bf449-9934-4934-8427-85282a2e268a","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-042 - Firewall Foundation"
"2bef480d-5a6d-4654-bcd5-4a7b57315da0","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-043 - PAR-01 Pile Cap F1"
"cf8bc32e-4666-4fe9-8219-6ec4c2a90592","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-044 - PAU-04 F4 F2"
"8b0d6477-681c-4927-9c46-dc8b806890a7","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-045 - POC54 - EXTERNAL WALLS"
"06b223a2-294d-4624-9d01-a4185ce353b7","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-046 - Heater Pipe Support South"
"1f6228f4-21f4-4509-ad78-14b7ed9a68a3","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-047 - Pulsating Pipe Support K5401A&B"
"3cc6783d-4236-441a-a9ac-633706a50502","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-048 - POC54 INTERNAL WALLS"
"c961b373-d4aa-475e-9153-4f880d403bca","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-049 - PAR-01 PED1 Columns F1"
"c9015116-0bfe-4ff0-8b7d-ba0acf97c476","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-050 - PAU-04 Pile Caps F1/F2"
"4356560f-99db-4ed3-b1b5-401297c55c26","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-051 - C5402/C5404 Tie Beam Ped 2"
"4fea84d2-9d7f-4e68-80a3-72c8fe69d733","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-052 - PAU-02/03 Pedestals"
"8f097674-74d2-44b5-93ba-02a042ead897","","not-started","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-053 - Firewall Wall"
"5fff9f52-e18f-4951-9252-30d792c5be6c","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-054 - Pulsating Pipe Support Columns"
"0c098f22-e8a1-4ffa-94cf-1e811f7aaad8","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-055 - 201-MH-001, 201-CB-001, 201-CB-002 & Skimming"
"d1afb568-2a80-43a9-baf7-3cb54ffa8c1f","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-056 - F5401 Pile Cap"
"1f0ae3ba-70f9-40c3-9fee-c8afe8f6dd5c","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-057 - PAR01 - TB1"
"d04a0f40-b214-4477-a0d1-04e1fbd7b1e0","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-058 - Firewall PED"
"87afa868-a51d-4e36-818a-2bc226bdf8f2","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-059 - Heater South Pedestal"
"290e8ab9-9990-44c6-8213-fd219554fc63","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-060 - R5403/R5402 Reactor Supports"
"1bc851f3-fffd-4da2-bc16-2b7158241c4e","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-061  - Duct Bank"
"f6698911-d60e-4a38-90c3-f780e7fc83fb","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-062 - F5401 Columns"
"161e3a8c-c415-418f-9976-dc64b744475c","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-063 - F5402 Pile Cap"
"6541a527-0fc5-4821-a0d7-3b583decd335","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-064 - F5402 Columns"
"cc725e82-88a0-4a70-9dd9-ffc1e46e0c63","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-065 - R5401/C5401 Pedestals"
"3ae49ceb-6fdb-4c6c-81ca-dcae81a23cb9","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-066 - PAU01 Pedestals"
"6c1e05a1-5496-423e-ae5c-0b7d748955e7","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-067 - C5402/C5404 Pedestals"
"2fb15e07-7ee7-4daa-b97c-f34ccf21cebb","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-068 - K5401A, K5401B & Water Console"
"ebfd6556-7c46-4f00-926b-08e522aa24b9","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-069 - Load Bank, G5401, TR02 & TR01"
"fbf3a70b-250d-4027-ad22-4c62ce614d29","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-070 - Fan Stack - Pile Cap"
"672f0ade-985d-4528-a10b-44aef78936c9","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-071 - Fan Stack - Pedestals"
"827c7518-fcb1-4e7a-a190-f7770428f789","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-072 - PAU03 Pedestals"
"caeb5709-4f0b-4f8a-95db-9ebe2b66c65f","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-073 - PAU-04 Pedestals"
"162a2bf9-9dab-40a7-9340-5feffcf4f5c9","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-074 - PAU05 Pile Cap"
"34a94708-7c3c-42df-bec2-a53f0e4836e7","","not-started","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-075 - R5403/R5402 Reactor Pedestal"
"d46bf8a9-74d8-465e-a798-3895d311225c","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-076 - POC Drain"
"423450ef-b143-458b-8f1f-18fd754273de","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-077 - Hydrants"
"252acb04-dae8-4997-9be3-84541ab26ff1","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-078 - PAU04 Pile Caps F3"
"0f602c74-19c5-4bec-8ee4-0a86ec84363b","","not-started","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-079 - 101-CB-009, 101-CB-008, 101-MH-003, 101-MH-004"
"6770098b-93d3-43c0-ae1e-f2c2f5a09bc4","","work-in-progress","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings Rev 3","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-031 Blinding, Pile Caps and Slab Footings","VIVA-FRP-031-080 - Gravel Pedestals - Gravel Pedestals"
"11107674-27df-4102-b1ca-16c2839f626e","","work-in-progress","","folder","TRUE","FALSE","INF-HSEQ CC0398-ITP-032 GRE Installation"
"cd177760-f86d-4565-9338-725264ac529e","","work-in-progress","INF-HSEQ CC0398-ITP-032 GRE Installation Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-032 GRE Installation","VIVA-GRE-032-001 - Western External"
"41a5288b-8566-4c47-8006-9c292d914b44","","work-in-progress","INF-HSEQ CC0398-ITP-032 GRE Installation Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-032 GRE Installation","VIVA-GRE-032-002 - Northern Brownfields Run"
"c97d67bb-916b-4ece-ab46-4eb1b93cfb61","","work-in-progress","INF-HSEQ CC0398-ITP-032 GRE Installation Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-032 GRE Installation","VIVA-GRE-032-003 - West/South Internal"
"696fbafd-a821-4813-b124-8109c1b3b9da","","work-in-progress","INF-HSEQ CC0398-ITP-032 GRE Installation Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-032 GRE Installation","VIVA-GRE-032-004 - GRE East (to POC54)"
"a786b0db-628f-4b84-8a7a-62103dad98b4","","work-in-progress","INF-HSEQ CC0398-ITP-032 GRE Installation Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-032 GRE Installation","VIVA-GRE-032-005 - Eastern Brownfields"
"8fd5db32-282d-479f-8ded-1d8e17c766b5","","work-in-progress","INF-HSEQ CC0398-ITP-032 GRE Installation Rev 1","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-032 GRE Installation","VIVA-GRE-032-006 - Cooling Water Tower"
"a60addcb-1e25-4dc9-b344-4d812eb6f26e","","work-in-progress","","folder","TRUE","FALSE","INF-HSEQ CC0398-ITP-033 HDPE Installation"
"f5f4ac1e-ba42-4726-aff3-19c1ca26d5e4","","work-in-progress","INF-HSEQ CC0398-ITP-033 HDPE Installation Rev C","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-033 HDPE Installation","VIVA-HDPE-033-001 - HDPE West (101-CB-001 to 101-CB-007 & 101-MH-001 & 101-MH-002)"
"e12175fa-7e28-41f2-8d45-5cd7aa238519","","work-in-progress","INF-HSEQ CC0398-ITP-033 HDPE Installation Rev C","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-033 HDPE Installation","VIVA-HDPE-033-003 - HDPE Cooling Water Line"
"866e1c23-8c34-4e7a-ab09-bbb3c9a68b2c","","pass","INF-HSEQ CC0398-ITP-033 HDPE Installation Rev C","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-033 HDPE Installation","VIVA-HDPE-033-002 - HDPE East AOC"
"0ebc1977-d446-4435-bf01-c8eb1da95da7","","work-in-progress","INF-HSEQ CC0398-ITP-033 HDPE Installation Rev C","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-033 HDPE Installation","VIVA-HDPE-033-004 - Cooling Water Tower Atmospheric Lines"
"74d75005-b7fe-4d0f-a947-caae52aa03d7","","work-in-progress","INF-HSEQ CC0398-ITP-033 HDPE Installation Rev C","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-033 HDPE Installation","VIVA-HDPE-033-005 - HDPE South East"
"959d3d0f-c46b-464d-aa57-664c4a73b4fc","","work-in-progress","INF-HSEQ CC0398-ITP-033 HDPE Installation Rev C","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-033 HDPE Installation","VIVA-HDPE-033-006 - HPDE CWT Pressurised (W54651)"
"f01c1073-cb1e-4698-9f90-175532a0e3c4","","work-in-progress","INF-HSEQ CC0398-ITP-033 HDPE Installation Rev C","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-033 HDPE Installation","VIVA-HDPE-033-007 - HDPE Miscellaneous Tie Ins (Main Plot 101)"
"bcfa88ef-37ea-440e-9eb8-523e0c9d4c2f","","work-in-progress","","folder","TRUE","FALSE","INF-HSEQ CC0398-ITP-034 Carbon Steel Installation"
"434d1f94-d920-4d6a-8c02-0b02649c8316","","work-in-progress","INF-HSEQ CC0398-ITP-034 Carbon Steel Installation Rev C","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-034 Carbon Steel Installation","VIVA-CS-034-001 - North CS (Refer Lot Map)"
"320210e2-8d2e-442e-972b-8edcd5762115","","work-in-progress","INF-HSEQ CC0398-ITP-034 Carbon Steel Installation Rev C","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-034 Carbon Steel Installation","VIVA-CS-034-005 - South MH Connections"
"cb21357d-1397-40b4-8d32-394ed3815f5c","","work-in-progress","INF-HSEQ CC0398-ITP-034 Carbon Steel Installation Rev C","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-034 Carbon Steel Installation","VIVA-CS-034-002 - North Misc Carbon Steel (D54981 & Branches)"
"bcd2ab44-8b8d-4401-936b-d5505c5adf2d","","work-in-progress","INF-HSEQ CC0398-ITP-034 Carbon Steel Installation Rev C","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-034 Carbon Steel Installation","VIVA-CS-034-003 - Cooling Water Tower"
"a76bcb59-efa7-4482-b03c-2d089ea93069","","work-in-progress","INF-HSEQ CC0398-ITP-034 Carbon Steel Installation Rev C","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-034 Carbon Steel Installation","VIVA-CS-034-004 - South West"
"25820584-bb3d-47d1-a93d-de84a906a66f","","work-in-progress","","folder","TRUE","FALSE","INF-HSEQ CC0398-ITP-035 Concrete Pile Cropping"
"931b9bcc-1617-4f15-8a59-316ffc078e34","","work-in-progress","INF-HSEQ CC0398-ITP-035 Concrete Pile Cropping Rev A","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-035 Concrete Pile Cropping","VIVA-PCR-035-001"
"735572b0-2e18-4f8f-bd3e-045badbb3764","","work-in-progress","INF-HSEQ CC0398-ITP-035 Concrete Pile Cropping Rev A","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-035 Concrete Pile Cropping","VIVA-PCR-035-002"
"bcbf0970-5f99-404a-94c0-05a4471db9da","","work-in-progress","INF-HSEQ CC0398-ITP-035 Concrete Pile Cropping Rev A","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-035 Concrete Pile Cropping","VIVA-PCR-035-003"
"2e23d5fe-f4d9-4cd8-9fc9-a8b45001fc2e","","work-in-progress","INF-HSEQ CC0398-ITP-035 Concrete Pile Cropping Rev A","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-035 Concrete Pile Cropping","VIVA-PCR-035-004"
"aef02aa3-7da0-482c-8893-515360cfe98b","","work-in-progress","INF-HSEQ CC0398-ITP-035 Concrete Pile Cropping Rev A","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-035 Concrete Pile Cropping","VIVA-PCR-035-005"
"411e5aa6-7d01-455a-a8f5-5b81358954d3","","work-in-progress","","folder","TRUE","FALSE","INF-HSEQ CC0398-ITP-037 Earthing Installation"
"e2a7d43d-da05-436d-b4ec-48b5d44555c0","","work-in-progress","INF-HSEQ CC0398-ITP-037 Earthing Installation Rev C","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-037 Earthing Installation","VIVA-EGD-037-001 - Cooling Water Tower"
"a160c368-b6be-4a91-b098-58c942fc9816","","work-in-progress","INF-HSEQ CC0398-ITP-037 Earthing Installation Rev C","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-037 Earthing Installation","VIVA-EGD-037-002 - North Earthing (CWA111)"
"14a05ef1-a220-4d54-b23b-b4ebd036f0e1","","work-in-progress","INF-HSEQ CC0398-ITP-037 Earthing Installation Rev C","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-037 Earthing Installation","VIVA-EGD-037-003 - Earthing Substation"
"1012c107-81f6-4989-bec2-96bf1f162a8f","","not-started","INF-HSEQ CC0398-ITP-037 Earthing Installation Rev C","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-037 Earthing Installation","CC0398-037-EGD-004 - Central (See Lot Map)"
"7d452f1b-abda-4ce2-ac0c-8450ab2d5b97","","not-started","INF-HSEQ CC0398-ITP-037 Earthing Installation Rev C","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-037 Earthing Installation","CC0398-037-EGD-005 - South West (Areas 113/114)"
"b477df73-c637-463f-a47d-20083b89d81a","","not-started","INF-HSEQ CC0398-ITP-037 Earthing Installation Rev C","checklist","FALSE","FALSE","INF-HSEQ CC0398-ITP-037 Earthing Installation","CC0398-037-EGD-006 - East (Around Ks/ PAU-05)"
