"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"27ee9fee-b299-4a24-a658-b61604603e9f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Below Ground"
"c7f8442c-6c07-4001-97bb-48882a602ef2","","folder-normal","pass","","step","TRUE","FALSE","Below Ground","Site/Early Works"
"47cf8755-5d43-480b-9aff-d5f4a10d03fd","","checklist-flat","pass","e6b9ae624f262a5d6d4aac3474fb9f7e61f7843b72829df7589955dde3ac6a14","checklist-flat","FALSE","FALSE","Below Ground","Zone 3","Stormwater Below Ground"
"6253dbfa-e480-4a30-93c0-3b5bcd392575","","checklist-flat","not-started","Concrete Pour v2","checklist-flat","FALSE","FALSE","Below Ground","Zone 3","Penetrations"
"7ac87083-c8a8-456c-b3f4-56cce6335974","","folder-normal","work-in-progress","","step","TRUE","FALSE","Below Ground","Zone 4"
"36920549-abdd-47f3-910b-ad6da58365dc","","checklist-flat","work-in-progress","Document Attachment Checklist","checklist-flat","FALSE","FALSE","Below Ground","Zone 4","Document Upload"
"3d989c2a-46de-4be2-8215-3791b6a739a4","","checklist-flat","pass","33fb7a3c1385c1838faf75ee5bea91fecf4781fb3ba936009594188afb3a3ce5","checklist-flat","FALSE","FALSE","Below Ground","Zone 4","Below Ground Sewer Drainage"
"53db4306-e069-4f09-9dec-0543717b97dc","","checklist-flat","work-in-progress","241da47bcdb42cd3370bad1c4c59bdfd23147560e309902ee091016e91008a37","checklist-flat","FALSE","FALSE","Below Ground","Zone 4","Cold Water"
"c54756ba-eef4-4e94-884e-f52d76a25a61","","checklist-flat","pass","e6b9ae624f262a5d6d4aac3474fb9f7e61f7843b72829df7589955dde3ac6a14","checklist-flat","FALSE","FALSE","Below Ground","Zone 4","Stormwater Below Ground"
"c0b5fb2f-ed75-4cb8-a2c0-5690cce30c9c","","checklist-flat","not-started","Concrete Pour v2","checklist-flat","FALSE","FALSE","Below Ground","Zone 4","Penetrations"
"d08ebe04-e109-4495-984f-c60e2514e8f2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Below Ground","Zone 5"
"c6678dbe-1d51-4cef-8fd5-6ff79d96a88f","","checklist-flat","pass","Document Attachment Checklist","checklist-flat","FALSE","FALSE","Below Ground","Zone 5","Document Upload"
"236f6aef-eb2d-4812-8af0-a67ebdfd5887","","checklist-flat","pass","914107816cd413f3b4c6169cd44e5402aa0892e51c509a53134d0ae3bbce6634","checklist-flat","FALSE","FALSE","Below Ground","Zone 5","Below Ground Sewer Drainage"
"0b1f141b-1e8b-452d-9677-0e5b65341f19","","checklist-flat","work-in-progress","241da47bcdb42cd3370bad1c4c59bdfd23147560e309902ee091016e91008a37","checklist-flat","FALSE","FALSE","Below Ground","Zone 5","Cold Water"
"1a9d36d5-0695-4dc6-8c3d-6ea0da0b4a9e","","checklist-flat","work-in-progress","03cdff6ea6e370dff0fdef82a6887473e96211bd5a7d455248a9f00af16109f8","checklist-flat","FALSE","FALSE","Below Ground","Zone 5","Stormwater Below Ground"
"a4e9e6b6-3348-4d6e-bff9-925c73492d62","","checklist-flat","not-started","Concrete Pour v2","checklist-flat","FALSE","FALSE","Below Ground","Zone 5","Penetrations"
"2f5d5e38-6f6c-478c-9a86-0f31ccc3aea7","","folder-normal","not-started","","step","TRUE","FALSE","Below Ground","Zone 6"
"405e80c4-bc3e-43ad-86f1-db96b84a7618","","checklist-flat","not-started","Document Attachment Checklist","checklist-flat","FALSE","FALSE","Below Ground","Zone 6","Document Upload"
"45884354-2ac2-4fbd-8918-d290c417c10b","","checklist-flat","not-started","Below Ground Sewer Drainage - State Basketball Centre","checklist-flat","FALSE","FALSE","Below Ground","Zone 6","Below Ground Sewer Drainage"
"6fb83b49-3f73-43c8-b955-27993e8c424a","","checklist-flat","not-started","Cold Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Below Ground","Zone 6","Cold Water"
"e8ab5481-0177-4606-9ffd-5cf1d50161b2","","checklist-flat","not-started","Stormwater Below Ground - State Basketball Centre","checklist-flat","FALSE","FALSE","Below Ground","Zone 6","Stormwater Below Ground"
"f4c77030-e604-41ff-8c4b-10ea712dd2ea","","checklist-flat","not-started","Concrete Pour v2","checklist-flat","FALSE","FALSE","Below Ground","Zone 6","Penetrations"
"f7f9af56-79e4-4603-9b96-b63266459d24","","folder-normal","not-started","","step","TRUE","FALSE","Below Ground","Zone 7"
"49b07ebc-043b-4734-8781-1f0aab386eb1","","checklist-flat","not-started","Document Attachment Checklist","checklist-flat","FALSE","FALSE","Below Ground","Zone 7","Document Upload"
"078e6245-5f24-4e27-bf08-17ee3491af84","","checklist-flat","not-started","Below Ground Sewer Drainage - State Basketball Centre","checklist-flat","FALSE","FALSE","Below Ground","Zone 7","Below Ground Sewer Drainage"
"ab82cf3f-3fa0-49ef-9d3d-8a2546c512c8","","checklist-flat","not-started","Cold Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Below Ground","Zone 7","Cold Water"
"76804ce2-4daf-488d-b85b-0e9172e82ec4","","checklist-flat","not-started","Stormwater Below Ground - State Basketball Centre","checklist-flat","FALSE","FALSE","Below Ground","Zone 7","Stormwater Below Ground"
"9bcc6627-0b1c-49c3-9163-63eeac9df7fa","","checklist-flat","not-started","Concrete Pour v2","checklist-flat","FALSE","FALSE","Below Ground","Zone 7","Penetrations"
"e32de8fb-8ed5-4c27-be41-8f380c579899","","folder-normal","not-started","","step","TRUE","FALSE","Below Ground","Zone 8"
"c864e996-8da9-4a9e-beea-82e507f073c6","","checklist-flat","not-started","Document Attachment Checklist","checklist-flat","FALSE","FALSE","Below Ground","Zone 8","Document Upload"
"bf2ce60d-b961-43d6-92d5-e49d5d2563cd","","checklist-flat","not-started","Below Ground Sewer Drainage - State Basketball Centre","checklist-flat","FALSE","FALSE","Below Ground","Zone 8","Below Ground Sewer Drainage"
"7504e340-82d6-4860-8b0e-130d09be9080","","checklist-flat","not-started","Cold Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Below Ground","Zone 8","Cold Water"
"23a7654f-1e9e-4c26-8003-d611d9f6222c","","checklist-flat","not-started","Stormwater Below Ground - State Basketball Centre","checklist-flat","FALSE","FALSE","Below Ground","Zone 8","Stormwater Below Ground"
"bd28e11a-3a4c-440b-8421-5b813c3de9e6","","checklist-flat","not-started","Concrete Pour v2","checklist-flat","FALSE","FALSE","Below Ground","Zone 8","Penetrations"
"13184e5d-90b4-4be1-b1df-c8708cbdaa62","","folder-normal","not-started","","step","TRUE","FALSE","Below Ground","Zone 9"
"30a62dfc-b381-4237-8970-d5b73d1db917","","checklist-flat","not-started","Document Attachment Checklist","checklist-flat","FALSE","FALSE","Below Ground","Zone 9","Document Upload"
"7c90db83-53a4-4efb-8325-8fd4e2f184f5","","checklist-flat","not-started","Below Ground Sewer Drainage - State Basketball Centre","checklist-flat","FALSE","FALSE","Below Ground","Zone 9","Below Ground Sewer Drainage"
"08b8df38-a742-42e9-a64a-9c8063c53570","","checklist-flat","not-started","Cold Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Below Ground","Zone 9","Cold Water"
"ba2e5a41-c3d3-4b43-8362-c2486bbda5ed","","checklist-flat","not-started","Stormwater Below Ground - State Basketball Centre","checklist-flat","FALSE","FALSE","Below Ground","Zone 9","Stormwater Below Ground"
"222628d5-185a-4db7-b30b-214a65c7da88","","checklist-flat","not-started","Concrete Pour v2","checklist-flat","FALSE","FALSE","Below Ground","Zone 9","Penetrations"
"c70a3c52-4d1b-4949-a1c0-1eaf794dc750","","folder-normal","not-started","","step","TRUE","FALSE","Ground Floor"
"0e2a8b8c-3a74-43bb-a582-20892d7e55df","","folder-normal","not-started","","step","TRUE","FALSE","Ground Floor","Zone 1"
"d25b2eb6-a46b-4070-aaa3-d25bc6d043f0","","checklist-flat","not-started","Above Ground Sewer Drainage - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 1","Above Ground Sewer Drainage"
"c9f25631-ae4f-4bec-bb95-84a3ce6bbaaa","","checklist-flat","not-started","Cold Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 1","Cold Water"
"bd985b98-b29f-48a5-866d-59f6e41639f8","","checklist-flat","not-started","Hot Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 1","Hot Water"
"3c9958dc-f58f-4d5f-82c1-1810654a8072","","checklist-flat","not-started","Sanitary Waste & Vents - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 1","Sanitary Waste & Vents"
"ee8f216b-e63c-412b-abc6-9e856e73831e","","checklist-flat","not-started","Sanitary Fixture - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 1","Sanitary Fixture"
"0abc0973-4774-4367-8786-1f2247b6d858","","checklist-flat","not-started","Stormwater Above Ground - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 1","Stormwater Above Ground"
"c957aefd-8968-4329-a616-823158c4f347","","checklist-flat","not-started","Downpipe Installation - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 1","Downpipe Installation"
"65129c14-104e-4a18-91fc-0f31b9fe56be","","checklist-flat","not-started","Recycled Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 1","Recycled Water"
"5dd7a76e-7024-4538-a314-568020d564a7","","checklist-flat","not-started","Commissioning (V.061221)","checklist-flat","FALSE","FALSE","Ground Floor","Zone 1","Commision"
"9d7426ca-ed93-4c71-af09-bec93302bb2b","","checklist-flat","not-started","Concrete Pour v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 1","Penetrations"
"94aa3793-4449-4c56-b933-249b86c5c7ee","","folder-normal","not-started","","step","TRUE","FALSE","Ground Floor","Zone 2"
"ccab6b4f-f6c2-448e-b4b5-a0142dca6e77","","checklist-flat","not-started","Above Ground Sewer Drainage - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 2","Above Ground Sewer Drainage"
"aca8bcb9-6ac4-4efe-b767-3041a86c40ba","","checklist-flat","not-started","Cold Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 2","Cold Water"
"3ba9ed9e-bc83-443b-addb-9f64a8b21d37","","checklist-flat","not-started","Hot Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 2","Hot Water"
"cc1965bb-3328-4d42-b951-0a01c24f3ca1","","checklist-flat","not-started","Sanitary Waste & Vents - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 2","Sanitary Waste & Vents"
"fe1e14b3-8661-461e-bca4-0a9744e20fd4","","checklist-flat","not-started","Sanitary Fixture - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 2","Sanitary Fixture"
"df71ff5e-620f-4cb0-ab16-93af65f39213","","checklist-flat","not-started","Stormwater Above Ground - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 2","Stormwater Above Ground"
"6a57ff0c-50dc-4eab-a75e-4f54f5dc6c35","","checklist-flat","not-started","Downpipe Installation - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 2","Downpipe Installation"
"5b4a44a8-ab6a-4234-b894-86f886736fbe","","checklist-flat","not-started","Recycled Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 2","Recycled Water"
"445137d2-22c7-4623-bdb7-607a8f3beb88","","checklist-flat","not-started","Commissioning (V.061221)","checklist-flat","FALSE","FALSE","Ground Floor","Zone 2","Commision"
"c0b66826-6db8-452e-86b5-01834f7468bc","","checklist-flat","not-started","Concrete Pour v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 2","Penetrations"
"ac47ce19-38c0-4b37-8ae5-8925646534e7","","folder-normal","not-started","","step","TRUE","FALSE","Ground Floor","Zone 3"
"19a3185b-e52a-4700-a317-332730f348ee","","checklist-flat","not-started","Above Ground Sewer Drainage - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 3","Above Ground Sewer Drainage"
"7f178c53-fe37-49e2-bd62-6237ca059214","","checklist-flat","not-started","Cold Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 3","Cold Water"
"4a7c98dc-b671-4198-a2f9-5962b56a998b","","checklist-flat","not-started","Hot Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 3","Hot Water"
"b85c6fd1-0ada-4b4f-8a24-5464f318f974","","checklist-flat","not-started","Sanitary Waste & Vents - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 3","Sanitary Waste & Vents"
"0cc1f702-5b3d-4002-9efe-7825663ec8b3","","checklist-flat","not-started","Sanitary Fixture - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 3","Sanitary Fixture"
"99f45d53-66c0-4891-8eef-60ec45d4bc75","","checklist-flat","not-started","Stormwater Above Ground - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 3","Stormwater Above Ground"
"d06d29f7-b0cd-4546-bd13-aeaee6254aac","","checklist-flat","not-started","Downpipe Installation - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 3","Downpipe Installation"
"7eae595f-2dfd-4497-bb1b-a16372b771b8","","checklist-flat","not-started","Recycled Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 3","Recycled Water"
"d5668c52-c696-4fcc-9b89-6cf53677646c","","checklist-flat","not-started","Commissioning (V.061221)","checklist-flat","FALSE","FALSE","Ground Floor","Zone 3","Commision"
"48e62a2f-da15-4492-998a-85e18d7eafdb","","checklist-flat","not-started","Concrete Pour v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 3","Penetrations"
"a0836833-bb86-4ef3-8608-ec432cf9c2aa","","folder-normal","not-started","","step","TRUE","FALSE","Ground Floor","Zone 4"
"86e236e1-2d03-4c96-8b39-5c22a275d8a0","","checklist-flat","not-started","Above Ground Sewer Drainage - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 4","Above Ground Sewer Drainage"
"c02d7b05-b10c-49ff-82fb-da9be508028a","","checklist-flat","not-started","Cold Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 4","Cold Water"
"6d251a14-bb44-4045-9bba-74d13a3a8daa","","checklist-flat","not-started","Hot Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 4","Hot Water"
"3801ca56-bfc5-42bc-a609-a07a0c7ff441","","checklist-flat","not-started","Sanitary Waste & Vents - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 4","Sanitary Waste & Vents"
"9a90182c-5402-451b-85f1-0f7fb1efeeac","","checklist-flat","not-started","Sanitary Fixture - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 4","Sanitary Fixture"
"df8807cb-b6a3-4b94-95ad-93b2175199b9","","checklist-flat","not-started","Stormwater Above Ground - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 4","Stormwater Above Ground"
"9f1b81ec-4629-41db-805b-a8f8977657fe","","checklist-flat","not-started","Downpipe Installation - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 4","Downpipe Installation"
"da244c8a-b0bb-46a4-8526-d54a7f54c2ae","","checklist-flat","not-started","Recycled Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 4","Recycled Water"
"e03981bf-e83a-4a15-93e2-5c60d842890c","","checklist-flat","not-started","Commissioning (V.061221)","checklist-flat","FALSE","FALSE","Ground Floor","Zone 4","Commision"
"418827fb-12e8-4be5-b050-156783c1de05","","checklist-flat","not-started","Concrete Pour v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 4","Penetrations"
"f6992131-382a-40c2-aa4e-465bd71d3745","","folder-normal","not-started","","step","TRUE","FALSE","Ground Floor","Zone 5"
"2caa931f-d696-4732-98b5-811e415965ee","","checklist-flat","not-started","Above Ground Sewer Drainage - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 5","Above Ground Sewer Drainage"
"60e4e83a-5e28-44df-b90a-098ac20f55e7","","checklist-flat","not-started","Cold Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 5","Cold Water"
"073bd609-6049-4225-b98e-40ee66c8f790","","checklist-flat","not-started","Hot Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 5","Hot Water"
"d66605f5-4037-41c2-b988-f3ca784c9d2b","","checklist-flat","not-started","Sanitary Waste & Vents - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 5","Sanitary Waste & Vents"
"c2d11482-b1a3-41ba-8768-10d5f3d7c8e0","","checklist-flat","not-started","Sanitary Fixture - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 5","Sanitary Fixture"
"574b8265-16b6-4944-85fe-8d0bf5af79f5","","checklist-flat","not-started","Stormwater Above Ground - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 5","Stormwater Above Ground"
"80122ccf-0dbb-491c-a683-7c5f6decf799","","checklist-flat","not-started","Downpipe Installation - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 5","Downpipe Installation"
"2be569ec-d3f1-425e-be4a-0f33c0b0f571","","checklist-flat","not-started","Recycled Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 5","Recycled Water"
"e122ae3c-0958-40d3-905a-ce84e4cac9f6","","checklist-flat","not-started","Commissioning (V.061221)","checklist-flat","FALSE","FALSE","Ground Floor","Zone 5","Commision"
"8abc7cfc-a497-4a51-807b-5030f48bb805","","checklist-flat","not-started","Concrete Pour v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 5","Penetrations"
"b9418647-d744-44d8-a06c-18eca955ae8e","","folder-normal","not-started","","step","TRUE","FALSE","Ground Floor","Zone 7"
"d64f3f06-457c-488f-9628-63164708a2bb","","checklist-flat","not-started","Above Ground Sewer Drainage - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 7","Above Ground Sewer Drainage"
"c11da788-c98d-48d6-943c-5bf15bd21ff7","","checklist-flat","not-started","Cold Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 7","Cold Water"
"df866b62-4400-4b9b-8141-e892ab0bb31a","","checklist-flat","not-started","Hot Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 7","Hot Water"
"382d8fb0-8f4c-4baf-a5ff-794208917047","","checklist-flat","not-started","Sanitary Waste & Vents - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 7","Sanitary Waste & Vents"
"823b53e7-1f4c-449c-bcad-127af8358fe4","","checklist-flat","not-started","Sanitary Fixture - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 7","Sanitary Fixture"
"290400b8-9f4d-49ef-9985-f5bb13184cd7","","checklist-flat","not-started","Stormwater Above Ground - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 7","Stormwater Above Ground"
"c6097cb2-ddb7-4257-ae24-8841ee704e45","","checklist-flat","not-started","Downpipe Installation - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 7","Downpipe Installation"
"608b8ae9-eb6d-4dda-87b0-5e0c341f1527","","checklist-flat","not-started","Recycled Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 7","Recycled Water"
"00675bb2-17dd-48e8-82ec-36702ca1074d","","checklist-flat","not-started","Commissioning (V.061221)","checklist-flat","FALSE","FALSE","Ground Floor","Zone 7","Commision"
"d2724509-181f-47e0-8105-b3df84a9d245","","checklist-flat","not-started","Concrete Pour v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 7","Penetrations"
"c80d302a-0a83-4df4-9754-7edde419923d","","folder-normal","not-started","","step","TRUE","FALSE","Ground Floor","Zone 8"
"9c64cb79-8583-440a-a333-c0aa16533ff4","","checklist-flat","not-started","Above Ground Sewer Drainage - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 8","Above Ground Sewer Drainage"
"9a69268e-7144-463e-b1eb-a3488a8f4993","","checklist-flat","not-started","Cold Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 8","Cold Water"
"6eaabb7d-2b29-4fe3-af96-5ea03ff5321e","","checklist-flat","not-started","Hot Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 8","Hot Water"
"3a64ead3-d870-404e-bed5-aa53a6e7978b","","checklist-flat","not-started","Sanitary Waste & Vents - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 8","Sanitary Waste & Vents"
"c11d1f6a-1ae1-4485-87f2-0e3b65b7c0c6","","checklist-flat","not-started","Sanitary Fixture - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 8","Sanitary Fixture"
"49f5f571-d5f8-458c-bdde-80e54df2debc","","checklist-flat","not-started","Stormwater Above Ground - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 8","Stormwater Above Ground"
"329f89bc-6da6-45f1-8892-9c429139c721","","checklist-flat","not-started","Downpipe Installation - State Basketball Centre","checklist-flat","FALSE","FALSE","Ground Floor","Zone 8","Downpipe Installation"
"a42bc298-6d46-4b5c-89d7-40faf8d7f0f1","","checklist-flat","not-started","Recycled Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 8","Recycled Water"
"122a059b-014f-4aa5-aa07-11267d6601f8","","checklist-flat","not-started","Commissioning (V.061221)","checklist-flat","FALSE","FALSE","Ground Floor","Zone 8","Commision"
"648012db-986e-458b-bf98-844ca7e86676","","checklist-flat","not-started","Concrete Pour v2","checklist-flat","FALSE","FALSE","Ground Floor","Zone 8","Penetrations"
"fc0ad1eb-ed71-4662-ac14-1bb0818b3bfb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 1"
"1ba4fd1b-ed0c-40bc-b225-0b764da087c7","","folder-normal","not-started","","step","TRUE","FALSE","Level 1","Zone 1"
"d628376c-ba2a-43fe-9bdc-ca47f4cc6b94","","checklist-flat","not-started","Above Ground Sewer Drainage - State Basketball Centre","checklist-flat","FALSE","FALSE","Level 1","Zone 1","Above Ground Sewer Drainage"
