type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,
label,"Acceptance / Conformance Criteria - Backfill is to comprise a well graded, granular material such as GAP65 or site won Hinuera Sand, which must be free of any deleterious material. Sand backfill shall have a fines content (less than 0.075mm diameter) of no more than 10%.",,,,,,,,,,,,,,
label,○ Drainage metal to be 20/40 drainage aggregate or similar approved by engineer.,,,,,,,,,,,,,,
label,○ Labratory MDD (x2 per material type) at standard compaction ,,,,,,,,,,,,,,
label,Standard / Specification - GWS - 5.3.3,,,,,,,,,,,,,,
label,Verifying Document - Lab Results,,,,,,,,,,,,,,
label,Frequency - Prior to works,,,,,,,,,,,,,,
label,Activity - H,,,,,,,,,,,,,,
label,By - PE,,,,,,,,,,,,,,
checkpoint-status,4.01.03 - Geogrid,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - Geogrid to be Miragrid GX200/30 or similar approved,,,,,,,,,,,,,,
label,Standard / Specification - GWS - 5.3.1,,,,,,,,,,,,,,
label,Verifying Document - Datasheet,,,,,,,,,,,,,,
label,Frequency - Before Installation,,,,,,,,,,,,,,
label,Activity - H,,,,,,,,,,,,,,
label,By - PE,,,,,,,,,,,,,,
checkpoint-status,4.01.04 - Para web,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - Paraweb to be the correct grade: Paraweb 2D-50,,,,,,,,,,,,,,
label,Standard / Specification - GWS - 5.3.2,,,,,,,,,,,,,,
label,Verifying Document - Datasheet,,,,,,,,,,,,,,
label,Frequency - Before Installation,,,,,,,,,,,,,,
label,Activity - H,,,,,,,,,,,,,,
label,By - PE,,,,,,,,,,,,,,
checkpoint-status,4.01.05 - Drainage Pipes,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - Shall be 160mm diameter NZTA F/2 compliant smooth bore perforated corrugated pipe with filter sock,,,,,,,,,,,,,,
label,Standard / Specification - GWS - 5.3.4,,,,,,,,,,,,,,
label,Verifying Document - Datasheet,,,,,,,,,,,,,,
label,Frequency - Before Installation,,,,,,,,,,,,,,
label,Activity - H,,,,,,,,,,,,,,
label,By - PE,,,,,,,,,,,,,,
checkpoint-status,4.01.06 - Geocomposite drainage board,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - Shall be Bidim A39 geotextile or similar equivalent,,,,,,,,,,,,,,
label,Standard / Specification - SS - 12,,,,,,,,,,,,,,
label,Verifying Document - Datasheet,,,,,,,,,,,,,,
label,Frequency - Before Installation,,,,,,,,,,,,,,
label,Activity - H,,,,,,,,,,,,,,
label,By - PE,,,,,,,,,,,,,,
checkpoint-group,SECTION 5 – CONSTRUCTION ACTIVITY – RETAINING WALLS,,,,,,,,,,,,,,
checkpoint-status,5.01.01 - Excavation to subgrade,,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - The foundation materials are to comprise natural Hinuera sand material, stiff Hinuera Silt or imported clean sand and must achieve a minimum of 4 blows per 100mm when tested with a Scala penetrometer. Any exposed silts must have vane shear strengths greater than 70kPa.",,,,,,,,,,,,,,
label,Standard / Specification - GWS - 5.2,,,,,,,,,,,,,,
label,Verifying Document - Scala Results,,,,,,,,,,,,,,
label,Frequency - Every 10m,,,,,,,,,,,,,,
label,Activity - H,,,,,,,,,,,,,,
label,By - SE,,,,,,,,,,,,,,
checkpoint-status,5.01.02 - Foundation Approval,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - Results of the foundation material testing shall be supplied to the Engineer for approval and the prepared ground shall be inspected by the Engineer. Construction may not proceed until receiving Engineer’s approval.,,,,,,,,,,,,,,
label,Standard / Specification - GWS - 5.2,,,,,,,,,,,,,,
label,Verifying Document - Approval,,,,,,,,,,,,,,
label,Frequency - Prior to proceeding. Min 48h notice to Engineer,,,,,,,,,,,,,,
label,Activity - HP,,,,,,,,,,,,,,
label,By - ENG,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint-status,5.01.03 - Undercut subgrade,,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - Any unsuitable materials, such as uncontrolled fill, contaminated materials or any weak or organic materials, shall be undercut and replaced with compacted granular fill (WHAP65 or equivalent) or Hinuera Sand. Surveyor to capture extent of undercut (if any) to include in asbuilt.",,,,,,,,,,,,,,
label,Standard / Specification - GWS - 5.2,,,,,,,,,,,,,,
label,Verifying Document - Survey Record/ Photo record,,,,,,,,,,,,,,
label,Frequency - If required,,,,,,,,,,,,,,
label,Activity - I,,,,,,,,,,,,,,
label,By - SE,,,,,,,,,,,,,,
checkpoint-status,5.01.04 - Undercut backfill compaction,,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - NDM (DT 300mm deep or backscatter with GAP65), with MDD of 95% or greater",,,,,,,,,,,,,,
label,Standard / Specification - GWS - Table 3,,,,,,,,,,,,,,
label,Verifying Document - NDM Results,,,,,,,,,,,,,,
label,Frequency - 1 per 500m3 with at least 1 test per 0.5m lift per 20m run of wall,,,,,,,,,,,,,,
label,Activity - H,,,,,,,,,,,,,,
label,By - SE,,,,,,,,,,,,,,
checkpoint-status,5.01.05 - Geogrid Installation,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - Geotextiles shall be placed in accordance with the Manufacturer’s instructions and installed as specified on the drawings. A minimum overlap of 500mm is required between sheets. Engineer to inspect 1 layer prior to backfill.,,,,,,,,,,,,,,
label,Standard / Specification - GWS - 4.1,,,,,,,,,,,,,,
label,Verifying Document - Photo record,,,,,,,,,,,,,,
label,Frequency - Each layer - 1 layer per abutment to be inspected,,,,,,,,,,,,,,
label,Activity - HP,,,,,,,,,,,,,,
label,By - ENG,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint-status,5.01.06 - Backfill Installation,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - All backfill is to be installed in 250mm lifts and compacted to the following standards.,,,,,,,,,,,,,,
label,Standard / Specification - GWS - 5.3.3,,,,,,,,,,,,,,
label,Verifying Document - Photo record,,,,,,,,,,,,,,
label,Frequency - Each layer,,,,,,,,,,,,,,
label,Activity - I,,,,,,,,,,,,,,
label,By - SUP,,,,,,,,,,,,,,
checkpoint-status,5.01.07 - Backfill Compaction (NDM) (Gap 65),,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - NDM (DT 300mm deep or backscatter with GAP65), with MDD of 95% or greater",,,,,,,,,,,,,,
label,Standard / Specification - GWS - Table 3,,,,,,,,,,,,,,
label,Verifying Document - NDM Results,,,,,,,,,,,,,,
label,Frequency - 1 per 500m3 with at least 1 test per 0.5m lift per 20m run of wall,,,,,,,,,,,,,,
label,Activity - H,,,,,,,,,,,,,,
label,By - SE,,,,,,,,,,,,,,
checkpoint-status,5.01.08 - Clegg/Proofroll (Gap 65),,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - Proofroll of each layer. 4 Cleggs to be undertaken per NDM test. Engineer to proofroll/inspect final layer of load transfer platform.,,,,,,,,,,,,,,
label,Standard / Specification - GWS - Table 3,,,,,,,,,,,,,,
label,Verifying Document - Clegg Result sheet,,,,,,,,,,,,,,
label,Frequency - Each layer - final layer to be inspected,,,,,,,,,,,,,,
label,Activity - HP,,,,,,,,,,,,,,
label,By - ENG,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint-status,5.01.09 - Scala Penetrometer (Hinuera Sand),,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - Minimum average value over 5 tests of 5 blows per 100mm, minimum single value of 4 blows per 100mm",,,,,,,,,,,,,,
label,Standard / Specification - GWS - Table 3,,,,,,,,,,,,,,
label,Verifying Document - Scala Results,,,,,,,,,,,,,,
label,"Frequency - 1 per 500m3, 1 test per 0.5m lift per 20m run of wall",,,,,,,,,,,,,,
label,Activity - H,,,,,,,,,,,,,,
label,By - SE,,,,,,,,,,,,,,
checkpoint-status,5.02.01 - Level founding platform,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - The Contractor shall construct a 200 mm thick levelling pad on top of the load transfer platform to create a level founding platform to accept the MSE retaining wall.,,,,,,,,,,,,,,
label,Standard / Specification - PS - 12,,,,,,,,,,,,,,
label,Verifying Document - Site Photo / Checksheet,,,,,,,,,,,,,,
label,Frequency - Prior to Stone Strong block installation,,,,,,,,,,,,,,
label,Activity - I,,,,,,,,,,,,,,
label,By - SUP,,,,,,,,,,,,,,
checkpoint-status,5.02.02 - Installation of blocks,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - Blocks to be installed to the height and location as detailed on the construction drawings. The table below details acceptable tollerances.,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,Table 4: MSE Tolerances,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,Element || Vertical Position || Horizontal Position || Vertical Alignment || Horizontal Alignment,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,Soil Surface || ± 100mm || N/A || N/A || N/A,,,,,,,,,,,,,,
label,Facings and wall structures || ± 50mm || ± 50mm || ± 20mm in 3m || ± 20mm in 3m,,,,,,,,,,,,,,
label,Footings or supports || ± 50mm || ± 50mm || ± 20mm in 3m || ± 20mm in 3m,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,Standard / Specification - GWS - 5.4,,,,,,,,,,,,,,
label,Verifying Document - Site Photo / Checksheet,,,,,,,,,,,,,,
label,Frequency - Each layer,,,,,,,,,,,,,,
label,Activity - I,,,,,,,,,,,,,,
label,By - SUP,,,,,,,,,,,,,,
checkpoint-status,5.02.03 - Paraweb Installation,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - The correct number of parawebs are to be installed as shown on the construction drawings.,,,,,,,,,,,,,,
label,"○ Para web is to be placed flat or with a 1% fall toward the rear of the wall. The Para web must be free of wrinkles and lightly tensioned prior to and during placement of backfill. Shallow trench to be dug toward the end of the paraweb, pin to be used to pull paraweb taught prior to backfilling.",,,,,,,,,,,,,,
label,○ The Para web must be continuous over the design embedment length and no joins are permitted unless adequately lapped and spliced according to the Manufacturer’s instructions.,,,,,,,,,,,,,,
label,○ 150mm of fill cover is required before construction equipment can travel over the area,,,,,,,,,,,,,,
label,Standard / Specification - GWS - 5.3.2,,,,,,,,,,,,,,
label,Verifying Document - Site Photo / Checksheet,,,,,,,,,,,,,,
label,Frequency - Each layer,,,,,,,,,,,,,,
label,Activity - I,,,,,,,,,,,,,,
label,By - SUP,,,,,,,,,,,,,,
checkpoint-status,5.02.04 - Geotextile,,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - Geotextile to be placed against rear excavated face with a minimum overlap of 400mm between adjacent geotextile strips. Further Geotextile required to separate drainage aggeragate and MSE wall backfill, if sand is used. Short widths of geotextile to be placed across the internal open join area on the rear face of each Stonestrong block join to contain internal block void hardfill. Geotextile to be used to block paraweb voids within Stonestrong blocks that are not in use.",,,,,,,,,,,,,,
label,Standard / Specification - SS - 5,,,,,,,,,,,,,,
label,Verifying Document - Site Photo,,,,,,,,,,,,,,
label,Frequency - Each Layer,,,,,,,,,,,,,,
label,Activity - I,,,,,,,,,,,,,,
label,By - SUP,,,,,,,,,,,,,,
checkpoint-status,5.02.05 - Drainage Outlet Installation,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - Two x 160mm Drainage pipe wraped in filter sock to be installed along the external perimeter of the Load Transfer Platform.,,,,,,,,,,,,,,
label,"○ Drainage aggregate to be placed along external perimeter of Load Transfer Platform for each MSE wall layer backfill, forming a Chimney Drain. Chimney Drain to be a minimum width of 300mm and extend to the base of the Load Transfer Platform.",,,,,,,,,,,,,,
label,○ Internal block void hardfill to be 20/40 drainage aggregate or similar approved by engineer.,,,,,,,,,,,,,,
label,○ Additional Drainage pipe wrapped in 0.75m3/m run of drainage metal only required beneath wall embedment at toe of the outside of the wall if the slope doesn’t grade away from the toe of the wall.,,,,,,,,,,,,,,
label,○ Drainage outlets shall be connected to the reticulated stormwater system or other approved outlet structure at the discretion of the design engineer,,,,,,,,,,,,,,
label,Standard / Specification - SS - 5,,,,,,,,,,,,,,
label,Verifying Document - Site Photo / Checksheet,,,,,,,,,,,,,,
label,Frequency - During Installation,,,,,,,,,,,,,,
label,Activity - I,,,,,,,,,,,,,,
label,By - SUP,,,,,,,,,,,,,,
checkpoint-status,5.02.06 - Backfill Installation,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - All backfill is to be installed in 250mm lifts adnd compacted to the following standards.,,,,,,,,,,,,,,
label,Standard / Specification - GWS - 5.3.3,,,,,,,,,,,,,,
label,Verifying Document - Site Photo / Checksheet,,,,,,,,,,,,,,
label,Frequency - Each layer,,,,,,,,,,,,,,
label,Activity - I,,,,,,,,,,,,,,
label,By - SUP,,,,,,,,,,,,,,
checkpoint-status,5.02.07 - Nuclear Densometer (NDM) (Gap 65),,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - NDM (DT 300mm deep or backscatter with GAP65), with MDD of 95% or greater",,,,,,,,,,,,,,
label,Standard / Specification - GWS - Table 3,,,,,,,,,,,,,,
label,Verifying Document - NDM Results,,,,,,,,,,,,,,
label,Frequency - 1 per 500m3 with at least 1 test per 0.5m lift per 20m run of wall,,,,,,,,,,,,,,
label,Activity - H,,,,,,,,,,,,,,
label,By - SE,,,,,,,,,,,,,,
checkpoint-status,5.02.08 - Clegg/Proofroll (Gap 65),,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - Proofroll of each layer. 4 Cleggs to be undertaken per NDM test.,,,,,,,,,,,,,,
label,Standard / Specification - GWS - Table 3,,,,,,,,,,,,,,
label,Verifying Document - Clegg Result sheet,,,,,,,,,,,,,,
label,Frequency - Each layer,,,,,,,,,,,,,,
label,Activity - H,,,,,,,,,,,,,,
label,By - SE,,,,,,,,,,,,,,
checkpoint-status,5.02.09 - Scala Penetrometer (Hinuera Sand),,,,,,,,,,,,,,
label,"Acceptance / Conformance Criteria - Minimum average value over 5 tests of 5 blows per 100mm, minimum single value of 4 blows per 100mm",,,,,,,,,,,,,,
label,Standard / Specification - GWS - Table 3,,,,,,,,,,,,,,
label,Verifying Document - Scala Results,,,,,,,,,,,,,,
label,"Frequency - 1 per 500m3, 1 test per 0.5m lift per 20m run of wall",,,,,,,,,,,,,,
label,Activity - H,,,,,,,,,,,,,,
label,By - SE,,,,,,,,,,,,,,
checkpoint-status,5.03.01 - Settlement Pins,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - Settlement pins shall be installed within 24 hours of reaching design subgrade level. Survey measurements are to be undertaken to within an accuracy of 2mm. Results must be provided to the Engineer within 24 hours of each reading.,,,,,,,,,,,,,,
label,Standard / Specification - GWS - 6.3,,,,,,,,,,,,,,
label,Verifying Document - Survey Results (in paper as well as electronic format),,,,,,,,,,,,,,
label,"Frequency - Weekly for the first month, then monthly",,,,,,,,,,,,,,
label,Activity - R,,,,,,,,,,,,,,
label,"By - SV, ENG",,,,,,,,,,,,,,
checkpoint-status,5.03.02 - Settlement Targets,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - Targets shall be fixed immediately after completion of the first row of retaining wall blocks at each location and the initial baseline survey reading made prior to the subsequent row of retaining wall blocks placed.,,,,,,,,,,,,,,
label,○ Survey measurements are to be undertaken to within an accuracy of 2mm. Results must be provided to the Engineer within 24 hours of each reading.,,,,,,,,,,,,,,
label,Standard / Specification - GWS - 6.4,,,,,,,,,,,,,,
label,Verifying Document - Survey Results (in paper as well as electronic format),,,,,,,,,,,,,,
label,"Frequency - Weekly for the first month, then monthly",,,,,,,,,,,,,,
label,Activity - R,,,,,,,,,,,,,,
label,"By - SV, ENG",,,,,,,,,,,,,,
checkpoint-status,5.03.03 - Engineers Approval,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - Geotechnical engineer assesment required before commencement of Pavement construction,,,,,,,,,,,,,,
label,Standard / Specification - BBO,,,,,,,,,,,,,,
label,Verifying Document - Written approval,,,,,,,,,,,,,,
label,Frequency - Prior to pavement construction,,,,,,,,,,,,,,
label,Activity - HP,,,,,,,,,,,,,,
label,By - ENG,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint-group,SECTION 6 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER),,,,,,,,,,,,,,
checkpoint-status,6.01.02 - Draft As-Builts,,,,,,,,,,,,,,
label,Acceptance / Conformance Criteria - Draft as-builts completed on the completion of MSE wall including red pen mark up to IFC drawing changes.,,,,,,,,,,,,,,
label,"○ The draft as-builts shall be provided on a continual basis throughout the project for verification by the Engineer, and as a minimum shall be provided in electronic form prior to application for Practical Completion.",,,,,,,,,,,,,,
label,Standard / Specification - PS 2.2.17,,,,,,,,,,,,,,
label,Verifying Document - Draft As-Builts Drawings,,,,,,,,,,,,,,
label,Frequency - Prior to PC,,,,,,,,,,,,,,
label,Activity - H,,,,,,,,,,,,,,
label,By - SV / PE,,,,,,,,,,,,,,
