type,name,values,prefix,postfix,usage count,user addable,template name,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
Checkpoint ,Acceptance of Puddle Flanges - AS3740-2021 Section 4.3.1 ,,,,,,,,,
Label ,All Puddle flanges to be recessed into substrate to finish flush ready for waterproofing.,,,,,,,,,
Label ,Records - Time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
checkpoint ,Acceptance of wall - AS3740- 2021 Section 4.4.4,,,,,,,,,
Label ,FC sheeting to have max 6mm gap at floor/wall junction.,,,,,,,,,
Label ,"Sheets to be set with manufacturers base coat, including all nails, penetrations and corners.",,,,,,,,,
Label ,"Mortar in block work needs to be a flush joint, smooth and level with the blocks, no blow outs of mortar.",,,,,,,,,
Label ,Records - Time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
Checkpoint,Falls in Substrate- AS3740- 2021 Section 2.3,,,,,,,,,
Label ,Builder to confirm compliant falls; minimum 1-100 falls and 1-80 in Showers ,,,,,,,,,
Label ,Records - Site Engineer/ Foreman Confirmation,,,,,,,,,
SIGNOFF ,Hold Point (Mandatory) - work not to proceed without approval,,,,,,,,,
Checkpoint ,Cracks in Substrate - AS2870 Table 2.10 ,,,,,,,,,
Label ,Ensure no substrate cracks greater than 1.6mm.,,,,,,,,,
Label ,"Cracks of 1.6mm and over, movement structural joints, cold joints and Live cracks are to be referred to engineers for treatment methodology.",,,,,,,,,
Label ,Records - Time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
Checkpoint ,Site engineer/foreman pre commencement inspection review ,,,,,,,,,
SIGNOFF ,Site engineer/ foreman inspection - sign off,,,,,,,,,
SECTION ,SUBSTRATE PREPERATION: AS 4654.2-2012,,,,,,,,,
Checkpoint ,Substrate Preperation - AS 4654.2-2012 ,,,,,,,,,
Label ,Ensure Surface is prepared to receive primer application.,,,,,,,,,
Label ,"Clean substrate so that it is free of mould, paint, sealers, coatings, curing agents, loose particles and other contamination or foreign matter that may interfere with the adhesion.",,,,,,,,,
Label ,Achieve CSP2 and CSP3 Concrete finish.,,,,,,,,,
Label ,"Remove all sharp edges including screws, nails and concrete/mortar projection.",,,,,,,,,
Label ,"Steel surfaces should be treated with appropriate degreasers, then grit blasted and/or wire brushed where necessary.",,,,,,,,,
Label ,Records - Time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
Checkpoint ,Site engineer/foreman substrate preperation inspection review ,,,,,,,,,
Label ,Ensure Surface is prepared to receive primer application.,,,,,,,,,
Label ,"Clean Substrate so that it is free of mould, paint, sealers, coatings, curing agents, loose particles and other contamination or foreign matter that may interfere with the adhesion.",,,,,,,,,
Label ,Achieve CSP2 and CSP3 Concrete finish.,,,,,,,,,
Label ,"Remove all sharp edges including screws, nails and concrete/mortar projection.",,,,,,,,,
Label ,"Steel surfaces should be treated with appropriate degreasers, then grit blasted and/or wire brushed where necessary.",,,,,,,,,
SIGNOFF ,Site Engineer/Foreman Inspection sign off,,,,,,,,,
SECTION ,PRIME COAT- EACH LOCATION ,,,,,,,,,
Checkpoint ,Moisture Content - Enviro Epoxy B-LV Product TDS ,,,,,,,,,
Label ,"Check moisture content of substrate, not to exceed 6% (Min.1 test per 10m2).",,,,,,,,,
Label ,Records - Time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
Checkpoint ,Weather/RH - Enviro Epoxy BL-V Product TDS ,,,,,,,,,
Label ,Apply within 5-35°C,,,,,,,,,
Label ,RH must be 0-85% ,,,,,,,,,
Label ,Screenshot - Temperature and weather forecast ,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
Checkpoint ,Product Mixing - Enviro Epoxy BL-V Product TDS ,,,,,,,,,
Label ,"Mix Part A (12L) and Part B (6L) seperately add Part B, liquid hardener, to the Enviro Epoxy B-LV Part A base.",,,,,,,,,
Label ,Enviro Epoxy B-LV should be thoroughly mixed with a mechanical mixer at low speed with a suitable mixing paddle attached.,,,,,,,,,
Label ,Mix for 3 minutes or until uniform with a mechanical mixer at low speed (less than 400 RPM) prior to application.,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
Checkpoint ,Application - Enviro Epoxy BL-V Product TDS ,,,,,,,,,
Label ,Apply primer using a brush or roller and casting aggregate for every 5 m2 applied. ,,,,,,,,,
Label ,"Applications of excessive build should be avoided, and material must not be allowed to pool on the substrate surface",,,,,,,,,
Label ,Ensure Primer is dry and tack free (within 24 hours) prior to next coat.,,,,,,,,,
Label ,Records - Time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
Checkpoint ,Site Engineer/foreman Priming Inspection Review ,,,,,,,,,
SIGNOFF ,Site Engineer/Foreman Inspection sign off,,,,,,,,,
SECTION ,BOND BREAKER- EACH LOCATION ,,,,,,,,,
Checkpoint ,Caulking - AS 3740 2021 & AS 4654.1,,,,,,,,,
Label ,"Apply compatible sealant to form smooth flexible cove to all internal corners, penetrations and joints.",,,,,,,,,
Label ,This is to be a 12mm x 12mm coved fillet as per AS3740 class III membrane requirements for internal areas and 15mm x 15mm coved fillet as per AS4654.1 class III membrane requirements for external areas. ,,,,,,,,,
Label ,Bond breaker to be tack free prior to coating. ,,,,,,,,,
Label ,Records - Time stamped photograph,,,,,,,,,
Label ,Records - Thickness with fillet gauge,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
Checkpoint ,Site Engineer/foreman bond breaker inspection review ,,,,,,,,,
SIGNOFF ,Site Engineer/Foreman inspection sign off,,,,,,,,,
SECTION ,FIRST BASE COAT - EACH LOCATION ,,,,,,,,,
Checkpoint,Weather/RH - 700X Product TDS,,,,,,,,,
Label ,Apply within 5-35°C,,,,,,,,,
Label ,RH must be 0-85% ,,,,,,,,,
Label ,Screenshot - Temperature and weather forecast ,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
Checkpoint,Product Mixing - 700X Product TDS,,,,,,,,,
Label ,• Product should be thoroughly mixed with a mechanical mixer at low speed (less than 400 RPM) prior to application.,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
Checkpoint ,Application- 700X Product TDS,,,,,,,,,
Label ,• 700X to be applied by roller vertically on substrate and terminating min 150mm with brush.,,,,,,,,,
Label ,Minimum application requirements set forth relevant Australian Standards to be followed,,,,,,,,,
Label ,Allow membrane to dry for 24 Hours before proceeding to the second coat.,,,,,,,,,
Label ,Records - time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
Checkpoint ,Subcontractor first base coat inspection review ,,,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
Checkpoint ,Site Engineer/foreman first base coat inspection review ,,,,,,,,,
SIGNOFF ,Site Engineer/foreman inspection sign off,,,,,,,,,
SECTION ,ENVIRO 700X - SECOND COAT ,,,,,,,,,
Checkpoint,Weather/RH - 700X Product TDS,,,,,,,,,
Label ,Apply within 5-35°C,,,,,,,,,
Label ,RH must be 0-85% ,,,,,,,,,
Label ,Screenshot - Temperature and weather forecast ,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
Checkpoint,Product Mixing - 700X Product TDS,,,,,,,,,
Label ,• Product should be thoroughly mixed with a mechanical mixer at low speed (less than 400 RPM) prior to application.,,,,,,,,,
Label ,Records - Time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
Checkpoint ,Application- 700X Product TDS,,,,,,,,,
Label ,• 700X to be applied by roller Horizontally on substrate and terminating min 150mm with brush.,,,,,,,,,
Label ,Minimum application requirements set forth relevant Australian Standards to be followed,,,,,,,,,
Label ,Allow membrane to dry for 24 Hours before proceeding to the second coat.,,,,,,,,,
Label ,Records - time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
Checkpoint ,Subcontractor Second base coat inspection review ,,,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
Checkpoint ,Site Engineer/foreman Second base coat inspection review ,,,,,,,,,
SIGNOFF ,Site Engineer/foreman inspection sign off,,,,,,,,,
Section ,QA TESTING - EACH LOCATION ,,,,,,,,,
Checkpoint ,Inspection ,,,,,,,,,
Label ,Inspect after installation of reinforcement/finishes to check for any damage to waterproofing and rectify as required.,,,,,,,,,
Label ,Records - time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
Checkpoint ,Thickness Testing - Delfasco Positector ,,,,,,,,,
Label ,Thickness testing of application to the recommended DFT of 1.0mm to manufacturers instructions.( 1 test per 10m2),,,,,,,,,
Label ,Records - time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
Checkpoint ,ELT Testing - Delfasco Holiday Tester ,,,,,,,,,
Label ,Conduct Electronic Leak Testing (ELT) on area membraned,,,,,,,,,
Label ,Records - time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
Checkpoint ,Site Engineer/foreman QA inspection review ,,,,,,,,,
SIGNOFF ,Site Engineer/foreman inspection sign off,,,,,,,,,
SECTION ,DETAILING- EACH LOCATION ,,,,,,,,,
CHECKPOINT ,Vertical Termination Detailing - AS 4654.2,,,,,,,,,
Label ,"Ensure Vertical terminations of membrane on a building element are provided with a pressure seal, reglet or by being overcoated with a waterproof or water resistant material to protect the membrane edge.",,,,,,,,,
Label ,Records - time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
Checkpoint ,Site Engineer/foreman Detailing inspection review ,,,,,,,,,
SIGNOFF ,Site Engineer/foreman inspection sign off,,,,,,,,,
SECTION ,FIRST TOP COAT - EACH LOCATION ,,,,,,,,,
Checkpoint,Weather/RH - 250NS PRODUCT TDS ,,,,,,,,,
Label ,Apply within 5-35°C,,,,,,,,,
Label ,RH must be 35-85% ,,,,,,,,,
Label ,Screenshot - Temperature and weather forecast ,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
Checkpoint,Mixing- 250NS PRODUCT TDS,,,,,,,,,
Label ,• Enviro 250NS should be thoroughly mixed with a mechanical mixer at low speed (less that 400 RPM) prior to application.,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
Checkpoint,APPLICATION - 250NS PRODUCT TDS,,,,,,,,,
label ,• 250NS to be applied using roller and brush.,,,,,,,,,
label ,• Ensure Product is cured for 24 hours prior to second coat.,,,,,,,,,
Label ,Records - time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
Checkpoint ,Subcontractor first top coat inspection review ,,,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
Checkpoint ,Site Engineer/foreman first top coat inspection review ,,,,,,,,,
SIGNOFF ,Site Engineer/foreman inspection sign off,,,,,,,,,
SECTION ,SECOND TOP COAT - EACH LOCATION ,,,,,,,,,
Checkpoint,Weather/RH - 250NS PRODUCT TDS ,,,,,,,,,
Label ,Apply within 5-35°C,,,,,,,,,
Label ,RH must be 35-85% ,,,,,,,,,
Label ,Screenshot - Temperature and weather forecast ,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
Checkpoint,Mixing- 250NS PRODUCT TDS,,,,,,,,,
Label ,• Enviro 250NS should be thoroughly mixed with a mechanical mixer at low speed (less that 400 RPM) prior to application.,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
Checkpoint,APPLICATION - 250NS PRODUCT TDS,,,,,,,,,
label ,• 250NS to be applied using roller and brush.,,,,,,,,,
label ,• Ensure Product is cured for 24 hours prior to second coat.,,,,,,,,,
Label ,Records - time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
Checkpoint ,Subcontractor second coat inspection review ,,,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
Checkpoint ,Site Engineer/foreman second top coat inspection review ,,,,,,,,,
SIGNOFF ,Site Engineer/foreman inspection sign off,,,,,,,,,
,,,,,,,,,,
checklist,Enviro 700X V1.0,,,,,,Enviro 700X V1.0,14eb502d-3f68-4f61-a6ce-55640a8f055f,,
SECTION ,DETAILS,,,,,,,,,
Checkpoint ,Attach any relevant documents or photos,,,,,,,,,
text,ITP No. ,,,,,,,,,
text,Revision No. & Date ,,,,,,,,,
text,Prepared By,,,,,,,,,
text,Reviewed By,,,,,,,,,
text,Approved By,,,,,,,,,
text,CIDD Alerts ,,,,,,,,,
SECTION ,BATCH DETAIL NUMBER OF PRODUCTS - EACH DELIVERY ,,,,,,,,,
Checkpoint ,Enviro Flex FC/ Sika Flex Pro ,,,,,,,,,
Label ,Records - Time stamped photograph,,,,,,,,,
select ,Inspection,"Surveillance point, Witness point",,,,,,,,
Checkpoint ,Enviro B-LV,,,,,,,,,
Label ,Records - Time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
Checkpoint ,Enviro 700X,,,,,,,,,
Label ,Records - Time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
Checkpoint ,Site engineer/foreman batch inspection review ,,,,,,,,,
SIGNOFF ,site engineer/foreman sign off,,,,,,,,,
SECTION ,PRE COMMENCEMENT - EACH LOCATION ,,,,,,,,,
Checkpoint ,Samples Submitted ,,,,,,,,,
Label ,Submit samples for approval as per Specific Material Requirements.,,,,,,,,,
Label ,Records - Subcontractor Contracts Admin Confirmation,,,,,,,,,
Label ,Sample Approval Ref,,,,,,,,,
SIGNOFF ,Hold Point (Mandatory) - Subcontractor Contracts Admin inspection sign off,,,,,,,,,
Checkpoint ,First Of Type Inspection,,,,,,,,,
Label ,First of type of inspection conducted by builder prior to commencment of works taking place.,,,,,,,,,
Label ,Records - Site Engineer/ Foreman Confirmation,,,,,,,,,
SIGNOFF ,Hold Point (Mandatory) - Site engineer/ foreman first of type inspection sign off,,,,,,,,,
Checkpoint ,Material Management & Storage - Envirosystems TDS ,,,,,,,,,
Label ,"Store materials in a dry, clean place away from direct sunlight as per TDS",,,,,,,,,
Label ,Records - Time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
Checkpoint ,Acceptance of Substrate - AS 4654 .2.2012 Section 2.5,,,,,,,,,
Label ,Obtain clearance for work initiation.,,,,,,,,,
Label ,"Ensure a smooth substrate without protrusions, voids, or formwork distortions. The substrate should be free of honeycombing/bug holes.",,,,,,,,,
Label ,Patching products must be fully cured as per PDS before applying the membrane.,,,,,,,,,
Label ,Records - Time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
Checkpoint ,Acceptance of Puddle Flanges - AS3740-2021 Section 4.3.1 ,,,,,,,,,
Label ,All Puddle flanges to be recessed into substrate to finish flush ready for waterproofing.,,,,,,,,,
Label ,Records - Time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
checkpoint ,Acceptance of wall - AS3740- 2021 Section 4.4.4,,,,,,,,,
Label ,FC sheeting to have max 6mm gap at floor/wall junction.,,,,,,,,,
Label ,"Sheets to be set with manufacturers base coat, including all nails, penetrations and corners.",,,,,,,,,
Label ,"Mortar in block work needs to be a flush joint, smooth and level with the blocks, no blow outs of mortar.",,,,,,,,,
Label ,Records - Time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
Checkpoint,Falls in Substrate- AS3740- 2021 Section 2.3,,,,,,,,,
Label ,Builder to confirm compliant falls; minimum 1-100 falls and 1-80 in Showers ,,,,,,,,,
Label ,Records - Site Engineer/ Foreman Confirmation,,,,,,,,,
SIGNOFF ,Hold Point (Mandatory) - work not to proceed without approval,,,,,,,,,
Checkpoint ,Cracks in Substrate - AS2870 Table 2.10 ,,,,,,,,,
Label ,Ensure no substrate cracks greater than 1.6mm.,,,,,,,,,
Label ,"Cracks of 1.6mm and over, movement structural joints, cold joints and Live cracks are to be referred to engineers for treatment methodology.",,,,,,,,,
Label ,Records - Time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
Checkpoint ,Site engineer/foreman pre commencement inspection review ,,,,,,,,,
SIGNOFF ,Site engineer/ foreman inspection - sign off,,,,,,,,,
SECTION ,SUBSTRATE PREPERATION: AS 4654.2-2012,,,,,,,,,
Checkpoint ,Substrate Preperation - AS 4654.2-2012 ,,,,,,,,,
Label ,Ensure Surface is prepared to receive primer application.,,,,,,,,,
Label ,"Clean substrate so that it is free of mould, paint, sealers, coatings, curing agents, loose particles and other contamination or foreign matter that may interfere with the adhesion.",,,,,,,,,
Label ,Achieve CSP2 and CSP3 Concrete finish.,,,,,,,,,
Label ,"Remove all sharp edges including screws, nails and concrete/mortar projection.",,,,,,,,,
Label ,"Steel surfaces should be treated with appropriate degreasers, then grit blasted and/or wire brushed where necessary.",,,,,,,,,
Label ,Records - Time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
Checkpoint ,Site engineer/foreman substrate preperation inspection review ,,,,,,,,,
Label ,Ensure Surface is prepared to receive primer application.,,,,,,,,,
Label ,"Clean Substrate so that it is free of mould, paint, sealers, coatings, curing agents, loose particles and other contamination or foreign matter that may interfere with the adhesion.",,,,,,,,,
Label ,Achieve CSP2 and CSP3 Concrete finish.,,,,,,,,,
Label ,"Remove all sharp edges including screws, nails and concrete/mortar projection.",,,,,,,,,
Label ,"Steel surfaces should be treated with appropriate degreasers, then grit blasted and/or wire brushed where necessary.",,,,,,,,,
SIGNOFF ,Site Engineer/Foreman Inspection sign off,,,,,,,,,
SECTION ,PRIME COAT- EACH LOCATION ,,,,,,,,,
Checkpoint ,Moisture Content - Enviro Epoxy B-LV Product TDS ,,,,,,,,,
Label ,"Check moisture content of substrate, not to exceed 6% (Min.1 test per 10m2).",,,,,,,,,
Label ,Records - Time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
Checkpoint ,Weather/RH - Enviro Epoxy BL-V Product TDS ,,,,,,,,,
Label ,Apply within 5-35°C,,,,,,,,,
Label ,RH must be 0-85% ,,,,,,,,,
Label ,Screenshot - Temperature and weather forecast ,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
Checkpoint ,Product Mixing - Enviro Epoxy BL-V Product TDS ,,,,,,,,,
Label ,"Mix Part A (12L) and Part B (6L) seperately add Part B, liquid hardener, to the Enviro Epoxy B-LV Part A base.",,,,,,,,,
Label ,Enviro Epoxy B-LV should be thoroughly mixed with a mechanical mixer at low speed with a suitable mixing paddle attached.,,,,,,,,,
Label ,Mix for 3 minutes or until uniform with a mechanical mixer at low speed (less than 400 RPM) prior to application.,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
Checkpoint ,Application - Enviro Epoxy BL-V Product TDS ,,,,,,,,,
Label ,Apply primer using a brush or roller and casting aggregate for every 5 m2 applied. ,,,,,,,,,
Label ,"Applications of excessive build should be avoided, and material must not be allowed to pool on the substrate surface",,,,,,,,,
Label ,Ensure Primer is dry and tack free (within 24 hours) prior to next coat.,,,,,,,,,
Label ,Records - Time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
Checkpoint ,Site Engineer/foreman Priming Inspection Review ,,,,,,,,,
SIGNOFF ,Site Engineer/Foreman Inspection sign off,,,,,,,,,
SECTION ,BOND BREAKER- EACH LOCATION ,,,,,,,,,
Checkpoint ,Caulking - AS 3740 2021 & AS 4654.1,,,,,,,,,
Label ,"Apply compatible sealant to form smooth flexible cove to all internal corners, penetrations and joints.",,,,,,,,,
Label ,This is to be a 12mm x 12mm coved fillet as per AS3740 class III membrane requirements for internal areas and 15mm x 15mm coved fillet as per AS4654.1 class III membrane requirements for external areas. ,,,,,,,,,
Label ,Bond breaker to be tack free prior to coating. ,,,,,,,,,
Label ,Records - Time stamped photograph,,,,,,,,,
Label ,Records - Thickness with fillet gauge,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
Checkpoint ,Site Engineer/foreman bond breaker inspection review ,,,,,,,,,
SIGNOFF ,Site Engineer/Foreman inspection sign off,,,,,,,,,
SECTION ,FIRST BASE COAT - EACH LOCATION ,,,,,,,,,
Checkpoint,Weather/RH - 700X Product TDS,,,,,,,,,
Label ,Apply within 5-35°C,,,,,,,,,
Label ,RH must be 0-85% ,,,,,,,,,
Label ,Screenshot - Temperature and weather forecast ,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
Checkpoint,Product Mixing - 700X Product TDS,,,,,,,,,
Label ,• Product should be thoroughly mixed with a mechanical mixer at low speed (less than 400 RPM) prior to application.,,,,,,,,,
Label ,Records - Time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
Checkpoint ,Application- 700X Product TDS,,,,,,,,,
Label ,• 700X to be applied by roller vertically on substrate and terminating min 150mm with brush.,,,,,,,,,
Label ,Minimum application requirements set forth relevant Australian Standards to be followed,,,,,,,,,
Label ,Allow membrane to dry for 24 Hours before proceeding to the second coat.,,,,,,,,,
Label ,Records - time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
Checkpoint ,Subcontractor first base coat inspection review ,,,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
Checkpoint ,Site Engineer/foreman first base coat inspection review ,,,,,,,,,
SIGNOFF ,Site Engineer/foreman inspection sign off,,,,,,,,,
SECTION ,ENVIRO 700X - SECOND COAT ,,,,,,,,,
Checkpoint,Weather/RH - 700X Product TDS,,,,,,,,,
Label ,Apply within 5-35°C,,,,,,,,,
Label ,RH must be 0-85% ,,,,,,,,,
Label ,Screenshot - Temperature and weather forecast ,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
Checkpoint,Product Mixing - 700X Product TDS,,,,,,,,,
Label ,• Product should be thoroughly mixed with a mechanical mixer at low speed (less than 400 RPM) prior to application.,,,,,,,,,
Label ,Records - Time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
Checkpoint ,Application- 700X Product TDS,,,,,,,,,
Label ,• 700X to be applied by roller Horizontally on substrate and terminating min 150mm with brush.,,,,,,,,,
Label ,Minimum application requirements set forth relevant Australian Standards to be followed,,,,,,,,,
Label ,Allow membrane to dry for 24 Hours before proceeding to the second coat.,,,,,,,,,
Label ,Records - time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
Checkpoint ,Subcontractor Second base coat inspection review ,,,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
Checkpoint ,Site Engineer/foreman Second base coat inspection review ,,,,,,,,,
SIGNOFF ,Site Engineer/foreman inspection sign off,,,,,,,,,
Section ,QA TESTING - EACH LOCATION ,,,,,,,,,
Checkpoint ,Inspection ,,,,,,,,,
Label ,Inspect after installation of reinforcement/finishes to check for any damage to waterproofing and rectify as required.,,,,,,,,,
Label ,Records - time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
SIGNOFF ,Subcontractor inspection sign off,,,,,,,,,
Checkpoint ,Thickness Testing - Delfasco Positector ,,,,,,,,,
Label ,Thickness testing of application to the recommended DFT of 1.0mm to manufacturers instructions.( 1 test per 10m2),,,,,,,,,
Label ,Records - time stamped photograph,,,,,,,,,
select ,Inspection ,"Surveillance point, Witness point",,,,,,,,
