type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Material approval,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
section,Preliminaries-Documents,,,,,,,,,,,,,,,,,,
checkpoint,3.1 RSS Panels,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC drawings,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Precast supplier is required to provide the following Quality Assurance documentation for each element, typically this consists of:",,,,,,,,,,,,,,,,,,
label,i. Certificate of Compliance / Birth Certificate,,,,,,,,,,,,,,,,,,
label,○ 1. Concrete strength; ,,,,,,,,,,,,,,,,,,
label,○ 2.Date of manufacture; ,,,,,,,,,,,,,,,,,,
label,○ 3.Unique Identification number; ,,,,,,,,,,,,,,,,,,
label,○ 4.Mass; ,,,,,,,,,,,,,,,,,,
label,"○ 5.Confirmation of number, type and capacity of lifting inserts; ",,,,,,,,,,,,,,,,,,
label,○ 6.Quality assurance sign-off.,,,,,,,,,,,,,,,,,,
label,ii. Compressive strength test results,,,,,,,,,,,,,,,,,,
label,iii. Precast Lifting Design,,,,,,,,,,,,,,,,,,
label,iv. Pre-pour check sheet / ITP,,,,,,,,,,,,,,,,,,
label,v. Post-pour check sheet / ITP,,,,,,,,,,,,,,,,,,
label,vi. Covermeter check record,,,,,,,,,,,,,,,,,,
label,vii. Record of dimensional measurements,,,,,,,,,,,,,,,,,,
label,Collate: Precast Quality Assurance Documentation so it can be uploaded into Teambinder pre-cast supply Lot (don't attach it here),,,,,,,,,,,,,,,,,,
textbox,Reference: Precast panels MDR Lot in TeamBinder:,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Once for each type of panels,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Precast panels Birth certificates and MDR Lot,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,
section,Pre-Construction Activities,,,,,,,,,,,,,,,,,,
checkpoint,4.1 Foundation,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: The foundation material beneath the RSS fill shall be inspected on site by a qualified geotechnical Engineerto ensure that the soil conditions meet the assumed material properties:,,,,,,,,,,,,,,,,,,
label,○ Effective friction angle: 28°,,,,,,,,,,,,,,,,,,
label,○ Effective Cohession: 5 kPa,,,,,,,,,,,,,,,,,,
label,AN ARCADIS GEOTECHNICAL ENGINEER SHALL ASSESS FOUNDATION SOILS DURING CONSTRUCTION.,,,,,,,,,,,,,,,,,,
label,Attach: Geotechnical report/Certification,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,"METHOD: Test, Document Review, Visual",,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each retaining Wall,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/Geotechnical Engineer,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,"VERIFYING DOCUMENTS: This ITP, Geotechnical report",,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,
checkpoint,4.2 Foundation,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Where the foundation material does not meet the assumed material parameters, the existing ground shall be replaced with VR Type A fill Compacted in accordance with VR 204",,,,,,,,,,,,,,,,,,
label,– Ground improvement works shall be keyed into surrounding material at minimum 200mm Bench width,,,,,,,,,,,,,,,,,,
label,– Ground improvement works shall extend beyond either side of bridge approach to detail show in IFC drawing,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each retaining wall,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/Geotechnical Engineer,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,
checkpoint,4.3 Foundation,,,,,,,,,,,,,,,,,,
label,"REFERENCE: VR 204.12, VR 204.11",,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: areas upon which fills are to be constructed shall be test rolled in accordance with VR 173,,,,,,,,,,,,,,,,,,
label,○ No Fill shall be placed against or within 3 meters of a structure until the foundation for the fill has been reviewed by the superintendant,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each retaining Wall,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/Nominated Authority,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint,4.4 Levelling Pad-Survey Set out,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings VR 682.20,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Survey activities to be undertaken to ensure and validate that all Works meet level and location requirements within the tolerances as per the tables in IFC Drawings and Vicroads Specification,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each retaining Wall,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Surveyor, SE/PE",,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,
section,Construction / Installation Activities,,,,,,,,,,,,,,,,,,
checkpoint,Shape Arrays installation,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings MRP-087-C-ACD-DRG-10-BFD-CSF-3404,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Shape arraye are to be installed and mainatained as specified in Design package 10 notes:,,,,,,,,,,,,,,,,,,
label,"○ Shape arrays shall be installed horizontally across the full width of the embarkment prior to placement of the embankment and reinforced soil structure walls, in accordance with the manufacturer's instructions. Shape arrays shall be installed nominally 5m, 25m and 50m from both the north and south abutment face.",,,,,,,,,,,,,,,,,,
label,○ Upload Shape array installation records.,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each RSS Block,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Installation Documents,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,
checkpoint,5.1 Form Levelling pad,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Form timber shutters to edge of levelling pad,,,,,,,,,,,,,,,,,,
label,– Levelling pad is a 500mm wide by 150mm thick unreinforced concrete footing,,,,,,,,,,,,,,,,,,
label,– The leveling course level shall NOT deviate from the specified level by mor than ±3mm.,,,,,,,,,,,,,,,,,,
label,– 20mm Nominal gap between levelling pad and adjacent ground beam is to be maintained,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,
checkpoint,5.2 Leveling Pad Concrete Pour,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Concrete to be placed in accordance with 610.,,,,,,,,,,,,,,,,,,
label,Attach: Concrete Delivery Docket,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Concrete Pour record,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,
checkpoint,5.3 Leveling Pad Concrete Testing,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Concrete testing for compressive strength shall be undertaken at the testing frequency specified in VicRoads Section 610.16 (b),,,,,,,,,,,,,,,,,,
label,Attach: Concrete test report,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Attach Concrete Test Report,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,
checkpoint,5.4 Levelling Pad-Post Pour Survey-Levelling Course,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Levelling course level shall not deviate from the specified level by more than ±3mm,,,,,,,,,,,,,,,,,,
label,○ Plan position shown on the drawings at the base of the wall shall not exceed ±15mm (refer to drawings for WP locations),,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each retaining Wall,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/Surveyor,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Attach Survey Report,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,
checkpoint,5.5 Wall Panels Installation,,,,,,,,,,,,,,,,,,
label,REFERENCE: 682.17,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: The level and alignment of each course of facing panels shall be checked progressively after placement of each course and prior to placement of the next course to ensure compliance with the dimensional and positional tolerances stated in the design. The Contractor shall record the results of this checking together with details of any non-conformances and the associated corrective actions,,,,,,,,,,,,,,,,,,
label,○ Refer to checklist for each course of panels,,,,,,,,,,,,,,,,,,
label,Attach: Lot map,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,METHOD: Visual Measure,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each course of facing panel,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Inspection record checklist: CHK-CIV-RSS Pre-cast panel installation ,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,
checkpoint,5.6 Drainage-base of the Wall,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings VR 702 MRP-087-C-ACD-DRG-10-BFD-CSW-3520,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: 300mm Wide Strip Drain along back of RSS Precast Panel at 2m c/c with 100mm clear distance from straps. Strop Drain to be encapsulated by Non-Woven Geotextile in accordance with DTP Section 682,,,,,,,,,,,,,,,,,,
label,○ 100mm dia. perforated subsurface longitudinal drainage (1:100 Fall) 500mm nominal above existing surface level wrapped in geotextile and encased in free draining material.,,,,,,,,,,,,,,,,,,
label,○ Refer to Precast Panel Installation Checklist for each course of panels.,,,,,,,,,,,,,,,,,,
label,Attach: Lot Maps,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each wall,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This Checklist,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,
checkpoint,5.7 Fill,,,,,,,,,,,,,,,,,,
label,REFERENCE: 682.16,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: The Contractor shall submit compaction test results for each layer of fill placement to the Superintendent for review and acceptance. No further fill placement shall be allowed if the total thickness of fill placement is greater than 1 m measured from the last layer that has been accepted. If any layer is found to be not in compliance with the compaction requirement, that layer and the layers above it shall be removed.",,,,,,,,,,,,,,,,,,
label,○ Refer to checklist for each fill layer,,,,,,,,,,,,,,,,,,
label,Attach: Lot map,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,"METHOD: Visual, Test, Measure",,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each layer of fill,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Inspection record checklist: CHK-CIV-RSS Fill installation,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,
checkpoint,5.8 Panel installation-Settlement monitoring,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawing MRP-087-C-ACD-DRG-10-BFD-CSF-3404,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: III. DURING FILL PLACEMENT - ONCE PER FORTNIGHT (OTHER PANELS).,,,,,,,,,,,,,,,,,,
label,II. DURING FILL PLACEMENT - TWICE PER WEEK (SHAPE ARRAYS AND BOTTOM ROW OF PANELS ONLY).,,,,,,,,,,,,,,,,,,
label,I. AT LEAST 2 WEEKLY BASELINE READINGS PRIOR TO PLACEMENT OF FILL MATERIAL.,,,,,,,,,,,,,,,,,,
label,○ FREQUENCY SHOWN BELOW.,,,,,,,,,,,,,,,,,,
label,○ SHAPE,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,"METHOD: Survey, Measure",,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,FREQUENCY: When applicable as instructed in IFC,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Surveyor,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Survey Report,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,
