type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,
label,○ Step irons shall not obstruct openings or be fitted to a wall which has openings.,,,,,,,,,,,,
button,• Have step Irons shall be installed in accordance with the manufacturer’s instructions and are an approved proprietary type?,"PASS,FAIL,N/A",,,,,,,,,,,
checkpoint-status,• Has the drainage pit floors been smoothly shaped from the inlets to the outlet for a height of one third of the diameter of the outlet pipe with cementitious mortar?,,,,,,,,,,,,
label,○ Surfaces shall be finished uniform in appearance with a Class 2 surface finish in accordance with the requirements of Section 610.,,,,,,,,,,,,
checkpoint-status,"• Has the joints between drainage pits, access chambers and pipes shall be made watertight using a cementitious mortar?",,,,,,,,,,,,
button,SURVEILLANCE - Signature by CYP D&C JV,"Yes,No",,,,,,,,,,,
button,SURVEILLANCE - Signature by IR,"Yes,No",,,,,,,,,,,
button,HOLD POINT - Signature by Symal Infrastructure,"Yes,No",,,,,,,,,,,
checkpoint-status,Are rubber rings to be used on rubber ring joint pipes clean and free of debris?,,,,,,,,,,,,
button,Have all interlocking joint reinforced concrete pipes been jointed or wrapped with 200mm wide external joint rubber band? Has the rubber band been placed between the spigot and socket?,"PASS,FAIL,N/A",,,,,,,,,,,
button,Have pipes with lifting holes been placed with lifting holes uppermost? Have lifting holes been plugged after pipe installation?,"PASS,FAIL,N/A",,,,,,,,,,,
button,SURVEILLANCE - Signature by CYP D&C JV,"Yes,No",,,,,,,,,,,
button,SURVEILLANCE - Signature by IR,"Yes,No",,,,,,,,,,,
button,HOLD POINT - Signature by Symal Infrastructure,"Yes,No",,,,,,,,,,,
checkpoint-status,• Fitting of Covers,,,,,,,,,,,,
label,○ Pit Downstream,,,,,,,,,,,,
text,• Pit Number,,,,,,,,,,,,
text,• Lid Class,,,,,,,,,,,,
text,• Lid Type,,,,,,,,,,,,
label,○ Pit Upstream,,,,,,,,,,,,
text,• Pit Number,,,,,,,,,,,,
text,• Lid Class,,,,,,,,,,,,
text,• Lid Type,,,,,,,,,,,,
holdpoint,Request Sign Off,,,,,,,,,,,,
checkpoint-group,5.0 Installation of Box Culverts,,,,,,,,,,,,
checkpoint-status,• Have consecutive sections of box culverts been firmly butted together?,,,,,,,,,,,,
button,• Does the mortar have a minimum 28 day compressive strength of not less than 40MPa? Is it at least Type C Class?,"PASS,FAIL,N/A",,,,,,,,,,,
button,SURVEILLANCE - Signature by CYP D&C JV,"Yes,No",,,,,,,,,,,
button,SURVEILLANCE - Signature by IR,"Yes,No",,,,,,,,,,,
button,HOLD POINT - Signature by Symal Infrastructure,"Yes,No",,,,,,,,,,,
holdpoint,Request Sign Off,,,,,,,,,,,,
checkpoint-group,6.0 Backfilling,,,,,,,,,,,,
checkpoint-status,• Has the haunch zone been extended from top of bedding layer to 1/3 pipe diameter? Haunch zone material to be same as bedding layer. Haunch zone to be compacted to refusal in max 150mm layer.,,,,,,,,,,,,
button,"• Is the pipe to be backfilled in under an area to be paved? If so, has excavation below design subgrade level been backfilled with select backfill material? And within the pavement layer backfilled with appropriate pavement material?","PASS,FAIL,N/A",,,,,,,,,,,
button,"• Is the pipe to be backfilled in under an area to be paved? If so, has excavation below design subgrade level been backfilled with select backfill material? And within the pavement layer backfilled with appropriate pavement material?","PASS,FAIL,N/A",,,,,,,,,,,
button,"• Is the pipe to be backfilled in under an area not to be paved? If so, has the trench been backfilled with select backfill material to a level 0.3m above the top of the culvert? Ordinary backfill may be used above that level.","PASS,FAIL,N/A",,,,,,,,,,,
button,• Has the backfill material been backfilled in max 150mm layers?,"PASS,FAIL,N/A",,,,,,,,,,,
button,SURVEILLANCE - Signature by CYP D&C JV,"Yes,No",,,,,,,,,,,
button,SURVEILLANCE - Signature by IR,"Yes,No",,,,,,,,,,,
button,HOLD POINT - Signature by Symal Infrastructure,"Yes,No",,,,,,,,,,,
checkpoint-status,• Has the pit been backfilled in layers not exceeding 300mm? Pit backfill to be compacted to refusal using hand held equipment.,,,,,,,,,,,,
button,SURVEILLANCE - Signature by CYP D&C JV,"Yes,No",,,,,,,,,,,
button,SURVEILLANCE - Signature by IR,"Yes,No",,,,,,,,,,,
button,HOLD POINT - Signature by Symal Infrastructure,"Yes,No",,,,,,,,,,,
checkpoint-status,• Has the pipe been laid with adequate fall and invert levels within ±10mm of design?,,,,,,,,,,,,
button,• Is the invert level of pipes at pipes ±50mm of design?,"PASS,FAIL,N/A",,,,,,,,,,,
button,• Is the line of the pit cover been installed ±10mm of the design kerb line?,"PASS,FAIL,N/A",,,,,,,,,,,
button,• Is the pit cover level ±10 mm of the design level for that point?,"PASS,FAIL,N/A",,,,,,,,,,,
button,• Is the offset of entry pits within ±20 mm of kerbs/barriers?,"PASS,FAIL,N/A",,,,,,,,,,,
button,• Is the offset of entry pits within ±20 mm of kerbs/barries?,"PASS,FAIL,N/A",,,,,,,,,,,
button,• Is the plan location of pits other than offsets to kerb lines or barriers ±100 mm?,"PASS,FAIL,N/A",,,,,,,,,,,
button,HOLD POINT - Signature by CYP D&C JV,"Yes,No",,,,,,,,,,,
button,REVIEW POINT/HOLD POINT - Signature by Symal Infrastructure,"Yes,No",,,,,,,,,,,
checkpoint-status,"• Has a total of 3 compaction tests taken place, per lot, inclusive of pit compaction, achieving 97% compaction?",,,,,,,,,,,,
button,HOLD POINT - Signature by CYP D&C JV,"Yes,No",,,,,,,,,,,
button,REVIEW POINT/HOLD POINT - Signature by Symal Infrastructure,"Yes,No",,,,,,,,,,,
checkpoint-status,• Have all storm water lines been inspected by CCTV and found to be free of defects prior to placement of pavement?,,,,,,,,,,,,
button,HOLD POINT - Signature by CYP D&C JV,"Yes,No",,,,,,,,,,,
button,HOLD POINT - Signature by Symal Infrastructure,"Yes,No",,,,,,,,,,,
holdpoint,Request Sign Off,,,,,,,,,,,,
