"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"416fecf0-9d58-450c-b59d-63a9ef5e77e4","","checklist-flat","pass","145daa2aaf83ce100e03308fa2592b119272de55359c236a0b0a3350dee5e8a6","checklist-flat","FALSE","FALSE","Job Details"
"d9d7402b-8dab-4e1b-bd41-6bba72d81581","","checkpoint-status","pass","","","TRUE","TRUE","Job Details","Site Info"
"19286452-2361-4871-b3bf-d1140e1e708d","","checkpoint-status","pass","","","TRUE","TRUE","Job Details","Latest Drawings"
"27236dc0-d9cd-473b-b425-c0f46442d0dc","","checkpoint-status","pass","","","TRUE","TRUE","Job Details","Scope of Works Attached"
"9bfb00cf-0148-4596-93a6-02192c565d20","","checkpoint-status","pass","","","TRUE","TRUE","Job Details","Additional Pre Start Docs"
"65e74bd6-3b12-4b69-9292-dd36f6703c36","","checkpoint-status","pass","","","TRUE","TRUE","Job Details","Fixing Plan Attached "
"b76bd201-f7db-40d1-8ead-081fa4319f07","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"b7c9081b-4ca0-42b0-816f-26ec1abc70dc","","folder-normal","pass","","step","TRUE","FALSE","QA","Ground Floor"
"124bb2ed-e0bd-4e7b-9963-3b761a9d7600","","checklist-sectioned","pass","QA - Fibertite to Concrete Checklist","checklist","FALSE","FALSE","QA","Ground Floor","G01"
"91281e25-782f-4911-bc05-ad76aff15742","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G01","Prestart"
"3d82d889-6e92-4a25-a521-78b68c372218","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G01","Fiberclad Flashings"
"146cf476-2b0e-40bc-85ce-9284db56e3f8","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G01","Fiberclad Flashings","Installed correctly according to specifications (right way around)"
"86f10fd6-912e-4c09-af4c-50e8c9d332d0","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G01","Fiberclad Flashings","Fixing and welding done according to specifications and details"
"4d7daaa8-f8ff-4dca-9cbd-dd961c51acf2","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G01","Fiberclad Flashings","Probe of weld with QA hook"
"6174fdbc-3e05-493e-8004-2b1b25903b44","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G01","Review and Sign Off"
"87c4d57f-fb46-4196-ada4-5454018b45b3","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G01","Review and Sign Off","Area left clean and tidy"
"8611f7d9-e6b6-474d-af05-e9abf5d20ef8","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G01","Review and Sign Off","All installation work complete, checked and reviewed as per specification"
"8adc50d7-3b3a-42e3-a10f-593ddd29853e","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G01","Review and Sign Off","Client / Main Contractor sign off"
"7448e128-6036-4865-8519-b50c0ed99d28","","checklist-sectioned","pass","QA - Fibertite to Concrete Checklist","checklist","FALSE","FALSE","QA","Ground Floor","G02"
"3d46d206-da69-47fe-83ed-ed359dcee975","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G02","Prestart"
"ff3e8a89-a736-4e44-a9cb-750efe691669","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G02","Prestart","Area accessible"
"1a0f3dbd-4384-45b1-aae9-5035ba975b48","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G02","Prestart","Edge protection and safety installed"
"6cbf7248-18d4-480b-877d-ce710326065e","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G02","Prestart","Substrate complete and ready for SWP"
"e175a39d-61cd-4314-a3fe-62b4af9810e6","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G02","Concrete Substrate"
"9b259d00-d3b7-4457-9250-135d41be9e35","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G02","Concrete Substrate","Substrate clean and dry. Free from dirt/debris contamination and ready for membrane"
"75df0a5e-a7ef-4d2e-b406-61f939f2894e","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G02","Concrete Substrate","All lumps and sharp concrete bits ground/hammered down"
"16c50f7e-75f6-4d98-9c03-2a4477aa2e38","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G02","Concrete Substrate","Large holes filled with grout"
"ccd2f780-c680-4e8e-8e0a-29ad9740ae6b","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G02","Fibertite"
"df8af203-d99f-484a-a441-72a635f117b3","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G02","Fibertite","Adhesive installed to substrate"
"83d71c43-f126-4f3d-b968-e2048a76a79b","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G02","Fibertite","Laying of membrane into adhesive"
"d68d7d4f-f8f8-4d38-8848-3672a41cd186","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G02","Fibertite","Broom/rolling of membrane"
"450fe9c3-55f3-4ff3-af45-2a12617aca9d","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G02","Fibertite","Wipe and clean laps prior to welding"
"7fe607cc-6c5e-4531-baa9-b498463de147","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G02","Fibertite","Test weld with the welding machines"
"7a6a09eb-cbaa-4fb8-807f-23a3a1c2c947","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G02","Fibertite","Probe of seam with QA hook"
"ca5921f7-ad9d-41c6-a261-c90d2497ffab","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G02","Fibertite","Pressure bars installed"
"70dace81-fae8-47dd-b561-da08f02def11","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G02","Fibertite","Membrane dressed into drains/outlets"
"126e1ba4-01e3-4e3e-8329-e07e542c7fc1","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G02","Fibertite","Claps/rings/baskets installed"
"25f82416-f21f-420d-afb3-4a216b286c9e","","checkpoint-status","not-applicable","","","FALSE","FALSE","QA","Ground Floor","G02","Fibertite","Flood/ILD tested"
"94815630-f663-4207-bebd-6280abcae1c4","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G02","Fiberclad Flashings"
"d2167c5c-d974-4f22-ac80-464b7f1ee946","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G02","Fiberclad Flashings","Installed correctly according to specifications (right way around)"
"08255141-a011-4a0c-82bb-3e94afda0505","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G02","Fiberclad Flashings","Fixing and welding done according to specifications and details"
"cf52ffdf-4bc0-4a82-9871-82224b62be5b","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G02","Fiberclad Flashings","Probe of weld with QA hook"
"a1ee7c68-6a4e-487e-b014-8142bb5a78ef","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G02","Review and Sign Off"
"1eda3d48-8fa2-41a2-adc1-ecd4ff7ee157","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G02","Review and Sign Off","Area left clean and tidy"
"1a8faf1a-1f48-4507-a04e-c2feb1e5d389","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G02","Review and Sign Off","All installation work complete, checked and reviewed as per specification"
"5fc02fe8-dcc3-496c-9df0-dc97697d5a19","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G02","Review and Sign Off","Client / Main Contractor sign off"
"16b638d7-9a93-421e-bde5-29411cf1bb10","","checklist-sectioned","pass","QA - Fibertite to Concrete Checklist","checklist","FALSE","FALSE","QA","Ground Floor","G03"
"42c29b45-fc58-40f2-b749-6590891d8c22","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G03","Prestart"
"7814f8ee-67aa-4909-b7e1-63ef45144de9","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G03","Prestart","Area accessible"
"7880e7dc-5335-4379-a6b9-5f3756695fbe","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G03","Prestart","Edge protection and safety installed"
"9f2003d7-d603-4da8-87a7-1b3cd1647e8e","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G03","Prestart","Substrate complete and ready for SWP"
"a4bbdeae-ba4a-4c8a-a4ab-9403469362be","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G03","Concrete Substrate"
"14897cd2-9554-4c83-a767-f52e1526185a","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G03","Concrete Substrate","Substrate clean and dry. Free from dirt/debris contamination and ready for membrane"
"01683e62-28b3-41f1-8fda-5c01c18bffc3","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G03","Concrete Substrate","All lumps and sharp concrete bits ground/hammered down"
"a250eaa0-49ac-410a-867d-10d72e46bcb5","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G03","Concrete Substrate","Large holes filled with grout"
"d59bc374-beb1-483d-8c35-d5c7d434aff0","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G03","Fibertite"
"63083f08-b910-4373-869f-a384b897c96a","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G03","Fibertite","Adhesive installed to substrate"
"3705128e-4fbb-4495-99a4-6715801f55e8","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G03","Fibertite","Laying of membrane into adhesive"
"b2300049-1686-4ca9-8970-8d8a5eec9ab9","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G03","Fibertite","Broom/rolling of membrane"
"e78bcd33-d9d1-4263-8b7b-cf6e263983e7","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G03","Fibertite","Wipe and clean laps prior to welding"
"05dfc4dc-0025-4094-852c-26604cbc364a","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G03","Fibertite","Test weld with the welding machines"
"3f1cad3a-e50b-4a8c-9b56-c96cffe0ea48","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G03","Fibertite","Probe of seam with QA hook"
"0cc3e001-3902-4d74-8326-57587497651a","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G03","Fibertite","Pressure bars installed"
"035533ed-994a-44b6-b988-b1c2362b232e","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G03","Fibertite","Membrane dressed into drains/outlets"
"0b623b04-29c7-409d-bd40-c8c614dddfc3","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G03","Fibertite","Claps/rings/baskets installed"
"42a1ecc0-5981-4977-918a-a097a0be2271","","checkpoint-status","not-applicable","","","FALSE","FALSE","QA","Ground Floor","G03","Fibertite","Flood/ILD tested"
"5eb76a1a-d75c-4019-9d48-cd4821007811","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G03","Fiberclad Flashings"
"4e7c360c-a368-48ff-b791-855328f0a414","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G03","Fiberclad Flashings","Installed correctly according to specifications (right way around)"
"1e31ce48-7207-4a76-ada8-af794c51b445","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G03","Fiberclad Flashings","Fixing and welding done according to specifications and details"
"e33d99b9-6b74-4484-884d-37c9da504caa","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G03","Fiberclad Flashings","Probe of weld with QA hook"
"d8eeb517-1a1d-4776-bd21-e8b6e763232b","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G03","Review and Sign Off"
"3714053a-27b8-4a17-9504-62c472328694","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G03","Review and Sign Off","Area left clean and tidy"
"5db6db7c-edcd-4f41-bd2f-398d4fc8aca0","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G03","Review and Sign Off","All installation work complete, checked and reviewed as per specification"
"30bef910-4a96-4fe3-a2c0-1b860914d8db","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G03","Review and Sign Off","Client / Main Contractor sign off"
"b879b407-0287-4e9b-b0cf-672446696eaa","","checklist-sectioned","pass","QA - Fibertite to Concrete Checklist","checklist","FALSE","FALSE","QA","Ground Floor","G04"
"732bbd86-3dde-4033-ab56-71e0eb7622df","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G04","Prestart"
"46adc060-e190-4a56-9bc4-d4522511c289","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G04","Prestart","Area accessible"
"17e6b4c1-6b19-460f-9c03-224dd1871ae9","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G04","Prestart","Edge protection and safety installed"
"445c1703-ed69-4f75-832d-1bdc1e414a5a","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G04","Prestart","Substrate complete and ready for SWP"
"13546205-6c22-4d35-b23d-c62e6e8e5be2","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G04","Concrete Substrate"
"f28289c8-030d-4cc2-86c6-677b3df01375","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G04","Concrete Substrate","Substrate clean and dry. Free from dirt/debris contamination and ready for membrane"
"f323437a-ae09-4402-8b8c-6836303ed632","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G04","Concrete Substrate","All lumps and sharp concrete bits ground/hammered down"
"9e84e223-3fce-4df3-a500-739e241fee1e","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G04","Concrete Substrate","Large holes filled with grout"
"636a256a-88ec-47fc-a684-200f5c8db235","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G04","Fibertite"
"bbd6dc61-c045-4fd5-8ac9-7ff1a5fa80f1","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G04","Fibertite","Adhesive installed to substrate"
"a28020a3-e143-444f-93f9-ffbf12ff2b37","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G04","Fibertite","Laying of membrane into adhesive"
"4430ccdb-5aa6-4d8d-b857-1e878119d054","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G04","Fibertite","Broom/rolling of membrane"
"f7891683-54a1-427c-9740-e437efecadbd","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G04","Fibertite","Wipe and clean laps prior to welding"
"b38da1d7-2dc4-4c1b-b258-9b467c8a273f","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G04","Fibertite","Test weld with the welding machines"
"d6fcc64c-40ee-4c05-bc43-d1cd8b143940","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G04","Fibertite","Probe of seam with QA hook"
"07aace32-fc10-4200-bb4f-13ccccecf766","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G04","Fibertite","Pressure bars installed"
"bbf8c868-62ab-4213-a4fd-744fc4a7dcf7","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G04","Fibertite","Membrane dressed into drains/outlets"
"1c02f9ed-ca11-4926-8627-bd2a0560c633","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G04","Fibertite","Claps/rings/baskets installed"
"9d9248e7-e519-4a02-ac14-9110d018c8bb","","checkpoint-status","not-applicable","","","FALSE","FALSE","QA","Ground Floor","G04","Fibertite","Flood/ILD tested"
"f7c66fb4-28e3-4073-9fdf-001d8c16dc00","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G04","Fiberclad Flashings"
"906f2c41-874d-4832-87da-a115dc7a5586","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G04","Fiberclad Flashings","Installed correctly according to specifications (right way around)"
"6d1e7dbb-fedd-4a49-81db-359c81152a42","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G04","Fiberclad Flashings","Fixing and welding done according to specifications and details"
"2acc0701-a986-4e20-9084-50d88e725860","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G04","Fiberclad Flashings","Probe of weld with QA hook"
"eaee6b3e-0e95-4238-ad32-1f4ec980c044","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G04","Review and Sign Off"
"1ad0440a-7c0a-4f29-8b35-7f972ca049d7","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G04","Review and Sign Off","Area left clean and tidy"
"c489188d-90b4-45f7-9d5a-0e3f61715f7e","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G04","Review and Sign Off","All installation work complete, checked and reviewed as per specification"
"e8e364d3-75a3-4068-a760-eb3b009986f5","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G04","Review and Sign Off","Client / Main Contractor sign off"
"ea34673b-3fa3-4e46-b987-ec830f68f18a","","checklist-sectioned","pass","QA - Fibertite to Concrete Checklist","checklist","FALSE","FALSE","QA","Ground Floor","G05"
"bf935d2e-fc7f-4a2d-8cf6-8004f5d2c67b","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G05","Prestart"
"02818912-03b8-4a69-8028-69d0565daa58","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G05","Prestart","Area accessible"
"8f378037-5ef5-4636-8d94-23534f3f7adb","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G05","Prestart","Edge protection and safety installed"
"ab691084-66e8-4cf5-8317-3aa2d7718603","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G05","Prestart","Substrate complete and ready for SWP"
"84f5cd16-364b-4356-a657-178120c728f4","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G05","Concrete Substrate"
"d0cdee9b-851a-4dd9-bead-239200dfca13","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G05","Concrete Substrate","Substrate clean and dry. Free from dirt/debris contamination and ready for membrane"
"f18265af-190e-4ebc-a8b6-c239bb8cf6f4","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G05","Concrete Substrate","All lumps and sharp concrete bits ground/hammered down"
"95e99edd-43c4-4e21-84a6-9e8fa6d04269","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G05","Concrete Substrate","Large holes filled with grout"
"70192663-a1b2-4b0e-83ba-c67ed7210afe","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G05","Fibertite"
"d850503d-d1c3-4fe3-a146-207a498491d7","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G05","Fibertite","Adhesive installed to substrate"
"9b42181a-a1a2-444b-81e5-45cbb82d942a","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G05","Fibertite","Laying of membrane into adhesive"
"a82fcdb3-97d3-4811-a585-ba5ffdb9d743","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G05","Fibertite","Broom/rolling of membrane"
"f1ab3f09-e24c-41c4-8a82-3cf60618a419","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G05","Fibertite","Wipe and clean laps prior to welding"
"3caf7f57-13db-4380-8ad4-45e6854caff2","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G05","Fibertite","Test weld with the welding machines"
"cf8c8652-054e-4ed8-b7bb-7211984f5a2a","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G05","Fibertite","Probe of seam with QA hook"
"fe6f4cec-cb1a-471a-a4c1-ece4fd3b2109","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G05","Fibertite","Pressure bars installed"
"a2766b83-2cf8-4e6e-b07e-de4e0f199a18","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G05","Fibertite","Membrane dressed into drains/outlets"
"0d2d3f25-17d4-4249-bbb6-75458fff961b","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G05","Fibertite","Claps/rings/baskets installed"
"6636066a-2c9e-4355-acd6-4ad2f8d170b4","","checkpoint-status","not-applicable","","","FALSE","FALSE","QA","Ground Floor","G05","Fibertite","Flood/ILD tested"
"fa4697f5-d37f-40f2-aca1-a12dfd23a345","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G05","Fiberclad Flashings"
"b6f0fbf7-bef2-4867-a985-960e3178e74b","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G05","Fiberclad Flashings","Installed correctly according to specifications (right way around)"
"19668b30-30ca-45bf-ac25-c24843bcbe13","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G05","Fiberclad Flashings","Fixing and welding done according to specifications and details"
"6adde2f2-dbf5-438e-b58b-668830feb8ca","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G05","Fiberclad Flashings","Probe of weld with QA hook"
"f603b2bb-a200-4d4d-9eb3-a2a248763e33","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G05","Review and Sign Off"
"c67c572d-29fa-478f-99f0-f7c2931de814","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G05","Review and Sign Off","Area left clean and tidy"
"297fad32-1a2e-431c-a298-3fd8c4c9d118","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G05","Review and Sign Off","All installation work complete, checked and reviewed as per specification"
"884e5b58-3086-4e2f-a796-6fcbbc4fc3ac","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G05","Review and Sign Off","Client / Main Contractor sign off"
"d3ad60ab-abcb-41a1-aa14-710ef9eea3ce","","checklist-sectioned","pass","QA - Fibertite to Concrete Checklist","checklist","FALSE","FALSE","QA","Ground Floor","G06"
"55ef9496-bfc8-4e06-801c-6c80925fa179","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G06","Prestart"
"ca0168b8-1c40-4e33-bb8b-5af704d9a0c3","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G06","Prestart","Area accessible"
"3a3043ed-cee1-4c9d-8817-ff6a9110975a","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G06","Prestart","Edge protection and safety installed"
"6f9e3b17-70cc-4d4d-a973-cd9d53b96b8f","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G06","Prestart","Substrate complete and ready for SWP"
"5f975e0c-9c86-413a-ab4c-deda1ecedfbb","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G06","Concrete Substrate"
"7b680ab2-9886-4c13-ad9f-a36fec871ecd","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G06","Concrete Substrate","Substrate clean and dry. Free from dirt/debris contamination and ready for membrane"
"3c3617df-afd6-4580-b9ee-c0bf69ebf766","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G06","Concrete Substrate","All lumps and sharp concrete bits ground/hammered down"
"403544c6-d956-455a-8539-102abc00914f","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G06","Concrete Substrate","Large holes filled with grout"
