type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id,,,
checkpoint,Ventilation fan correctly supported as per project engineering requirements,,,,,,,,,,
checkpoint,Correct fan installed as per latest drawing,,,,,,,,,,
checkpoint,Fan connections secured and sealed,,,,,,,,,,
checkpoint,Access to fan and isolator,,,,,,,,,,
checkpoint,Ventilation fan access panel coordinated and marked,,,,,,,,,,
checkpoint,Correct VAV installed as per latest drawing,,,,,,,,,,
checkpoint,Access to VAV and controls,,,,,,,,,,
checkpoint,VAV access panel coordinated and marked,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
checklist,Grille Fit-Off,,,,,,Grille Fit-Off Checklist,,,,
section,Details,,,,,,,,,,
checkpoint,Grilles installed in correct location as per latest duct layout / RCP,,,,,,,,,,
checkpoint,Correct grille type installed,,,,,,,,,,
checkpoint,Grille installed flush and square,,,,,,,,,,
checkpoint,"Are all grilles installed correctly? Air leaks, vibration or failure",,,,,,,,,,
checkpoint,Grille color as per schedule,,,,,,,,,,
checkpoint,Grille left clean of fingerprints and caps installed where required,,,,,,,,,,
checkpoint,Grille fit-Off completed to drawings/specification & Area left clean/tidy (Any Issues comment below),,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
checklist,All Subbie Rough-in Progression,,,,,,All Subbie Rough-in Progression Checklist,,,,
section,Details,,,,,,,,,,
checkpoint,All work in zone completed and appear compliant,,,,,,,,,,
label,Pass once all work complete,,,,,,,,,,
,,,,,,,,,,,
checklist,All Subbie Fit off & Testing Progression,,,,,,All Subbie Fit off & Testing Progression Checklist,,,,
section,Details,,,,,,,,,,
checkpoint,All work in zone completed and appear compliant,,,,,,,,,,
label,Pass once all work complete,,,,,,,,,,
,,,,,,,,,,,
checklist,As Builts,,,,,,As Builts Checklist,,,,
section,Details,,,,,,,,,,
checkpoint,Update As-Built's of any known changes,,,,,,,,,,
,,,,,,,,,,,
checklist,Pipework,,,,,,Pipework Checklist,,,,
section,Details,,,,,,,,,,
checkpoint,Pipework installed as per latest drawings,,,,,,,,,,
checkpoint,Pipework installed level and free of damage,,,,,,,,,,
checkpoint,All joins welded / crimped as per manufacturer's instructions,,,,,,,,,,
checkpoint,Air bleeds installed in pipework where required,,,,,,,,,,
checkpoint,Riser or area branch valve access panel coordinated and marked,,,,,,,,,,
checkpoint,Correct hanger spacing / supports installed for pipe runs,,,,,,,,,,
checkpoint,No other services suspended from pipework,,,,,,,,,,
checkpoint,Correct coil valves installed as per schedule,,,,,,,,,,
checkpoint,"Test points, drains and bleeders installed where required",,,,,,,,,,
checkpoint,Coil valves accessible and not blocking any service points,,,,,,,,,,
checkpoint,Coil valveset access panel coordinated and marked,,,,,,,,,,
checkpoint,Correct coil valves installed as per schedule,,,,,,,,,,
checkpoint,"Test points, drains and bleeders installed where required",,,,,,,,,,
checkpoint,Coil valves accessible and not blocking any service points,,,,,,,,,,
checkpoint,Coil valveset access panel coordinated and marked,,,,,,,,,,
checkpoint,HHW Pressure Test – ITR attached,,,,,,,,,,
checkpoint,"HHW Flushed - plan, photos of flow readings and water quality attached",,,,,,,,,,
checkpoint,Drain trapped where required,,,,,,,,,,
checkpoint,Correct hanger spacing / fall,,,,,,,,,,
checkpoint,Drain tested,,,,,,,,,,
checkpoint,Drain pump installed level and tested,,,,,,,,,,
checkpoint,Drain terminates at a tundish,,,,,,,,,,
checkpoint,"Drains, pump and tundish access for maintenance.",,,,,,,,,,
,,,,,,,,,,,
checklist,Pipework Testing,,,,,,Pipework Testing Checklist,,,,
section,Details,,,,,,,,,,
checkpoint,Pipe tested and recorded as per Pipe Testing ITP,,,,,,,,,,
checkpoint,Initial pipe pressure test (attach photo),,,,,,,,,,
checkpoint,24hr pipe pressure test (attach photo),,,,,,,,,,
checkpoint,Piping cleaned and flushed,,,,,,,,,,
,,,,,,,,,,,
checklist,Fan Checklist,,,,,,Fan Checklist,,,,
section,Details,,,,,,,,,,
checkpoint,Fan installed as per latest drawing,,,,,,,,,,
checkpoint,Inspect the fan. Record and report for any issues,,,,,,,,,,
checkpoint,Fan is labelled clearly,,,,,,,,,,
checkpoint,Confirm ductwork connections to the fans are correct and include flexible connections,,,,,,,,,,
checkpoint,"Confirm test points, sensors and gauges have been provided and installed as documented",,,,,,,,,,
checkpoint,Confirm correct electrical connections to the fan,,,,,,,,,,
checkpoint,Adequate maintenance clearance maintained,,,,,,,,,,
checkpoint,Unit complete with acoustic wrapping as per documented,,,,,,,,,,
checkpoint,Confirm seismic bracing to requirements,,,,,,,,,,
checkpoint,Installed as per manufacturer's requirements. Refer to specific equipment schedule for detail.,,,,,,,,,,
,,,,,,,,,,,
checklist,Drains,,,,,,Drains Checklist,,,,
section,Details,,,,,,,,,,
checkpoint,Drain trapped where required,,,,,,,,,,
checkpoint,Drain pump installed on a gradient/ level,,,,,,,,,,
checkpoint,Drain terminates at a tundish,,,,,,,,,,
checkpoint,Drain pipe insulated where required,,,,,,,,,,
checkpoint,"Drains, pump and tundish access for maintenance",,,,,,,,,,
checkpoint,Drain pipe is labelled clearly,,,,,,,,,,
,,,,,,,,,,,
checklist,PAC Unit,,,,,,PAC Unit Checklist,,,,
section,Details,,,,,,,,,,
checkpoint,PAC installed as per latest drawing,,,,,,,,,,
checkpoint,Inspect the unit casing is not damaged. Record and report for any issues,,,,,,,,,,
checkpoint,Unit is labelled clearly,,,,,,,,,,
checkpoint,Unit correctly supported as per documented,,,,,,,,,,
checkpoint,Confirm safety tray and/ or condensate drain provided to the units and is piped to adjacent waste point,,,,,,,,,,
checkpoint,Confirm installation of any dampers on the units,,,,,,,,,,
checkpoint,"Confirm correct CDW pipe work installed as per latest drawing (e.g. Valves, binder points, air vents)",,,,,,,,,,
checkpoint,Confirm electrical connection to unit,,,,,,,,,,
checkpoint,Flexible connections installed,,,,,,,,,,
checkpoint,Air filters installed,,,,,,,,,,
checkpoint,Confirm seismic bracing to requirements,,,,,,,,,,
checkpoint,Unit complete with acoustic wrapping as per documented,,,,,,,,,,
checkpoint,Adequate maintenance clearance maintained,,,,,,,,,,
,,,,,,,,,,,
checklist,VAV,,,,,,VAV Checklist,,,,
section,Details,,,,,,,,,,
checkpoint,Unit installed as per latest drawing,,,,,,,,,,
checkpoint,Inspect the unit casing is not damaged. Record and report for any issues,,,,,,,,,,
checkpoint,Unit is labelled clearly,,,,,,,,,,
checkpoint,Unit correctly supported as per documented,,,,,,,,,,
checkpoint,"Confirm test points, sensors and pressure points have been provided and installed as documented",,,,,,,,,,
checkpoint,Confirm electrical connection to unit,,,,,,,,,,
checkpoint,Confirm ductwork connections to the unit are correct,,,,,,,,,,
checkpoint,Unit complete with acoustic wrapping as per documented,,,,,,,,,,
checkpoint,Adequate maintenance clearance maintained,,,,,,,,,,
checkpoint,Installed as per manufacturer's requirements. Refer to specific equipment schedule for detail,,,,,,,,,,
,,,,,,,,,,,
checklist,Plantroom / Outdoor Equipment,,,,,,Plantroom / Outdoor Equipment Checklist,,,,
section,Details,,,,,,,,,,
checkpoint,Access to filter bank / filters installed,,,,,,,,,,
checkpoint,"Access to all relevant controls, isolators and maintenance items",,,,,,,,,,
checkpoint,Floor or Platform Mounted Thermal Plant correctly supported as per project engineering requirements,,,,,,,,,,
checkpoint,Maintenance and ventilation clearance maintained as per manufacturer's specs,,,,,,,,,,
checkpoint,All manufacturer specific requirements have been provided in addition to project requirements,,,,,,,,,,
checkpoint,Drain terminates at a tundish,,,,,,,,,,
checkpoint,"Drains, pump and tundish access for maintenance.",,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
