type,name,values,prefix,postfix,usage count,user addable,template name,Resource ID,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: cage shall have enough clearance to the bore to maintain coverage as per IFC.,,,,,,,,,,,,,,
label,○ Spacers and supports placed at intervals no more than 2m,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,METHOD: Measure,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,FREQUENCY: Each bore,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: this ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.3 Cast in items,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Cast in items (conduits, hold down bolts, etc.) are installed in correct orientation and position.",,,,,,,,,,,,,,
label,○ Hold down bolts have enough projection out side of the pile to accommodate for grout and base plate installation.,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,METHOD: Measure,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,FREQUENCY: Each bore,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.4 Pre-pour inspection,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings, MRPA Construction Management plan",,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Pre-pour inspection to be conducted. Check the reinforcement cage as per manufacturer spec and IFC.,,,,,,,,,,,,,,
label,○ Cast in items (e.g. bolts and conduits) positions to be installed as per IFC drawings/manufacturer drawings. Projection of items to be installed as per IFC drawings. Position and projection to be confirmed during inspection.,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,METHOD: Measure,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: ThisITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,5.5 Concrete placement and Compaction,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings, MRPA Construction Management",,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: The temperature of concrete, measured immediately prior to placing, shall not be less than 10°C or greater than 32°C.",,,,,,,,,,,,,,
label,○ All concrete batches are traceable.,,,,,,,,,,,,,,
label,○ All concrete batches are from approved mix,,,,,,,,,,,,,,
label,○ Concrete shall be placed through either a tremie pipe or concrete pump and not dropped freely from a height exceeding 2m.,,,,,,,,,,,,,,
label,○ The initial discharge is pumped to waste until a consistent workable mix is discharged.,,,,,,,,,,,,,,
label,"○ The ends of the discharge pipe shall not be lifted off the base of the excavation until a 2m head is created, which shall be maintained until the completion of the pour.",,,,,,,,,,,,,,
label,Attach: Concrete Pour Record,,,,,,,,,,,,,,
label,Attach: Concrete Dockets,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,"VERIFYING DOCUMENTS: This ITP, Attached Pour Records, Attached Dockets",,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.6 Concrete Sampling,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Concrete cast in one continuous operation to be tested at a frequency as shown below:,,,,,,,,,,,,,,
label, ○ 0m³ to 10m³ = 1 sample,,,,,,,,,,,,,,
label, ○ 10m³ to 25m³ = 2 samples,,,,,,,,,,,,,,
label, ○ 25m³ to 50m³ = 3 samples,,,,,,,,,,,,,,
label, ○ 50m³ to 100m³ = 4 samples + 2 no. VPV cylinders.,,,,,,,,,,,,,,
label,– For each additional 50m³ and additional sample shall be taken.,,,,,,,,,,,,,,
label,"– Where the time interval between the end of discharge of one truckload of concrete and the beginning of discharge of the next truckload exceeds 45 minutes, the minimum number of test samples shall be one (1) per truckload of concrete",,,,,,,,,,,,,,
label,– Each sample shall consist of 1 no. slump or spread test and 3 no. compressive strength cylinders minimum.,,,,,,,,,,,,,,
label,"– Compressive strength cylinders = 1 no. 7 day strength, 2 no. 28 day strength.",,,,,,,,,,,,,,
label,Note: Additional cylinders may be required for other purposes such as early strength determination of adjacent piles.,,,,,,,,,,,,,,
label,Record: Required information on the Concrete Pour Record.,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,"RESPONSIBILITY: SE/PE, Concrete Tester",,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.7 Pile Integrity Testing,,,,,,,,,,,,,,
label,"REFERENCE: VR 606.07 (a, d & e), AS2159 Clause 8.8, A9819",,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Pile integrity testing shall be conducted after the concrete strength has reached 25MPa but not less than 7 days from casting.,,,,,,,,,,,,,,
label,○ Cross-sectional area = ≥95%,,,,,,,,,,,,,,
label,"○ If any test fails, all piles shall be tested.",,,,,,,,,,,,,,
label,Attach: Pile Integrity Test Report,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,FREQUENCY: Piles #1 - #6. Reduced to 1 test per 3 piles if the first 6 tests pass.,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Testing Consultant, SE/PE",,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.8 Installation lighting pole bases & columns,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings, L1-CHE-STD-035",,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Free standing platform lighting poles shall be at earth potential as mounted in ground or on structure. Light fittings shall be earthed by the earth cable from,,,,,,,,,,,,,,
label,○ Concrete and metallic poles at all new installations and station extensions that support low voltage equipment shall be earthed by an underground conductor that is connected to the earth at the origin from which the circuit is supplied in accordance with AS/NZS 3000.9.5.2 ,,,,,,,,,,,,,,
label,○ Lighting installations shall be LED and comply with L1-CHE-SPE-155,,,,,,,,,,,,,,
label,○ Car park poles shall be located as per IFC Drawings.,,,,,,,,,,,,,,
label,○ Pole access hatches shall be orientated to allow unobstructed access.,,,,,,,,,,,,,,
label,○ Level formed ground shall be at each pole for access by ladder or EWP.,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,METHOD: Visual /Site Inspection & Document Review,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,FREQUENCY: Per Pole,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.9 Assembly of outreaches and luminaires,,,,,,,,,,,,,,
label,"REFERENCE: L1-CHE-STD-035, IFC Drawings",,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Outreach bracket to be installed to the pole spigot using the clamping bolt assemble,,,,,,,,,,,,,,
label,○ Bracket and luminaire to align at right angles to vehicle path on road,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,FREQUENCY: Per Pole,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.10 Installation of lighting distribution cabinet,,,,,,,,,,,,,,
label,"REFERENCE: L1-CHE-STD-035, IFC Drawings",,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: The switchboard or distribution board shall be designed and manufactured from suitable materials appropriate to the location in accordance with AS/NZS 3439.1.,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,FREQUENCY: Per lot,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.11 Installation of cabling,,,,,,,,,,,,,,
label,REFERENCE: IFC Notes,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: All electrical cabling to be in accordance with the requirements of AS/NZS 3000: (Australian/New Zealand Wiring Rules) ,,,,,,,,,,,,,,
label,○ Each pole to be cables from the pole circuit breaker,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,METHOD: Visual & Document Review,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,FREQUENCY: Per Lot,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,"VERIFYING DOCUMENTS: Test Certificate, This ITP",,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.12 Commissioning & testing,,,,,,,,,,,,,,
label,REFERENCE: L1-CHE-STD-035,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Upon final acceptance, the Contractor shall switch on the lighting installation at the distribution cabinet in automatic mode, and record the time, date and meter reading for contractual, warranty and power supply purposes and supply this record to the Superintendent within 48 hours",,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,METHOD: Commissioning & testing,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,FREQUENCY: Upon completion of each section,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,"RESPONSIBILITY: SE/PE/SPE, Services Engineer",,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,"VERIFYING DOCUMENTS: This ITP, Attach Certificate",,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.13 Labelling of Assets,,,,,,,,,,,,,,
label,"REFERENCE: L1-CHE-STD-035, MTM Standard",,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Labels fixed to poles as per MTM standard. Pole numbering ,,,,,,,,,,,,,,
label,"○ Labelling of switchboards, distribution boards, circuit breakers, RCDs and all control devices shall be labelled as per Appendix B in MTM standard.",,,,,,,,,,,,,,
label,○ Indelible Labelled srawings shall be permanently displayed at the point of supply. Permanent field markers shall clearly identify the extent of the EPZ locations.,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,METHOD: Visual /Site Inspection & Document Review,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,FREQUENCY: Per pole,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.14 Grouting,,,,,,,,,,,,,,
