Id,Type,Name,Values,Prompting Name,Postfix,Resource Id,
f225cb08-9cb7-55b8-bb68-3f285d265540,note,"Action (Hold, Monitor, Witness) - H",,,,,
67e775ab-3697-554b-b93b-f667e659c874,note,Minimum Test Frequency - Prior to stabilisation per section,,,,,
2a715791-f618-5cf4-8e44-9adb1da04d7d,note,Inspection / Test method - Use grader's machine control and inspect shape,,,,,
75aa2875-41ba-5425-a3bb-96b3f8541b25,note,Record documents (QCP - Quality Control Portal) - N/A,,,,,
336b9167-5e70-5cfb-8da8-3cd9ebbed80a,note,Responsibility - Stabilising Contractor,,,,,
baf45511-898a-5660-b3d4-b5bde1ce1ab1,note,Project Specific Notes / Instructions - Intention is to carry out only minor correction (eg.2% to 3%). Any major shape corrections to be identified prior to site establishment and included in the site specific methodology statement,,,,,
79cf8e45-e680-530a-acf3-fc6b8913857d,note,Eng. Rep - A,,,,,
8bdaa2e4-5a90-5288-9f3c-f2b88eb85969,note,Contractor - R,,,,,
,signoff,AUTHORITY HOLDPOINT,,,,,
,checkpoint,"2.04 - Pre-hoe, shape and proof roll",,,,,
67c09e5e-9f7c-52f5-98c5-36988159ee07,note,Detail of Activity / Test - Pre-hoe to depth specified and shape as instructed in the site spcific methodology statement and/or IFC drawings and proof roll while compacting,,,,,
a17a2f57-8250-5e9a-b9ee-ac5b932b2df6,note,"Action (Hold, Monitor, Witness) - H",,,,,
e7e1b973-5f2a-5cd1-acac-b3548f626313,note,Minimum Test Frequency - Prior to stabilisation per section,,,,,
a95a23a8-7cac-51b7-b6f9-b216b30c979a,note,Inspection / Test method - Visual check or Vibratory Roller's response meter,,,,,
ffa7385d-50db-511e-8b9f-ac59b0ab7d5b,note,Record documents (QCP - Quality Control Portal) - Stabilising Contractor confirm no obvious soft areas found,,,,,
eeddcd5e-3b16-5d6d-930f-e74bec2e70b2,note,Responsibility - Stabiliisng Contractor,,,,,
5df9f9d4-d87f-5c6e-8aaa-0be95a4e724c,note,Project Specific Notes / Instructions - Any soft spots identified by visual means or that show up as significantly different to be raised with the ER for further instructions,,,,,
54bd17e1-1b4d-5bfa-8423-e5bac4204f8b,note,Eng. Rep - A,,,,,
a81a7ab6-3421-5636-a0a6-8e93a855df89,note,Contractor - R,,,,,
,signoff,AUTHORITY HOLDPOINT,,,,,
,checkpoint,2.05 - Overlay and check levels,,,,,
c3a51bfa-7a87-5b34-aa78-c70890ac5204,note,"Detail of Activity / Test - Supply, pre-compact and trim to line and level with NZTA M/4 AP40",,,,,
0dedecaa-21cd-544e-99ed-5d5975f77bd0,note,"Action (Hold, Monitor, Witness) - H",,,,,
b8165694-2c15-5b3d-8eaf-48aa667ab772,note,Minimum Test Frequency - Prior to stabilisation per section,,,,,
b9f35ebb-3655-5dde-98f0-4125773fa528,note,Inspection / Test method - Survey,,,,,
ec63e4c3-2d36-5cd6-b5ea-fbc5b713aee2,note,Acceptance Criteria - As per NZTA Z/16,,,,,
12bfcd31-7c74-5183-8aff-28f67e4b0602,note,Record documents (QCP - Quality Control Portal) - Check with Grader and visual inspection,,,,,
dcb2dd0e-2ac6-5a20-b5e6-ede5308ee183,note,Responsibility - Stabilising Contractor with Main Contractor,,,,,
bb4cca72-5c2c-5035-8201-71bc1f7e659c,note,Project Specific Notes / Instructions - This is the last opportunity to check items before adding the FB. Assess items such as (but not limited to):,,,,,
ce01f28a-f4a2-5de6-ad2d-32e02eb1f21e,note,○ overlay aggregate quality / consistency,,,,,
b936cdfe-c3f4-5cff-9f95-0ee6d44746c3,note,○ moisture content,,,,,
e871f201-2d14-5b09-9f6e-82eea378ac1d,note,○ any concerns with shape and tie in,,,,,
5dcc2e8a-2d26-576d-842a-48702c0e13cc,note,○ etc.,,,,,
070cd3b7-1635-521c-846e-ff3a7653b6ac,note,Eng. Rep - I,,,,,
96baf954-914a-57c5-9e8b-313ff02458f3,note,Contractor - R,,,,,
,signoff,AUTHORITY HOLDPOINT,,,,,
,checkpoint,2.06 - Production Plan,,,,,
76f59c41-311e-581a-8b1b-dd5c9ed7ea45,note,Detail of Activity / Test - Plan showing cut lines and sequencing of works,,,,,
e7906efa-ddc0-52da-878e-f63410b4190c,note,"Action (Hold, Monitor, Witness) - M",,,,,
62ea7800-71a8-55f1-bdc0-08b361da46d4,note,Minimum Test Frequency - Prior to each section,,,,,
0b8692db-a34a-58c0-87eb-7217b37eb3d3,note,Inspection / Test method - Daily Report,,,,,
4a287c83-bd50-5cb0-a027-002df82957b9,note,Acceptance Criteria - Points covered in NZTA B/5,,,,,
55727680-c289-50b5-b90e-07c662c7358e,note,Record documents (QCP - Quality Control Portal) - Daily Production Plan,,,,,
427b4c64-6026-5795-81a5-166b003a0572,note,Responsibility - Stabilising Contractor,,,,,
6de6d099-8cf1-55e7-a226-d8c7d249080f,note,Eng. Rep - I,,,,,
ad938dbf-33c6-5ee1-bc7c-3f2580b9f3aa,note,Contractor - R,,,,,
,checkpoint,Client Final Inspection - the signature below verifies that this ITP has been completed in accordance with the Specifications and verifies lot compliance.,,,,,
dec22408-23ba-52f0-ac47-94c4efe99291,textbox,Contractor's Rep Name:,,,,,
5297358a-d7fd-53d9-a3f4-60f28620cbc5,textbox,Engineer's Rep. Name:,,,,,
f587f3d4-b7fa-5105-bf17-8e59fbf7dd05,date,Date:,,,,,
,signoff,Add Signature,,,,,
,,,,,,,
,checklist,ITP - Foam Bitumen Stabilisation - FBS operation Rev 2,itp,ITP - Foam Bitumen Stabilisation - FBS operation,,4216c747-4808-4716-ab13-9261e9574f94,
,section,3.0. BITUMEN STABILISATION OPERATION,,,,,
,checkpoint,3.01 - Weather conditions,,,,,
bf1c6484-4b5e-599c-aff6-4722bd752707,note,Detail of Activity / Test - Material behind stabiliser,,,,,
cdf1b233-2a1d-5c1a-b9c7-dd1bcb655c44,note,"Action (Hold, Monitor, Witness) - M",,,,,
d838f44e-9a10-5cb5-b979-fd669fb2bab8,note,Minimum Test Frequency - Prior to spreading,,,,,
98a45d6b-e562-5ecd-8240-2dbf96931769,note,Inspection / Test method - Measurement,,,,,
4d534a52-1dc6-57b6-950e-bad9018476bc,note,"Acceptance Criteria - Material after stabilisation: BE: > 20°C, FB: > 20°C and Ambient: >5 deg.C",,,,,
8786e057-2936-5946-b99d-128744a666e4,note,Record documents (QCP - Quality Control Portal) - Daily work Log,,,,,
c1c867d9-57ac-5da8-8439-1f5e91066b83,note,Responsibility - Stabilsing Contractor,,,,,
04bdeb91-8204-5121-a78c-9fd9e57f7678,note,Eng. Rep - I,,,,,
c8c8c6d2-2d9a-5978-87e0-392a05228f96,note,Contractor - R,,,,,
,checkpoint,3.02 - Weather conditions,,,,,
9255db96-2df0-5fc4-919a-6424bfc78c63,note,Detail of Activity / Test - Wind,,,,,
f22f8524-43dd-5f8f-b417-136e8ffa5aab,note,"Action (Hold, Monitor, Witness) - M",,,,,
f6234824-4928-5d75-aedf-7c99101bfe98,note,Minimum Test Frequency - Prior to spreading cement or lime,,,,,
e262af5f-9d8d-5b2d-ada6-ebcb322dca50,note,Inspection / Test method - Local weather stations,,,,,
5e3fbcac-d352-59fe-b537-6d9b4966cef5,note,Acceptance Criteria - Wind speed < 25 km/hr,,,,,
1d78ceb9-6e31-5c53-89ff-cdbb31a7db45,note,Record documents (QCP - Quality Control Portal) - Daily work Log,,,,,
5aef50e8-cbb7-5a16-a362-1d1db4d9b89d,note,Responsibility - Stabilsing Contractor,,,,,
5c6b9215-5943-5ccd-acb7-57ba5020552b,note,Eng. Rep - I,,,,,
28355262-de83-5a0d-b325-40df4aacdeeb,note,Contractor - R,,,,,
,checkpoint,3.03 - Weather conditions,,,,,
3b794877-a84b-54cf-86fd-87a89688ddbd,note,Detail of Activity / Test - Rain,,,,,
26b4d3f9-9704-5640-809b-7c837883e26a,note,"Action (Hold, Monitor, Witness) - M",,,,,
e4dd5ad0-7a3f-58a2-9707-2d02a96332e5,note,Minimum Test Frequency - Prior to spreading cement or lime,,,,,
7bf939e6-39e4-53a9-8246-e21f9ccc898f,note,Inspection / Test method - Local weather stations,,,,,
c62bca29-645b-569f-96ba-3bd3961f6e0e,note,Acceptance Criteria - No spreading of cement / lime if it is raining or likely to rain before these can be mixed in with the material,,,,,
26a6ec8d-2d6c-5ffa-96a7-65dd831857a3,note,Record documents (QCP - Quality Control Portal) - Daily work Log,,,,,
c3084073-454a-5df3-b6c1-ed5878fb6d32,note,Responsibility - Stabilsing Contractor,,,,,
21c67299-4991-5c32-b249-dc198fba966f,note,Eng. Rep - I,,,,,
2399a71f-aec1-5630-b5c3-98c8fe71bbb5,note,Contractor - R,,,,,
,checkpoint,3.04 - Spreading of powdered stabilising agent (Cement / Lime),,,,,
ebdb1c69-d01e-542a-af29-cd00411caf01,note,Detail of Activity / Test - Place 1m2 canvas or 0.5m x 0.5m trays along spreader run,,,,,
665587d1-b012-5647-8432-1169cb2afaf7,note,"Action (Hold, Monitor, Witness) - M",,,,,
8533d432-e1b2-5c15-b878-ef3a8320e208,note,"Minimum Test Frequency - every 400 m2, every 150m for a 2.4m width",,,,,
9cef32df-05e5-5425-9134-7f9fd809a187,note,Inspection / Test method - Weigh mat or tray,,,,,
aee8a673-c0dc-59b5-b3f8-bb8c5cbb09b1,note,Acceptance Criteria - ± 0.5kg/m2 of specified rate,,,,,
83e4c2fc-c068-5a10-b192-d0ac196c3388,note,Record documents (QCP - Quality Control Portal) - Daily work Log,,,,,
89ceb06f-fee8-5bb4-86c0-307e7d9a6b2e,note,Responsibility - Stabilising Contractor,,,,,
29cd1974-c2da-5922-baa2-88a4cbc5bac9,note,Eng. Rep - I,,,,,
c7f4d48b-4d9a-5019-b34b-d5df5e927170,note,Contractor - R,,,,,
,checkpoint,3.05 - Spreading of powdered stabilising agent (Cement / Lime),,,,,
721b9694-e710-5062-a80a-2c1a80b7e893,note,Detail of Activity / Test - Compare area spread with weight used for each spreader load,,,,,
39bdd341-c01e-55b9-afeb-4829d9188ed0,note,"Action (Hold, Monitor, Witness) - M",,,,,
898403a8-f1ab-5ede-b6b3-be8830b07c14,note,Minimum Test Frequency - On-going measurement by computer/load cells,,,,,
cd0ea3a3-dc21-5660-94b5-e5700441918e,note,Inspection / Test method - Measurement each run,,,,,
eb69fde7-e6dd-5ded-9fa7-6a546d982673,note,Acceptance Criteria - ± 2.5% of specified rate,,,,,
ce11192f-f779-5859-8e34-89eb156ba096,note,Record documents (QCP - Quality Control Portal) - Daily work Log,,,,,
f007fd1b-4641-5084-ae1a-e95076be6a89,note,Responsibility - Stabilising Contractor,,,,,
9dae86dc-7376-5177-8d7f-5f509797a55f,note,Eng. Rep - I,,,,,
58ed924f-d949-5ef1-8aa7-c5bbfe1fdaff,note,Contractor - R,,,,,
,checkpoint,3.06 - Injection of bituminous stabilising agent (FBS or BE),,,,,
940f8bac-e707-5c09-921d-bfc2384abc8c,note,Detail of Activity / Test - Flow meter and operator's display readings,,,,,
cbc6c9a2-98ec-5d4a-9fcc-c8405a95e72c,note,"Action (Hold, Monitor, Witness) - M",,,,,
ba0a952b-8b1e-5900-b5d8-c96c58f6f379,note,Minimum Test Frequency - Continous monitoring by the operator and the grounds person,,,,,
612965e8-1945-55f3-bbbe-1bd8f3e3f032,note,Inspection / Test method - Visual display reading,,,,,
f1bae931-f2bb-5e7a-8290-8f5e3f8b6929,note,Acceptance Criteria - ± 5% of specified rate,,,,,
3dae57ad-629a-57de-8d75-41d373c95675,note,Record documents (QCP - Quality Control Portal) - N/A,,,,,
330630e0-7f68-5251-b816-28e36f0f854e,note,Responsibility - Stabilising Contractor,,,,,
b54dc74d-7779-5a9c-9438-9cc5cc5bf1b8,note,Eng. Rep - I,,,,,
b6370a95-48c9-50fd-bbcb-9b46560931af,note,Contractor - R,,,,,
,checkpoint,3.07 - Injection of bituminous stabilising agent (FBS or BE),,,,,
9320143c-0558-5fc9-b7ce-999549f52ac5,note,Detail of Activity / Test - Compare tonnes used (from the stabiiser's PCU) with the measured area,,,,,
cdaa59eb-ff58-5585-9e21-f93edc3474f3,note,"Action (Hold, Monitor, Witness) - M",,,,,
160259bd-88e0-5a5d-8e1b-0cd57f49e9ad,note,Minimum Test Frequency - Record usage from PCU at the end of each run,,,,,
dcc6f9b6-b9aa-5d01-80cf-c58c86534daf,note,Inspection / Test method - Record readings at the end of each run,,,,,
4ab0a6de-ddff-53b9-9f23-8157df54b886,note,Acceptance Criteria - ± 3% of specified rate,,,,,
1dfd94d0-9320-5f6a-80c8-ff72b3a184e8,note,Record documents (QCP - Quality Control Portal) - Daily work Log,,,,,
ec833f0c-252d-5576-bb29-ceee63c7e41d,note,Responsibility - Stabilising Contractor,,,,,
4cf0a763-56b8-51d8-ad8c-2948b0ef7a15,note,Eng. Rep - I,,,,,
8347c761-20a3-5dbe-8303-aee196d54d13,note,Contractor - R,,,,,
,checkpoint,3.08 - Injection of bituminous stabilising agent (FBS or BE),,,,,
2dd6d971-5a56-5978-950f-dca62e4477fa,note,Detail of Activity / Test - Compare tonnes used (from delivery docket) with measured area,,,,,
16513ca9-3a36-5c1c-ad9f-fc4e6ea26e51,note,"Action (Hold, Monitor, Witness) - M",,,,,
72ff0555-6dcd-5757-938b-2bba4c86928e,note,Minimum Test Frequency - For each bitumen tanker load,,,,,
907e172b-62c4-5a34-90f8-8f3027a798d7,note,Inspection / Test method - Dip bitumen tanker before and after,,,,,
02bd6f9e-f851-5293-bb90-ff3fdddcdb03,note,Acceptance Criteria - ± 2.5% of specified rate,,,,,
3918916f-6cd1-5ae7-bcea-bb3743346dac,note,Record documents (QCP - Quality Control Portal) - Daily work Log,,,,,
a4612f46-baf9-5726-9e84-32d33c073036,note,Responsibility - Stabilising Contractor,,,,,
69da0d7f-161a-5500-aa0d-84e1220a9e45,note,Eng. Rep - I,,,,,
53afbbac-fe02-58e7-aee1-0862280ba0aa,note,Contractor - R,,,,,
,checkpoint,3.09 - Injection & Mixing of Water,,,,,
9164c521-fc99-5ef6-918b-143af100a014,note,Detail of Activity / Test - In-situ Stabilisation process,,,,,
eeb9939d-2e3e-5bd3-80b4-ce465bcff4b6,note,"Action (Hold, Monitor, Witness) - M",,,,,
9077b394-9922-5c18-8188-434f7faee5bc,note,Minimum Test Frequency - On-going visual assessment,,,,,
85f12cce-8a44-5d29-9303-933b7c6baad0,note,Inspection / Test method - Visual and hand squeeze test,,,,,
1d7be9ec-bc16-57fc-b2ae-e020b7a190d2,note,Acceptance Criteria - Mixed material free of pockets or streaks. Overlaps minimum of 150mm,,,,,
a2d59421-dee9-58d9-b74d-466dcc535607,note,Record documents (QCP - Quality Control Portal) - Daily work Log,,,,,
081cdd09-0532-5be3-ad5f-145b1451c3e7,note,Responsibility - Stabilising Contractor,,,,,
b4fc1109-2dd0-51ae-8355-6b154724a956,note,Eng. Rep - I,,,,,
40df0563-2e8c-5cf5-a35c-280d40772c0a,note,Contractor - R,,,,,
,checkpoint,3.10 - Depth of stabilisation,,,,,
430efee4-866e-5c94-95ff-c2b89438033a,note,Detail of Activity / Test - Depth of stabilisation,,,,,
e73d659d-a765-5b9f-8431-4c3482cd6067,note,"Action (Hold, Monitor, Witness) - M",,,,,
318b605b-00c5-533d-bfa9-9abfdfc91ac2,note,Minimum Test Frequency - Every 200m,,,,,
dd1e137a-4bad-5474-8907-e3e2c2988ead,note,Inspection / Test method - Measurement,,,,,
b0642379-449f-5949-89b9-b42debbc1ba7,note,Acceptance Criteria - +15mm / -5mm from specified depth,,,,,
43a3ff64-86db-5034-a083-78cb508d0002,note,Record documents (QCP - Quality Control Portal) - Daily work Log,,,,,
7f4b1954-163c-51fd-91da-4363d2284609,note,Responsibility - Stabilising Contractor,,,,,
4a236261-8177-5f5a-b552-b774d90ab1ae,note,Eng. Rep - I,,,,,
50774958-11af-5df4-b8cf-f823fb6197aa,note,Contractor - R,,,,,
,checkpoint,3.11 - FBS material,,,,,
46ddfceb-e2dc-5285-bef1-5d42bbff8e5f,note,Detail of Activity / Test - Stabilised material strength - ITS,,,,,
aba067f2-10d9-5920-9874-263c29977d4a,note,"Action (Hold, Monitor, Witness) - M",,,,,
9eddfadb-2bf8-55e1-b56d-864742308805,note,Minimum Test Frequency - 3 soaked ITS + 3 dry ITS per Lot or when the material changes,,,,,
9302794f-4594-5093-a1dc-020f08e22296,note,Inspection / Test method - NZTA T/19N: 2020,,,,,
243da002-7e36-5e35-88d7-d6a5361beda8,note,Acceptance Criteria - Testing at 1mm/min:,,,,,
a12c0c0a-c8ef-5ae4-8c5d-234cd28ade6b,note,– BSM Dry ITS: 150 kPa to 400 kPa,,,,,
ad0ef415-126e-5b68-9b35-f156f5ecbda3,note,– BSM Soaked ITS: 120 kPa to 350 kPa,,,,,
3e92d676-8338-58c8-afeb-d3b2f94af728,note,○ Testing at 50.8mm/min:,,,,,
0c75f157-1187-5bda-a8fe-e2dc77d687e3,note,– BSM Dry ITS: 180 kPa to 450 kPa,,,,,
dcd870d0-d701-54aa-8c7e-f95f2be36e84,note,– BSM Soaked ITS: 150 kPa to 420 kPa,,,,,
fd85fda4-7d45-5544-8430-b728d11602c2,note,Record documents (QCP - Quality Control Portal) - IANZ Report,,,,,
bbb9674e-69f1-5c83-9126-4d55f4da1ef0,note,Responsibility - Stabilising Contractor,,,,,
6bfcaeac-1fab-5138-b203-6cffa1ba0cfe,note,Project Specific Notes / Instructions - ITS briquettes to be produced on site if travel time to lab > 30 minutes.,,,,,
3194d33e-6103-5de6-b860-6d56d9eb56bb,note,Designer - I,,,,,
44d1196c-c8e6-5363-9096-2a74ac38df9a,note,Eng. Rep - A,,,,,
85966a30-6d1b-5449-a6ef-c17c4500b91f,note,Contractor - R,,,,,
,checkpoint,3.12 - Compaction,,,,,
94df43cc-3457-5f64-9a9c-9b7c901de1dc,note,Detail of Activity / Test - Plateau Density Test,,,,,
97c1bfc2-fe8d-5f3e-b0f0-5efdc97cc65d,note,"Action (Hold, Monitor, Witness) - H",,,,,
ce2ba0b4-32ec-5c6f-a084-6e613a485634,note,"Minimum Test Frequency - On first day per site and then 1 per 10,000m2 unless material or anvil conditions change",,,,,
619a2e82-8961-53ac-b044-885cf1ea6e39,note,Inspection / Test method - Draft NZTA T/24 (Aug-2024),,,,,
8cfac5bb-cd9f-54ca-94db-717ae8f9debe,note,Acceptance Criteria - To establish suitability of rollers and compaction mode / pattern to achieve FBS-MDD,,,,,
fda27670-4486-58fe-9106-9305fa135f94,note,Record documents (QCP - Quality Control Portal) - Field PDT sheet photos into ConQA for ER and Pavement designer to assess. IANZ report when processed.,,,,,
46fabe8f-2536-512b-b496-67468c67d8df,note,Responsibility - Stabilising Contractor,,,,,
b38976f3-013d-5de3-a279-68d125e3211c,note,Project Specific Notes / Instructions - If FBS-MDD can't be achieved then the PDT-MDD must be approved by the ER,,,,,
aff8f298-738e-59f2-8515-b4da5176d8d3,note,Designer - I,,,,,
337ccb98-0115-561f-8b36-affafc83a401,note,Eng. Rep - A,,,,,
bfa39a51-afb0-59a1-9454-0fa170473a11,note,Contractor - R,,,,,
,signoff,AUTHORITY HOLDPOINT,,,,,
,checkpoint,3.13 - Compaction,,,,,
895ffb88-e626-5b90-ae93-29cb6d7b2e5f,note,Detail of Activity / Test - Maximum Dry Density,,,,,
dd87a4f8-5552-563b-b16b-c77ebc9dbefa,note,"Action (Hold, Monitor, Witness) - M",,,,,
135ee69a-60d5-5818-b118-62e6b8e39b42,note,"Minimum Test Frequency - On the first day on a new treatment section, then 1 per 10,000m2 unless the material changes",,,,,
8f33c499-ffe7-508b-a7c4-d1db3d998c16,note,Inspection / Test method - NZS 4402.4.1.3,,,,,
6a862b84-251b-5649-8fa7-97c714e2aa62,note,Acceptance Criteria - For analysis of DoC,,,,,
2c1efbd0-5101-5e99-8226-3234f2dd5ee1,note,"○ To be done at the sampled MC, at hand squeze test MC and 1% above the hand squeeze test on site",,,,,
1c711be7-0074-50c3-96dd-6cc129d50e92,note,Record documents (QCP - Quality Control Portal) - IANZ Report,,,,,
04f668bf-4e54-5c14-9dce-09bba300c67a,note,Responsibility - Stabilising Contractor,,,,,
1f04e8eb-0cf1-5d60-be40-ad0335c75f2a,note,Project Specific Notes / Instructions - MDD briqutte to be produced on site if travel time to lab > 30 minutes,,,,,
2def514a-7ca6-5f8d-a5f4-e3a14069e43a,note,○ Note that if the Stabilising Contractor notices changes in material then another one point DD at the hand squeeze test moisture content shall be carried out.,,,,,
4b5f73eb-1e11-5297-b682-04741336cb04,note,Designer - I,,,,,
8eff42b5-fbe8-58db-bb8b-9fad6c1d48ab,note,Eng. Rep - A,,,,,
602aa6ca-e822-5916-b1fe-be624525db29,note,Contractor - R,,,,,
,checkpoint,3.14 - Compaction,,,,,
ea7c2f8b-85da-5cae-9a2b-bed429949bcb,note,Detail of Activity / Test - Degree of Compaction (DoC),,,,,
a06659eb-2a21-5e7d-a1ea-5224ac7e6dc6,note,"Action (Hold, Monitor, Witness) - H",,,,,
d2be0f71-255f-5330-a37e-665929025a42,note,"Minimum Test Frequency - 5 per 1,000m2",,,,,
24996e1d-2b67-5194-baa0-e8735f9c7167,note,Inspection / Test method - NZS 4407.4.2.1 (DT full stabilising depth),,,,,
51d15499-b0f0-5b14-bcce-1578834a3321,note,"Acceptance Criteria - Average DoC ≥ 98%, Minimum DoC ≥ 95%",,,,,
3c856d1e-d8a6-58b2-b2e3-48939a227795,note,Record documents (QCP - Quality Control Portal) - IANZ Report,,,,,
cb326d81-f1c7-5b33-a680-19e6a606be28,note,Responsibility - Stabilising Contractor,,,,,
a31fbe3f-f80c-5432-8e27-9459b5a67caa,note,Designer - I,,,,,
204779c9-1ab2-509b-8cdd-8f485e24b9e4,note,Eng. Rep - A,,,,,
845e8c38-421b-52ea-b999-778ed3d695b5,note,Contractor - R,,,,,
,signoff,AUTHORITY HOLDPOINT,,,,,
,checkpoint,3.15 - Part of Pre-Seal Inspection (left in here and repeated in the Chipseal as it is part of the Pavement to Surfacing handover),,,,,
279a365b-eb80-5950-8b33-18400b76f6bb,note,Detail of Activity / Test - Clegg Impact Value,,,,,
9ccbea11-2515-51b6-b136-0310bc9c1773,note,"Action (Hold, Monitor, Witness) - H",,,,,
0d398692-c5db-5cb8-89e8-8dad889b3e49,note,Minimum Test Frequency - 5 per 1000m2,,,,,
2f454144-5322-5840-8b1a-9e6308c59667,note,Acceptance Criteria - CIV ≥ 50,,,,,
bd73bf20-b534-5666-9df9-a13d92368c17,note,Record documents (QCP - Quality Control Portal) - CIV form - ConQA,,,,,
3a1d5b3b-5040-5666-a36e-5dc27cdd0564,note,Responsibility - Stabilising Contractor,,,,,
9322bdb9-2f67-5cac-9cfd-5df2e99c2af9,note,Designer - I,,,,,
87b0d417-32cb-5566-9a04-cb4b936b8bd9,note,Eng. Rep - A,,,,,
8907282d-39fe-5149-8657-f7b421b9e6a5,note,Contractor - R,,,,,
,signoff,AUTHORITY HOLDPOINT,,,,,
,checkpoint,3.16 - Part of Pre-Seal Inspection (left in here and repeated in the Chipseal as it is part of the Pavement to Surfacing handover),,,,,
076f6efb-1864-5aaa-b943-39404e4dc85c,note,"Detail of Activity / Test - Degree of Saturation, DOS",,,,,
7513f3ed-f9ac-5c1e-a55c-b08777cdd7a9,note,"Action (Hold, Monitor, Witness) - M",,,,,
b12a852c-f85c-564a-8140-54251915d391,note,Minimum Test Frequency - 5 per 1000m2,,,,,
4bc976ad-567d-58db-9d01-ce89e5c7c727,note,Inspection / Test method - NZS 4407.4.2.2 and DOS calculation in NZTA B/5,,,,,
770a66a2-4b4e-5ade-a53a-49fa580e620c,note,Acceptance Criteria - aim for DOS ≤ 80%,,,,,
c038888e-0ba7-524f-90e7-10f82f6f0348,note,Record documents (QCP - Quality Control Portal) - IANZ report,,,,,
1e36d244-7c1f-5908-b258-d0c17461c8e4,note,Responsibility - Contractor,,,,,
025eca51-65aa-5d1e-b0a3-249a203ec500,note,Project Specific Notes / Instructions - Report only,,,,,
83003806-b015-58b5-92f8-9896692fb120,note,Designer - I,,,,,
5dd4b705-ce13-554f-9a3c-dec1e8853a3e,note,Eng. Rep - A,,,,,
b71769bc-6331-566c-bb51-a56302930a33,note,Contractor - R,,,,,
,checkpoint,Client Final Inspection - the signature below verifies that this ITP has been completed in accordance with the Specifications and verifies lot compliance.,,,,,
9f467806-3159-5af2-b225-c579ce379a68,textbox,Contractor's Rep Name:,,,,,
9175d3c1-8949-512c-87ba-fbc4f3ac627a,textbox,Engineer's Rep. Name:,,,,,
6d81d04d-d8d1-5ae3-8178-e344ab519238,date,Date:,,,,,
,signoff,Add Signature,,,,,
