"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"4f9ba366-ad64-4213-a85c-9de4e162e345","","folder-normal","work-in-progress","","step","TRUE","FALSE","BASEMENT"
"2c786fa7-8b5a-4e6e-bad7-eb60e7d42036","","folder-normal","work-in-progress","","step","TRUE","FALSE","BASEMENT","COLUMNS"
"b370301b-31f1-45b1-acef-53dd3559b132","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","BASEMENT","COLUMNS","1BC02"
"804f54a8-0b6e-5003-9cf8-a69eea668ab8","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02","Drawing"
"c90578ba-0577-46aa-a600-da8ab5fd4d6b","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-01"
"ac93e068-b5a2-5e32-abce-c892991da67f","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-01","Drawing"
"9a2ddb9a-f85f-5fd7-b65b-560380135493","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"fcfffb81-d62c-5a48-b634-e95ffde2c8e7","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-01","Panel Properties"
"53cb9baa-0baa-5548-8da6-f81343204223","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Panel Properties","Properties - Pass once entered"
"50eb00ef-0d31-5603-9ea5-4c7d98b1e0b8","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-01","Formwork"
"88f29cfe-5c5d-507f-bed8-ca6cffb176f9","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Formwork","Correct Dimensions & Square"
"148d0a40-4fa4-54e8-a948-d712e731dc16","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Formwork","Grout tube set out"
"3993fbd2-1f6b-5d6d-a0f3-cc0c26178a0c","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Formwork","Magnets Locked Down"
"f947250b-4770-5442-b951-3e06e369de2d","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Formwork","Fillet Installed"
"18b8ba71-e90f-5cc0-92c9-2b5980cc1fd8","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Formwork","ID TAG Installed (photo required)"
"ca7f5a1b-b948-5cea-a58c-0c8999d55970","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Formwork","Starter bars & couplers (photo required)"
"88270693-b658-5ae2-ae32-44568b64b070","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-01","Reinforcement"
"848b5e67-4f32-5af5-8f5d-e831e180586d","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Reinforcement","Correct Mesh/Cage (photo required)"
"2e0b6932-7c3c-52c4-a587-a27ee8433a18","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Reinforcement","Correct Lig Spacing/Mesh Centers"
"903eb787-cb69-50d4-a6e6-d467f3b9b3d9","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Reinforcement","Correct Cover"
"e312f77d-1262-5321-ae1a-906f579a913f","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Reinforcement","Lifter location & Type Correct (photo required)"
"7060be7a-7d7a-52df-925f-f36db99b0070","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Reinforcement","Starter bars & couplers (photo required)"
"5b4c224e-787d-5718-a16b-918a66e9d96f","","checkpoint-status","not-applicable","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Reinforcement","Strongbacks installed - If required"
"ed25c53a-f4a4-5105-92d7-10933b9969a3","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"9a235e9f-7f32-5edf-b354-4085c5631cd6","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Reinforcement","Ferrues Installed - (photo required)"
"4508670b-f3ea-52d8-a31a-fb94030190d3","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-01","Concrete"
"4e97c512-f44e-5e54-93a7-20f288fca40f","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"980389bd-ea93-5108-8a75-a5e71bb828f0","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Concrete","Concrete Test"
"e300443e-c1cb-5372-a594-779ba3589fc5","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Concrete","Concrete Test Report - (photo required)"
"11c1bbf0-beb6-5f80-9391-eeedcfeb8416","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-01","Post Pour"
"1af564d6-b8d6-5c1d-9fb9-bbe0a6a54068","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Post Pour","Ferrules exposed"
"bd33b595-ad75-59b7-8e51-f06e80d3511d","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Post Pour","Grout Tubes Open"
"5266ad90-a1fe-5d38-a05e-75ab5fb1e6ac","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Post Pour","Lifters installed central to panel"
"4a3e685c-7fb4-5d8c-9d0b-f3851d3962ae","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Post Pour","Lifters Cleaned"
"99c4bf9a-7580-5289-8902-6d9ac2c8e1a1","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Post Pour","Patching required - Pass=No / Fail=Yes"
"c4ac8853-484e-5f87-844a-59e066d8d7c4","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Post Pour","ID TAG filled out and correct"
"a15a3dff-c6ef-59a8-9cbd-3ef013d85325","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Post Pour","Strongbacks installed - (photo required)"
"be7c71f5-1e08-5711-84c4-2cd24780291f","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Post Pour","Chamfers Installed"
"b4936c4e-84fd-5783-aef9-51825139caff","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Post Pour","Panels QA sticker completed"
"caf5ab38-410c-5581-94e0-ecb6bc36b411","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-01","Post Pour","Panel ready for delivery, damage free"
"eb052c60-6950-49cd-8845-83e13ac18a7c","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-10"
"59dbec88-ec8d-540c-bb42-29206717fa61","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-10","Drawing"
"9bafe069-578c-5808-ae92-f1ce97419ef2","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"53e1a625-b51b-5df1-bca6-f2e4aa16c079","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-10","Panel Properties"
"7e573a89-11c2-52c5-9c0f-431cc7198e99","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Panel Properties","Properties - Pass once entered"
"c92c2bc2-6046-5011-87ae-a845d8ad074b","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-10","Formwork"
"3ac502c4-0a81-5e55-a63a-937069e2ad92","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Formwork","Correct Dimensions & Square"
"23ac826d-0411-581f-a8a7-ac4487559879","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Formwork","Grout tube set out"
"cf6d5d36-030a-558c-829a-ccea54ecb440","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Formwork","Magnets Locked Down"
"8f509616-c5fc-58a3-a579-8f3aa8da70d2","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Formwork","Fillet Installed"
"b4420e1f-ab2a-57ca-9d04-bb813972a038","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Formwork","ID TAG Installed (photo required)"
"2d1be557-1b56-51d9-b1f5-b2eef0b04a73","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Formwork","Starter bars & couplers (photo required)"
"abf354f8-bf8f-5c5c-82ca-4923ef78c17b","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-10","Reinforcement"
"da79f9cb-2762-5179-8fe1-534ef45cbb27","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Reinforcement","Correct Mesh/Cage (photo required)"
"aaaa208b-c9f5-551e-b709-054bca665a07","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Reinforcement","Correct Lig Spacing/Mesh Centers"
"ed1384d2-6688-5122-8888-401de515d447","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Reinforcement","Correct Cover"
"98fcf614-517c-5fe2-9891-efbca38f5ab0","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Reinforcement","Lifter location & Type Correct (photo required)"
"61136b0e-9cc4-51fc-924e-9ad4d1dc1788","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Reinforcement","Starter bars & couplers (photo required)"
"d2e73a73-c63b-5300-83ec-29cb20217489","","checkpoint-status","not-applicable","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Reinforcement","Strongbacks installed - If required"
"b17f7bf2-82db-58f7-be45-9f2d2dea963b","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"22de719f-cbd6-5c5a-8c96-4f053d8bbe73","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Reinforcement","Ferrues Installed - (photo required)"
"481b24bb-7dda-54df-9377-d0534d28428b","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-10","Concrete"
"c37fbd82-2796-56dc-9356-4894b804f6ad","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"fe67cceb-c885-5c94-a9b8-a918c60ac21f","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Concrete","Concrete Test"
"521bb36e-0307-5997-b9c0-85cd495b5ebd","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Concrete","Concrete Test Report - (photo required)"
"af4c3a8c-effe-52df-9cbd-a0d84b26fb65","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-10","Post Pour"
"98513ec0-e3c1-599a-b9a9-e5e47de15833","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Post Pour","Ferrules exposed"
"f937da73-5a55-5c6e-b13e-2679bcde9f09","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Post Pour","Grout Tubes Open"
"dd721f78-4156-503a-86a8-dfb50416f08f","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Post Pour","Lifters installed central to panel"
"9e21ea16-7e32-516d-b875-7cefc36bfe06","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Post Pour","Lifters Cleaned"
"b76c293e-00c3-5bd5-b3a6-cf13bdca283c","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Post Pour","Patching required - Pass=No / Fail=Yes"
"4124c906-ff46-5f92-9a74-d222e536ddb3","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Post Pour","ID TAG filled out and correct"
"26868d7f-9412-5f7d-8308-0677df772707","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Post Pour","Strongbacks installed - (photo required)"
"01c20e22-ba82-5b57-8f6b-c0ed1dc442e5","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Post Pour","Chamfers Installed"
"529c848a-dca1-5e13-baff-2c775c045514","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Post Pour","Panels QA sticker completed"
"3bc77664-672c-5dd3-a9fa-7c4f86b88ca3","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-10","Post Pour","Panel ready for delivery, damage free"
"5f8a4fd9-ede0-40c9-a117-2f5caece6e0b","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-11"
"cdc1b9d0-f913-5ae2-9a12-2e8c1d76c6c6","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-11","Drawing"
"b8ade435-a0e0-57b6-a376-e16c7d2f8af6","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"a077f2c5-27c6-5588-98be-057c16b22166","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-11","Panel Properties"
"c734ee54-8518-5bfe-ba23-4aebdbacd52d","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Panel Properties","Properties - Pass once entered"
"3bd9af59-adb6-5c13-af54-004ef3567bcc","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-11","Formwork"
"c5d52cff-4955-5a5d-894e-497ebccebfd7","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Formwork","Correct Dimensions & Square"
"44c8ca38-53fe-540a-9720-deab3cb4b561","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Formwork","Grout tube set out"
"3921c01c-e2c6-5d7d-80a9-921ba681033f","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Formwork","Magnets Locked Down"
"32a1dc5f-ffe6-557e-b137-b9947877e33f","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Formwork","Fillet Installed"
"f30968eb-314a-53bc-bb89-4f012fbb6300","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Formwork","ID TAG Installed (photo required)"
"bed59464-cdcd-52b8-b4ef-552465d005ca","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Formwork","Starter bars & couplers (photo required)"
"f98b77b8-bb75-5ddf-9496-e0aaf39fa6a6","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-11","Reinforcement"
"714ce083-1631-5bde-97c8-8c33745ca48c","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Reinforcement","Correct Mesh/Cage (photo required)"
"3bdaf692-bb57-55d4-9638-b359c83f99d7","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Reinforcement","Correct Lig Spacing/Mesh Centers"
"19f3902c-42f0-5a4a-ae09-82d7c1583a94","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Reinforcement","Correct Cover"
"ae4962d0-8917-5003-b97e-3110df8ddc6c","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Reinforcement","Lifter location & Type Correct (photo required)"
"a79e204e-900d-51c6-8147-080516efb372","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Reinforcement","Starter bars & couplers (photo required)"
"16133306-4569-50a3-b8c1-a5dac06bb03e","","checkpoint-status","not-applicable","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Reinforcement","Strongbacks installed - If required"
"f3773393-2095-5ae1-8508-792173de517c","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"777b6b13-7da7-5252-879a-57529b206ae9","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Reinforcement","Ferrues Installed - (photo required)"
"f7b4d1d5-6f5d-5414-ad49-362e2849608b","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-11","Concrete"
"4262e6ba-499d-52bd-86f0-87e08386d22f","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"041359a6-d42b-5f22-ab55-f33b3d5b95e3","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Concrete","Concrete Test"
"f189725b-00f2-5143-9f8b-1c133753b82a","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Concrete","Concrete Test Report - (photo required)"
"e79c245a-a777-5b78-9182-c97f372516f8","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-11","Post Pour"
"3bbaf1e4-8532-5e84-a0c8-7df9f43291d5","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Post Pour","Ferrules exposed"
"e06b1b1e-e321-5909-8b81-3a800cb9af7c","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Post Pour","Grout Tubes Open"
"5c34f455-404c-5db2-ac89-a3b4acbd7bea","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Post Pour","Lifters installed central to panel"
"8430cfb3-d3fd-59d6-8c79-e342a181569a","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Post Pour","Lifters Cleaned"
"9f0d51d4-4d1e-5c97-9db3-c0b3bf72a1ad","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Post Pour","Patching required - Pass=No / Fail=Yes"
"c084a4c1-66bc-54f7-985e-f4cbe26cdd89","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Post Pour","ID TAG filled out and correct"
"f43cb710-65a8-50b3-86eb-c5249f027199","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Post Pour","Strongbacks installed - (photo required)"
"de27a1f5-8086-52cb-a97e-683fd951ec43","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Post Pour","Chamfers Installed"
"aab4991f-0124-5c7a-aff7-4e638f77aca6","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Post Pour","Panels QA sticker completed"
"009ba27f-2973-5e8f-bc46-dfa2ef5e99ba","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-11","Post Pour","Panel ready for delivery, damage free"
"515301ad-7055-494d-9fcd-c9504810d025","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-17"
"66dbba81-1453-53e5-9fa5-8ce170f2d90e","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-17","Drawing"
