"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1371cf9d-cddb-4e17-be16-fa4aecdd159e","","checklist-flat","pass","SYS - PT - Overall Pre-set","checklist-flat","FALSE","FALSE","Overall Pre-set"
"98e90caa-bcdf-5a9e-b225-a3f3c8364a87","","checkpoint-status","pass","","","TRUE","TRUE","Overall Pre-set","Overall Pre-set"
"ba702f39-5c8b-5343-bd60-5b5dc45dcdf8","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-set","System information:"
"9044be55-eeb6-5899-832d-b607b6b7b760","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","SSP Attached"
"7dee9986-9a47-599e-8b4e-3ea1b661334b","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-set","Task Analysis Attached"
"18bbd053-41f2-56f7-af3c-9e215efed097","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","Relevant Drawings Attached"
"510fcecd-3b9e-4ccc-a8db-8aa6dd472a72","","folder-normal","pass","","step","TRUE","FALSE","QA"
"25ed7e71-04e5-45de-9f68-7d5c640c512e","","folder-normal","pass","","step","TRUE","FALSE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall"
"59e2cd5d-9091-492d-8ed4-db0bc09a2001","","folder-normal","pass","","step","TRUE","FALSE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","1No Kingspan Safepro2 Cable System @ 173m - Line 01 "
"6800f604-19b0-4f73-87a6-f7078487517f","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","1No Kingspan Safepro2 Cable System @ 173m - Line 01 ","Pre-Fit Off Checklist"
"2cf7575a-cedb-5f50-b02e-713d6a08dbe7","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","1No Kingspan Safepro2 Cable System @ 173m - Line 01 ","Fit Off Checklist - Line 01","Video taken of system"
"93cf1afa-02ee-5857-b4bd-0506557fec54","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","1No Kingspan Safepro2 Cable System @ 173m - Line 01 ","Fit Off Checklist - Line 01","Installed as per PBI drawings supplied and manufacturer's requirements"
"ded7b589-9a21-4a4c-9818-4569acaa8ab0","","folder-normal","pass","","step","TRUE","FALSE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","3No AP Type 02 - FA Anchors "
"91afe480-0aea-433e-91d0-4ab0b22ef396","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","3No AP Type 02 - FA Anchors ","Pre-Fit Off Checklist"
"e3268178-62cf-5f6c-bd8c-958aed229369","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","3No AP Type 02 - FA Anchors ","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"2938fbf4-6e75-5bfd-840d-1a2917127b89","","holdpoint","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","3No AP Type 02 - FA Anchors ","Pre-Fit Off Checklist","EMAIL PM"
"ae1112df-84b4-5cba-a664-a922a2aa2ebc","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","3No AP Type 02 - FA Anchors ","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"bd2ceb8d-0424-5402-b48e-262f54b9cba5","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","3No AP Type 02 - FA Anchors ","Pre-Fit Off Checklist","Photos taken"
"11941ff5-607a-4873-91fb-c9b6149a7661","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","3No AP Type 02 - FA Anchors ","Fit Off Checklist - Anchor 08"
"ede43cbd-c111-5563-a1bc-1d722619f1da","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","3No AP Type 02 - FA Anchors ","Fit Off Checklist - Anchor 08","Confirm the structure is in accordance with the details supplied by PBI"
"eda95ec9-21f4-513c-8bff-5519cc06a1de","","holdpoint","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","3No AP Type 02 - FA Anchors ","Fit Off Checklist - Anchor 08","EMAIL PM"
"ac5a98ac-46f3-5692-867c-cf137d892cf0","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","3No AP Type 02 - FA Anchors ","Fit Off Checklist - Anchor 08","Required number of photo(s) taken of installed anchor(s)"
"f655f23d-d34d-5c80-a4aa-40bb83a1cfe3","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","3No AP Type 02 - FA Anchors ","Fit Off Checklist - Anchor 08","Installed as per PBI drawings supplied and manufacturer's requirements"
"7495ac3c-a8e3-4f9d-ac2b-5775b8a14dd3","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","3No AP Type 02 - FA Anchors ","Fit Off Checklist - Anchor 09"
"795f1883-c240-55a3-a839-d2aa5508a2d8","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","3No AP Type 02 - FA Anchors ","Fit Off Checklist - Anchor 09","Confirm the structure is in accordance with the details supplied by PBI"
"46967c16-9868-5e81-9219-27773374d5dd","","holdpoint","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","3No AP Type 02 - FA Anchors ","Fit Off Checklist - Anchor 09","EMAIL PM"
"b9d79eeb-ba83-5055-ab61-9ae4010a56a0","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","3No AP Type 02 - FA Anchors ","Fit Off Checklist - Anchor 09","Required number of photo(s) taken of installed anchor(s)"
"e3c10bc7-7f57-57b3-a920-25d92c4f59dd","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","3No AP Type 02 - FA Anchors ","Fit Off Checklist - Anchor 09","Installed as per PBI drawings supplied and manufacturer's requirements"
"9e36de5b-c166-4360-b823-a331044c8a09","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","3No AP Type 02 - FA Anchors ","Fit Off Checklist - Anchor 10"
"80ad7d9b-ce0c-5426-8643-13b198581f76","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","3No AP Type 02 - FA Anchors ","Fit Off Checklist - Anchor 10","Confirm the structure is in accordance with the details supplied by PBI"
"bc05be88-d3d3-5781-8b5a-e4a49c9c78b9","","holdpoint","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","3No AP Type 02 - FA Anchors ","Fit Off Checklist - Anchor 10","EMAIL PM"
"3e3754db-efa3-5a8c-9f15-189abe05e0f5","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","3No AP Type 02 - FA Anchors ","Fit Off Checklist - Anchor 10","Required number of photo(s) taken of installed anchor(s)"
"4b5f8ed6-f64c-5ce6-80a6-f5d36be29b70","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","3No AP Type 02 - FA Anchors ","Fit Off Checklist - Anchor 10","Installed as per PBI drawings supplied and manufacturer's requirements"
"511ebbd3-6824-4c34-ac5a-29bb2bf8645f","","folder-normal","pass","","step","TRUE","FALSE","QA","Permanent Fall Protection Systems Stage 02 - FOH"
"ea11277e-9275-4514-b6f4-3ec5ba57ce32","","folder-normal","pass","","step","TRUE","FALSE","QA","Permanent Fall Protection Systems Stage 02 - FOH","1No Kingspan Safepro2 Cable System @ 40m - Line 02 "
"648f85b5-e849-4a3f-84a4-af1c68686bd6","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Permanent Fall Protection Systems Stage 02 - FOH","1No Kingspan Safepro2 Cable System @ 40m - Line 02 ","Pre-Fit Off Checklist"
"f9388ed7-5b0a-53b4-8895-63cb13ae28b5","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","1No Kingspan Safepro2 Cable System @ 40m - Line 02 ","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"08f26360-5047-5aa3-9ea0-9a3c49b8eec0","","holdpoint","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","1No Kingspan Safepro2 Cable System @ 40m - Line 02 ","Pre-Fit Off Checklist","EMAIL PM"
"f800dd90-7a94-5ffb-9467-1a9fc704c808","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","1No Kingspan Safepro2 Cable System @ 40m - Line 02 ","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"43a9ac3a-6d78-55f1-b850-c1fcdb5bb04d","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","1No Kingspan Safepro2 Cable System @ 40m - Line 02 ","Pre-Fit Off Checklist","Photos taken"
"9ad6cf94-8fa5-4427-a49a-071998057e9c","","checklist-flat","pass","Fit Off Checklist - Line (250m or less)","checklist-flat","FALSE","FALSE","QA","Permanent Fall Protection Systems Stage 02 - FOH","1No Kingspan Safepro2 Cable System @ 40m - Line 02 ","Fit Off Checklist - Line 02"
"543387a1-aae6-54bc-9f58-954f807a0e5b","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","1No Kingspan Safepro2 Cable System @ 40m - Line 02 ","Fit Off Checklist - Line 02","Confirm the structure is in accordance with the details supplied by PBI"
"7b35adaa-18fd-57bb-afd5-a3ea8972b31c","","holdpoint","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","1No Kingspan Safepro2 Cable System @ 40m - Line 02 ","Fit Off Checklist - Line 02","EMAIL PM"
"0d4b44a9-302a-5456-8e3a-fad2913b6438","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","1No Kingspan Safepro2 Cable System @ 40m - Line 02 ","Fit Off Checklist - Line 02","Photo taken of line pull test - 4 photos required"
"34966eb2-b907-5ed1-a383-8da8b8fa795d","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","1No Kingspan Safepro2 Cable System @ 40m - Line 02 ","Fit Off Checklist - Line 02","Photo taken of Swages - 12 photos required"
"2ae21f89-4f41-5d0e-84f9-47dae12781b9","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","1No Kingspan Safepro2 Cable System @ 40m - Line 02 ","Fit Off Checklist - Line 02","Photo taken of Engraved Line Plate / ID Tag"
"ba039586-626c-513a-a13c-dc35b62ebf6a","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","1No Kingspan Safepro2 Cable System @ 40m - Line 02 ","Fit Off Checklist - Line 02","Video taken of system"
"bf658e05-7926-58e5-84d7-ec6e66bd30dd","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","1No Kingspan Safepro2 Cable System @ 40m - Line 02 ","Fit Off Checklist - Line 02","Installed as per PBI drawings supplied and manufacturer's requirements"
"bfc6ef4f-a73c-4ed1-860f-f7270a68b0d5","","folder-normal","pass","","step","TRUE","FALSE","QA","Permanent Fall Protection Systems Stage 02 - FOH","3No AP Type 01 FA Anchors "
"4dc725ea-47f2-48b3-add5-b7e45219f728","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Permanent Fall Protection Systems Stage 02 - FOH","3No AP Type 01 FA Anchors ","Pre-Fit Off Checklist"
"b51d2fa8-b86e-52f7-b492-b1638de422e5","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","3No AP Type 01 FA Anchors ","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"33420485-dd5d-5fe2-b340-8a81aa20a281","","holdpoint","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","3No AP Type 01 FA Anchors ","Pre-Fit Off Checklist","EMAIL PM"
"c0905ef3-ef95-5ff4-b624-924bfbfe19b7","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","3No AP Type 01 FA Anchors ","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"0dfa59c1-a015-5bac-beec-97396fc779d0","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","3No AP Type 01 FA Anchors ","Pre-Fit Off Checklist","Photos taken"
"16b247f4-4c20-45ac-9f45-449b21b4def2","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Permanent Fall Protection Systems Stage 02 - FOH","3No AP Type 01 FA Anchors ","Fit Off Checklist - Anchor 01"
"f5629f54-5d57-5fe8-a818-9a1bad012b81","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","3No AP Type 01 FA Anchors ","Fit Off Checklist - Anchor 01","Confirm the structure is in accordance with the details supplied by PBI"
"891c7596-c6a7-5674-b60f-70bbbb27814b","","holdpoint","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","3No AP Type 01 FA Anchors ","Fit Off Checklist - Anchor 01","EMAIL PM"
"7312d89c-9f7c-5db2-bd74-738ba8a287ef","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","3No AP Type 01 FA Anchors ","Fit Off Checklist - Anchor 01","Required number of photo(s) taken of installed anchor(s)"
"c17ed9c5-d396-5b4e-ba9b-f301aeedf418","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","3No AP Type 01 FA Anchors ","Fit Off Checklist - Anchor 01","Installed as per PBI drawings supplied and manufacturer's requirements"
"9dfe6802-4208-4c92-ada9-4ba302315c49","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Permanent Fall Protection Systems Stage 02 - FOH","3No AP Type 01 FA Anchors ","Fit Off Checklist - Anchor 02"
"9d532b6b-550a-5488-9f33-a9d143c1d245","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","3No AP Type 01 FA Anchors ","Fit Off Checklist - Anchor 02","Confirm the structure is in accordance with the details supplied by PBI"
"1bcf6515-8337-5d5c-8a02-82a49656da82","","holdpoint","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","3No AP Type 01 FA Anchors ","Fit Off Checklist - Anchor 02","EMAIL PM"
"6cc79239-999d-5d93-a3cc-f418b3c440c2","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","3No AP Type 01 FA Anchors ","Fit Off Checklist - Anchor 02","Required number of photo(s) taken of installed anchor(s)"
"d0d5d0b3-0d3f-5845-9ac3-b5a0018b0dee","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","3No AP Type 01 FA Anchors ","Fit Off Checklist - Anchor 02","Installed as per PBI drawings supplied and manufacturer's requirements"
"6da6e0e4-b2c3-4dd2-9e46-c2d035e98b3d","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Permanent Fall Protection Systems Stage 02 - FOH","3No AP Type 01 FA Anchors ","Fit Off Checklist - Anchor 03"
"31f44899-d734-501e-90f3-66e7ea4debbe","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","3No AP Type 01 FA Anchors ","Fit Off Checklist - Anchor 03","Confirm the structure is in accordance with the details supplied by PBI"
"45e5320c-867c-5007-be48-ed82b3570989","","holdpoint","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","3No AP Type 01 FA Anchors ","Fit Off Checklist - Anchor 03","EMAIL PM"
"632faaf7-d114-5e51-9ed7-9ae01c49a935","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","3No AP Type 01 FA Anchors ","Fit Off Checklist - Anchor 03","Required number of photo(s) taken of installed anchor(s)"
"e5dff870-02d2-5706-a80b-0fcaf6b3a25f","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","3No AP Type 01 FA Anchors ","Fit Off Checklist - Anchor 03","Installed as per PBI drawings supplied and manufacturer's requirements"
"c51684ec-b3e8-45ab-b90f-366bc49e7c41","","folder-normal","pass","","step","TRUE","FALSE","QA","Permanent Fall Protection Systems Stage 02 - FOH","4No AP Type 02 FA Anchors"
"00ad76c3-b91a-4d89-a2d1-b5a280f6903f","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Permanent Fall Protection Systems Stage 02 - FOH","4No AP Type 02 FA Anchors","Pre-Fit Off Checklist"
"4cee5358-9728-5aac-9f99-b36d00232315","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","4No AP Type 02 FA Anchors","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"3677a609-075d-5661-8dea-adcd13c865c8","","holdpoint","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","4No AP Type 02 FA Anchors","Pre-Fit Off Checklist","EMAIL PM"
"1aa83124-692a-51e8-9d37-411541635b4e","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","4No AP Type 02 FA Anchors","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"8d53ac94-d82d-547a-9f20-a4065fb7b930","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","4No AP Type 02 FA Anchors","Pre-Fit Off Checklist","Photos taken"
"5c24da70-ad8a-4ed3-9faa-6128b7d1e0a2","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Permanent Fall Protection Systems Stage 02 - FOH","4No AP Type 02 FA Anchors","Fit Off Checklist - Anchor 04"
"e67e8573-3a85-5080-8908-980192c0cd65","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","4No AP Type 02 FA Anchors","Fit Off Checklist - Anchor 04","Confirm the structure is in accordance with the details supplied by PBI"
"e6fc669f-b073-5b73-86b1-b3ecf0d5740b","","holdpoint","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","4No AP Type 02 FA Anchors","Fit Off Checklist - Anchor 04","EMAIL PM"
"3f329347-0905-56bd-be93-092ab6b115fd","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","4No AP Type 02 FA Anchors","Fit Off Checklist - Anchor 04","Required number of photo(s) taken of installed anchor(s)"
"3c471448-ee94-59e2-8223-5be038207e59","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","4No AP Type 02 FA Anchors","Fit Off Checklist - Anchor 04","Installed as per PBI drawings supplied and manufacturer's requirements"
"b1635c0e-8957-4be4-838a-a08b7438d248","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Permanent Fall Protection Systems Stage 02 - FOH","4No AP Type 02 FA Anchors","Fit Off Checklist - Anchor 05"
"9216cc59-eb43-5d3c-b2e0-35e01323ecc1","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","4No AP Type 02 FA Anchors","Fit Off Checklist - Anchor 05","Confirm the structure is in accordance with the details supplied by PBI"
"cfd2f577-ac6a-5957-8e67-9133ce8ac29b","","holdpoint","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","4No AP Type 02 FA Anchors","Fit Off Checklist - Anchor 05","EMAIL PM"
"38fc1bea-5679-5c11-8ec3-3f6752fbfc2d","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","4No AP Type 02 FA Anchors","Fit Off Checklist - Anchor 05","Required number of photo(s) taken of installed anchor(s)"
"6f65ce4c-04e5-5d9b-9fe6-e57d78317001","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","4No AP Type 02 FA Anchors","Fit Off Checklist - Anchor 05","Installed as per PBI drawings supplied and manufacturer's requirements"
"759418e1-43cb-4e55-bc32-f0cd022c39b0","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Permanent Fall Protection Systems Stage 02 - FOH","4No AP Type 02 FA Anchors","Fit Off Checklist - Anchor 06"
"3d5f043e-4e89-544c-81ef-cd733bfa4cfe","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","4No AP Type 02 FA Anchors","Fit Off Checklist - Anchor 06","Confirm the structure is in accordance with the details supplied by PBI"
"c2b100ea-fc0b-5bc7-b90c-065cd9a85be1","","holdpoint","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","4No AP Type 02 FA Anchors","Fit Off Checklist - Anchor 06","EMAIL PM"
"eeed1169-3cf1-5f7b-921a-acac39287b78","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","4No AP Type 02 FA Anchors","Fit Off Checklist - Anchor 06","Required number of photo(s) taken of installed anchor(s)"
"a537ef24-11b0-58ad-9491-17dda2b6e36b","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","4No AP Type 02 FA Anchors","Fit Off Checklist - Anchor 06","Installed as per PBI drawings supplied and manufacturer's requirements"
"df8fadfa-554a-4163-b483-09b271eefbc0","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Permanent Fall Protection Systems Stage 02 - FOH","4No AP Type 02 FA Anchors","Fit Off Checklist - Anchor 07"
