type,name,values,prefix,postfix,usage count,user addable,template name,,,
checkpoint,Evaluated RFI Minor issue - Photo required:,,,,,,,,,
checkpoint,Evaluated RFI Major issue - Photo required:,,,,,,,,,
checkpoint,Evaluated NCR Critical issue - Photo required:,,,,,,,,,
holdpoint,Hold point: Review and Signoff by Team Leader before going to next step (If No RFI),,,,,,,,,
checkpoint,Hold Point: QA Manager,,,,,,,,,
holdpoint,Hold point: Review & Signoff by QA Manager before going to next step (If No RFI),,,,,,,,,
section,Element Assembly 5_QA RFI_Minor,,,,,,,,,
checkpoint,Photo required - RFI Minor issue outcome:,,,,,,,,,
checkpoint,RFI Minor Review by QA Manager comments:,,,,,,,,,
holdpoint,Hold point: Signoff RFI Review Minor by QA Manager before refering to PM,,,,,,,,,
checkpoint,RFI Minor Final Check by Production Manager comments:,,,,,,,,,
holdpoint,Hold point: Review and Signoff RFI Minor by Production Manager Final Check,,,,,,,,,
section,Element Assembly 5_QA RFI_Major,,,,,,,,,
checkpoint,Photo required - RFI Major issue outcome:,,,,,,,,,
checkpoint,RFI Major Review by QA Manager comments:,,,,,,,,,
checkpoint,RFI Major Review by Production Manager comments:,,,,,,,,,
holdpoint,Hold point: Signoff RFI Major Final Review by Production Manager before refering to QCM,,,,,,,,,
checkpoint,Hold Point: Quality & Compliance Manager ,,,,,,,,,
holdpoint,Hold point: Signoff RFI Major Final Check by Quality & Compliance Manager ,,,,,,,,,
section,Element Assembly 5_QA NCR_Critical,,,,,,,,,
checkpoint,Photo required - NCR Critical issue:,,,,,,,,,
checkpoint,RFI Critcal Review by QA Manager comments:,,,,,,,,,
checkpoint,RFI Critical Review by Production Manager comments:,,,,,,,,,
holdpoint,Hold point: Signoff RFI Critical Final Review by Production Manager before refering QA report to QCM.,,,,,,,,,
checkpoint,RFI Critical Review by Quality & Compliance Manager comments:,,,,,,,,,
checkpoint,RFI Critical Review by QCM documentation for Stakeholder approval:,,,,,,,,,
checkpoint,RFI Critical Review by QCM documentation for TA/ BCA Application for Minor Variation:,,,,,,,,,
holdpoint,Hold point: Signoff NCR Critical Approved MV Approved Final Check by QCM before NCR report.,,,,,,,,,
,,,,,,,,,,
checklist,EGM_Ver1.1_08.03.24_Station 1_Inspection,,,,,,EGM_Ver1.1_08.03.24_Station 1_Inspection,77049c9b-f85d-4349-9c7a-7c9fb83ffc24,,
section,Station 1_Electrical & Mechanical - First Fix_DB_Ducting_Penetrations Inspection_Module A or B,,,,,,,,,
checkpoint,Check and review as per Approved Shop Drawing Electrical Services Plan and provide photo,,,,,,,,,
checkpoint,"Ostendo Station 1 Module material scan, completed ",,,,,,,,,
checkpoint,Install Distribution Board as per approved electrical services plan,,,,,,,,,
checkpoint,Install all electrical cabling as per approved electrical services plan,,,,,,,,,
checkpoint,Check and verify installed switchgear valves as per plan,,,,,,,,,
checkpoint,"All conduit, cables are noted correctly",,,,,,,,,
checkpoint,Drill penetrations through timber frame from external for internal wires,,,,,,,,,
checkpoint,Ensure all screws are torqued to correct specification,,,,,,,,,
checkpoint,Visual inspection: Cable protection/Support/Fixing are in good condition without obvious damage,,,,,,,,,
checkpoint,"External mark-out and cut fireboxes through ply/GIB, and overview photo required",,,,,,,,,
checkpoint,"Mechanical Ducting install as per mechanical service plan, and overview photo required",,,,,,,,,
textbox,Operator Name:,,,,,,,,,
checkpoint,Hold point: photo required and signed off by Operator before going to next step (If No RFI),,,,,,,,,
holdpoint,Hold point: Signed off by Team Leader before going to next step (If No RFI),,,,,,,,,
section,Station 1_Plumber & Drainage Team_First Fix Wingbacks Inspection_Module B,,,,,,,,,
checkpoint,Check and review as per project Architectural Drawing and reference respective detail plan page number,,,,,,,,,
checkpoint,"Ensure all plumbing pipework is secure with applied sealant where required, prior to overview photo's",,,,,,,,,
checkpoint,"Install all required wingbacks (cylinder) as per manufacturers specification, and overview photo required.",,,,,,,,,
checkpoint,"Install all required wingbacks (water meter) as per manufacturers specification, and overview photo required.",,,,,,,,,
checkpoint,"Install all required wingbacks (toilet) as per manufacturers specification, and overview photo required.",,,,,,,,,
checkpoint,"Install all required wingbacks (laundry) as per manufacturers specification, and overview photo required.",,,,,,,,,
checkpoint,"Install all required wingbacks (shower) as per manufacturers specification, and overview photo required. ",,,,,,,,,
checkpoint,"Water pipework, complete water test test to AS/NZS 3500, (by-pass mixer) require photo. ",,,,,,,,,
checkpoint,"Install shower mixer as per manufacturers specification, and overview photo required.",,,,,,,,,
textbox,Operator Name:,,,,,,,,,
holdpoint,Hold point: confirm photo taken and signed off by Operator before going to next step (If No RFI),,,,,,,,,
checkpoint,Hold Point: Team Leader,,,,,,,,,
holdpoint,Hold point: Signed off by Team Leader before going to next step (If No RFI),,,,,,,,,
section,Station 1_ Module Assembly _Bulkhead Inspection_Module B,,,,,,,,,
checkpoint,Check and review correct Approved Shop Drawing and provide picture of the respective plan which clearly shows page number,,,,,,,,,
checkpoint,Install bulkhead partially (leave bottom open for ducting install) as per approved plan and manufacturer specification,,,,,,,,,
checkpoint,"Ostendo Station 1 Module material scan, completed ",,,,,,,,,
textbox,Operator Name:,,,,,,,,,
checkpoint,Hold point: photo required and signed off by Operator before going to next step (If No RFI),,,,,,,,,
section,Station 1 Inspection_Signoff,,,,,,,,,
checkpoint-no-status,Inspection,,,,,,,,,
textbox,Operator Name:,,,,,,,,,
checkpoint,Review of Station 1 Module materials where scanned,,,,,,,,,
checkpoint,Photo required - Evaluated RFI Minor issue:,,,,,,,,,
checkpoint,Photo required - Evaluated RFI Major issue:,,,,,,,,,
checkpoint,Photo required - Evaluated NCR Critical issue:,,,,,,,,,
holdpoint,Hold point: photo required and signed off by Operator before going to next step (If No RFI),,,,,,,,,
checkpoint,Hold point: QA Manager,,,,,,,,,
holdpoint,Hold point: Review & Signoff by QA Manager before going to next step (If No RFI),,,,,,,,,
section,Station 1_QA RFI_Minor,,,,,,,,,
checkpoint,Photo required - RFI Minor issue outcome:,,,,,,,,,
checkpoint,RFI Minor Review by QA Manager comments:,,,,,,,,,
holdpoint,Hold point: Signed off RFI Review Minor by QA Manager before refering to PM,,,,,,,,,
checkpoint,RFI Minor Final Check by Production Manager comments:,,,,,,,,,
holdpoint,Hold point: Signed off RFI Minor Review and Final Check by Production Manager Final Check,,,,,,,,,
section,Station 1_QA RFI_Major,,,,,,,,,
checkpoint,Photo required - RFI Major issue outcome:,,,,,,,,,
checkpoint,RFI Major Review by QA Manager comments:,,,,,,,,,
checkpoint,RFI Major Review by Production Manager comments:,,,,,,,,,
holdpoint,Hold point: Signed off RFI Major Final Review by Production Manager before refering to QCM,,,,,,,,,
checkpoint,Hold point: Quality & Compliance Manager,,,,,,,,,
holdpoint,Hold point: Signed off RFI Major Final Check by Quality & Compliance Manager ,,,,,,,,,
section,Station 1_QA RFI_Critical,,,,,,,,,
checkpoint,Photo required - NCR Critical issue:,,,,,,,,,
checkpoint,RFI Critcal Review by QA Manager comments:,,,,,,,,,
checkpoint,RFI Critical Review by Production Manager comments:,,,,,,,,,
holdpoint,Hold point: Signed off RFI Critical Final Review by Production Manager before refering QA report to QCM.,,,,,,,,,
checkpoint,RFI Critical Review by Quality & Compliance Manager comments:,,,,,,,,,
checkpoint,RFI Critical Review by QCM documentation for Stakeholder approval:,,,,,,,,,
checkpoint,RFI Critical Review by QCM documentation for TA/ BCA Application for Minor Variation:,,,,,,,,,
holdpoint,Hold point: Signed off NCR Critical Approved MV Approved Final Check by QCM before NCR report.,,,,,,,,,
,,,,,,,,,,
checklist,EGM_Ver1.0_22.11.23_Station 5_Inspection,,,,,,EGM_Ver1.0_22.11.23_Station 5_Inspection,b1c05ace-2cad-4bf1-8b8b-0c137fcdc946,,
section,Station 5_First Fix Plumbing and Drainage_Module B,,,,,,,,,
checkpoint,"Install floor waste flange, (if required), provide photo.",,,,,,,,,
checkpoint,"After plasterboard (GIB) installation, mains water pressure test for leaks, or mechanical fixing puncture to water pipework.",,,,,,,,,
textbox,Operator Name:,,,,,,,,,
checkpoint,Hold point: Signed off by Operator before going to next step (If No RFI),,,,,,,,,
holdpoint,Hold point: Signed off by Plumbing Team Leader before going to next step (If No RFI),,,,,,,,,
section,Station 5_Gib Stopping 1st Coat - Internal Walls_Module A or B,,,,,,,,,
checkpoint,Install internal Gib stopping as per approved plans,,,,,,,,,
textbox,Operator name:,,,,,,,,,
checkpoint,Check and verify the installed GIB stopping as per approved plans,,,,,,,,,
holdpoint,Hold point: photo required and signed off by Operator before going to next step (If No RFI),,,,,,,,,
section,Station 5_Gib Stopping 2nd Coat - Wall and Ceiling_Module A or B,,,,,,,,,
checkpoint,Install internal Gib stopping as per approved plans,,,,,,,,,
textbox,Operator name:,,,,,,,,,
checkpoint,Check and verify the installed GIB stopping as per specifications & approved plans,,,,,,,,,
holdpoint,Hold point: photo required and signed off by Operator before going to next step (If No RFI),,,,,,,,,
section,Station 5_Putty Holes - Arichtraves & Skirting_Module A or B,,,,,,,,,
checkpoint,Install internal putty holes to architraves & skirting as per approved plans,,,,,,,,,
textbox,Operator name:,,,,,,,,,
checkpoint,Check and verify the installed putty to holes of architraves and skirting as per specifications & approved plans,,,,,,,,,
holdpoint,Hold point: photo required and signed off by Operator before going to next step (If No RFI),,,,,,,,,
section,Station 5 Inspection_Signoff,,,,,,,,,
checkpoint,Hold Point: Contractor,,,,,,,,,
holdpoint,Hold point: Signed off by Contractor before going to next step (If No RFI),,,,,,,,,
checkpoint,Photo required - Evaluated RFI Minor issue:,,,,,,,,,
checkpoint,Photo required - Evaluated RFI Major issue:,,,,,,,,,
checkpoint,Photo required - Evaluated NCR Critical issue:,,,,,,,,,
holdpoint,Hold point: Review & Signoff by QA Manager before going to next step (If No RFI),,,,,,,,,
section,Station 5_QA RFI_Minor,,,,,,,,,
checkpoint,Photo required - RFI Minor issue outcome:,,,,,,,,,
checkpoint,RFI Minor Review by QA Manager comments:,,,,,,,,,
holdpoint,Hold point: Signed off RFI Review Minor by QA Manager before refering to PM,,,,,,,,,
checkpoint,RFI Minor Final Check by Production Manager comments:,,,,,,,,,
holdpoint,Hold point: Signed off RFI Minor Review and Final Check by Production Manager Final Check,,,,,,,,,
section,Station 5_QA RFI_Major,,,,,,,,,
checkpoint,Photo required - RFI Major issue outcome:,,,,,,,,,
checkpoint,RFI Major Review by QA Manager comments:,,,,,,,,,
checkpoint,RFI Major Review by Production Manager comments:,,,,,,,,,
holdpoint,Hold point: Signed off RFI Major Final Review by Production Manager before refering to QCM,,,,,,,,,
checkpoint,Hold Point: Quality & Compliance Manager,,,,,,,,,
holdpoint,Hold point: Signed off RFI Major Final Check by Quality & Compliance Manager ,,,,,,,,,
section,Station 5_QA NCR_Critical,,,,,,,,,
checkpoint,Photo required - NCR Critical issue:,,,,,,,,,
checkpoint,RFI Critcal Review by QA Manager comments:,,,,,,,,,
checkpoint,RFI Critical Review by Production Manager comments:,,,,,,,,,
holdpoint,Hold point: Signed off RFI Critical Final Review by Production Manager before refering QA report to QCM.,,,,,,,,,
checkpoint,RFI Critical Review by Quality & Compliance Manager comments:,,,,,,,,,
checkpoint,RFI Critical Review by QCM documentation for Stakeholder approval:,,,,,,,,,
checkpoint,RFI Critical Review by QCM documentation for TA/ BCA Application for Minor Variation:,,,,,,,,,
holdpoint,Hold point: Signed off NCR Critical Approved MV Approved Final Check by QCM before NCR report.,,,,,,,,,
,,,,,,,,,,
checklist,EGM_Ver1.1_08.03.24_Station 11_Inspection,,,,,,EGM_Ver1.1_08.03.24_Station 11_Inspection,349f92f7-bbf9-4669-8e49-331b50c955aa,,
section,Station 11_Kitchen Cabinets Inspection_Module B,,,,,,,,,
checkpoint,"Contractor - Kitchen Cabinets, refer to separate checklist",,,,,,,,,
checkpoint,Station 11_Electrical & Mechanical Team_Second Fix Electrical & Mechanical Inspection_Module A or B,,,,,,,,,
checkpoint,Check and review as per Approved Shop Drawing Electrical and Mechanical Services Plan and provide picture of the respective plan which clearly shows page number,,,,,,,,,
checkpoint,Install all power points and light switches.,,,,,,,,,
checkpoint,Install all lights.,,,,,,,,,
checkpoint,Install heat pumps. (Onsite install),,,,,,,,,
checkpoint,Install heat towel rail. (If required),,,,,,,,,
checkpoint,Install mechanical ventilation/Bathroom/Laundry/Kitchen.,,,,,,,,,
checkpoint,Install HW cylinder,,,,,,,,,
checkpoint,Install Kitchen oven/hob.,,,,,,,,,
checkpoint,Install wall heaters.,,,,,,,,,
