"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9d25ad23-f47f-4f93-a4b9-59639a47e1f6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Conduits"
"25906010-d397-446e-88b5-7ea455170f54","","folder-normal","work-in-progress","","step","TRUE","FALSE","Conduits","Area / Building"
"92193f65-edbb-45e7-9215-ebc67a8dccc2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Conduits","Area / Building","Basements"
"41173abf-2852-4d6d-8be0-646affbc8995","","folder-normal","work-in-progress","","step","TRUE","FALSE","Conduits","Area / Building","Basements","Slab on ground"
"c464f690-42ff-4951-9c4f-c7c64d4115ab","","checklist-flat","not-started","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Lower Ground","Pour 27"
"53660701-b9da-434c-a681-cebbd2a10a07","","folder-normal","work-in-progress","","step","TRUE","FALSE","Conduits","Area / Building","Basements","Lower Ground Mezz"
"1c338d85-2a8c-4524-b045-63cfd60bc6d3","","checklist-flat","pass","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Lower Ground Mezz","Pour 1"
"1d02572a-31d0-4810-a1dc-50ae87562af7","","checklist-flat","not-started","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Lower Ground Mezz","Pour 2"
"8685e832-4e6b-4de6-b13f-f19e3ba974fc","","checklist-flat","not-started","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Lower Ground Mezz","Pour 3"
"f0b629b3-ec4c-41cf-97ab-94ca7c589f65","","checklist-flat","not-started","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Lower Ground Mezz","Pour 4"
"2029fba2-a117-42be-a6a7-1dbd9a8749c9","","checklist-flat","not-started","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Lower Ground Mezz","Pour 5"
"60396c02-1490-44dd-b8a3-4c1f75841a42","","checklist-flat","not-started","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Lower Ground Mezz","Pour 6"
"9239d4d2-2078-42c7-840e-845fe76030b0","","checklist-flat","not-started","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Lower Ground Mezz","Pour 7"
"a104dd94-a844-4f84-b227-1525f3194b79","","checklist-flat","not-started","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Lower Ground Mezz","Pour 8"
"2504afaa-20d2-4ecb-afbd-076426407a76","","checklist-flat","not-started","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Lower Ground Mezz","Pour 9"
"f6a893c3-22d2-4a6b-bd88-ebe9c00a4dcc","","checklist-flat","not-started","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Lower Ground Mezz","Pour 10"
"ad36cb16-3bbd-4aae-84e8-0ba3976de935","","checklist-flat","not-started","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Lower Ground Mezz","Pour 11"
"464d5329-74a6-483a-bb12-fa85d1892d96","","checklist-flat","not-started","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Lower Ground Mezz","Pour 12"
"c5ab3a0d-d793-491d-9576-e4c56ae33656","","checklist-flat","not-started","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Lower Ground Mezz","Pour 13"
"ddea28c8-56a8-4241-b3f2-6067ab8a859e","","checklist-flat","not-started","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Lower Ground Mezz","Pour 14"
"a1e6e7fb-7821-4cbd-96fd-f2581af361ab","","checklist-flat","not-started","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Lower Ground Mezz","Pour 15"
"629ac57e-7c64-42ab-8426-2ed262eff300","","checklist-flat","not-started","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Lower Ground Mezz","Pour 16"
"9c2e17f3-75d9-400a-bf54-ee7231fde4d9","","checklist-flat","not-started","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Lower Ground Mezz","Pour 17"
"b6fbf893-f3f7-480d-8b8f-4454257f34f6","","checklist-flat","not-started","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Lower Ground Mezz","Pour 18"
"7ac1f233-3696-4755-bf27-5aaac4fc1f07","","checklist-flat","not-started","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Lower Ground Mezz","Pour 19"
"4d62a771-4dc8-4623-b72e-3bf35b398524","","checklist-flat","not-started","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Lower Ground Mezz","Pour 20"
"8993392e-508d-4135-824e-82e50ed870d6","","checklist-flat","not-started","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Lower Ground Mezz","Pour 21"
"36552e36-89ae-4b0c-a4d5-b302659884f2","","checklist-flat","not-started","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Lower Ground Mezz","Pour 22"
"ba2c9877-4720-469e-bbe4-c63121a7dbd5","","checklist-flat","not-started","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Lower Ground Mezz","Pour 23"
"740ad448-c09f-46d6-aced-d75a53880f62","","checklist-flat","not-started","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Lower Ground Mezz","Pour 24"
"c1a5abb3-5a24-47b9-9f58-86ba0691bc1a","","checklist-flat","not-started","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Lower Ground Mezz","Pour 25"
"ac52f1b6-f158-44d4-bdfe-ddc39c7aa19e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Conduits","Area / Building","Basements","Ground Floor"
"67897825-88d8-472e-a8cc-cc3ae92a20a9","","checklist-flat","not-started","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Ground Floor","Pour 1"
"ba88e696-e8c7-40a5-9db3-10ae3b855248","","checklist-flat","pass","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Ground Floor","Pour 3"
"57b1b62f-ca4b-4fe0-b996-823ca7a89d43","","checklist-flat","pass","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Ground Floor","Pour 2"
"e11d4f5b-41fd-4f40-ab62-7c09fc3143e2","","checklist-flat","pass","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Ground Floor","Pour 4"
"f7e3b4fe-05dc-4652-8726-d15d71398e1d","","checklist-flat","pass","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Ground Floor","Pour 5"
"bd45337e-7a6f-4b92-8d10-c6b6fe6409be","","checklist-flat","pass","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Ground Floor","Pour 6"
"b41edf7f-5000-49a7-8684-f909ed958b7d","","checklist-flat","pass","fc96c92f0909e201f84dd2dc2b31f6b6b5e39c63f9ee4fd3119cd5f54576cf55","checklist-flat","FALSE","FALSE","Conduits","Area / Building","Basements","Ground Floor","Pour 7"
