"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"93f40497-1e70-4e31-8799-6978ee7fc0d5","","folder-normal","pass","","step","TRUE","FALSE","Retaining Wall"
"1cd7b478-7177-4e78-b3d8-15b9e0a4ca6e","","folder-normal","pass","","step","TRUE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)"
"4e56e8be-f5e0-4950-a098-6536789054a9","","checklist-sectioned","pass","Panel Checklist V2","checklist","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP1 01, 02 - 21/11"
"a27adafe-df2d-55ce-8f63-75e96fe7ad67","","checkpoint-group","no-status-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253","","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP1 01, 02 - 21/11","Info"
"3a54797c-81f3-5305-af48-74afa53c9fda","","checkpoint-group","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b","","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP1 01, 02 - 21/11","Post Pour"
"4ccd0f1d-6aaa-544d-9184-cfd8ab5273df","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:92443ca4-b573-47f1-8202-d9764c53b07e","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP1 01, 02 - 21/11","Post Pour","Post pour Complete"
"4a4f5fe4-a035-5aac-863c-4bc7ac624dce","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:f31c3832-ed41-4506-ab2a-1f9aa767341f","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP1 01, 02 - 21/11","Post Pour","Remedial Required"
"acd6e3f4-19a5-562e-a6cf-218bd9e3cabe","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84c50dfb-fdcb-4415-a1ba-72835ae16944","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP1 01, 02 - 21/11","Post Pour","Mould Face Finish"
"4abd3a3b-47aa-5a61-b2e7-36094430f63a","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:3e23a9af-ffd3-45b6-b88a-64b43db8933d","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP1 01, 02 - 21/11","Post Pour","Near Face Finish"
"4dca880f-fcf5-5dad-86ea-607aab1d93fb","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:d2b412cd-b177-4b98-9174-73d8a61facfa","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP1 01, 02 - 21/11","Post Pour","Cast -In/Inserts/Penetrations"
"410caf3d-ebe0-5872-bafd-39f6db5f7934","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:6da2348b-640c-4051-9b9c-6aea515052d5","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP1 01, 02 - 21/11","Post Pour","Starter lengths/Positions"
"3c819f1a-2bf4-520a-be8e-8c65f3fe5ed3","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84519c89-f25b-4086-93c1-3ab14f94356d","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP1 01, 02 - 21/11","Post Pour","Approved"
"81e362f7-9dc2-5b67-9076-7d9bed905376","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:fb01bfec-d175-4a2b-9426-6b1135481f15","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP1 01, 02 - 21/11","Post Pour","Mill certificate attached"
"cce81b93-ee7f-4f0c-9972-c6a789a92f95","","checklist-sectioned","pass","Panel Checklist V2","checklist","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11"
"38d261da-2d20-5284-8308-24dba250c76e","","checkpoint-group","no-status-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253","","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Info"
"76f9e9af-938b-5735-be10-f95e59256128","","checkpoint-no-status","no-status-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253:f59d3f80-2684-4d50-9058-80d7314424b1","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Info","Information Complete"
"9eda0bc5-4aff-5344-b9e5-4693eb1baf56","","checkpoint-group","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd","","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Prepour"
"eff3ae65-31b3-5712-bfd8-46c97d1ce32b","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:28a8a1dc-45ee-4748-9c59-5c3dcc5b578d","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Prepour","Length/Width/Thickness/Cutouts"
"1ce31e72-2dfb-53de-ae90-c99364ebd38a","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:2c79e9c3-a653-4d5c-b152-6874f7bc9a52","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Prepour","Square"
"3a5d3854-9a5f-5607-86ae-def0043de47c","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:ee15a31b-43cd-4056-ba45-3eb0919d96cd","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Prepour","Edge Details & Rebates"
"e7ad9830-88ef-5532-99aa-a56c4231fcc4","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:77c422cf-c054-4172-ad04-3d03bdd83d29","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Prepour","Cast in items (Inserts, Weldplates)"
"87283713-1d7e-5a3f-8572-baaea6342878","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:89398b3c-6838-4f40-81f3-7fd9be775d98","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Prepour","Main Reinforcing"
"3c24fd89-e7bb-5eff-8a34-757fb71a084b","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3bd20473-bc8e-4c36-9bb6-2b31562cab6a","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Prepour","Starters"
"fa3ec3fd-073e-5450-8c8a-b2f16b412508","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:36de0294-ef77-4245-84b1-f113b4936977","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Prepour","Stirrups"
"b2314ba4-4bd7-5135-83e8-9f83e9d81cb6","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:1fbdf7e7-8a2a-4c05-85df-4ef77992bad3","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Prepour","Lifters"
"bb1a8ea8-f172-5a0e-b8a1-abae79481523","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:61758461-5a81-411f-96e3-797aa6a42433","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Prepour","Mould Cleaned & Oiled"
"567445e8-1f9c-59a4-9e78-a113eca8ca99","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:44d557d2-53df-4300-b8c9-3b4098d2c57f","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Prepour","Tie wire Trimmed"
"64be2cd7-bf37-505b-b4b2-14fd21482812","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:35a9c520-5bb3-4637-848a-e47afe54d779","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Prepour","Rugasol"
"0d08628a-0b99-5f15-a905-a34a9be4b559","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3fdaeaad-e45c-435f-b06c-b8b4ea6ffd88","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Prepour","Drawings & General Photos"
"d0c2d26b-e0ad-5227-8d76-38f80f384a03","","checkpoint-group","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f","","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Concrete"
"b81eb43c-d265-5f08-abf1-c8ba345a12db","","checkpoint-status","not-applicable","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:5e704cf8-1cf7-4a38-978f-891086c8c405","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Concrete","Concrete results obtained"
"054b1f00-1c57-5bd3-81f8-38ca14415bdc","","checkpoint-status","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:7232495b-a5ea-4e89-8a8f-d854ab307594","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Concrete","Concrete Docket Attached (photo)"
"a03f7b8d-a0d2-5f1b-9632-c18a4fbf308c","","checkpoint-group","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b","","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Post Pour"
"2dd62a7f-4eab-5973-a534-ed615452a818","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:92443ca4-b573-47f1-8202-d9764c53b07e","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Post Pour","Post pour Complete"
"a90f471b-ed10-5b68-af8d-5a187ef6c831","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:f31c3832-ed41-4506-ab2a-1f9aa767341f","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Post Pour","Remedial Required"
"2f6b77c6-4915-5f51-a45a-4fdcd418a369","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84c50dfb-fdcb-4415-a1ba-72835ae16944","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Post Pour","Mould Face Finish"
"18277bec-e4e1-52eb-af5d-edd671ebbca1","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:3e23a9af-ffd3-45b6-b88a-64b43db8933d","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Post Pour","Near Face Finish"
"8fc1462e-04bc-5ff5-ab54-b5e627ba39bc","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:d2b412cd-b177-4b98-9174-73d8a61facfa","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Post Pour","Cast -In/Inserts/Penetrations"
"5607c7d6-741f-5bde-8263-5e83de3c013d","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:6da2348b-640c-4051-9b9c-6aea515052d5","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Post Pour","Starter lengths/Positions"
"79057497-f02a-5100-91fc-01af933a35ad","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84519c89-f25b-4086-93c1-3ab14f94356d","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Post Pour","Approved"
"9327ecb9-1901-526a-be9b-5a69e632ef7d","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:fb01bfec-d175-4a2b-9426-6b1135481f15","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-03, 04, 05, 06  22/11","Post Pour","Mill certificate attached"
"2a2b282f-c507-42dc-a496-8ab795482f17","","checklist-sectioned","pass","Panel Checklist V2","checklist","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-07, 08, 09, 10, 11, 12 - 23/11"
"35884457-8664-543e-9f0e-feea0bb49b20","","checkpoint-group","no-status-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253","","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-07, 08, 09, 10, 11, 12 - 23/11","Info"
"04dff4be-42c3-5269-bafe-1e4dd870bf9f","","checkpoint-no-status","no-status-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253:f59d3f80-2684-4d50-9058-80d7314424b1","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-07, 08, 09, 10, 11, 12 - 23/11","Info","Information Complete"
"063b4d54-bc83-5bc9-9f5b-1a2734d5a79a","","checkpoint-group","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd","","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-07, 08, 09, 10, 11, 12 - 23/11","Prepour"
"90227022-6479-5d9b-8641-fd8ca0c0fdda","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:28a8a1dc-45ee-4748-9c59-5c3dcc5b578d","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-07, 08, 09, 10, 11, 12 - 23/11","Prepour","Length/Width/Thickness/Cutouts"
"2e0747cf-7b0a-55c5-84e1-118bc719080a","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:2c79e9c3-a653-4d5c-b152-6874f7bc9a52","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-07, 08, 09, 10, 11, 12 - 23/11","Prepour","Square"
"2d734f24-d3a9-57ea-b5e7-c27e4d3dc001","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:ee15a31b-43cd-4056-ba45-3eb0919d96cd","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-07, 08, 09, 10, 11, 12 - 23/11","Prepour","Edge Details & Rebates"
"8040d665-ab0b-5107-b525-4be819a4fe0c","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:77c422cf-c054-4172-ad04-3d03bdd83d29","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-07, 08, 09, 10, 11, 12 - 23/11","Prepour","Cast in items (Inserts, Weldplates)"
"c2d89bcc-d123-5348-952b-bc77d733ff7a","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:89398b3c-6838-4f40-81f3-7fd9be775d98","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-07, 08, 09, 10, 11, 12 - 23/11","Prepour","Main Reinforcing"
"d8d66988-2ab3-57e5-81b8-2ae272a57fd8","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3bd20473-bc8e-4c36-9bb6-2b31562cab6a","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-07, 08, 09, 10, 11, 12 - 23/11","Prepour","Starters"
"4a4cdd9c-6b23-5e2e-9890-0c3cdbb24830","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:36de0294-ef77-4245-84b1-f113b4936977","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-07, 08, 09, 10, 11, 12 - 23/11","Prepour","Stirrups"
"2844615c-e121-51ec-8387-375e7c0c4543","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:1fbdf7e7-8a2a-4c05-85df-4ef77992bad3","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-07, 08, 09, 10, 11, 12 - 23/11","Prepour","Lifters"
"ba735c2e-03ac-59a4-bd99-e516849e7768","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:61758461-5a81-411f-96e3-797aa6a42433","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-07, 08, 09, 10, 11, 12 - 23/11","Prepour","Mould Cleaned & Oiled"
"0870f32d-c414-5d6f-84ff-fcfbcb78461c","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:44d557d2-53df-4300-b8c9-3b4098d2c57f","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-07, 08, 09, 10, 11, 12 - 23/11","Prepour","Tie wire Trimmed"
"45b3ff76-1a44-562a-acc4-0826ba165150","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:35a9c520-5bb3-4637-848a-e47afe54d779","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-07, 08, 09, 10, 11, 12 - 23/11","Prepour","Rugasol"
"4fd402d3-4964-5bc2-ad19-f015920c565e","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3fdaeaad-e45c-435f-b06c-b8b4ea6ffd88","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-07, 08, 09, 10, 11, 12 - 23/11","Prepour","Drawings & General Photos"
"f2b7bcd6-6264-5df2-a971-65ac999fbacb","","checkpoint-group","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f","","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-07, 08, 09, 10, 11, 12 - 23/11","Concrete"
"559d1e45-8827-59c9-a180-3b687e361522","","checkpoint-status","not-applicable","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:5e704cf8-1cf7-4a38-978f-891086c8c405","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-07, 08, 09, 10, 11, 12 - 23/11","Concrete","Concrete results obtained"
"9785240a-60e0-557d-b3e5-01f4e3d9acb5","","checkpoint-status","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:7232495b-a5ea-4e89-8a8f-d854ab307594","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-07, 08, 09, 10, 11, 12 - 23/11","Concrete","Concrete Docket Attached (photo)"
"72b7269d-d531-58b1-88d2-94a67ce6b30e","","checkpoint-group","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b","","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-07, 08, 09, 10, 11, 12 - 23/11","Post Pour"
"d0352d56-2fe9-5b55-9c70-acf2008e1a95","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:92443ca4-b573-47f1-8202-d9764c53b07e","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-07, 08, 09, 10, 11, 12 - 23/11","Post Pour","Post pour Complete"
"9117fd59-93ea-5250-bf73-f8ce7c63e572","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:f31c3832-ed41-4506-ab2a-1f9aa767341f","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-07, 08, 09, 10, 11, 12 - 23/11","Post Pour","Remedial Required"
"a9e0751b-f042-5978-b6c8-3005cef3cc11","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84c50dfb-fdcb-4415-a1ba-72835ae16944","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-07, 08, 09, 10, 11, 12 - 23/11","Post Pour","Mould Face Finish"
"459f7c23-baf5-58d9-871f-d5706267a837","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:3e23a9af-ffd3-45b6-b88a-64b43db8933d","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-07, 08, 09, 10, 11, 12 - 23/11","Post Pour","Near Face Finish"
