type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,
label,FREQUENCY: Each post,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,4.4 Fence Post Foundation,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: 32MPa concrete.,,,,,,,,,,,,,,
label,○ Footings as per IFC drawings or standard design to match existing.,,,,,,,,,,,,,,
label,○ Refer to IFC drawing for reinforcement details.,,,,,,,,,,,,,,
label,METHOD: Measure,,,,,,,,,,,,,,
label,FREQUENCY: Each footing,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Post and concrete dockets,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,4.5 Fence Post Installation,,,,,,,,,,,,,,
label,REFERENCE: ,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: IFC Drawings,,,,,,,,,,,,,,
label,METHOD: Maximum post spacing to be 3.25m ± 250mm.,,,,,,,,,,,,,,
label,FREQUENCY: Measure,,,,,,,,,,,,,,
label,CATEGORY: Each post,,,,,,,,,,,,,,
label,RESPONSIBILITY: IP,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: SE/Site Supervisor,,,,,,,,,,,,,,
date,Date Completed:This ITP,,,,,,,,,,,,,,
checkpoint,4.6 Chain Wire Mesh Installation ,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Chain-wire mesh to match existing and or IFC drawings,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each element,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,,,,,
label,"VERIFYING DOCUMENTS: This ITP, Delivery dockets",,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,4.9 Gate Post Foundation,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: As per standard drawings and or IFC drawings,,,,,,,,,,,,,,
label,METHOD: Visual/Measure,,,,,,,,,,,,,,
label,FREQUENCY: Each footing,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Post and Concrete Dockets,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,4.10 Gate Installation - Post,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: As per standard drawings and or IFC drawings,,,,,,,,,,,,,,
label,METHOD: Measure,,,,,,,,,,,,,,
label,FREQUENCY: Each Post,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Delivery Dockets,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,4.11 Gate Installation - Gate,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: As per standard drawings and or IFC drawings,,,,,,,,,,,,,,
label,METHOD: Measure,,,,,,,,,,,,,,
label,FREQUENCY: Each Gate,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Delivery Dockets,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,,,
label,"On behalf of Metropolitan Roads Program Alliance, it is hereby certified that the Works represented by the item of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,,,,,,,,
text,Name:,,,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,,,,,
